Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Лукас Вера;Оренбург;187;99;ЗП ЛЦ;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;-;-;84.00;87 %;-;-;5.00;20 %;18.00;83 %;9.00;56 %;-;-;15.00;80 %;9.00;56 %;9.00;1.00;1.00;3.00;1.00;3.00;7.00;43 %;3.00;0 %;4.00;75 %;2.00;0 %;4.00;75 %;2.00;100 %;1.00;0 %;4.00;7.00;1;1.00;-;-;106.00;90.00;85 %;-;-;-;-;0.60;-;-;-;1.19;0.47;0.72;-;-;73.00;-;1.00;15.00;5.00;-;12.00;5.00;3.00;-;3.00;-;3.00;2.00;-
Хуниор Осмар Игнасио Алонсо Мухика;ФК Краснодар;230;98;З ЛЦ;-;-;1.00;1.00;100 %;1.00;1.00;2.00;1.00;1.00;-;-;-;-;-;-;62.00;81 %;-;-;-;-;21.00;62 %;11.00;36 %;3.00;0 %;10.00;40 %;-;-;1.00;-;-;9.00;1.00;1.00;17.00;59 %;16.00;56 %;1.00;100 %;10.00;60 %;-;-;-;-;-;-;6.00;7.00;1;1.00;-;-;94.00;75.00;80 %;-;-;-;-;-;-;-;-;1.13;0.91;0.22;-;-;50.00;-;-;13.00;4.00;-;4.00;-;10.00;9.00;1.00;6.00;-;-;-
Фабиан Бальбуэна;Динамо Москва;197;98;З ПЦ;-;-;-;-;-;1.00;2.00;-;-;-;1.00;-;-;1.00;-;0.20;52.00;85 %;-;-;1.00;0 %;17.00;76 %;3.00;67 %;2.00;50 %;6.00;67 %;2.00;50 %;5.00;1.00;-;5.00;-;3.00;9.00;33 %;8.00;25 %;1.00;100 %;3.00;33 %;-;-;-;-;2.00;0 %;9.00;7.00;1;1.00;-;-;81.00;66.00;81 %;0 %;1.00;-;-;0.36;0.20;-;0.00;2.39;1.30;1.9;0.07;0.07;44.00;-;-;13.00;2.00;1.00;4.00;1.00;3.00;2.00;1.00;1.00;-;-;-
Сергей Божин;Факел Воронеж;204;98;З ЛЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;1.00;1.00;0.04;28.00;93 %;-;-;-;-;5.00;100 %;1.00;100 %;-;-;2.00;100 %;-;-;1.00;-;-;6.00;-;-;10.00;60 %;7.00;57 %;3.00;67 %;6.00;100 %;-;-;-;-;1.00;0 %;10.00;3.00;1;1.00;-;-;52.00;46.00;88 %;100 %;-;-;-;-;0.04;-;0.00;1.30;2.39;-1.09;0.35;0.09;26.00;-;-;5.00;1.00;-;2.00;-;6.00;4.00;2.00;6.00;-;-;-
Сергей Брызгалов;Факел Воронеж;207;98;З ПЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;2.00;-;0.34;37.00;86 %;-;-;-;-;10.00;70 %;-;-;-;-;5.00;80 %;-;-;3.00;1.00;1.00;9.00;-;2.00;18.00;61 %;12.00;58 %;6.00;67 %;9.00;67 %;-;-;-;-;4.00;75 %;12.00;6.00;1;1.00;-;-;79.00;64.00;81 %;0 %;1.00;1.00;-;-;0.17;-;0.00;1.30;2.39;-1.09;0.21;0.10;32.00;-;-;7.00;-;-;4.00;-;11.00;7.00;4.00;6.00;-;-;3.00
Александр Черников;ФК Краснодар;241;98;ЗП Ц;-;-;-;-;-;-;3.00;-;-;-;1.00;-;-;-;-;-;42.00;81 %;1.00;0 %;-;-;6.00;67 %;1.00;100 %;-;-;4.00;50 %;1.00;100 %;3.00;1.00;-;8.00;-;-;10.00;60 %;8.00;50 %;2.00;100 %;4.00;50 %;-;-;-;-;3.00;67 %;9.00;10.00;1;1.00;-;-;73.00;61.00;84 %;-;-;-;-;-;-;-;-;1.13;0.91;0.22;-;-;34.00;-;-;4.00;1.00;-;2.00;1.00;6.00;4.00;2.00;2.00;-;-;2.00
Василий Черов;Факел Воронеж;214;98;З П;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;53.00;75 %;2.00;0 %;3.00;33 %;10.00;70 %;1.00;0 %;-;-;4.00;75 %;3.00;67 %;4.00;1.00;-;7.00;2.00;1.00;18.00;72 %;13.00;69 %;5.00;80 %;5.00;40 %;2.00;50 %;2.00;50 %;4.00;100 %;5.00;4.00;1;1.00;-;-;82.00;64.00;78 %;-;-;-;-;0.31;-;-;-;1.30;2.39;-1.09;0.68;0.17;40.00;-;1.00;7.00;-;-;3.00;2.00;13.00;9.00;4.00;2.00;1.00;1.00;4.00
Джон Кордоба;ФК Краснодар;242;98;Ф Ц;1.00;-;2.00;1.00;50 %;-;2.00;3.00;-;1.00;-;-;4.00;4.00;2.00;0.51;10.00;80 %;1.00;0 %;-;-;2.00;100 %;1.00;100 %;-;-;1.00;100 %;1.00;0 %;16.00;5.00;2.00;-;-;1.00;32.00;31 %;6.00;17 %;26.00;35 %;16.00;31 %;-;-;-;-;-;-;2.00;2.00;1;1.00;-;-;53.00;25.00;47 %;50 %;1.00;1.00;-;-;0.13;0.51;1.96;1.13;0.91;0.22;-;-;8.00;-;-;2.00;1.00;-;1.00;-;10.00;1.00;9.00;5.00;-;-;-
Эли Даса;Динамо Москва;197;98;З П;-;-;-;-;-;-;2.00;-;-;1.00;-;-;-;-;-;-;46.00;80 %;1.00;0 %;4.00;0 %;11.00;82 %;1.00;100 %;-;-;3.00;100 %;3.00;0 %;10.00;3.00;2.00;5.00;1.00;4.00;9.00;44 %;5.00;40 %;4.00;50 %;2.00;100 %;2.00;50 %;1.00;100 %;2.00;0 %;5.00;5.00;1;1.00;-;-;71.00;55.00;77 %;-;-;-;-;0.26;-;-;-;2.39;1.30;1.9;0.17;0.17;37.00;-;-;9.00;1.00;-;3.00;-;4.00;2.00;2.00;2.00;1.00;1.00;-
Роберто Фернандез Урбиета;Динамо Москва;229;98;З ЛЦ;-;-;-;-;-;-;3.00;-;-;-;1.00;-;-;1.00;-;0.02;66.00;89 %;-;-;-;-;20.00;75 %;5.00;60 %;-;-;2.00;50 %;-;-;2.00;1.00;-;12.00;2.00;4.00;21.00;71 %;14.00;71 %;7.00;71 %;10.00;80 %;1.00;100 %;-;-;6.00;50 %;9.00;6.00;1;1.00;-;-;107.00;93.00;87 %;0 %;1.00;-;-;-;0.02;-;0.00;2.39;1.30;1.9;0.29;0.10;59.00;-;-;15.00;3.00;-;1.00;-;15.00;10.00;5.00;8.00;1.00;-;3.00
Даниил Фомин;Динамо Москва;239;98;ЗП ЛЦ;-;-;-;-;-;-;2.00;2.00;-;1.00;1.00;-;-;1.00;-;0.02;58.00;90 %;1.00;0 %;1.00;0 %;10.00;90 %;-;-;-;-;5.00;100 %;2.00;50 %;3.00;1.00;-;8.00;3.00;1.00;17.00;76 %;14.00;86 %;3.00;33 %;6.00;83 %;-;-;-;-;5.00;80 %;3.00;11.00;1;1.00;-;-;91.00;80.00;88 %;0 %;1.00;-;-;0.01;0.02;-;0.00;2.39;1.30;1.9;0.17;0.17;52.00;-;-;9.00;-;-;5.00;1.00;13.00;12.00;1.00;5.00;-;-;4.00
Данил Глебов;Ростов;232;98;ЗП Ц;1.00;-;1.00;1.00;100 %;1.00;1.00;2.00;-;-;-;-;-;1.00;1.00;0.17;37.00;73 %;2.00;0 %;-;-;10.00;60 %;1.00;100 %;-;-;7.00;57 %;1.00;0 %;7.00;-;2.00;4.00;2.00;1.00;16.00;50 %;9.00;44 %;7.00;57 %;2.00;50 %;2.00;50 %;1.00;0 %;4.00;50 %;5.00;10.00;1;1.00;-;-;72.00;52.00;72 %;100 %;-;-;-;-;0.17;0.17;5.88;0.91;1.13;-0.22;0.10;0.10;27.00;-;-;6.00;1.00;-;4.00;-;8.00;4.00;4.00;1.00;1.00;-;2.00
Руслан Магаль;Факел Воронеж;217;98;П Л;-;-;2.00;-;0 %;2.00;1.00;3.00;-;-;-;-;-;3.00;2.00;0.37;30.00;77 %;1.00;0 %;-;-;5.00;40 %;-;-;-;-;2.00;50 %;5.00;60 %;7.00;1.00;-;5.00;3.00;4.00;15.00;47 %;7.00;71 %;8.00;25 %;2.00;0 %;2.00;50 %;1.00;0 %;5.00;80 %;7.00;3.00;1;1.00;-;-;62.00;46.00;74 %;67 %;-;1.00;-;0.17;0.12;-;0.00;1.30;2.39;-1.09;-;-;23.00;-;-;2.00;-;-;1.00;3.00;7.00;5.00;2.00;-;1.00;-;4.00
Владислав Мастерной;Факел Воронеж;248;98;ЗЛ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;45.00;82 %;-;-;-;-;16.00;63 %;2.00;100 %;-;-;5.00;60 %;2.00;50 %;5.00;1.00;-;9.00;2.00;2.00;13.00;69 %;6.00;100 %;7.00;43 %;-;-;3.00;67 %;2.00;50 %;4.00;100 %;8.00;7.00;1;1.00;-;-;76.00;64.00;84 %;-;-;-;-;-;-;-;-;1.30;2.39;-1.09;-;-;37.00;-;-;10.00;2.00;-;3.00;1.00;9.00;6.00;3.00;-;2.00;1.00;4.00
Виктор Мелехин;Ростов;206;98;З ПЦ;-;-;-;-;-;-;4.00;1.00;1.00;2.00;1.00;-;-;-;-;-;61.00;82 %;-;-;1.00;100 %;15.00;73 %;3.00;33 %;1.00;0 %;4.00;75 %;2.00;100 %;5.00;1.00;-;15.00;5.00;3.00;17.00;71 %;16.00;69 %;1.00;100 %;7.00;71 %;-;-;-;-;1.00;100 %;7.00;10.00;1;1.00;-;-;98.00;82.00;84 %;-;-;-;-;-;-;-;-;0.91;1.13;-0.22;0.21;0.21;50.00;-;1.00;11.00;1.00;-;3.00;2.00;12.00;11.00;1.00;5.00;-;-;1.00
Алексей Миронов;Ростов;193;98;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.01;32.00;72 %;1.00;0 %;-;-;6.00;50 %;2.00;50 %;-;-;4.00;75 %;-;-;3.00;-;-;1.00;-;-;13.00;23 %;10.00;20 %;3.00;33 %;2.00;50 %;2.00;50 %;-;-;5.00;0 %;1.00;3.00;1;1.00;-;-;50.00;31.00;62 %;100 %;-;-;-;0.08;0.01;-;0.00;0.91;1.13;-0.22;-;-;23.00;-;-;3.00;1.00;-;3.00;-;3.00;2.00;1.00;1.00;1.00;-;-
Мохаммад Мохеби;Ростов;232;98;АП Л;1.00;-;1.00;1.00;100 %;-;1.00;3.00;-;-;1.00;-;1.00;1.00;1.00;0.44;30.00;70 %;3.00;0 %;1.00;0 %;6.00;50 %;-;-;-;-;2.00;100 %;2.00;0 %;8.00;-;-;1.00;1.00;1.00;19.00;42 %;4.00;50 %;15.00;40 %;7.00;43 %;3.00;67 %;1.00;100 %;4.00;50 %;3.00;4.00;1;1.00;-;-;58.00;38.00;66 %;100 %;-;-;-;0.09;0.44;0.44;2.27;0.91;1.13;-0.22;-;-;21.00;-;-;3.00;-;-;2.00;-;8.00;2.00;6.00;3.00;2.00;1.00;2.00
Лука Олаза;ФК Краснодар;239;98;ЗЛ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;56.00;86 %;-;-;1.00;0 %;4.00;75 %;1.00;0 %;1.00;0 %;2.00;100 %;1.00;100 %;6.00;4.00;1.00;8.00;-;-;6.00;67 %;5.00;80 %;1.00;0 %;2.00;50 %;-;-;-;-;3.00;100 %;6.00;9.00;1;1.00;-;-;79.00;68.00;86 %;-;-;-;-;0.25;-;-;-;1.13;0.91;0.22;-;-;48.00;-;-;3.00;-;-;2.00;1.00;4.00;4.00;-;1.00;-;-;3.00
Максим Осипенко;Ростов;221;98;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.06;69.00;78 %;-;-;-;-;20.00;60 %;11.00;55 %;3.00;67 %;16.00;56 %;2.00;100 %;5.00;-;-;13.00;5.00;3.00;18.00;67 %;16.00;63 %;2.00;100 %;9.00;89 %;-;-;-;-;2.00;0 %;11.00;14.00;1;1.00;-;-;116.00;94.00;81 %;0 %;1.00;-;-;0.10;0.06;-;0.00;0.91;1.13;-0.22;0.02;0.02;54.00;-;-;12.00;6.00;2.00;9.00;2.00;12.00;10.00;2.00;8.00;-;-;-
Дмитрий Скопинцев;Динамо Москва;217;98;ЗЛ;-;-;-;-;-;-;-;-;-;2.00;-;-;-;2.00;-;0.07;54.00;87 %;-;-;2.00;50 %;11.00;55 %;3.00;0 %;2.00;0 %;8.00;50 %;1.00;100 %;7.00;-;-;8.00;4.00;5.00;23.00;48 %;10.00;60 %;13.00;38 %;2.00;50 %;10.00;40 %;7.00;43 %;4.00;75 %;8.00;6.00;1;1.00;-;-;98.00;77.00;79 %;0 %;1.00;1.00;-;0.28;0.04;-;0.00;2.39;1.30;1.9;0.29;0.14;47.00;-;1.00;6.00;-;-;4.00;1.00;11.00;6.00;5.00;1.00;4.00;3.00;3.00
Эдуард Сперцян;ФК Краснодар;271;98;П ПЦ;1.00;-;1.00;1.00;100 %;1.00;2.00;1.00;-;-;1.00;-;-;1.00;1.00;0.05;29.00;83 %;-;-;-;-;2.00;0 %;1.00;100 %;-;-;2.00;50 %;2.00;50 %;8.00;3.00;2.00;1.00;1.00;-;14.00;29 %;5.00;20 %;9.00;33 %;2.00;0 %;3.00;67 %;-;-;2.00;0 %;2.00;13.00;1;1.00;-;-;63.00;46.00;73 %;100 %;-;-;-;-;0.05;0.05;20.00;1.13;0.91;0.22;-;-;24.00;-;-;-;1.00;-;1.00;1.00;4.00;1.00;3.00;-;2.00;-;-
Витор Тормена Тормена Де Фариас;ФК Краснодар;228;98;З ПЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;57.00;88 %;1.00;0 %;-;-;10.00;60 %;5.00;40 %;-;-;1.00;0 %;-;-;1.00;1.00;-;12.00;1.00;-;22.00;77 %;19.00;74 %;3.00;100 %;10.00;60 %;2.00;100 %;-;-;4.00;100 %;6.00;5.00;1;1.00;-;-;90.00;78.00;87 %;-;-;-;-;-;-;-;-;1.13;0.91;0.22;-;-;50.00;-;-;6.00;2.00;-;-;-;17.00;14.00;3.00;6.00;2.00;-;4.00
Даниил Уткин;Ростов;253;98;П ПЦ;-;-;-;-;-;-;-;4.00;-;-;-;-;-;1.00;-;0.05;47.00;79 %;-;-;1.00;0 %;12.00;50 %;1.00;0 %;-;-;9.00;56 %;11.00;45 %;5.00;-;-;6.00;3.00;1.00;17.00;71 %;6.00;67 %;11.00;73 %;3.00;67 %;6.00;67 %;4.00;50 %;3.00;100 %;4.00;5.00;1;1.00;-;-;75.00;59.00;79 %;0 %;1.00;-;-;0.06;0.05;-;0.00;0.91;1.13;-0.22;-;-;37.00;-;-;6.00;-;-;5.00;5.00;12.00;4.00;8.00;2.00;4.00;2.00;3.00
Илья Вахания;Ростов;199;98;З П;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;-;0.10;43.00;70 %;-;-;2.00;0 %;9.00;56 %;3.00;33 %;-;-;5.00;60 %;6.00;67 %;5.00;3.00;-;6.00;2.00;-;12.00;50 %;10.00;50 %;2.00;50 %;5.00;60 %;1.00;0 %;-;-;2.00;0 %;7.00;6.00;1;1.00;-;-;69.00;49.00;71 %;0 %;1.00;-;-;-;0.10;-;0.00;0.91;1.13;-0.22;-;-;30.00;-;-;5.00;1.00;-;3.00;4.00;6.00;5.00;1.00;3.00;-;-;-
Сергей Волков;ФК Краснодар;273;98;З П;-;1.00;-;-;-;1.00;1.00;-;-;-;1.00;-;-;-;-;-;49.00;86 %;-;-;-;-;9.00;67 %;2.00;100 %;-;-;2.00;100 %;1.00;100 %;3.00;1.00;2.00;5.00;-;2.00;18.00;67 %;11.00;64 %;7.00;71 %;4.00;25 %;6.00;83 %;3.00;67 %;5.00;80 %;9.00;3.00;1;1.00;-;-;84.00;69.00;82 %;-;-;-;-;0.23;-;-;-;1.13;0.91;0.22;-;-;42.00;-;-;6.00;2.00;-;2.00;1.00;12.00;7.00;5.00;1.00;5.00;2.00;4.00
Вячеслав Якимов;Факел Воронеж;185;98;ЗП ЛЦ;-;-;-;-;-;-;4.00;-;-;-;-;-;1.00;-;-;-;40.00;83 %;-;-;-;-;4.00;50 %;-;-;-;-;4.00;50 %;-;-;9.00;4.00;-;4.00;-;-;18.00;44 %;9.00;44 %;9.00;44 %;4.00;50 %;-;-;-;-;6.00;50 %;4.00;6.00;1;1.00;-;-;68.00;51.00;75 %;-;-;-;-;0.18;-;-;-;1.30;2.39;-1.09;-;-;33.00;-;-;2.00;-;-;2.00;-;8.00;4.00;4.00;2.00;-;-;3.00
Жоао Пауло Де Соуза Марес;Динамо Москва;217;98;АП Ц;-;-;2.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;2.00;2.00;0.28;54.00;80 %;-;-;2.00;50 %;10.00;80 %;-;-;-;-;6.00;100 %;10.00;70 %;12.00;-;-;1.00;-;3.00;16.00;19 %;7.00;14 %;9.00;22 %;9.00;11 %;2.00;100 %;1.00;100 %;2.00;0 %;2.00;3.00;1;1.00;-;-;79.00;55.00;70 %;100 %;-;-;-;0.57;0.14;-;0.00;2.39;1.30;1.9;0.02;0.02;43.00;-;1.00;8.00;-;-;6.00;7.00;3.00;1.00;2.00;1.00;2.00;1.00;-
Нуралы Алип;Зенит;246;97;З ЛЦ;-;-;1.00;-;0 %;1.00;1.00;-;-;1.00;-;-;-;1.00;1.00;0.06;68.00;96 %;-;-;-;-;5.00;80 %;1.00;0 %;-;-;2.00;50 %;-;-;3.00;2.00;-;4.00;1.00;2.00;8.00;75 %;8.00;75 %;-;-;2.00;100 %;-;-;-;-;-;-;6.00;2.00;1;1.00;-;-;86.00;81.00;94 %;100 %;-;-;-;-;0.06;-;0.00;0.56;0.95;-0.39;-;-;65.00;-;-;4.00;-;-;1.00;-;6.00;6.00;-;2.00;-;-;-
Марсело Алвес Сантос;Сочи;225;97;З Ц;-;-;-;-;-;-;2.00;-;1.00;2.00;-;-;-;-;-;-;52.00;88 %;-;-;-;-;11.00;82 %;1.00;0 %;-;-;4.00;50 %;-;-;3.00;1.00;-;12.00;1.00;-;10.00;80 %;10.00;80 %;-;-;2.00;100 %;-;-;-;-;1.00;100 %;14.00;6.00;1;1.00;-;-;82.00;74.00;90 %;-;-;-;-;0.02;-;-;-;0.95;0.56;0.39;-;-;46.00;-;-;9.00;-;-;2.00;-;8.00;8.00;-;2.00;-;-;1.00
Амир Батырев;Сочи;182;97;ЗП ПЦ;-;-;-;-;-;-;2.00;3.00;-;-;-;-;-;2.00;1.00;0.08;30.00;73 %;-;-;1.00;0 %;4.00;25 %;1.00;0 %;1.00;0 %;1.00;0 %;2.00;0 %;7.00;1.00;4.00;3.00;-;-;12.00;42 %;5.00;40 %;7.00;43 %;5.00;40 %;1.00;100 %;1.00;100 %;-;-;1.00;7.00;1;1.00;-;-;57.00;37.00;65 %;50 %;1.00;-;-;-;0.04;-;0.00;0.95;0.56;0.39;-;-;22.00;-;-;1.00;-;-;-;-;5.00;2.00;3.00;2.00;1.00;1.00;-
Никита Бурмистров;Сочи;204;97;АП ПЦ;-;-;1.00;-;0 %;-;1.00;1.00;-;-;-;-;-;1.00;-;0.26;50.00;80 %;-;-;5.00;20 %;7.00;71 %;4.00;50 %;1.00;100 %;5.00;80 %;7.00;29 %;9.00;2.00;1.00;1.00;-;-;11.00;36 %;2.00;100 %;9.00;22 %;4.00;25 %;-;-;-;-;2.00;100 %;1.00;4.00;1;1.00;-;-;68.00;49.00;72 %;0 %;-;1.00;-;0.06;0.26;-;0.00;0.95;0.56;0.39;-;-;40.00;-;1.00;5.00;2.00;1.00;4.00;2.00;4.00;2.00;2.00;1.00;-;-;2.00
Страхиня Эракович;Зенит;216;97;З П;-;-;-;-;-;-;3.00;1.00;-;2.00;-;-;-;-;-;-;57.00;79 %;-;-;-;-;11.00;73 %;3.00;67 %;1.00;0 %;7.00;43 %;3.00;33 %;8.00;4.00;-;4.00;-;-;10.00;60 %;8.00;63 %;2.00;50 %;4.00;50 %;-;-;-;-;6.00;67 %;4.00;4.00;1;1.00;-;-;76.00;60.00;79 %;-;-;-;-;-;-;-;-;0.56;0.95;-0.39;-;-;45.00;-;-;8.00;2.00;-;3.00;1.00;6.00;5.00;1.00;2.00;-;-;4.00
Дмитрий Кабутов;Рубин Казань;216;97;ЗП П;-;-;-;-;-;2.00;2.00;1.00;-;1.00;-;-;-;1.00;-;0.04;38.00;63 %;2.00;50 %;2.00;50 %;9.00;56 %;5.00;40 %;-;-;7.00;57 %;8.00;63 %;5.00;2.00;-;1.00;-;4.00;12.00;33 %;9.00;33 %;3.00;33 %;2.00;0 %;-;-;-;-;6.00;50 %;4.00;2.00;1;1.00;1.00;-;61.00;38.00;62 %;0 %;-;1.00;-;1.93;0.04;-;0.00;2.47;0.93;1.54;-;-;24.00;1.00;1.00;5.00;2.00;-;4.00;5.00;4.00;3.00;1.00;-;-;-;3.00
Артём Макарчук;Сочи;214;97;ЗП Л;-;-;-;-;-;-;2.00;1.00;-;-;-;-;1.00;-;-;-;48.00;83 %;-;-;2.00;0 %;13.00;69 %;3.00;33 %;1.00;100 %;8.00;50 %;5.00;40 %;7.00;-;1.00;6.00;4.00;1.00;5.00;40 %;2.00;100 %;3.00;0 %;2.00;0 %;-;-;-;-;1.00;100 %;8.00;6.00;1;1.00;-;-;69.00;57.00;83 %;-;-;-;-;0.02;-;-;-;0.95;0.56;0.39;-;-;40.00;-;-;9.00;1.00;1.00;4.00;2.00;2.00;2.00;-;-;-;-;1.00
Вендел;Зенит;240;97;ЗП ЛЦ;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;1.00;-;-;-;67.00;88 %;1.00;100 %;2.00;0 %;10.00;70 %;3.00;67 %;-;-;8.00;75 %;3.00;0 %;7.00;-;-;3.00;2.00;4.00;13.00;46 %;6.00;67 %;7.00;29 %;4.00;0 %;2.00;100 %;1.00;100 %;3.00;100 %;-;6.00;1;1.00;-;-;90.00;75.00;83 %;-;-;-;-;0.24;-;-;-;0.56;0.95;-0.39;-;-;59.00;1.00;-;7.00;2.00;-;6.00;-;6.00;4.00;2.00;-;2.00;1.00;3.00
Кирилл Заика;Сочи;221;97;ЗП П;-;-;-;-;-;1.00;3.00;2.00;1.00;1.00;1.00;-;-;2.00;-;0.13;36.00;83 %;-;-;3.00;0 %;5.00;100 %;1.00;0 %;-;-;1.00;100 %;2.00;50 %;8.00;2.00;-;6.00;2.00;2.00;17.00;53 %;8.00;63 %;9.00;44 %;4.00;50 %;2.00;50 %;1.00;0 %;5.00;80 %;7.00;4.00;1;1.00;-;-;68.00;52.00;76 %;0 %;2.00;-;-;0.27;0.07;-;0.00;0.95;0.56;0.39;-;-;30.00;-;-;5.00;-;-;1.00;1.00;9.00;5.00;4.00;2.00;1.00;-;4.00
Родригао;Зенит;223;97;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;74.00;91 %;-;-;-;-;17.00;71 %;4.00;50 %;2.00;50 %;11.00;82 %;1.00;100 %;3.00;1.00;-;6.00;1.00;-;9.00;67 %;8.00;63 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;5.00;80 %;3.00;5.00;1;1.00;-;-;91.00;81.00;89 %;-;-;-;-;-;-;-;-;0.56;0.95;-0.39;-;-;67.00;-;-;12.00;2.00;1.00;9.00;1.00;6.00;5.00;1.00;1.00;1.00;-;4.00
Дуглас Сантос;Зенит;285;97;ЗЛ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;106.00;82 %;-;-;6.00;17 %;16.00;75 %;3.00;100 %;-;-;13.00;69 %;12.00;42 %;12.00;4.00;1.00;8.00;2.00;7.00;12.00;67 %;8.00;75 %;4.00;50 %;3.00;100 %;2.00;100 %;-;-;1.00;100 %;4.00;2.00;1;1.00;-;-;132.00;108.00;82 %;-;-;-;-;0.30;-;-;-;0.56;0.95;-0.39;-;-;87.00;-;1.00;12.00;3.00;-;9.00;5.00;8.00;6.00;2.00;3.00;2.00;-;1.00
Виктор Александров;Пари Нижний Новгород;233;96;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.08;26.00;81 %;-;-;-;-;5.00;60 %;-;-;-;-;-;-;-;-;2.00;-;-;5.00;-;-;13.00;69 %;13.00;69 %;-;-;3.00;33 %;-;-;-;-;6.00;83 %;8.00;2.00;1;1.00;-;-;51.00;41.00;80 %;0 %;-;1.00;-;-;0.08;-;0.00;0.47;0.56;-0.09;-;-;21.00;-;-;3.00;-;-;-;-;9.00;9.00;-;1.00;-;-;5.00
Глен Бейл;Крылья Советов;197;96;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;95.00;88 %;-;-;3.00;33 %;15.00;53 %;5.00;60 %;-;-;13.00;54 %;9.00;56 %;9.00;-;-;4.00;-;6.00;12.00;42 %;8.00;50 %;4.00;25 %;5.00;60 %;1.00;0 %;1.00;0 %;2.00;50 %;6.00;3.00;1;1.00;-;-;122.00;104.00;85 %;-;-;-;-;0.19;-;-;-;0.56;0.47;0.09;0.03;0.03;84.00;-;1.00;8.00;3.00;-;7.00;5.00;5.00;4.00;1.00;3.00;-;-;1.00
Роман Евгеньев;Крылья Советов;215;96;З Ц;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;83.00;92 %;-;-;1.00;0 %;19.00;89 %;1.00;100 %;-;-;8.00;75 %;1.00;0 %;4.00;1.00;2.00;7.00;1.00;8.00;16.00;56 %;13.00;62 %;3.00;33 %;9.00;67 %;-;-;-;-;1.00;0 %;5.00;5.00;1;1.00;-;-;119.00;103.00;87 %;-;-;-;-;-;-;-;-;0.56;0.47;0.09;0.12;0.06;76.00;-;-;17.00;1.00;-;6.00;-;9.00;8.00;1.00;6.00;-;-;-
