Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Юрий Бавин;СКА-Хабаровск;215;90;ЗП Ц;0.11;-;0.22;0.11;50 %;0.11;2.27;0.97;-;0.11;0.32;-;-;0.65;0.22;0.05;50.69;89 %;0.32;33 %;0.22;0 %;10.51;69 %;2.92;63 %;0.32;67 %;6.82;63 %;2.82;42 %;4.1;0.87;1.8;6.39;2.49;1.8;12.89;52 %;8.99;48 %;3.90;61 %;1.84;82 %;0.87;63 %;0.32;33 %;4.12;53 %;7.58;6.6;9;0.97;0.22;-;80.25;66.82;83 %;33 %;0.22;0.22;-;0.08;0.08;0.49;2.4;1.5;1.19;-0.14;0.01;0.04;44.95;0.11;-;7.26;1.84;0.22;4.33;1.19;6.71;4.33;2.38;1.52;0.54;0.11;2.17
Азат Байрыев;Кубань Краснодар;188;90;З ЛЦ;-;-;-;-;-;-;1.19;0.30;0.60;1.79;0.30;-;0.30;0.30;-;0.04;46.19;89 %;-;-;-;-;7.15;79 %;0.30;0 %;0.30;0 %;2.9;57 %;0.60;0 %;3.87;1.49;-;4.17;0.60;2.38;7.75;62 %;5.7;71 %;2.68;44 %;4.17;64 %;-;-;-;-;0.89;33 %;6.26;5.7;4;0.89;-;0.30;68.54;60.20;88 %;0 %;-;0.30;-;-;0.14;-;0.00;0.76;1.50;-0.74;0.20;0.10;41.13;-;-;5.66;-;-;1.19;-;4.77;3.58;1.19;2.68;-;-;0.30
Руслан Байтуков;Тюмень;216;90;З ПЦ;0.17;-;0.34;0.17;50 %;-;1.11;1.2;0.17;0.68;0.26;-;-;0.43;0.26;0.04;48.59;83 %;0.09;0 %;0.17;0 %;10.16;62 %;2.65;48 %;0.60;57 %;4.18;55 %;2.65;58 %;4.27;1.79;0.26;7.43;0.85;1.11;15.28;65 %;12.72;64 %;2.56;70 %;7.17;68 %;0.43;80 %;0.09;100 %;2.65;58 %;6.6;6.40;11;0.94;-;-;78.56;64.55;82 %;60 %;0.17;-;-;0.04;0.09;0.23;4.35;0.94;1.23;-0.29;0.13;0.09;40.30;-;-;6.32;1.28;0.34;2.31;1.54;9.99;8.20;1.79;4.87;0.34;0.09;1.54
Константин Базелюк;Нефтехимик Нижнекамск;192;90;Ф ЛЦ;0.23;-;1.37;0.23;17 %;1.15;0.69;2.6;0.23;0.23;-;-;0.92;2.52;1.37;0.35;21.98;71 %;0.46;100 %;0.92;25 %;5.27;61 %;0.23;100 %;-;-;3.21;64 %;1.37;50 %;11.68;2.52;1.37;1.37;0.69;0.46;23.13;39 %;4.81;29 %;18.32;41 %;9.16;55 %;3.44;40 %;2.52;27 %;1.60;57 %;1.83;3.89;7;1.15;1.15;0.46;55.19;32.06;58 %;55 %;0.46;0.69;-;0.37;0.14;1.54;0.65;1.33;0.82;0.51;-;-;15.57;0.46;0.23;3.21;0.23;-;2.6;0.69;8.93;1.37;7.56;5.4;1.37;0.69;0.92
Дмитрий Бегун;СКА-Хабаровск;218;90;ЗЛ;-;-;-;-;-;0.36;0.36;0.81;0.18;0.72;0.27;-;-;0.63;0.18;0.02;42.47;80 %;0.36;100 %;2.8;57 %;6.78;55 %;2.62;59 %;0.99;36 %;3.89;60 %;3.61;68 %;5.78;1.81;0.63;4.16;0.54;4.16;15.99;59 %;9.4;62 %;6.96;55 %;3.52;62 %;4.43;57 %;2.26;48 %;3.89;60 %;4.52;5.33;11;0.90;0.09;0.09;73.92;57.56;78 %;29 %;0.18;0.27;-;0.14;0.03;-;0.00;1.30;1.16;0.14;0.04;0.14;33.80;0.36;1.17;3.70;1.54;0.36;2.35;2.44;9.40;5.60;3.80;2.17;2.53;1.8;2.35
Максим Беляев;Ленинградец;210;90;З ЛЦ;-;-;-;-;-;-;0.35;0.47;0.24;0.71;-;-;-;-;-;-;41.46;87 %;-;-;-;-;10.75;65 %;3.78;63 %;0.47;75 %;4.84;61 %;0.83;57 %;2.72;1.6;0.12;7.80;1.54;0.71;12.76;71 %;11.22;73 %;1.54;62 %;5.20;70 %;0.12;0 %;0.12;0 %;2.48;76 %;6.97;6.97;8;0.94;-;-;69.80;60.47;87 %;-;-;-;-;-;-;-;-;0.82;1.9;-0.27;0.14;0.08;35.91;-;-;6.97;2.36;0.35;2.95;0.47;9.9;8.15;0.94;3.66;-;-;1.89
Александр Бем;Тюмень;227;90;З П;0.19;-;0.38;0.19;50 %;0.47;0.47;0.09;-;0.28;0.09;-;-;0.38;0.19;0.08;44.15;80 %;0.75;25 %;2.64;32 %;7.81;60 %;1.79;37 %;0.47;40 %;5.37;60 %;3.95;50 %;5.74;1.13;1.13;4.99;0.94;1.69;11.49;56 %;7.25;66 %;4.24;38 %;3.1;72 %;1.79;37 %;1.13;17 %;2.82;73 %;5.8;5.37;11;0.85;-;0.19;69.85;54.70;78 %;50 %;0.09;0.09;-;0.18;0.21;0.42;2.35;0.95;1.28;-0.32;0.06;0.10;35.40;0.19;0.85;4.71;0.66;0.19;3.20;1.98;6.40;4.80;1.60;2.17;0.66;0.19;2.7
Алексей Бердников;Нефтехимик Нижнекамск;206;90;З П;-;-;-;-;-;-;0.99;0.87;-;0.25;0.25;-;0.12;0.12;-;0.01;44.38;78 %;0.12;0 %;2.23;33 %;10.26;73 %;2.23;78 %;0.12;0 %;5.93;88 %;4.20;56 %;5.32;2.10;0.37;5.19;0.74;2.35;13.35;63 %;9.2;60 %;4.33;69 %;3.59;62 %;1.73;79 %;0.49;75 %;3.34;56 %;4.70;8.16;10;0.99;0.25;0.25;73.93;58.72;79 %;0 %;-;0.12;-;0.10;0.06;-;0.00;1.00;1.1;-0.01;0.02;0.08;34.62;-;0.74;7.54;1.73;-;5.19;2.35;8.41;5.44;2.97;2.23;1.36;0.37;1.85
Илья Берковский;Химки;222;90;АП ЛЦ;0.16;-;1.14;0.32;29 %;0.81;2.11;1.79;0.16;0.32;-;-;-;1.62;0.65;0.25;30.54;75 %;0.81;20 %;0.81;20 %;5.52;59 %;1.95;58 %;0.16;100 %;2.92;44 %;4.22;50 %;8.29;0.97;0.81;2.44;0.65;1.95;22.74;47 %;8.94;51 %;13.81;45 %;4.39;44 %;4.39;59 %;2.92;61 %;5.4;58 %;3.9;7.15;9;0.81;0.65;0.65;68.23;46.79;69 %;40 %;0.32;0.49;0.16;0.16;0.15;1.53;0.65;1.14;0.92;0.22;0.00;0.02;22.91;0.16;0.16;3.25;1.14;0.16;1.30;2.11;10.72;4.55;6.17;1.95;2.60;1.79;2.92
Александр Безчаснюк;Родина Москва;205;90;З П;-;-;-;-;-;0.32;0.32;0.32;-;-;-;-;-;0.32;-;0.02;52.61;80 %;0.32;0 %;5.7;38 %;10.14;56 %;1.90;67 %;-;-;5.39;65 %;7.29;61 %;5.70;2.54;0.32;2.85;0.32;1.27;9.51;57 %;6.65;57 %;2.85;56 %;2.54;88 %;1.58;60 %;0.63;50 %;2.22;43 %;5.7;6.2;8;0.32;-;2.22;76.69;61.16;80 %;0 %;-;0.32;-;0.08;0.05;-;0.00;1.39;0.87;0.52;0.02;0.03;41.83;-;1.90;5.70;1.27;-;3.49;4.44;5.39;3.80;1.58;2.22;0.95;0.32;0.95
Игорь Безденежных;Кубань Краснодар;183;90;ЗП ЛЦ;-;-;-;-;-;-;2.21;1.89;-;-;0.63;-;-;-;-;-;30.95;71 %;-;-;0.32;0 %;8.53;63 %;1.58;40 %;-;-;3.16;80 %;0.63;50 %;6.00;3.16;1.26;5.37;1.26;0.95;18.63;47 %;11.37;44 %;7.26;52 %;4.11;62 %;0.32;100 %;-;-;5.5;31 %;6.63;5.68;6;0.95;0.63;0.95;64.42;44.53;69 %;-;-;-;-;0.14;-;-;-;1.4;1.26;-0.22;0.08;0.12;22.11;-;-;5.37;0.63;-;2.53;0.32;8.84;5.5;3.79;2.53;0.32;-;1.58
Марат Бокоев;ФК Акрон Тольятти;229;90;ЗЛ;-;0.43;-;-;-;0.43;-;1.28;-;0.43;-;-;-;-;-;-;73.36;83 %;0.43;100 %;-;-;16.64;67 %;3.41;25 %;0.43;0 %;13.65;53 %;3.84;44 %;7.25;2.56;0.85;2.99;0.85;4.27;6.82;81 %;3.84;89 %;2.99;71 %;0.85;100 %;2.13;80 %;-;-;2.13;100 %;7.25;5.55;3;0.85;0.43;0.43;98.53;84.03;85 %;-;-;-;-;0.15;-;-;-;0.87;1.16;-0.29;0.01;0.02;61.00;0.43;-;11.09;0.85;-;7.25;1.71;5.55;3.41;2.13;0.85;1.71;-;2.13
Александр Болонин;ФК Волгарь;-;90;П ПЦ;-;-;-;-;-;-;-;8.18;-;-;-;-;-;-;-;-;36.82;67 %;-;-;8.18;50 %;12.27;33 %;12.27;33 %;-;-;8.18;100 %;16.36;100 %;12.27;-;4.9;-;-;-;16.36;50 %;8.18;100 %;8.18;0 %;12.27;67 %;4.9;0 %;4.9;0 %;-;-;4.9;-;2;-;-;8.18;61.36;36.82;60 %;-;-;-;-;-;-;-;-;-;1.51;-1.51;-;-;24.55;-;4.9;4.9;4.9;-;8.18;16.36;8.18;8.18;-;8.18;-;-;-
Евгений Болотов;Тюмень;195;90;ЗП ЛЦ;0.18;-;0.18;0.18;100 %;-;1.10;0.55;0.18;0.18;0.18;-;-;0.73;0.18;0.19;33.66;83 %;-;-;0.37;0 %;6.40;63 %;2.38;54 %;0.73;50 %;3.11;53 %;1.10;50 %;4.21;0.91;0.73;5.12;0.91;0.91;12.80;39 %;8.60;32 %;4.21;52 %;3.66;50 %;0.55;67 %;0.18;100 %;3.84;48 %;7.68;7.32;7;0.91;0.55;0.37;64.02;49.21;77 %;25 %;0.55;-;-;0.01;0.25;1.2;0.98;0.70;1.15;-0.45;0.12;0.11;27.99;-;-;4.2;1.28;0.37;1.65;0.55;4.94;2.74;2.20;1.83;0.37;0.18;1.83
Кирилл Большаков;Арсенал Тула;209;90;З ЛЦ;0.09;-;0.18;0.09;50 %;0.09;1.9;0.73;0.18;1.00;-;-;-;0.73;0.36;0.14;39.73;83 %;0.09;100 %;0.09;100 %;12.18;69 %;4.9;53 %;0.82;56 %;7.18;68 %;0.45;80 %;3.18;0.91;0.36;7.18;1.18;1.82;12.09;68 %;10.09;64 %;2.00;86 %;5.91;71 %;0.27;100 %;-;-;2.18;54 %;7.45;6.36;11;0.91;-;0.09;69.27;57.73;83 %;50 %;0.18;0.18;-;0.08;0.19;1.49;0.67;1.25;0.87;0.38;0.18;0.12;32.82;0.09;0.09;8.36;2.18;0.45;4.91;0.36;8.18;6.45;1.73;4.18;0.27;-;1.18
Григорий Борисенко;КамАЗ Набережные Челны;185;90;АП Л;0.82;-;0.82;0.82;100 %;-;0.82;-;-;-;-;-;-;0.82;0.82;0.20;21.27;69 %;-;-;0.82;100 %;2.45;67 %;0.82;100 %;-;-;0.82;0 %;3.27;25 %;11.45;1.64;4.9;1.64;0.82;0.82;25.36;29 %;5.73;29 %;19.64;29 %;11.45;50 %;4.91;0 %;4.9;0 %;1.64;0 %;1.64;6.55;5;-;0.82;4.9;61.36;32.73;53 %;100 %;-;-;-;0.02;0.25;0.25;4.00;0.74;0.87;-0.12;-;-;14.73;-;0.82;1.64;0.82;-;-;0.82;7.36;1.64;5.73;5.73;-;-;-
Сергей Бородин;Торпедо Москва;209;90;З ЛЦ;-;-;0.26;-;0 %;0.09;1.36;0.34;0.34;0.60;0.26;-;-;0.77;0.09;0.08;41.21;79 %;0.09;100 %;0.09;0 %;10.30;54 %;5.62;58 %;1.36;44 %;6.13;56 %;0.60;57 %;4.00;1.36;0.26;8.77;0.68;0.17;15.75;73 %;11.75;74 %;4.00;70 %;9.54;77 %;-;-;-;-;2.30;70 %;8.17;8.00;11;0.94;-;-;74.76;60.79;81 %;11 %;0.43;0.26;-;0.04;0.11;-;0.00;1.10;1.29;-0.19;0.18;0.12;32.44;0.09;-;5.53;3.24;0.60;3.41;0.34;11.49;8.68;2.81;7.32;-;-;1.62
Эрвинг Джо Ботака-Иобома;Арсенал Тула;-;90;З ПЦ;-;-;0.51;-;0 %;-;1.2;0.51;-;0.51;0.51;-;-;1.2;-;0.18;25.42;70 %;-;-;-;-;6.61;31 %;2.3;0 %;-;-;3.56;43 %;0.51;0 %;3.56;0.51;0.51;7.12;2.3;0.51;15.25;80 %;11.69;78 %;3.56;86 %;7.63;80 %;0.51;100 %;-;-;1.2;100 %;6.61;5.59;2;1.2;0.51;-;55.93;43.73;78 %;0 %;1.2;-;-;-;0.17;-;0.00;1.28;0.75;0.53;0.04;0.02;17.80;-;-;2.3;-;-;1.53;-;12.20;9.15;3.5;6.10;0.51;-;1.2
Юрий Будагян;Черноморец;191;90;П ЛЦ;-;-;-;-;-;0.20;1.56;1.95;-;0.59;-;-;-;0.98;0.20;0.06;26.55;88 %;0.20;0 %;-;-;4.30;73 %;0.78;75 %;-;-;2.93;73 %;1.56;50 %;5.66;0.59;0.39;1.76;0.20;0.39;12.30;35 %;5.8;38 %;7.22;32 %;3.32;24 %;1.37;43 %;0.39;0 %;2.15;73 %;2.54;6.83;9;0.78;0.59;0.98;49.98;37.68;75 %;20 %;0.39;0.39;-;0.08;0.06;-;0.00;0.69;1.47;-0.78;0.03;0.03;23.43;-;-;3.12;0.59;-;2.15;0.78;4.30;1.95;2.34;0.78;0.59;-;1.56
Илья Булыгин;Ленинградец;-;90;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.18;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8.18;100 %;-;-;8.18;100 %;8.18;100 %;-;-;-;-;-;-;-;-;1;-;-;8.18;16.36;16.36;100 %;-;-;-;-;-;-;-;-;-;0.90;-0.90;-;-;8.18;-;-;-;-;-;-;-;8.18;-;8.18;8.18;-;-;-
Аллон Бутаев;Алания Владикавказ;211;90;З П;-;-;-;-;-;-;1.35;0.39;-;0.19;-;-;-;0.39;-;0.01;43.35;75 %;-;-;3.29;18 %;10.65;47 %;1.16;17 %;0.19;0 %;5.23;52 %;5.42;36 %;8.32;1.35;0.58;3.29;0.58;1.16;11.23;60 %;5.81;63 %;5.42;57 %;1.55;63 %;1.74;56 %;0.77;50 %;3.10;75 %;4.45;7.35;8;0.97;0.39;0.58;68.90;52.45;76 %;0 %;0.19;0.19;-;0.07;0.01;-;0.00;1.5;0.97;0.08;0.01;0.02;32.32;-;0.58;5.3;0.19;-;2.71;1.94;6.77;3.68;3.10;0.97;0.97;0.39;2.32
Илья Быковский;Арсенал Тула;207;90;ЗЛ;-;0.15;-;-;-;0.44;1.3;0.74;0.15;0.44;0.44;0.15;-;0.44;0.15;0.01;41.32;70 %;0.59;50 %;3.82;27 %;11.18;46 %;2.94;30 %;0.29;100 %;6.91;53 %;4.56;42 %;7.50;0.44;0.59;2.94;0.29;1.76;12.21;61 %;7.50;67 %;4.71;53 %;3.24;77 %;2.79;47 %;1.76;33 %;1.47;60 %;4.56;6.3;8;0.88;-;0.29;67.65;49.71;73 %;33 %;0.29;-;-;0.16;0.03;-;0.00;0.88;0.87;0.01;0.06;0.13;28.97;0.29;1.3;5.15;0.88;0.29;3.68;1.91;7.50;5.00;2.50;2.50;1.32;0.59;0.88
Марко Йосип Савара;СКА-Хабаровск;-;90;Ф Ц;-;-;0.81;-;0 %;-;1.62;0.81;-;-;-;-;0.81;1.62;-;0.26;12.97;69 %;-;-;-;-;0.81;0 %;-;-;-;-;0.81;0 %;0.81;0 %;12.16;2.43;2.43;3.24;2.43;0.81;14.59;22 %;2.43;0 %;12.16;27 %;4.86;17 %;1.62;50 %;0.81;100 %;0.81;0 %;3.24;4.5;2;-;-;1.62;39.73;20.27;51 %;0 %;1.62;-;-;-;0.16;-;0.00;2.10;0.86;1.24;-;-;8.92;-;-;-;-;-;-;-;3.24;-;3.24;0.81;0.81;0.81;-
Яо Жан Шарль Оливье;СКА-Хабаровск;200;90;АП П;-;-;1.28;-;0 %;0.64;0.64;0.43;-;0.21;-;-;0.43;3.21;0.64;0.58;18.38;79 %;0.64;33 %;1.28;17 %;1.50;43 %;0.86;50 %;0.43;0 %;1.28;50 %;1.7;40 %;8.98;0.43;2.14;1.7;-;3.42;18.17;51 %;3.85;56 %;14.32;49 %;5.77;52 %;6.41;57 %;3.21;40 %;1.28;67 %;1.71;2.99;10;0.86;1.7;1.28;50.02;32.49;65 %;20 %;1.28;0.86;0.43;0.11;0.18;-;0.00;1.34;1.85;-0.51;-;-;14.54;0.21;0.21;0.64;0.43;-;0.64;0.43;9.19;2.14;7.5;2.99;3.63;1.28;0.86
Артур Чёрный;Химки;-;90;З П;-;-;-;-;-;-;-;3.21;1.61;1.61;-;-;-;-;-;-;49.82;68 %;-;-;-;-;8.4;40 %;1.61;0 %;-;-;4.82;67 %;1.61;0 %;6.43;1.61;1.61;4.82;1.61;1.61;17.68;64 %;9.64;67 %;8.4;60 %;4.82;0 %;-;-;-;-;-;-;4.82;8.4;1;1.61;1.61;-;83.57;59.46;71 %;-;-;-;-;0.05;-;-;-;0.76;1.46;-0.71;-;-;33.75;-;-;3.21;-;-;3.21;-;11.25;6.43;4.82;-;-;-;-
Руслан Червяков;Торпедо Москва;179;90;П П;-;-;-;-;-;0.64;1.93;-;0.64;0.64;0.64;-;-;1.29;-;0.12;19.93;65 %;0.64;100 %;4.50;14 %;3.86;67 %;0.64;0 %;-;-;0.64;0 %;3.86;17 %;8.36;-;0.64;3.21;1.29;3.86;21.86;29 %;4.50;43 %;17.36;26 %;3.86;17 %;8.36;54 %;8.36;54 %;1.29;100 %;1.29;3.86;3;1.29;1.29;0.64;52.71;28.29;54 %;0 %;0.64;0.64;-;-;0.09;-;0.00;1.56;1.75;-0.19;-;-;12.86;0.64;0.64;2.57;-;-;-;0.64;6.43;1.93;4.50;0.64;4.50;4.50;1.29
Ираклий Чежия;Химки;-;90;П ЛЦ;-;-;-;-;-;-;-;1.41;-;1.41;-;-;-;-;-;-;30.94;77 %;-;-;-;-;4.22;33 %;2.81;100 %;-;-;4.22;100 %;-;-;5.62;1.41;-;4.22;-;1.41;29.53;57 %;12.66;44 %;16.88;67 %;11.25;38 %;-;-;-;-;2.81;50 %;4.22;2.81;1;1.41;1.41;-;70.31;50.62;72 %;-;-;-;-;0.14;-;-;-;0.70;1.67;-0.97;-;-;23.91;-;-;1.41;2.81;-;4.22;-;16.88;5.62;11.25;4.22;-;-;1.41
Алан Чочиев;Алания Владикавказ;224;90;П ПЦ;-;0.35;0.35;0.35;100 %;1.22;0.52;2.62;0.17;0.52;-;-;-;0.52;0.17;0.01;48.58;82 %;0.87;40 %;2.62;33 %;9.9;73 %;3.15;67 %;0.87;40 %;5.24;73 %;4.72;52 %;5.7;0.70;0.52;4.2;1.57;1.40;12.23;53 %;7.51;51 %;4.72;56 %;1.57;22 %;1.75;80 %;1.5;83 %;4.2;65 %;4.2;6.47;8;1.22;1.22;0.17;74.10;58.72;79 %;33 %;0.17;0.17;-;0.12;0.03;-;0.00;1.16;1.42;-0.26;0.04;0.12;39.84;0.35;0.87;6.64;2.10;0.35;3.84;2.45;6.47;3.84;2.62;0.35;1.40;0.87;2.62
Иван Чудин;ФК Акрон Тольятти;221;90;ЗП Ц;-;-;0.63;0.09;14 %;0.36;1.44;0.63;0.09;0.09;-;-;-;0.63;0.18;0.12;43.83;87 %;0.18;100 %;0.27;33 %;7.99;72 %;1.62;61 %;0.18;0 %;3.68;68 %;0.81;44 %;4.13;1.35;0.27;4.49;1.17;1.71;10.69;53 %;7.1;55 %;3.68;49 %;4.13;63 %;0.81;56 %;0.09;0 %;2.34;58 %;4.22;6.47;11;0.99;0.18;-;68.35;56.95;83 %;29 %;0.18;0.09;0.18;0.08;0.19;-;0.00;1.4;1.2;0.02;0.09;0.11;38.17;0.18;0.09;5.75;0.99;-;2.51;0.36;5.66;3.86;1.80;2.60;0.45;-;1.35
Андреа Чуканов;Тюмень;191;90;АП Ц;-;-;-;-;-;1.62;1.29;-;-;-;-;-;-;0.97;-;0.22;30.43;73 %;1.29;100 %;0.65;0 %;10.04;61 %;1.29;50 %;-;-;5.50;65 %;4.21;62 %;7.77;1.29;1.29;1.94;0.65;1.62;12.63;36 %;1.62;80 %;11.01;29 %;3.88;58 %;0.65;50 %;0.65;50 %;0.65;100 %;2.91;3.24;7;0.97;0.97;1.29;53.09;34.64;65 %;0 %;0.32;0.65;-;0.18;0.22;-;0.00;1.22;0.79;0.43;0.02;0.05;22.34;1.29;-;6.15;0.65;-;3.56;2.59;4.53;1.29;3.24;2.27;0.32;0.32;0.65
Валерий Чуперка;Кубань Краснодар;198;90;ЗП ЛЦ;-;0.13;-;-;-;0.13;1.34;1.61;0.13;0.54;0.54;-;0.13;0.94;0.13;0.08;50.57;84 %;0.13;100 %;0.27;0 %;9.52;73 %;2.15;56 %;0.13;100 %;4.69;66 %;2.28;35 %;5.23;1.74;0.40;5.77;1.48;1.61;13.41;62 %;7.11;60 %;6.30;64 %;1.74;38 %;1.48;100 %;0.27;100 %;3.22;71 %;4.56;7.78;10;0.80;0.27;0.54;79.27;65.05;82 %;14 %;0.54;0.27;-;0.08;0.08;-;0.00;1.1;1.14;-0.13;0.05;0.07;42.65;0.13;-;6.97;1.21;0.13;3.8;0.80;8.32;4.29;4.2;0.67;1.48;0.27;2.28
Марио Чурич;Торпедо Москва;207;90;ЗП ЛЦ;-;0.10;0.10;-;0 %;0.29;1.46;1.46;0.10;0.19;0.19;-;0.10;0.97;0.39;0.03;33.96;83 %;0.29;33 %;0.58;33 %;5.6;63 %;3.2;71 %;0.39;75 %;3.79;64 %;3.60;59 %;4.48;0.88;0.88;3.2;0.19;2.43;16.83;55 %;7.69;59 %;9.15;52 %;1.95;40 %;4.96;65 %;1.26;38 %;4.28;68 %;4.28;5.45;11;0.97;0.19;0.10;64.90;50.21;77 %;40 %;0.10;0.49;-;0.11;0.03;-;0.00;1.8;1.32;-0.24;0.03;0.06;28.22;0.10;0.19;3.21;2.14;0.29;2.43;2.14;9.34;4.57;4.77;0.78;3.21;0.49;2.92
Кирилл Данилин;ФК Акрон Тольятти;212;90;АП П;-;-;0.44;-;0 %;1.32;0.88;2.21;-;-;0.22;-;0.22;0.88;0.22;0.04;37.28;77 %;2.21;60 %;3.9;29 %;4.85;59 %;2.21;100 %;-;-;0.66;67 %;8.82;55 %;6.62;0.88;1.54;1.99;0.66;3.31;12.13;51 %;3.75;47 %;8.38;53 %;2.21;50 %;3.31;60 %;1.76;63 %;1.76;38 %;1.76;5.29;8;0.66;0.44;1.10;62.43;45.66;73 %;25 %;0.44;0.22;-;0.58;0.05;-;0.00;1.37;0.67;0.70;0.04;0.05;28.68;1.32;0.88;2.87;2.21;-;0.44;4.85;6.18;1.76;4.41;1.10;1.99;1.10;0.66
Максим Данилин;Родина Москва;-;90;П Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10.00;0 %;-;-;-;-;10.00;0 %;10.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;10.00;100 %;10.00;100 %;-;-;-;-;-;-;-;-;10.00;100 %;-;-;1;-;-;10.00;20.00;10.00;50 %;-;-;-;-;-;-;-;-;2.90;2.10;0.80;-;-;-;-;-;-;-;-;-;-;10.00;10.00;-;-;-;-;10.00
Егор Данилкин;ФК Акрон Тольятти;225;90;З ЛЦ;-;-;0.25;-;0 %;0.17;0.42;0.68;0.08;0.68;0.08;-;-;0.59;0.25;0.06;62.63;91 %;0.08;100 %;-;-;11.13;80 %;3.65;79 %;0.51;67 %;4.8;81 %;0.34;50 %;2.63;1.27;0.25;8.7;0.68;1.78;10.71;72 %;8.84;74 %;1.87;64 %;5.61;71 %;0.25;67 %;0.17;100 %;1.27;93 %;5.95;6.88;11;0.93;-;-;89.24;80.31;90 %;43 %;0.17;0.17;-;0.01;0.10;-;0.00;1.3;0.97;0.06;0.10;0.12;57.28;0.08;-;8.92;2.89;0.34;3.31;0.17;7.73;6.54;1.19;3.99;0.17;0.17;1.19
Артём Делькин;Черноморец;175;90;Ф Ц;-;0.14;0.57;-;0 %;0.29;0.86;0.29;-;-;-;-;0.43;0.86;0.43;0.20;17.46;80 %;0.43;67 %;0.14;100 %;2.43;53 %;0.14;100 %;-;-;1.00;29 %;1.43;60 %;9.87;0.86;0.72;1.29;0.57;-;17.46;22 %;2.00;36 %;15.45;20 %;10.59;12 %;0.86;33 %;0.43;33 %;1.00;57 %;1.86;2.29;11;1.00;0.72;0.57;40.78;22.46;55 %;50 %;0.43;-;-;0.13;0.24;-;0.00;0.72;1.26;-0.54;0.00;0.01;13.88;0.29;0.14;1.29;0.14;-;0.29;0.86;3.86;0.72;3.15;1.29;0.29;0.14;0.57
Александр Денисов;Арсенал Тула;-;90;З Ц;-;-;-;-;-;-;0.84;-;-;0.84;-;-;-;-;-;-;38.69;87 %;-;-;-;-;7.57;67 %;1.68;100 %;-;-;1.68;100 %;-;-;3.36;1.68;0.84;3.36;0.84;0.84;11.78;64 %;10.09;58 %;1.68;100 %;2.52;100 %;-;-;-;-;-;-;5.5;3.36;3;-;-;2.52;60.56;50.47;83 %;-;-;-;-;-;-;-;-;0.52;1.35;-0.82;-;-;33.64;-;-;5.5;1.68;-;1.68;-;7.57;5.89;1.68;2.52;-;-;-
Роман Денисов;Нефтехимик Нижнекамск;204;90;ЗП ЛЦ;0.13;-;0.26;0.13;50 %;0.26;1.15;0.89;0.26;0.51;0.51;-;0.13;0.64;0.26;0.09;38.22;83 %;0.13;100 %;0.38;0 %;6.39;66 %;0.51;50 %;-;-;3.96;68 %;0.51;25 %;3.45;1.2;0.38;6.65;1.66;1.53;16.88;64 %;11.51;59 %;5.37;74 %;5.75;69 %;1.28;60 %;0.13;100 %;3.96;55 %;5.88;9.84;10;0.89;0.26;0.38;73.64;60.09;82 %;40 %;0.38;-;-;0.06;0.14;0.71;1.41;1.5;1.24;-0.19;0.01;0.03;31.58;0.13;-;4.22;0.26;-;2.68;0.13;10.74;6.78;3.96;3.96;0.77;0.13;2.17
