Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Игорь Лебеденко;Торпедо Москва;190;90;Ф ПЦ;0.13;-;0.79;0.13;17 %;0.52;0.39;1.97;-;0.26;0.13;-;0.92;1.70;0.52;0.30;28.17;68 %;0.39;33 %;0.79;0 %;6.3;50 %;0.52;50 %;0.13;100 %;2.75;48 %;3.28;56 %;11.40;1.57;0.92;0.92;0.52;0.79;21.88;42 %;2.75;38 %;19.13;42 %;13.62;39 %;1.57;42 %;0.92;29 %;0.92;57 %;1.31;3.54;11;1.5;0.92;0.39;58.56;34.72;59 %;31 %;0.79;0.26;0.13;0.07;0.18;2.30;0.43;1.9;1.18;-0.10;0.02;0.06;19.13;0.13;-;3.1;0.26;0.13;1.31;1.83;9.17;1.5;8.12;5.37;0.66;0.26;0.52
Игорь Леонтьев;Сокол Саратов;191;90;ЗП ЛЦ;-;-;-;-;-;-;1.16;-;-;0.39;0.39;-;-;1.16;-;0.06;57.41;87 %;-;-;-;-;11.25;66 %;3.10;75 %;-;-;6.98;67 %;1.55;75 %;5.43;1.55;0.78;5.4;1.55;1.55;14.35;49 %;9.70;56 %;4.66;33 %;3.10;50 %;0.39;0 %;-;-;4.66;75 %;5.82;7.76;7;0.78;0.39;1.94;88.84;72.16;81 %;0 %;0.78;0.39;-;0.09;0.05;-;0.00;1.33;1.35;-0.02;-;-;50.04;-;-;7.37;2.33;-;4.66;1.16;6.98;5.43;1.55;1.55;-;-;3.49
Дмитрий Лесников;ФК Волгарь;184;90;П П;0.27;0.27;1.10;0.27;25 %;0.82;0.82;1.65;-;0.27;0.27;-;-;2.74;1.10;0.48;22.23;77 %;0.27;0 %;1.37;20 %;1.37;40 %;0.27;100 %;-;-;0.27;100 %;1.37;20 %;8.78;1.65;0.55;1.65;0.55;1.37;18.38;42 %;6.4;45 %;12.35;40 %;7.41;37 %;1.37;60 %;0.82;33 %;2.47;56 %;2.20;1.92;8;0.55;0.27;1.65;49.39;31.28;63 %;40 %;0.55;0.55;0.55;0.07;0.18;1.76;0.57;0.92;0.84;0.08;0.02;0.06;17.01;-;0.27;0.55;0.27;-;0.27;0.27;7.68;2.74;4.94;2.74;0.82;0.27;1.37
Гаррик Левин;Кубань Краснодар;197;90;АП П;0.36;-;1.34;0.36;27 %;0.36;1.21;0.73;-;0.12;0.49;-;0.12;2.19;0.97;0.32;20.28;74 %;0.12;0 %;1.9;22 %;4.25;63 %;0.97;63 %;0.24;50 %;2.6;65 %;1.70;29 %;8.38;1.21;0.97;2.6;0.85;1.34;17.13;35 %;5.10;48 %;12.02;30 %;4.37;36 %;3.77;42 %;1.94;38 %;2.43;60 %;2.67;5.22;11;1.21;0.85;0.12;50.04;31.58;63 %;44 %;0.85;0.36;-;0.11;0.14;0.87;1.15;0.93;1.9;-0.15;0.01;0.03;15.06;-;0.24;2.67;0.61;0.12;1.34;0.49;6.7;2.43;3.64;1.58;1.58;0.73;1.46
Максим Левин;Ленинградец;197;90;АП Ц;-;-;1.99;-;0 %;0.99;0.50;0.99;-;-;0.50;-;0.50;1.49;0.99;0.51;40.28;77 %;0.50;0 %;1.49;67 %;5.47;73 %;1.99;75 %;-;-;3.48;86 %;9.45;63 %;10.94;1.99;2.98;2.98;1.99;0.99;14.42;41 %;4.97;30 %;9.45;47 %;2.98;17 %;2.49;40 %;1.99;50 %;1.99;50 %;0.50;7.96;3;0.50;0.50;0.99;68.12;46.74;69 %;67 %;0.50;-;-;0.14;0.34;-;0.00;0.76;0.49;0.27;-;-;30.83;-;0.99;3.98;1.49;-;2.98;5.97;5.97;1.49;4.48;0.50;0.99;0.99;0.99
Владислав Левин;Арсенал Тула;214;90;П ПЦ;-;0.32;0.49;-;0 %;0.81;0.49;1.29;-;-;0.16;-;0.16;1.13;0.65;0.08;52.93;87 %;0.49;33 %;1.13;14 %;11.65;85 %;2.43;73 %;0.16;0 %;5.67;86 %;3.56;59 %;5.18;0.81;0.97;3.72;1.62;1.46;10.36;50 %;5.2;45 %;5.34;55 %;2.59;75 %;1.46;56 %;0.97;67 %;2.10;31 %;4.69;8.26;7;0.97;0.49;0.16;79.80;66.37;83 %;57 %;0.32;0.16;-;0.15;0.07;-;0.00;1.16;0.82;0.34;0.05;0.06;46.13;0.16;0.16;9.87;1.78;-;4.86;2.10;5.18;2.27;2.91;1.94;0.81;0.65;0.65
Данил Липовой;Нефтехимик Нижнекамск;-;90;Ф ЛЦ;-;-;-;-;-;-;4.19;6.28;-;-;2.9;-;-;-;-;-;29.30;50 %;4.19;0 %;2.9;0 %;4.19;0 %;-;-;-;-;2.9;0 %;2.9;100 %;12.56;-;-;-;-;4.19;23.02;73 %;-;-;23.02;73 %;14.65;57 %;2.9;100 %;-;-;-;-;2.9;2.9;2;-;-;4.19;60.70;39.77;66 %;-;-;-;-;0.06;-;-;-;0.36;0.80;-0.44;-;-;14.65;-;-;-;-;-;-;2.9;16.74;-;16.74;8.37;2.9;-;-
Руслан Лисакович;Динамо Махачкала;203;90;ЗП ПЦ;-;0.16;-;-;-;0.32;1.44;1.44;-;-;0.16;-;-;0.80;0.16;0.02;46.20;83 %;0.16;100 %;0.32;50 %;8.50;58 %;2.89;56 %;-;-;3.53;55 %;3.69;52 %;3.53;1.44;0.48;3.69;2.9;0.32;12.99;59 %;8.66;54 %;4.33;70 %;2.41;53 %;1.76;64 %;0.48;67 %;4.49;46 %;3.85;8.98;9;1.12;0.48;0.32;73.80;59.36;80 %;20 %;0.48;0.16;-;0.15;0.02;-;0.00;1.14;0.62;0.52;0.04;0.08;38.18;0.16;0.16;4.97;1.60;-;1.93;1.93;7.70;4.65;3.5;1.28;1.12;0.32;2.9
Ираклий Логуа;Енисей Красноярск;177;90;Ф ЛЦ;-;-;0.66;-;0 %;0.33;0.66;0.66;-;-;-;-;0.66;1.99;0.66;0.18;13.90;79 %;-;-;0.66;50 %;2.32;57 %;0.66;50 %;-;-;1.32;50 %;1.65;80 %;5.62;1.32;0.99;0.99;0.33;1.32;11.58;23 %;3.31;30 %;8.27;20 %;3.64;0 %;2.32;29 %;0.99;33 %;0.99;33 %;0.99;2.32;8;0.66;0.66;1.99;32.76;18.53;57 %;33 %;0.66;0.66;-;0.06;0.09;-;0.00;0.62;0.70;-0.08;-;-;10.92;-;0.33;1.32;0.33;-;0.66;1.32;2.65;0.99;1.65;-;0.66;0.33;0.33
Александр Ломакин;Енисей Красноярск;223;90;АП Ц;0.39;0.19;1.7;0.39;36 %;1.17;0.68;1.26;0.19;0.29;0.19;-;-;3.11;1.36;0.29;40.48;82 %;0.97;70 %;0.78;38 %;7.88;63 %;2.4;62 %;0.29;67 %;4.48;65 %;5.35;58 %;5.94;0.78;0.97;2.53;0.58;2.14;13.33;52 %;5.45;46 %;7.88;56 %;3.21;42 %;2.53;73 %;0.88;67 %;3.31;50 %;3.21;5.16;11;1.7;0.68;-;68.30;52.05;76 %;44 %;0.88;0.78;0.10;0.40;0.09;0.74;1.35;1.18;1.3;0.16;0.00;0.01;33.37;0.68;0.29;4.96;1.26;0.19;2.92;3.11;6.91;2.53;4.38;1.36;1.85;0.58;1.65
Владислав Луташев;Енисей Красноярск;-;90;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;11.25;-;1.35;28.12;80 %;5.62;0 %;-;-;-;-;-;-;-;-;-;-;5.62;100 %;5.62;-;5.62;5.62;5.62;-;22.50;75 %;5.62;100 %;16.88;67 %;-;-;-;-;-;-;-;-;-;5.62;1;-;-;5.62;73.12;45.00;62 %;0 %;5.62;5.62;-;-;0.12;-;0.00;2.59;2.14;0.45;-;-;22.50;-;-;-;-;-;-;5.62;16.88;5.62;11.25;-;-;-;-
Бутта Магомедов;Химки;197;90;ЗП ЛЦ;-;0.29;0.58;-;0 %;0.86;1.1;0.29;-;0.14;0.14;-;-;2.1;1.15;0.15;46.58;72 %;1.44;40 %;0.86;17 %;10.06;69 %;1.87;54 %;0.14;0 %;6.76;66 %;6.76;40 %;8.34;1.58;1.29;4.89;1.73;2.1;14.38;36 %;6.61;43 %;7.76;30 %;4.3;29 %;1.58;18 %;1.1;14 %;4.3;57 %;4.46;8.34;10;1.15;1.1;0.29;79.07;54.63;69 %;57 %;0.72;0.14;-;0.22;0.07;-;0.00;1.13;1.26;-0.13;0.06;0.15;33.50;0.58;0.14;6.90;1.1;-;4.46;2.73;5.18;2.88;2.30;1.15;0.29;0.14;2.30
Ражаб Магомедов;Динамо Махачкала;193;90;Ф ПЦ;0.15;-;0.59;0.15;25 %;0.74;0.59;1.63;-;-;0.15;-;-;1.18;0.74;0.23;26.20;79 %;0.44;67 %;1.63;18 %;3.26;64 %;0.44;67 %;-;-;1.33;78 %;1.92;54 %;9.3;0.44;0.74;0.89;0.15;2.52;22.80;31 %;6.7;27 %;16.73;33 %;8.88;18 %;3.85;50 %;2.52;47 %;1.78;50 %;2.37;4.00;10;1.4;1.4;0.44;59.95;37.60;63 %;63 %;0.15;0.30;-;0.23;0.19;1.55;0.65;1.19;0.72;0.47;-;-;20.72;0.30;0.30;2.7;0.30;-;1.4;1.4;7.11;1.63;5.48;1.63;1.92;1.18;0.89
Зикрулла Магомедов;Черноморец;204;90;ЗП ЛЦ;0.27;-;0.53;0.27;50 %;0.53;1.33;1.33;0.27;0.27;-;-;-;1.33;1.7;0.09;44.20;84 %;0.27;0 %;0.53;0 %;7.99;73 %;1.33;100 %;0.27;100 %;3.73;71 %;0.53;0 %;5.59;0.80;1.7;3.99;1.86;2.40;19.17;57 %;11.18;55 %;7.99;60 %;5.6;74 %;1.86;71 %;1.7;50 %;4.79;61 %;3.20;4.53;9;0.80;0.80;1.60;76.15;59.64;78 %;80 %;0.27;-;-;0.06;0.07;0.34;2.94;1.1;1.50;-0.49;0.02;0.03;37.28;-;-;5.86;1.33;0.27;2.66;-;10.92;6.12;4.79;3.73;1.33;0.53;2.93
Анатолий Макаров;Арсенал Тула;197;90;П ЛЦ;-;0.27;0.27;-;0 %;0.40;1.35;1.8;0.13;0.13;0.27;-;-;0.67;-;0.02;32.15;79 %;0.40;100 %;0.94;29 %;5.25;74 %;0.40;0 %;-;-;2.2;80 %;2.69;40 %;5.25;1.21;0.27;3.9;1.35;1.21;14.53;35 %;7.80;34 %;6.73;36 %;4.30;25 %;0.94;100 %;0.27;100 %;2.83;48 %;4.84;6.5;9;1.21;0.67;-;59.87;42.65;71 %;0 %;0.13;0.54;-;0.25;0.03;-;0.00;1.52;0.87;0.65;0.05;0.09;25.29;0.40;0.27;3.90;-;-;1.61;1.8;5.11;2.69;2.42;1.8;0.94;0.27;1.35
Сергей Макаров;ФК Акрон Тольятти;205;90;П ЛЦ;-;-;-;-;-;0.23;0.79;0.11;0.11;0.34;-;-;-;0.34;0.11;0.02;32.79;82 %;0.34;33 %;0.90;25 %;5.88;63 %;0.79;71 %;0.11;0 %;2.83;64 %;2.15;32 %;3.51;1.13;0.34;3.39;0.90;-;9.95;53 %;5.31;51 %;4.64;56 %;3.39;50 %;0.34;67 %;0.11;0 %;2.15;74 %;3.28;5.31;11;1.2;0.57;0.23;52.24;41.16;79 %;33 %;0.23;-;-;0.04;0.07;-;0.00;0.96;0.92;0.04;0.05;0.08;26.91;0.11;0.23;3.73;0.57;-;1.81;0.68;5.31;2.71;2.60;1.70;0.23;-;1.58
Гиорги Махатадзе;Кубань Краснодар;195;90;ЗП Ц;-;-;0.13;-;0 %;0.64;1.53;0.64;-;0.38;0.26;-;-;1.2;-;0.04;58.42;84 %;0.64;60 %;0.89;43 %;14.70;77 %;4.86;66 %;0.77;50 %;8.57;61 %;7.80;59 %;7.29;1.28;0.26;4.73;1.28;1.92;15.21;47 %;8.5;35 %;7.16;61 %;2.17;47 %;3.32;54 %;1.15;44 %;4.22;30 %;4.73;5.75;8;1.2;0.26;-;87.44;68.78;79 %;0 %;0.77;0.26;-;0.19;0.04;-;0.00;0.87;1.22;-0.35;0.01;0.02;49.09;0.38;0.38;11.25;3.20;0.38;5.24;4.60;7.16;2.81;4.35;1.2;1.79;0.51;1.28
Иван Маклаков;Черноморец;211;90;ЗЛ;-;0.19;-;-;-;0.29;0.87;0.58;0.19;0.96;0.19;-;-;0.19;0.10;0.01;50.49;87 %;0.58;17 %;1.64;29 %;7.32;66 %;1.25;46 %;0.19;50 %;3.47;72 %;2.99;42 %;3.76;0.96;-;4.91;0.87;1.25;10.02;57 %;6.75;51 %;3.28;68 %;2.70;29 %;1.64;94 %;0.39;75 %;2.31;83 %;2.99;5.30;11;0.87;0.10;0.19;70.44;59.26;84 %;50 %;-;0.10;-;0.12;0.04;-;0.00;0.97;1.48;-0.51;0.01;0.03;43.75;0.10;0.48;4.82;0.58;0.10;2.51;1.25;5.69;3.47;2.22;0.77;1.54;0.29;1.93
Артём Малахов;Шинник;203;90;АП П;-;0.34;0.68;-;0 %;1.24;0.90;0.34;0.11;0.11;0.11;-;0.34;1.69;0.45;0.25;32.51;73 %;0.68;67 %;1.91;35 %;5.40;56 %;1.12;40 %;0.23;50 %;2.59;70 %;4.5;61 %;7.88;1.46;1.1;4.5;0.79;0.68;13.95;51 %;6.75;62 %;7.20;41 %;4.16;59 %;1.69;33 %;0.79;14 %;4.16;59 %;3.83;7.9;11;1.12;0.90;0.11;61.42;43.31;71 %;27 %;0.90;0.34;-;0.39;0.15;-;0.00;1.33;1.29;0.03;0.03;0.07;23.62;0.45;0.68;3.4;0.45;0.11;1.80;2.48;7.9;4.16;2.92;2.48;0.56;0.11;2.48
Михаил Мальцев;Сокол Саратов;192;90;ЗП ПЦ;0.11;0.11;0.33;0.11;33 %;0.33;1.55;0.78;-;0.33;0.22;-;0.11;1.11;0.55;0.14;30.52;72 %;0.33;67 %;0.89;25 %;7.88;55 %;1.00;44 %;-;-;3.88;66 %;2.00;44 %;5.33;0.55;0.78;2.33;0.55;0.89;12.54;50 %;5.99;50 %;6.55;49 %;3.22;31 %;1.89;71 %;0.44;50 %;2.33;48 %;3.00;4.44;10;1.00;0.55;0.11;53.60;37.51;70 %;50 %;0.22;0.22;0.11;0.08;0.13;1.30;0.77;1.5;1.29;-0.24;0.01;0.03;22.08;0.22;0.22;4.33;0.44;-;2.55;0.89;6.21;3.00;3.22;1.00;1.33;0.22;1.11
Дмитрий Малыхин;Шинник;189;90;ЗП Ц;-;0.40;0.79;-;0 %;1.19;2.78;1.98;0.40;0.79;-;-;-;2.38;1.19;0.27;37.27;80 %;-;-;-;-;8.33;43 %;0.40;100 %;-;-;4.76;58 %;0.79;100 %;8.33;4.36;1.19;4.36;1.98;1.59;22.60;44 %;13.08;39 %;9.52;50 %;5.95;47 %;1.98;80 %;0.79;50 %;6.34;38 %;5.15;5.15;8;-;-;3.17;75.73;53.13;70 %;50 %;0.79;-;0.40;0.03;0.11;-;0.00;1.76;1.52;0.24;0.19;0.16;29.74;-;-;3.57;0.40;-;2.78;0.79;9.91;5.15;4.76;2.78;1.59;0.40;2.38
Хасан Мамтов;Кубань Краснодар;-;90;Ф Ц;-;-;-;-;-;2.43;-;-;-;-;-;-;-;2.43;-;0.07;24.32;70 %;2.43;100 %;-;-;4.86;100 %;-;-;-;-;-;-;2.43;100 %;19.46;2.43;-;-;-;-;38.92;38 %;2.43;0 %;36.49;40 %;24.32;40 %;-;-;-;-;-;-;-;4.86;2;-;-;4.86;70.54;36.49;52 %;0 %;-;2.43;-;-;0.03;-;0.00;0.15;0.97;-0.83;-;-;17.03;2.43;-;4.86;-;-;-;2.43;14.59;-;14.59;9.73;-;-;-
Ираклий Манелов;Торпедо Москва;215;90;П Л;0.10;-;0.41;0.10;25 %;0.82;1.75;2.26;-;0.21;0.21;-;0.21;1.23;0.41;0.10;33.02;81 %;0.72;71 %;1.34;38 %;4.11;68 %;1.3;80 %;0.10;100 %;1.95;74 %;2.26;59 %;7.61;1.85;1.34;3.60;0.82;2.57;17.79;47 %;8.2;49 %;9.77;46 %;3.39;30 %;4.32;52 %;2.6;45 %;3.70;64 %;4.11;5.66;11;1.3;0.51;0.10;66.24;48.45;73 %;33 %;0.41;0.31;0.10;0.16;0.08;0.96;1.4;1.18;1.50;-0.32;-;-;26.74;0.51;0.51;2.78;0.82;0.10;1.44;1.34;8.43;3.91;4.53;1.3;2.26;0.93;2.37
Никита Маньков;Сокол Саратов;-;90;З Ц;-;-;-;-;-;-;2.20;-;2.20;4.39;-;-;-;-;-;-;43.90;80 %;-;-;-;-;4.39;50 %;2.20;0 %;-;-;2.20;0 %;2.20;0 %;8.78;4.39;2.20;4.39;-;-;10.98;60 %;8.78;50 %;2.20;100 %;6.59;33 %;-;-;-;-;-;-;4.39;6.59;3;-;-;6.59;68.05;52.68;77 %;-;-;-;-;0.29;-;-;-;1.51;2.2;-0.50;0.09;0.04;35.12;-;-;2.20;-;-;-;-;6.59;4.39;2.20;2.20;-;-;-
Роман Мануйлов;КамАЗ Набережные Челны;205;90;АП П;0.51;-;0.77;0.51;67 %;-;1.2;1.53;-;0.77;0.26;-;-;0.77;0.77;0.22;31.45;83 %;0.26;0 %;2.5;13 %;5.11;80 %;0.77;100 %;0.26;100 %;3.32;77 %;1.79;43 %;5.37;0.26;0.51;2.5;1.2;0.77;16.88;44 %;5.88;48 %;10.99;42 %;7.93;39 %;1.53;67 %;0.77;67 %;1.79;57 %;4.9;3.84;6;1.28;0.77;0.26;58.55;43.21;74 %;100 %;-;-;-;0.07;0.28;0.43;2.35;0.85;0.72;0.13;0.01;0.02;26.08;-;0.26;4.9;0.77;0.26;2.56;0.77;7.41;2.81;4.60;3.7;1.2;0.51;1.2
Иван Маркелов;Тюмень;216;90;П Л;0.13;-;0.13;0.13;100 %;0.63;1.52;1.27;0.13;0.38;0.25;-;1.14;0.51;0.25;0.10;46.59;77 %;0.51;50 %;4.57;31 %;5.46;63 %;2.16;76 %;-;-;3.5;71 %;6.85;37 %;8.12;1.27;0.63;4.6;1.2;2.41;16.12;53 %;8.38;50 %;7.74;56 %;3.81;70 %;1.78;57 %;0.63;60 %;4.6;47 %;4.6;5.33;10;1.2;0.63;0.25;76.04;56.87;75 %;50 %;0.13;0.13;-;0.17;0.19;0.78;1.28;0.70;1.43;-0.73;0.03;0.14;35.92;0.25;1.40;3.43;1.65;-;2.16;2.54;8.50;4.19;4.32;2.67;1.2;0.38;1.90
Михаил Маркин;Ленинградец;181;90;Ф Ц;0.19;-;0.76;0.19;25 %;0.57;2.8;2.46;-;0.19;0.57;-;-;1.51;0.57;0.33;22.69;70 %;0.38;100 %;-;-;4.54;67 %;-;-;-;-;1.70;67 %;1.51;50 %;15.69;2.65;1.70;0.19;-;0.38;31.39;31 %;5.29;14 %;26.09;35 %;15.69;34 %;0.95;0 %;0.19;0 %;0.57;0 %;0.95;2.65;10;0.57;-;1.32;61.45;30.44;50 %;38 %;0.57;0.38;-;0.06;0.22;1.76;0.57;0.59;1.14;-0.56;-;-;15.88;0.38;-;3.3;-;-;1.13;0.76;9.83;0.76;9.8;5.29;-;-;-
Николай Марков;Енисей Красноярск;206;90;З П;0.17;-;0.52;0.17;33 %;0.52;0.34;0.52;0.17;0.52;-;-;0.17;1.3;0.34;0.04;41.30;78 %;0.69;50 %;1.3;33 %;7.92;63 %;1.72;40 %;0.34;50 %;4.13;63 %;2.41;57 %;4.47;1.89;-;3.27;0.86;0.17;6.71;49 %;4.82;54 %;1.89;36 %;3.96;52 %;0.17;100 %;0.17;100 %;1.3;33 %;3.27;4.13;7;1.3;0.69;0.17;56.96;43.37;76 %;33 %;0.34;0.34;-;0.07;0.04;0.26;3.85;1.14;1.22;-0.07;0.02;0.09;32.01;0.34;0.34;4.99;0.69;0.17;2.58;1.38;3.27;2.58;0.69;2.7;0.17;0.17;0.34
Даниил Мартовой;ФК Волгарь;199;90;АП Л;-;-;-;-;-;0.40;1.20;1.00;-;0.40;-;-;0.80;1.60;0.20;0.05;19.64;70 %;1.20;33 %;2.20;9 %;2.00;60 %;0.60;33 %;0.20;0 %;1.00;60 %;2.81;43 %;7.2;0.60;1.20;1.00;0.40;3.61;20.85;46 %;6.41;28 %;14.43;54 %;2.81;21 %;7.82;69 %;5.41;63 %;2.61;46 %;1.60;3.41;9;0.80;0.60;1.00;51.92;32.27;62 %;13 %;0.20;1.20;-;0.12;0.03;-;0.00;0.66;1.38;-0.71;0.03;0.13;13.83;0.40;0.20;1.20;0.20;-;0.60;1.20;9.62;1.80;7.82;0.60;5.41;3.41;1.20
Владимир Марухин;Нефтехимик Нижнекамск;181;90;П ПЦ;-;-;-;-;-;0.69;1.37;1.37;-;0.69;-;-;-;2.6;0.69;0.13;30.23;59 %;0.69;0 %;4.12;33 %;4.81;43 %;3.44;40 %;-;-;-;-;9.62;43 %;10.99;2.75;2.75;2.6;0.69;0.69;13.74;15 %;4.12;17 %;9.62;14 %;3.44;20 %;0.69;0 %;-;-;2.6;33 %;3.44;10.99;3;0.69;0.69;1.37;64.58;36.41;56 %;33 %;0.69;0.69;-;0.22;0.06;-;0.00;1.48;0.88;0.60;-;-;17.86;-;1.37;2.6;1.37;-;-;4.12;2.6;0.69;1.37;0.69;-;-;0.69
Ислам Машуков;Алания Владикавказ;216;90;Ф Ц;0.59;0.10;1.38;0.69;50 %;0.99;1.19;0.49;-;0.20;0.10;-;0.79;2.77;0.99;0.55;15.23;74 %;0.89;67 %;0.10;100 %;3.16;66 %;0.79;75 %;0.30;67 %;1.48;60 %;1.29;77 %;7.91;0.99;1.9;0.49;0.20;1.29;15.73;35 %;2.18;14 %;13.55;39 %;6.92;39 %;2.37;50 %;1.98;50 %;0.69;0 %;1.9;2.57;11;1.9;0.89;-;39.76;22.75;57 %;36 %;0.59;1.9;0.10;0.27;0.20;0.92;1.8;1.17;1.12;0.05;-;-;11.27;0.59;0.10;2.8;0.59;0.20;0.89;0.99;5.54;0.30;5.24;2.67;1.19;0.99;-
Александр Масловский;Енисей Красноярск;201;90;ЗЛ;-;-;0.44;-;0 %;0.22;0.87;1.31;0.22;0.66;0.22;-;0.22;0.66;-;0.07;48.28;86 %;0.22;100 %;1.31;67 %;8.52;56 %;2.18;60 %;0.22;0 %;3.28;53 %;2.40;55 %;6.99;1.9;1.31;3.28;-;0.87;12.67;55 %;5.90;70 %;6.77;42 %;2.62;58 %;1.75;38 %;1.31;17 %;2.18;60 %;3.28;4.37;8;0.87;0.44;0.87;71.65;57.01;80 %;0 %;0.44;0.22;-;0.13;0.11;-;0.00;1.33;0.94;0.39;0.14;0.10;41.29;0.22;0.87;4.81;1.31;-;1.75;1.31;6.99;4.15;2.84;1.53;0.66;0.22;1.31
Алекс Мацукатов;Арсенал Тула;200;90;П ПЦ;-;-;1.7;-;0 %;1.7;0.71;1.78;-;-;-;-;-;1.42;0.36;0.16;32.73;86 %;0.36;0 %;1.42;75 %;4.62;62 %;0.71;100 %;-;-;1.78;60 %;4.98;71 %;5.69;1.7;2.49;3.56;1.7;1.42;17.79;48 %;9.96;46 %;7.83;50 %;3.56;40 %;2.13;50 %;0.71;50 %;4.62;62 %;2.85;6.76;7;1.7;1.7;1.42;66.17;48.74;74 %;25 %;0.71;0.36;-;0.25;0.11;-;0.00;1.85;0.79;1.6;0.00;0.01;28.10;-;1.7;2.85;0.71;-;1.7;3.56;8.54;4.62;3.91;1.42;1.7;0.36;2.85
Стефан Мелентьевич;Химки;173;90;ЗП ЛЦ;-;-;-;-;-;-;2.5;2.5;-;-;-;-;-;-;-;-;31.70;77 %;1.2;0 %;-;-;5.11;40 %;2.5;50 %;-;-;3.7;67 %;4.9;75 %;7.16;2.5;-;3.7;-;-;21.48;38 %;10.23;50 %;11.25;27 %;10.23;30 %;3.7;33 %;1.2;0 %;1.2;0 %;3.7;9.20;3;-;-;3.7;65.45;45.00;69 %;-;-;-;-;0.04;-;-;-;0.83;0.58;0.25;-;-;24.55;-;-;2.5;1.2;-;2.5;3.7;8.18;5.11;3.7;3.7;1.2;-;-
Степан Мельников;Алания Владикавказ;191;90;АП Л;-;-;-;-;-;0.38;0.38;2.29;-;-;0.38;-;0.38;0.38;0.38;0.02;26.31;64 %;0.38;100 %;1.91;40 %;2.67;29 %;1.53;75 %;0.38;100 %;1.14;33 %;5.34;50 %;9.53;0.38;1.91;1.14;-;1.53;17.54;37 %;7.63;35 %;9.92;38 %;1.91;20 %;6.10;50 %;3.43;33 %;4.19;45 %;2.67;4.19;9;0.38;0.38;3.5;54.53;32.03;59 %;100 %;-;-;-;0.25;0.04;-;0.00;1.57;0.82;0.75;-;-;16.78;0.38;0.76;0.76;1.14;0.38;0.38;2.67;6.48;2.67;3.81;0.38;3.5;1.14;1.91
Владислав Микушин;Ленинградец;207;90;З ПЦ;-;-;-;-;-;-;0.72;0.72;0.36;0.36;0.18;-;-;-;-;-;33.14;85 %;-;-;0.18;0 %;9.60;68 %;2.35;46 %;0.18;100 %;7.79;60 %;0.72;25 %;3.98;1.9;0.91;10.14;1.99;0.91;17.20;65 %;13.94;68 %;3.26;56 %;9.24;69 %;0.72;75 %;0.36;50 %;2.35;62 %;9.96;6.16;6;1.9;0.36;-;68.99;57.04;83 %;-;-;-;-;0.00;-;-;-;0.62;1.14;-0.52;0.13;0.06;28.07;-;-;6.52;1.9;0.18;4.71;0.18;11.23;9.42;1.81;6.34;0.54;0.18;1.45
Никита Мирошниченко;СКА-Хабаровск;-;90;П ЛЦ;-;-;-;-;-;-;1.58;-;-;-;-;-;-;-;-;-;23.68;87 %;-;-;1.58;0 %;6.32;75 %;1.58;100 %;-;-;1.58;100 %;-;-;3.16;1.58;1.58;3.16;-;3.16;14.21;44 %;9.47;33 %;4.74;67 %;-;-;1.58;100 %;1.58;100 %;7.89;40 %;1.58;4.74;2;-;-;3.16;48.95;36.32;74 %;-;-;-;-;-;-;-;-;0.96;0.95;0.02;-;-;20.53;-;-;4.74;1.58;-;1.58;-;6.32;3.16;3.16;-;1.58;1.58;3.16
