Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Андрей Мостовой;Зенит;214;90;АП Л;-;-;0.56;-;0 %;0.56;1.12;1.69;0.56;0.56;-;-;1.12;0.56;-;0.01;30.38;87 %;0.56;100 %;1.69;0 %;3.94;86 %;-;-;-;-;0.56;100 %;2.81;40 %;4.50;1.12;1.69;1.69;0.56;2.25;16.31;45 %;5.62;50 %;10.69;42 %;2.81;60 %;4.50;50 %;3.38;67 %;2.25;75 %;2.25;2.81;4;1.12;1.12;1.12;56.25;41.06;73 %;0 %;-;0.56;-;0.10;0.02;-;0.00;0.71;1.27;-0.55;0.02;0.03;26.44;0.56;-;3.38;-;-;0.56;1.12;7.31;2.81;4.50;1.69;2.25;2.25;1.69
Никита Моцпан;Факел Воронеж;203;90;АП Ц;-;0.14;0.55;-;0 %;0.55;2.7;2.62;-;0.41;-;-;0.14;1.65;0.69;0.17;31.15;65 %;0.28;50 %;1.52;0 %;4.96;72 %;1.10;50 %;-;-;2.89;62 %;8.13;41 %;9.23;2.7;1.10;2.89;1.24;1.79;22.88;42 %;8.13;36 %;14.75;45 %;6.62;46 %;2.62;53 %;1.52;45 %;4.41;56 %;3.31;5.79;9;1.10;0.69;0.14;67.95;41.49;61 %;42 %;0.41;0.55;-;0.20;0.10;-;0.00;1.6;1.23;-0.17;0.01;0.05;20.12;0.14;-;3.58;0.55;-;1.79;3.31;9.51;2.89;6.62;3.3;1.38;0.69;2.48
Николя Нгамалё;Динамо Москва;235;90;АП Л;0.25;0.37;0.74;0.25;33 %;0.86;1.23;1.72;0.25;0.37;0.12;-;0.37;1.85;0.86;0.21;34.84;78 %;1.11;33 %;1.72;21 %;6.77;76 %;0.62;100 %;0.12;100 %;3.69;80 %;3.20;50 %;9.48;2.22;1.35;2.22;0.62;3.94;20.56;39 %;5.66;30 %;14.90;42 %;2.22;33 %;7.51;57 %;4.31;54 %;3.20;42 %;3.20;6.65;9;1.11;1.11;-;72.52;49.86;69 %;47 %;0.62;0.37;-;0.29;0.12;0.87;1.15;1.45;1.23;0.22;0.02;0.06;27.09;0.37;0.37;5.17;0.62;0.12;2.95;1.60;8.00;1.72;6.28;0.74;4.31;2.34;1.35
Максим Мухин;ЦСКА Москва;209;90;АП ПЦ;0.27;-;0.54;0.41;75 %;0.41;2.3;0.95;0.41;0.81;0.14;-;0.54;1.89;0.54;0.17;23.82;78 %;0.27;50 %;1.49;18 %;3.11;70 %;0.27;50 %;0.14;0 %;1.49;73 %;1.35;50 %;6.90;1.49;0.54;1.89;0.27;1.49;15.70;34 %;7.31;33 %;8.39;35 %;2.98;27 %;2.57;42 %;1.76;46 %;3.52;27 %;2.57;3.92;9;0.95;0.68;0.27;50.08;32.75;65 %;29 %;0.68;0.68;-;0.10;0.09;0.62;1.61;1.41;1.35;0.05;0.00;0.03;18.68;0.14;0.27;2.17;0.14;-;1.8;0.68;5.41;2.44;2.98;0.81;1.8;0.81;0.95
Тамерлан Мусаев;Балтика;190;90;Ф ЛЦ;0.40;-;1.58;0.40;25 %;0.59;2.37;0.79;-;0.20;0.20;-;0.40;2.77;1.19;0.35;13.65;58 %;0.40;50 %;1.38;14 %;2.37;25 %;0.40;50 %;0.20;0 %;0.99;0 %;1.38;29 %;14.64;1.19;1.19;1.58;0.79;1.58;30.07;24 %;4.35;32 %;25.71;22 %;12.66;23 %;4.15;29 %;2.97;33 %;1.58;63 %;0.79;2.77;9;0.59;0.40;1.19;53.21;21.76;41 %;43 %;0.79;0.79;-;0.08;0.13;0.89;1.12;0.93;1.50;-0.57;0.03;0.08;7.91;0.20;0.20;0.59;0.20;-;-;0.40;7.12;1.38;5.74;2.97;1.19;0.99;0.99
Кирилл Набабкин;ЦСКА Москва;213;90;З ПЦ;-;-;0.24;-;0 %;0.37;0.24;0.12;0.24;0.61;-;-;-;0.24;0.12;0.03;38.52;87 %;0.24;50 %;1.22;30 %;10.39;74 %;2.32;58 %;0.61;60 %;5.87;75 %;1.47;50 %;3.6;0.73;0.37;5.38;0.98;0.73;8.80;60 %;7.21;58 %;1.59;69 %;3.30;41 %;-;-;-;-;1.71;71 %;3.67;4.77;8;0.98;0.37;-;57.11;48.06;84 %;50 %;0.12;-;-;0.05;0.14;-;0.00;1.8;1.31;-0.23;0.09;0.12;33.51;0.12;0.37;7.70;1.35;0.37;4.40;0.73;5.26;4.16;1.10;1.35;-;-;1.22
Максим Ненахов;Локомотив Москва;222;90;З П;-;-;-;-;-;-;2.9;0.39;0.13;0.13;0.13;-;-;0.26;0.26;0.03;46.04;89 %;-;-;1.30;40 %;7.43;82 %;1.4;88 %;0.13;100 %;3.65;75 %;1.70;54 %;4.4;1.43;0.91;6.26;1.57;1.43;14.61;54 %;11.09;59 %;3.52;41 %;3.65;57 %;0.78;17 %;0.39;0 %;5.74;64 %;6.39;7.83;9;0.91;0.39;0.26;78.00;65.48;84 %;100 %;-;-;-;0.05;0.13;-;0.00;1.20;1.30;-0.10;0.02;0.05;41.09;-;0.52;6.13;0.91;0.13;2.74;0.91;7.96;6.52;1.43;2.9;0.13;-;3.65
Нене Би Хуниор Нене Хуниор Жбамбле;ФК Ахмат;-;90;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30.00;57 %;4.29;0 %;-;-;4.29;0 %;-;-;-;-;12.86;67 %;4.29;0 %;4.29;-;-;-;-;-;8.57;0 %;8.57;0 %;-;-;-;-;-;-;-;-;4.29;0 %;4.29;12.86;2;-;-;8.57;55.71;34.29;62 %;-;-;-;-;0.51;-;-;-;0.56;1.11;-0.56;-;-;17.14;-;-;-;-;-;8.57;-;-;-;-;-;-;-;-
Кристиан Нобоа;Сочи;198;90;ЗП ЛЦ;0.35;-;0.87;0.35;40 %;0.17;1.4;1.22;0.70;1.4;0.35;-;0.17;1.57;0.52;0.42;54.49;80 %;0.87;0 %;0.17;0 %;15.84;67 %;2.9;75 %;0.35;50 %;9.5;65 %;3.31;47 %;7.14;1.39;0.35;4.35;0.87;2.61;13.40;45 %;8.36;35 %;5.5;62 %;1.22;14 %;2.26;77 %;0.87;60 %;4.87;43 %;3.66;7.14;6;0.87;0.17;0.17;83.73;63.89;76 %;33 %;0.52;0.35;0.17;0.07;0.27;1.22;0.82;0.86;1.18;-0.32;0.02;0.04;43.35;-;-;10.62;1.57;0.17;5.92;1.57;6.9;2.96;3.13;0.17;1.74;0.52;2.9
Матиас Антонсен Норманн;Динамо Москва;-;90;ЗП ЛЦ;-;-;-;-;-;-;1.88;1.88;-;1.88;-;-;-;-;-;-;45.00;79 %;-;-;-;-;20.62;55 %;1.88;100 %;-;-;13.12;71 %;7.50;25 %;3.75;-;-;1.88;-;3.75;13.12;43 %;9.38;40 %;3.75;50 %;-;-;3.75;50 %;1.88;0 %;5.62;33 %;7.50;5.62;1;-;-;1.88;75.00;58.12;78 %;-;-;-;-;-;-;-;-;1.91;1.24;0.67;-;-;35.62;-;-;11.25;1.88;-;9.38;1.88;5.62;3.75;1.88;-;1.88;-;1.88
Иван Обляков;ЦСКА Москва;241;90;ЗП Л;-;0.16;0.31;-;0 %;1.9;1.24;0.93;0.16;0.31;-;-;0.31;0.93;0.31;0.07;41.59;79 %;1.86;42 %;1.86;33 %;9.00;66 %;1.71;73 %;-;-;4.19;59 %;10.24;59 %;7.29;1.9;0.78;2.95;0.62;1.9;13.34;44 %;5.90;29 %;7.45;56 %;2.33;27 %;4.50;62 %;2.2;69 %;2.79;28 %;5.59;4.19;6;0.93;0.16;-;67.66;50.12;74 %;33 %;0.47;0.16;-;0.44;0.07;-;0.00;1.38;1.47;-0.08;-;-;32.90;0.78;0.62;5.90;1.24;-;2.48;6.5;5.90;1.71;4.19;0.62;2.79;1.40;0.78
Владимир Обухов;Оренбург;188;90;Ф Ц;0.28;-;1.11;0.28;25 %;0.28;0.83;1.39;-;-;0.28;-;0.56;1.39;0.83;0.23;19.72;77 %;0.56;50 %;0.28;100 %;2.22;50 %;-;-;-;-;1.67;50 %;1.11;75 %;8.61;0.83;0.83;-;-;0.56;14.44;37 %;3.6;45 %;11.39;34 %;7.50;41 %;1.39;40 %;0.83;0 %;1.39;40 %;1.94;2.22;6;1.11;1.11;0.56;41.11;26.11;64 %;60 %;0.56;-;-;0.09;0.17;0.83;1.20;1.7;1.2;0.05;-;-;15.28;0.28;0.28;1.11;-;-;0.83;0.83;5.28;1.39;3.89;3.6;0.56;-;0.56
Степан Оганесян;Оренбург;198;90;Ф Ц;-;-;1.5;-;0 %;1.40;1.5;1.5;-;-;-;-;0.35;1.40;0.35;0.08;21.63;73 %;0.35;100 %;1.40;0 %;2.79;50 %;0.35;100 %;0.35;100 %;1.74;40 %;2.44;43 %;6.28;0.35;2.9;2.9;0.35;4.53;17.44;38 %;4.19;25 %;13.26;42 %;4.88;14 %;5.93;59 %;4.88;57 %;1.74;60 %;3.49;4.19;7;0.70;0.70;1.74;54.77;34.88;64 %;25 %;0.35;0.35;0.35;0.15;0.06;-;0.00;1.13;1.82;-0.69;-;-;15.70;0.35;-;1.40;0.35;0.35;0.70;1.5;6.63;1.5;5.58;0.70;3.49;2.79;1.5
Лука Олаза;ФК Краснодар;235;90;ЗЛ;-;0.31;-;-;-;1.26;0.63;0.63;-;0.63;0.31;-;-;-;-;-;56.96;84 %;0.63;100 %;4.72;40 %;9.76;77 %;1.57;100 %;-;-;3.78;75 %;5.35;47 %;2.83;0.94;0.63;1.89;0.31;1.26;8.81;57 %;5.98;47 %;2.83;78 %;2.83;22 %;1.26;100 %;0.94;100 %;2.20;57 %;1.57;5.35;6;0.94;0.63;0.94;74.90;61.36;82 %;-;-;-;-;0.21;-;-;-;0.98;0.65;0.33;0.04;0.12;47.83;0.63;1.89;7.55;1.57;-;2.83;2.52;5.3;2.83;2.20;0.63;1.26;0.94;1.26
Иван Олейников;ФК Ахмат;222;90;АП Ц;0.11;-;0.89;0.11;13 %;0.78;1.11;1.22;-;-;0.11;-;0.22;2.66;0.67;0.37;21.39;79 %;0.78;29 %;0.78;29 %;3.77;56 %;0.89;38 %;0.11;0 %;1.66;60 %;2.22;50 %;5.65;1.22;1.11;1.66;0.33;3.77;13.63;40 %;5.76;42 %;7.87;38 %;2.11;16 %;3.10;54 %;1.77;56 %;2.99;59 %;2.66;4.77;9;1.00;0.55;-;50.10;34.36;69 %;25 %;0.89;1.11;-;0.24;0.14;3.36;0.30;1.39;1.12;0.27;0.01;0.03;16.96;0.22;0.22;2.11;0.33;-;1.00;1.11;5.43;2.44;2.99;0.33;1.66;1.00;1.77
Олакунле Олусегун;ФК Краснодар;219;90;АП П;-;0.25;0.74;-;0 %;0.99;1.73;0.74;-;-;0.25;-;0.25;1.73;0.74;0.15;20.71;76 %;0.74;0 %;0.25;0 %;2.47;50 %;0.99;50 %;-;-;0.99;50 %;0.99;25 %;8.14;1.97;0.49;2.22;0.99;0.74;18.74;37 %;7.40;43 %;11.34;33 %;5.18;29 %;3.70;33 %;2.22;22 %;2.71;36 %;2.71;3.21;8;0.99;0.99;0.99;48.08;29.84;62 %;43 %;0.49;0.49;-;0.13;0.08;-;0.00;0.89;1.18;-0.29;-;-;15.78;-;-;1.23;0.49;-;0.49;0.25;6.90;3.21;3.70;1.48;1.23;0.49;0.99
Максим Осипенко;Ростов;226;90;З ЛЦ;0.47;-;0.47;0.47;100 %;0.47;-;-;0.47;0.47;-;-;-;0.47;0.47;0.15;65.28;84 %;-;-;0.93;0 %;19.59;69 %;5.60;50 %;0.93;50 %;11.19;63 %;1.87;50 %;5.13;-;-;9.79;1.87;3.26;15.39;79 %;10.73;83 %;4.66;70 %;12.59;78 %;0.47;100 %;-;-;0.47;100 %;6.6;9.33;3;0.93;0.47;0.47;100.26;86.74;87 %;100 %;-;-;-;0.10;0.32;0.32;3.12;1.13;1.18;-0.04;0.06;0.13;55.03;-;-;13.52;2.80;0.47;6.99;0.93;12.12;8.86;3.26;9.79;0.47;-;0.47
Александр Осипов;Балтика;198;90;ЗП Ц;-;-;-;-;-;-;1.38;-;0.23;0.69;-;-;-;0.92;0.23;0.03;35.31;84 %;-;-;0.23;100 %;6.92;73 %;1.62;29 %;0.46;0 %;3.92;65 %;0.92;75 %;2.77;0.69;-;4.62;1.85;1.38;9.69;50 %;6.69;45 %;3.00;62 %;3.00;38 %;0.23;100 %;-;-;2.54;45 %;6.23;8.31;4;0.92;-;-;62.08;50.77;82 %;25 %;0.23;0.46;-;0.00;0.03;-;0.00;1.1;1.87;-0.85;0.01;0.02;29.54;-;0.23;5.8;0.46;-;2.54;0.69;4.85;3.00;1.85;1.15;0.23;-;1.15
Иван Остоич;Балтика;-;90;З ПЦ;-;-;-;-;-;-;-;-;-;6.43;-;-;-;-;-;-;45.00;43 %;-;-;6.43;0 %;25.71;25 %;12.86;50 %;6.43;100 %;12.86;50 %;6.43;0 %;-;-;-;6.43;-;-;25.71;75 %;25.71;75 %;-;-;12.86;100 %;-;-;-;-;12.86;50 %;6.43;12.86;1;-;-;6.43;90.00;57.86;64 %;-;-;-;-;-;-;-;-;1.16;1.80;-0.64;-;-;19.29;-;-;6.43;6.43;6.43;6.43;-;19.29;19.29;-;12.86;-;-;6.43
Сергей Паршивлюк;Динамо Москва;214;90;П Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32.50;96 %;-;-;-;-;3.75;83 %;0.62;0 %;0.62;0 %;3.12;80 %;0.62;100 %;1.25;0.62;0.62;5.00;1.25;0.62;7.50;50 %;4.38;43 %;3.12;60 %;0.62;100 %;1.25;50 %;0.62;100 %;1.88;0 %;5.00;3.75;4;1.25;1.25;1.25;51.25;45.62;89 %;-;-;-;-;0.04;-;-;-;1.36;1.38;-0.03;-;-;31.25;-;-;3.12;-;-;2.50;0.62;3.75;1.88;1.88;0.62;0.62;0.62;-
Кирилл Печенин;Оренбург;210;90;ЗЛ;-;-;0.16;-;0 %;0.48;0.80;0.64;0.16;0.80;-;-;-;0.16;-;0.00;46.52;82 %;0.64;25 %;3.37;43 %;6.42;57 %;2.25;57 %;0.32;100 %;3.53;64 %;3.53;55 %;5.94;1.60;0.16;3.53;0.80;1.60;10.11;43 %;6.26;51 %;3.85;29 %;1.76;27 %;1.93;25 %;1.44;22 %;3.5;47 %;4.65;5.94;6;0.80;0.16;0.16;69.47;55.03;79 %;0 %;0.16;-;-;0.13;0.02;-;0.00;1.00;1.56;-0.56;-;-;38.18;0.16;1.44;3.69;1.28;0.32;2.25;1.93;4.33;3.21;1.12;0.48;0.48;0.32;1.44
Фернандо Костанца;Крылья Советов;238;90;ЗП ПЦ;0.23;-;0.70;0.23;33 %;0.35;1.51;2.79;-;-;0.47;-;-;1.16;0.47;0.33;35.39;81 %;0.12;100 %;0.70;33 %;6.75;62 %;0.47;25 %;-;-;3.84;73 %;1.40;25 %;5.59;1.5;0.47;4.89;1.28;2.21;17.93;57 %;9.78;63 %;8.15;50 %;3.84;64 %;3.3;62 %;1.16;60 %;4.89;69 %;6.29;4.89;8;0.93;0.12;-;68.34;52.74;77 %;40 %;0.70;-;-;0.10;0.28;1.41;0.71;1.41;0.99;0.41;0.01;0.03;28.64;0.12;0.23;4.19;0.12;-;2.79;0.35;10.25;6.17;4.8;2.45;1.86;0.70;3.38
Матиас Дамиан Перес;Оренбург;236;90;З ЛЦ;0.24;0.12;0.47;0.24;50 %;0.35;1.6;0.24;0.35;0.82;0.47;-;-;1.6;0.35;0.25;49.12;89 %;0.12;100 %;-;-;7.30;68 %;2.47;67 %;0.59;40 %;2.95;64 %;0.12;0 %;3.53;1.30;0.59;8.13;0.94;1.6;16.02;66 %;11.78;70 %;4.24;56 %;5.30;58 %;1.41;67 %;0.12;100 %;4.24;69 %;8.25;5.30;8;0.94;0.12;-;81.64;69.38;85 %;33 %;0.59;0.12;-;0.02;0.23;1.4;0.96;1.14;1.51;-0.37;0.14;0.15;43.59;0.12;-;4.95;1.65;0.24;1.88;-;10.60;8.25;2.36;3.6;0.94;0.12;2.95
Сергей Петров;ФК Краснодар;236;90;ЗЛ;-;-;-;-;-;0.16;0.32;0.96;-;0.48;-;-;-;-;-;-;51.27;90 %;0.16;0 %;0.80;40 %;5.79;83 %;0.80;40 %;-;-;3.38;86 %;2.9;46 %;2.89;1.45;0.64;5.95;1.29;1.12;10.77;76 %;8.36;77 %;2.41;73 %;3.38;81 %;0.64;100 %;0.16;100 %;2.73;88 %;4.98;4.18;8;0.80;0.16;0.48;73.12;64.61;88 %;-;-;-;-;0.09;-;-;-;1.23;1.26;-0.04;0.02;0.02;45.96;-;0.32;4.82;0.32;-;2.89;0.96;8.20;6.43;1.77;2.73;0.64;0.16;2.41
Сергей Пиняев;Локомотив Москва;217;90;АП П;0.15;0.46;0.46;0.15;33 %;0.46;1.6;0.61;-;-;0.30;-;0.15;1.67;0.46;0.12;25.08;61 %;1.37;22 %;3.80;24 %;5.17;59 %;1.37;56 %;-;-;1.98;77 %;3.65;33 %;9.27;0.91;1.67;1.52;0.30;3.34;15.96;34 %;5.78;29 %;10.19;37 %;2.13;29 %;4.41;52 %;2.74;56 %;3.34;32 %;2.13;5.78;9;1.22;1.6;0.15;55.79;32.69;59 %;27 %;0.91;0.30;-;0.26;0.07;0.82;1.22;1.19;1.47;-0.27;0.04;0.08;15.35;0.30;0.91;3.4;0.76;-;1.52;1.22;5.47;1.67;3.80;0.61;2.28;1.52;1.6
Егор Погостнов;Локомотив Москва;217;90;З ЛЦ;0.25;-;0.50;0.25;50 %;0.25;1.50;0.75;0.25;2.1;0.25;-;-;1.00;0.25;0.12;41.11;82 %;-;-;0.25;0 %;9.3;44 %;5.26;29 %;1.00;0 %;4.1;44 %;1.75;43 %;4.26;0.50;0.25;5.52;0.50;1.00;15.54;63 %;13.54;63 %;2.1;63 %;7.52;70 %;0.50;50 %;-;-;2.76;55 %;5.26;4.51;4;1.00;0.25;-;68.94;54.65;79 %;25 %;0.75;-;-;0.07;0.12;0.49;2.4;0.87;1.91;-1.03;0.01;0.05;33.59;-;-;4.1;1.50;-;1.75;0.75;9.78;8.52;1.25;5.26;0.25;-;1.50
Владимир Полуяхтов;Оренбург;-;90;З П;-;-;-;-;-;-;1.18;1.76;1.18;2.35;-;-;-;-;-;-;48.82;88 %;0.59;100 %;0.59;0 %;4.71;88 %;-;-;-;-;4.12;86 %;0.59;100 %;4.12;2.94;1.18;10.00;0.59;0.59;11.18;74 %;9.41;69 %;1.76;100 %;5.29;78 %;-;-;-;-;2.94;60 %;10.59;8.24;3;1.18;1.18;0.59;81.18;71.18;88 %;-;-;-;-;0.18;-;-;-;1.15;1.57;-0.42;-;-;42.94;0.59;-;4.12;-;-;3.53;0.59;8.24;6.47;1.76;4.12;-;-;1.76
Николай Поярков;Ростов;-;90;ЗП Л;-;-;-;-;-;-;1.38;0.69;-;-;-;-;0.69;2.8;0.69;0.23;39.46;68 %;0.69;0 %;4.85;0 %;4.15;33 %;-;-;-;-;3.46;60 %;5.54;13 %;8.31;3.46;0.69;2.77;0.69;-;6.23;33 %;2.77;50 %;3.46;20 %;1.38;50 %;2.77;25 %;1.38;50 %;0.69;0 %;5.54;5.54;2;1.38;1.38;-;59.54;40.85;69 %;33 %;1.38;-;-;0.47;0.11;-;0.00;1.68;1.74;-0.06;-;-;27.00;-;-;1.38;-;-;2.8;0.69;2.8;1.38;0.69;0.69;0.69;0.69;-
Данила Прохин;Ростов;197;90;З ЛЦ;-;-;0.21;-;0 %;-;1.28;0.43;0.64;0.86;0.43;-;-;0.43;-;0.06;48.10;86 %;-;-;0.43;50 %;12.83;77 %;4.70;77 %;0.86;50 %;8.98;76 %;1.71;75 %;3.85;1.7;0.43;6.84;1.28;4.92;12.19;54 %;9.41;57 %;2.78;46 %;4.70;59 %;0.43;0 %;0.43;0 %;2.35;45 %;5.56;7.70;8;0.64;0.21;1.7;79.95;66.91;84 %;0 %;0.43;-;-;0.09;0.14;-;0.00;1.57;1.70;-0.13;0.11;0.09;41.47;-;0.21;9.83;3.63;0.43;6.84;1.28;6.63;5.34;1.28;2.78;-;-;1.7
Куинси Антон Промес;Спартак Москва;262;90;АП Л;0.20;0.40;1.11;0.20;18 %;1.51;0.40;0.80;0.10;0.10;-;-;0.91;2.41;0.80;0.30;45.85;82 %;1.81;67 %;1.61;38 %;6.64;76 %;1.61;81 %;0.20;100 %;2.51;84 %;8.15;59 %;7.24;1.1;0.70;0.40;0.30;3.22;8.85;41 %;1.71;24 %;7.14;45 %;1.41;7 %;3.72;62 %;2.21;68 %;0.91;33 %;1.21;3.52;9;0.91;-;-;65.77;49.98;76 %;33 %;0.50;1.11;-;0.50;0.12;1.50;0.67;1.37;1.30;0.07;-;-;37.61;1.21;0.60;5.3;1.31;0.20;2.11;4.83;3.62;0.40;3.22;0.10;2.31;1.51;0.30
Данил Пруцев;Спартак Москва;217;90;П ЛЦ;-;-;0.60;-;0 %;-;0.60;0.60;-;-;-;-;-;1.80;-;0.18;49.20;91 %;1.20;0 %;-;-;9.00;87 %;1.20;100 %;-;-;3.00;80 %;0.60;0 %;6.00;1.80;-;3.60;1.80;3.00;14.40;33 %;5.40;44 %;9.00;27 %;0.60;100 %;3.00;60 %;1.80;67 %;2.40;50 %;4.80;6.60;3;0.60;0.60;1.20;79.80;64.20;80 %;0 %;1.20;0.60;-;0.10;0.10;-;0.00;1.60;1.72;-0.12;-;-;45.00;-;-;7.80;1.20;-;2.40;-;4.80;2.40;2.40;0.60;1.80;1.20;1.20
Сергей Пряхин;Балтика;223;90;П ЛЦ;0.17;-;0.51;0.17;33 %;-;2.38;1.2;-;-;0.17;-;0.17;1.53;0.51;0.21;31.98;74 %;0.68;0 %;1.2;17 %;5.27;58 %;0.85;0 %;-;-;2.55;53 %;3.57;43 %;9.87;1.70;1.53;1.87;0.85;3.6;20.76;38 %;8.17;27 %;12.59;45 %;2.72;19 %;4.76;57 %;2.89;59 %;3.57;38 %;3.57;6.29;9;1.2;1.2;0.51;69.07;45.43;66 %;33 %;0.51;0.51;-;0.12;0.14;1.22;0.82;0.91;1.57;-0.66;-;-;23.82;-;0.17;3.6;-;-;1.36;1.53;7.83;2.21;5.61;0.51;2.72;1.70;1.36
Александр Пуцко;Балтика;214;90;З Ц;-;-;-;-;-;0.16;-;0.16;0.47;1.71;-;-;-;0.31;0.16;0.01;42.05;90 %;0.16;100 %;0.16;0 %;8.53;80 %;2.17;64 %;0.47;0 %;3.10;60 %;0.62;50 %;2.33;0.47;-;7.45;0.31;2.95;10.55;69 %;9.16;73 %;1.40;44 %;8.7;75 %;-;-;-;-;0.93;50 %;5.74;7.14;6;0.93;-;-;69.36;61.76;89 %;50 %;-;0.16;-;-;0.04;-;0.00;1.7;1.27;-0.20;0.10;0.09;37.86;0.16;-;6.83;1.40;-;1.86;0.31;7.29;6.67;0.62;6.5;-;-;0.47
Ду Кейрос;Зенит;218;90;П ПЦ;-;-;-;-;-;0.77;-;0.77;-;-;-;-;-;1.54;0.77;0.05;51.54;91 %;0.77;0 %;0.77;100 %;11.54;80 %;2.31;100 %;-;-;6.15;88 %;2.31;67 %;4.62;0.77;-;3.85;1.54;1.54;13.08;29 %;4.62;33 %;8.46;27 %;-;-;4.62;17 %;1.54;50 %;3.8;50 %;1.54;7.69;6;0.77;0.77;3.85;76.92;62.31;81 %;50 %;0.77;-;-;0.14;0.03;-;0.00;1.56;1.45;0.11;-;-;46.92;-;0.77;9.23;2.31;-;5.38;1.54;3.85;1.54;2.31;-;0.77;0.77;1.54
Никола Радмановац;Балтика;219;90;З ПЦ;-;-;0.10;-;0 %;0.21;0.42;0.21;0.42;0.94;0.21;-;-;0.10;-;0.01;44.84;84 %;0.21;50 %;0.52;100 %;10.98;70 %;2.61;60 %;0.31;33 %;5.12;71 %;0.73;86 %;1.99;0.31;-;8.78;1.88;1.46;9.30;73 %;7.74;76 %;1.57;60 %;6.38;79 %;0.10;100 %;0.10;100 %;1.25;58 %;8.15;8.36;9;0.94;0.10;-;72.65;63.03;87 %;0 %;0.10;-;-;0.00;0.14;-;0.00;1.6;1.53;-0.46;0.12;0.11;37.84;0.10;0.52;7.74;1.57;0.10;3.66;0.63;6.79;5.85;0.94;5.2;0.10;0.10;0.73
Амар Рахманович;Крылья Советов;213;90;Ф Ц;0.49;0.25;0.99;0.49;50 %;0.74;1.97;1.73;0.25;0.49;0.25;-;0.49;1.23;0.99;0.11;27.86;73 %;0.99;50 %;0.74;33 %;8.88;67 %;1.73;71 %;-;-;4.44;61 %;1.73;43 %;14.05;3.21;1.23;1.73;0.74;2.47;25.15;33 %;5.67;30 %;19.48;34 %;8.14;21 %;4.44;61 %;2.22;67 %;3.21;46 %;1.48;4.19;6;0.99;0.99;0.49;63.62;37.73;59 %;80 %;-;0.25;-;0.11;0.09;0.22;4.44;1.30;0.96;0.35;-;-;20.22;0.49;0.25;5.92;1.23;-;2.71;0.74;8.38;1.73;6.66;1.73;2.71;1.48;1.48
Умарали Рахмоналиев;Рубин Казань;211;90;П ЛЦ;-;-;0.32;-;0 %;0.48;1.92;1.28;-;-;0.32;-;-;1.44;0.80;0.07;33.73;80 %;0.32;100 %;0.48;33 %;7.19;71 %;0.80;60 %;-;-;3.20;55 %;2.8;62 %;5.91;1.28;0.64;2.8;0.64;1.28;14.39;46 %;5.91;35 %;8.47;53 %;1.76;55 %;2.40;73 %;0.64;100 %;3.4;37 %;2.88;6.87;8;0.96;0.80;0.32;61.39;45.56;74 %;56 %;0.16;0.48;-;0.29;0.05;-;0.00;1.13;1.16;-0.03;0.01;0.02;27.02;0.32;0.16;5.12;0.48;-;1.76;1.28;6.55;2.8;4.48;0.96;1.76;0.64;1.12
