Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Эли Даса;Динамо Москва;227;90;З П;-;-;0.14;-;0 %;0.14;0.84;0.70;0.28;0.70;0.14;-;-;0.56;-;0.01;45.00;83 %;1.12;13 %;3.8;18 %;8.13;57 %;1.26;56 %;0.28;50 %;3.36;75 %;3.79;30 %;4.63;1.12;0.14;2.80;0.70;1.68;9.11;60 %;6.31;60 %;2.80;60 %;1.82;54 %;1.82;62 %;0.84;50 %;2.80;65 %;4.63;4.21;7;0.84;-;0.14;65.47;53.69;82 %;0 %;0.28;0.28;-;0.14;0.02;-;0.00;1.36;1.39;-0.03;0.03;0.07;37.57;0.14;0.56;4.63;0.70;0.14;2.52;1.12;5.47;3.79;1.68;0.98;1.12;0.42;1.82
Виктор Алехандро Давила Савала;ЦСКА Москва;214;90;АП ПЦ;-;0.65;-;-;-;0.65;1.29;3.24;-;-;-;-;-;-;-;-;34.32;68 %;1.94;33 %;2.59;0 %;6.47;50 %;0.65;0 %;0.65;0 %;2.59;50 %;5.18;50 %;5.18;-;0.65;3.24;1.29;1.29;16.19;48 %;7.77;58 %;8.42;38 %;5.18;63 %;1.94;33 %;1.29;50 %;1.94;33 %;1.94;7.12;4;0.65;0.65;1.94;62.81;42.73;68 %;-;-;-;-;0.26;-;-;-;0.67;2.36;-1.69;-;-;23.31;0.65;-;3.24;-;-;1.29;2.59;7.77;4.53;3.24;3.24;0.65;0.65;0.65
Даниил Денисов;Спартак Москва;247;90;З П;-;0.11;0.33;-;0 %;0.54;0.65;0.22;0.22;0.54;0.11;-;-;0.65;0.22;0.08;54.26;85 %;0.54;60 %;0.87;38 %;10.24;62 %;1.63;53 %;0.11;0 %;5.23;69 %;3.27;67 %;5.77;1.63;0.87;5.12;1.20;2.7;11.99;56 %;7.41;53 %;4.58;62 %;2.7;68 %;2.18;70 %;0.76;71 %;4.69;51 %;5.34;5.45;9;0.98;0.33;-;80.85;66.14;82 %;33 %;0.44;-;-;0.14;0.12;-;0.00;1.40;1.28;0.12;0.13;0.20;46.09;0.33;0.33;6.32;0.87;-;3.60;2.18;6.76;3.92;2.83;1.42;1.53;0.54;2.40
Заим Диванович;ФК Ахмат;206;90;ЗП ПЦ;-;-;-;-;-;0.40;-;1.19;-;-;-;-;-;0.40;0.40;0.01;35.84;87 %;0.40;100 %;1.19;33 %;6.37;88 %;0.80;100 %;-;-;2.39;83 %;1.19;67 %;4.78;0.40;0.40;2.79;0.80;4.38;14.73;57 %;7.17;61 %;7.57;53 %;1.99;60 %;3.19;75 %;1.19;67 %;3.19;75 %;2.39;5.97;6;0.40;0.40;1.99;64.12;52.57;82 %;100 %;-;-;-;0.33;0.02;-;0.00;1.28;1.46;-0.18;-;-;31.06;0.40;0.40;5.58;0.80;-;1.99;0.80;8.36;4.38;3.98;1.19;2.39;0.80;2.39
Игорь Дмитриев;Урал Екатеринбург;204;90;АП Л;-;-;0.25;-;0 %;0.51;1.27;1.53;-;-;-;-;0.51;0.51;-;0.05;24.15;71 %;0.51;100 %;3.5;42 %;2.29;67 %;0.25;0 %;-;-;1.27;80 %;4.7;56 %;8.39;2.3;0.76;2.3;0.25;4.83;14.75;33 %;4.83;37 %;9.92;31 %;3.31;23 %;5.59;41 %;3.81;27 %;3.31;31 %;2.3;4.32;9;0.51;0.51;1.78;51.61;33.31;65 %;0 %;0.25;0.25;-;0.28;0.10;-;0.00;0.93;0.61;0.32;-;-;17.03;0.51;1.27;1.53;-;-;1.2;2.29;4.83;1.78;3.5;0.76;2.29;1.2;1.2
Александр Долгов;Факел Воронеж;184;90;Ф ПЦ;0.37;-;0.74;0.37;50 %;0.37;1.11;0.37;-;-;0.37;-;-;2.21;0.74;0.18;22.87;69 %;0.74;0 %;0.74;50 %;4.6;45 %;-;-;-;-;1.11;67 %;1.84;40 %;9.59;0.37;1.11;1.11;0.74;0.74;18.44;34 %;3.32;56 %;15.12;29 %;5.90;25 %;3.69;30 %;2.21;33 %;2.21;50 %;1.11;2.95;8;-;0.37;2.95;49.43;27.66;56 %;33 %;0.74;0.74;-;0.29;0.08;0.50;2.00;1.25;0.89;0.36;-;-;15.86;-;0.37;1.84;-;-;0.74;0.74;6.27;1.84;4.43;1.48;1.11;0.74;1.11
Лука Джорджевич;Сочи;192;90;Ф Ц;0.23;0.23;1.17;0.23;20 %;0.47;1.40;0.70;0.23;0.70;0.70;-;1.17;1.87;0.93;0.30;18.65;70 %;0.47;100 %;0.93;0 %;2.56;55 %;0.47;50 %;-;-;1.63;57 %;1.63;29 %;8.63;1.63;0.70;0.47;0.23;1.17;13.76;20 %;4.20;17 %;9.56;22 %;6.53;21 %;1.87;38 %;0.93;50 %;0.93;25 %;0.23;3.50;6;1.17;0.93;0.23;39.87;21.45;54 %;50 %;0.47;0.47;-;0.08;0.16;1.28;0.78;1.10;1.20;-0.10;0.05;0.20;13.06;0.47;-;1.40;0.23;-;0.93;0.47;2.80;0.70;2.10;1.40;0.70;0.47;0.23
Ваня Дркушич;Сочи;230;90;З Ц;0.11;-;0.23;0.11;50 %;0.11;0.80;0.80;0.11;0.23;-;-;-;0.68;0.23;0.08;33.34;85 %;-;-;0.11;0 %;7.85;68 %;2.5;72 %;0.46;50 %;2.62;74 %;0.46;0 %;2.84;1.14;0.23;7.51;0.46;1.25;12.97;75 %;10.35;75 %;2.62;78 %;7.74;82 %;0.23;100 %;-;-;1.48;77 %;7.5;6.26;8;0.91;-;-;62.58;53.70;86 %;33 %;0.34;0.11;-;0.07;0.12;0.70;1.43;0.96;1.24;-0.28;0.03;0.04;28.33;-;-;5.35;1.48;0.23;1.93;-;9.79;7.74;2.5;6.37;0.23;-;1.14
Алексис Давид Дуарте Перейра;Спартак Москва;227;90;З ПЦ;-;-;0.38;-;0 %;-;0.77;0.26;0.26;1.2;-;-;-;0.13;0.13;0.01;56.84;89 %;0.13;0 %;0.38;33 %;10.11;71 %;1.28;40 %;0.13;0 %;3.33;58 %;0.77;33 %;3.33;0.90;0.38;7.17;1.54;1.92;11.91;62 %;8.96;66 %;2.94;52 %;4.74;73 %;0.26;100 %;-;-;2.30;61 %;7.43;5.63;8;0.90;0.13;0.13;85.01;74.13;87 %;100 %;-;-;-;-;0.11;-;0.00;1.43;1.30;0.13;0.08;0.09;50.83;-;0.13;7.17;0.51;-;1.92;0.26;7.43;5.89;1.54;3.46;0.26;-;1.41
Аслан Дудиев;Балтика;199;90;ЗП П;-;-;-;-;-;-;2.11;1.41;0.70;0.70;0.70;-;-;0.70;-;0.09;39.38;70 %;-;-;2.11;33 %;8.44;58 %;-;-;-;-;3.52;40 %;5.62;38 %;7.73;1.41;-;2.81;-;2.11;14.77;48 %;7.3;40 %;7.73;55 %;7.3;50 %;2.11;67 %;-;-;2.11;33 %;2.81;4.22;7;-;-;4.92;63.98;43.59;68 %;0 %;0.70;-;-;-;0.13;-;0.00;0.82;1.97;-1.15;-;-;27.42;-;0.70;4.92;-;-;1.41;2.11;7.3;2.81;4.22;3.52;1.41;-;0.70
Георгий Джикия;Спартак Москва;229;90;З ЛЦ;-;-;0.19;-;0 %;-;-;1.12;0.19;0.75;0.19;-;-;-;-;-;56.58;91 %;-;-;-;-;14.19;75 %;3.73;75 %;0.37;50 %;6.72;69 %;0.75;50 %;2.80;0.75;0.19;6.91;0.37;2.24;8.40;71 %;7.10;71 %;1.31;71 %;2.99;63 %;0.19;100 %;-;-;0.93;80 %;7.10;5.98;6;0.93;0.19;0.19;81.60;73.94;91 %;-;-;-;-;-;-;-;-;0.98;1.48;-0.50;0.23;0.12;51.54;-;-;10.64;2.80;0.19;4.67;0.37;5.98;5.4;0.93;1.87;0.19;-;0.75
Артём Дзюба;Локомотив Москва;221;90;Ф Ц;0.30;0.30;1.5;0.30;29 %;0.90;1.5;1.20;-;-;0.15;-;0.15;1.5;0.60;0.31;24.00;70 %;0.90;67 %;0.15;0 %;4.50;73 %;0.45;67 %;-;-;2.55;59 %;1.65;73 %;12.45;1.35;0.15;0.30;-;0.15;27.60;52 %;2.55;24 %;25.05;55 %;16.80;58 %;1.5;14 %;0.60;0 %;1.5;29 %;1.20;1.5;7;1.5;0.45;-;55.20;34.20;62 %;57 %;0.30;0.15;-;0.29;0.29;1.2;0.98;1.45;1.30;0.15;0.01;0.10;16.80;0.60;-;3.30;0.30;-;1.50;1.20;14.40;0.60;13.80;9.75;0.15;-;0.30
Андрей Егорычев;Урал Екатеринбург;217;90;АП Ц;0.21;-;0.51;0.21;40 %;0.72;1.65;0.93;-;0.10;-;-;0.10;1.13;0.21;0.10;23.25;71 %;0.72;71 %;0.82;38 %;6.48;54 %;0.72;71 %;0.10;100 %;2.67;50 %;1.95;63 %;7.92;1.23;0.51;2.26;0.93;1.34;14.19;42 %;4.73;50 %;9.46;38 %;4.94;44 %;1.95;32 %;1.13;36 %;1.54;53 %;4.22;4.42;9;0.93;0.10;-;49.06;32.61;66 %;18 %;0.72;0.10;0.10;0.13;0.09;0.48;2.8;1.10;1.10;0.00;0.00;0.02;16.46;0.51;0.31;3.50;0.51;0.10;1.34;1.23;5.97;2.37;3.60;2.16;0.62;0.41;0.82
Александр Эктов;ФК Краснодар;-;90;З П;-;-;-;-;-;-;-;-;-;-;-;-;2.9;-;-;-;35.58;71 %;-;-;2.9;0 %;6.28;67 %;-;-;-;-;6.28;33 %;2.9;0 %;4.19;-;-;-;-;-;4.19;0 %;2.9;0 %;2.9;0 %;-;-;2.9;0 %;2.9;0 %;2.9;0 %;-;4.19;3;-;-;6.28;43.95;29.30;67 %;-;-;-;-;-;-;-;-;0.33;0.90;-0.57;-;-;25.12;-;-;4.19;-;-;2.9;-;-;-;-;-;-;-;-
Страхиня Эракович;Зенит;235;90;З Ц;-;-;0.13;-;0 %;0.13;1.7;0.13;0.27;0.53;0.27;-;-;0.13;0.13;0.01;62.04;93 %;0.13;0 %;-;-;7.19;76 %;2.26;71 %;0.27;100 %;3.33;72 %;0.13;0 %;2.40;1.33;0.40;6.26;0.67;0.80;13.05;60 %;11.05;59 %;2.00;67 %;5.86;50 %;0.40;100 %;-;-;2.53;79 %;4.66;5.99;7;0.80;-;0.13;87.47;77.75;89 %;100 %;-;-;-;-;0.05;-;0.00;1.16;0.88;0.28;0.03;0.04;57.91;-;-;5.46;1.60;0.27;2.40;-;7.86;6.52;1.33;2.93;0.40;-;2.00
Никита Ермаков;ЦСКА Москва;-;90;ЗП ЛЦ;-;-;-;-;-;-;1.45;1.45;-;-;-;-;1.45;-;-;-;30.48;86 %;1.45;0 %;-;-;1.45;100 %;4.35;100 %;-;-;1.45;100 %;-;-;5.81;1.45;-;2.90;1.45;1.45;18.87;77 %;7.26;80 %;11.61;75 %;2.90;50 %;2.90;100 %;1.45;100 %;5.81;100 %;2.90;1.45;3;-;-;4.35;55.16;46.45;84 %;-;-;-;-;-;-;-;-;0.99;0.35;0.64;-;-;26.13;-;-;1.45;4.35;-;1.45;-;14.52;5.81;8.71;1.45;2.90;1.45;5.81
Александр Ерохин;Зенит;210;90;П ПЦ;-;0.40;0.80;-;0 %;0.40;2.79;0.80;-;0.40;-;-;0.40;0.40;-;0.04;22.70;68 %;0.80;50 %;0.80;0 %;2.79;29 %;-;-;-;-;0.80;0 %;0.40;0 %;11.55;2.79;1.59;1.99;0.80;-;19.51;37 %;5.58;21 %;13.94;43 %;10.75;44 %;0.40;0 %;-;-;0.80;0 %;4.38;0.80;5;0.80;0.80;1.19;49.78;28.27;57 %;0 %;0.40;-;-;0.16;0.11;-;0.00;0.85;0.69;0.16;0.16;0.39;15.53;0.40;-;0.80;-;-;-;-;7.17;1.19;5.97;4.78;-;-;-
Эдедем Эдем Эссьен;Пари Нижний Новгород;-;90;П ЛЦ;-;-;-;-;-;-;2.43;-;-;-;-;-;-;-;-;-;17.03;86 %;-;-;-;-;2.43;100 %;-;-;-;-;2.43;100 %;-;-;2.43;-;-;-;-;-;9.73;0 %;7.30;0 %;2.43;0 %;2.43;0 %;-;-;-;-;4.86;0 %;2.43;4.86;2;-;-;4.86;34.05;21.89;64 %;-;-;-;-;-;-;-;-;0.73;1.12;-0.39;-;-;14.59;-;-;2.43;-;-;2.43;-;-;-;-;-;-;-;-
Роман Евгеньев;Крылья Советов;212;90;З ПЦ;-;-;0.51;-;0 %;0.30;1.11;0.20;0.30;1.21;0.10;-;-;0.71;0.20;0.15;41.82;84 %;-;-;-;-;9.90;63 %;3.3;33 %;1.1;40 %;3.84;61 %;0.40;50 %;3.74;1.21;0.20;7.68;1.11;1.41;13.03;66 %;10.30;67 %;2.73;63 %;7.27;63 %;0.30;67 %;-;-;1.1;60 %;5.86;4.44;9;0.91;-;-;67.68;55.66;82 %;29 %;0.51;-;-;-;0.21;-;0.00;1.31;1.1;0.30;0.04;0.04;34.95;-;-;6.26;1.1;0.40;2.32;0.20;8.59;6.87;1.72;4.55;0.20;-;0.61
Роман Ежов;Крылья Советов;239;90;П Л;0.31;0.92;1.23;0.62;50 %;1.85;0.31;1.54;-;-;0.31;-;2.47;1.23;0.31;0.35;26.20;82 %;1.85;33 %;2.47;38 %;2.16;71 %;0.62;100 %;-;-;1.23;100 %;3.8;60 %;7.40;0.92;0.62;2.16;0.62;4.1;8.63;29 %;2.77;11 %;5.86;37 %;1.23;25 %;2.47;75 %;1.23;50 %;1.54;0 %;2.16;4.32;3;0.92;0.31;-;47.47;35.14;74 %;25 %;0.62;0.31;-;0.21;0.29;1.15;0.87;1.21;1.49;-0.29;-;-;21.58;0.62;0.92;1.54;0.62;-;1.23;1.85;2.47;0.31;2.16;0.31;1.85;0.62;-
Джоэль Фамейе;Рубин Казань;218;90;Ф ПЦ;0.51;-;2.21;0.68;31 %;0.34;1.36;1.53;-;-;0.17;-;0.34;3.74;2.38;0.69;16.33;74 %;0.34;0 %;1.2;33 %;1.19;14 %;0.51;67 %;-;-;0.34;50 %;1.53;33 %;9.2;1.19;1.19;1.36;0.51;1.36;23.14;32 %;5.10;20 %;18.03;36 %;4.76;32 %;4.25;56 %;3.57;62 %;1.36;25 %;1.70;3.40;7;1.2;0.85;0.17;50.53;28.07;56 %;64 %;1.2;0.34;-;0.15;0.18;1.34;0.74;1.39;1.1;0.38;0.01;0.02;12.08;-;0.34;0.17;0.34;-;0.17;0.51;7.49;1.2;6.47;1.53;2.38;2.21;0.34
Лукас Фассон;Локомотив Москва;214;90;З ЛЦ;-;-;0.13;-;0 %;-;0.66;0.39;0.26;1.18;0.13;-;0.13;0.26;-;0.06;42.31;82 %;-;-;0.13;0 %;11.30;62 %;3.68;50 %;0.26;0 %;5.39;54 %;1.18;22 %;3.94;1.18;0.39;6.18;0.53;2.23;9.46;67 %;7.9;65 %;2.36;72 %;4.60;69 %;0.66;80 %;0.26;50 %;1.18;44 %;6.83;6.96;7;0.92;-;-;68.85;57.55;84 %;0 %;0.26;-;-;-;0.21;-;0.00;1.19;1.29;-0.10;0.15;0.13;34.82;-;-;6.96;1.84;-;2.89;0.26;6.31;4.60;1.71;3.15;0.53;0.13;0.53
Аббосбек Файзуллаев;ЦСКА Москва;228;90;АП ЛЦ;0.51;0.51;2.6;0.51;25 %;1.54;0.51;2.6;-;-;-;-;-;3.60;1.3;0.61;29.83;76 %;2.57;40 %;1.3;0 %;7.20;64 %;-;-;-;-;3.9;83 %;6.69;54 %;5.66;2.6;1.3;2.57;1.54;2.57;18.00;40 %;7.20;36 %;10.80;43 %;2.57;40 %;4.63;33 %;0.51;0 %;4.63;33 %;2.57;6.17;4;0.51;-;1.54;63.77;42.17;66 %;29 %;1.3;1.3;0.51;0.79;0.17;1.19;0.84;1.97;1.82;0.15;0.02;0.03;22.63;1.3;-;4.63;-;-;2.57;3.60;7.20;2.57;4.63;1.3;1.54;-;1.54
Роберто Карлос Фернандес Торо;Балтика;216;90;ЗП Л;-;0.11;0.22;-;0 %;0.55;1.21;2.19;0.55;0.55;-;-;-;0.88;0.11;0.09;49.55;73 %;0.33;67 %;3.62;33 %;12.83;58 %;1.53;50 %;0.33;67 %;6.58;58 %;5.48;54 %;8.55;1.21;0.77;3.73;1.21;1.64;16.22;51 %;8.66;47 %;7.56;55 %;3.62;42 %;3.95;64 %;0.88;50 %;4.17;58 %;4.6;6.36;9;0.99;0.33;-;79.70;57.00;72 %;13 %;0.55;0.22;-;0.10;0.11;-;0.00;1.8;1.48;-0.40;0.08;0.18;36.39;0.22;1.21;7.45;0.77;0.22;3.84;2.96;8.22;4.6;4.17;1.53;2.52;0.44;2.41
Роберто Фернандез Урбиета;Динамо Москва;201;90;З ЛЦ;-;-;-;-;-;0.31;1.53;0.61;0.31;1.22;0.31;-;0.31;0.31;-;0.04;40.71;90 %;-;-;-;-;10.10;82 %;1.84;100 %;0.31;100 %;3.6;90 %;-;-;1.22;1.22;-;7.65;0.31;1.22;15.00;55 %;12.86;52 %;2.14;71 %;6.12;65 %;0.61;100 %;-;-;3.37;55 %;7.35;4.90;3;0.92;-;-;69.80;58.78;84 %;0 %;0.31;-;-;0.07;0.14;-;0.00;1.84;1.60;0.24;0.20;0.08;36.73;-;-;8.27;1.84;0.31;2.76;-;8.27;6.73;1.53;3.98;0.61;-;1.84
Марио Фернандес;Зенит;242;90;ЗП П;-;-;0.57;-;0 %;0.38;0.38;0.95;-;-;-;-;0.57;0.76;0.57;0.15;53.54;83 %;0.95;40 %;2.9;27 %;5.89;71 %;0.19;100 %;0.19;100 %;1.14;83 %;4.18;64 %;5.89;1.14;0.76;2.66;0.95;0.57;11.96;63 %;4.94;81 %;7.3;51 %;6.46;68 %;0.76;25 %;0.57;0 %;2.9;82 %;3.4;4.37;7;0.95;0.95;0.38;75.38;60.76;81 %;75 %;0.19;-;-;0.17;0.19;-;0.00;1.30;0.69;0.61;0.13;0.13;44.24;0.38;0.57;4.18;0.19;0.19;0.95;2.66;7.59;3.99;3.61;4.37;0.19;-;1.71
Егор Филипенко;Урал Екатеринбург;-;90;З ЛЦ;-;-;-;-;-;-;-;-;0.56;0.56;-;-;-;-;-;-;24.19;81 %;-;-;-;-;2.25;50 %;0.56;0 %;-;-;0.56;0 %;-;-;2.25;1.12;0.56;5.6;-;-;5.6;67 %;4.50;63 %;0.56;100 %;2.25;50 %;-;-;-;-;1.12;100 %;9.00;3.94;2;1.12;1.12;-;43.31;36.00;83 %;-;-;-;-;-;-;-;-;1.19;1.1;0.18;-;-;19.69;-;-;1.12;-;-;-;-;3.38;2.81;0.56;1.12;-;-;1.12
Сесар Габриель Флорентин;Оренбург;225;90;П ПЦ;0.18;-;0.53;0.18;33 %;0.70;0.70;1.93;0.18;0.35;0.35;-;0.18;1.41;0.53;0.11;67.85;83 %;1.5;33 %;2.81;50 %;11.78;67 %;5.45;74 %;0.53;67 %;6.68;66 %;8.26;47 %;7.38;1.58;1.23;2.29;0.53;3.52;12.66;58 %;4.4;43 %;8.61;65 %;1.23;43 %;3.87;77 %;1.23;86 %;2.29;54 %;2.64;6.33;6;1.5;0.18;-;95.62;76.99;81 %;38 %;0.70;0.18;-;0.20;0.08;0.65;1.54;1.5;1.62;-0.58;-;-;56.60;0.35;1.41;7.91;4.4;0.35;4.39;3.87;7.38;1.76;5.62;0.53;2.99;1.5;1.23
Даниил Фомин;Динамо Москва;220;90;ЗП ЛЦ;-;0.13;0.40;-;0 %;0.53;1.33;0.27;0.13;0.40;0.13;-;0.13;0.93;0.27;0.09;41.15;84 %;0.40;33 %;0.53;0 %;6.77;57 %;1.6;63 %;-;-;3.19;58 %;3.5;39 %;3.45;0.53;0.40;2.65;0.40;1.86;8.89;55 %;6.24;60 %;2.65;45 %;3.5;48 %;0.53;50 %;0.27;0 %;2.65;65 %;3.5;5.31;7;0.93;0.13;-;61.86;50.31;81 %;29 %;0.27;0.13;0.27;0.09;0.10;-;0.00;1.32;1.38;-0.06;0.01;0.05;34.65;0.13;-;3.85;0.66;-;1.86;1.19;4.91;3.72;1.19;1.46;0.27;-;1.73
Батчи;ФК Краснодар;248;90;АП Л;0.11;0.11;0.44;0.11;25 %;1.31;0.11;0.87;-;0.11;-;-;0.33;1.75;0.66;0.10;36.63;84 %;1.20;55 %;1.31;42 %;7.22;74 %;1.9;80 %;0.22;50 %;2.84;65 %;2.62;46 %;6.45;1.53;1.53;2.19;0.87;4.16;11.92;39 %;2.84;31 %;9.8;41 %;2.84;15 %;4.5;59 %;1.75;63 %;0.77;57 %;2.84;6.78;9;0.98;0.55;-;65.72;49.76;76 %;38 %;0.66;0.33;0.11;0.22;0.06;0.89;1.12;1.22;1.4;0.18;0.00;0.03;30.62;0.66;0.55;5.36;0.87;0.11;1.86;1.20;4.59;0.87;3.72;0.44;2.41;1.9;0.44
Лука Гагнидзе;Динамо Москва;212;90;АП Ц;-;-;-;-;-;-;1.3;-;-;1.3;1.3;-;-;-;-;-;28.97;75 %;-;-;-;-;3.10;67 %;-;-;-;-;-;-;2.7;50 %;3.10;2.7;-;1.3;-;-;13.45;54 %;9.31;56 %;4.14;50 %;3.10;33 %;1.3;0 %;-;-;6.21;67 %;6.21;6.21;4;-;-;4.14;55.86;42.41;76 %;-;-;-;-;0.47;-;-;-;1.7;1.89;-0.83;-;-;21.72;-;-;2.7;-;-;-;1.3;7.24;5.17;2.7;1.3;-;-;4.14
Адольфо Юлиан Гайч;ЦСКА Москва;-;90;Ф Ц;-;-;-;-;-;1.53;7.63;-;-;-;1.53;-;-;1.53;1.53;0.05;25.93;71 %;1.53;100 %;1.53;100 %;3.5;100 %;1.53;100 %;-;-;3.5;100 %;-;-;12.20;3.5;1.53;1.53;-;1.53;13.73;33 %;1.53;100 %;12.20;25 %;6.10;25 %;-;-;-;-;1.53;100 %;1.53;3.5;4;-;-;6.10;48.81;30.51;63 %;100 %;-;-;-;0.32;0.03;-;0.00;1.8;0.46;0.63;-;-;18.31;1.53;1.53;3.5;1.53;-;3.5;-;4.58;1.53;3.5;1.53;-;-;1.53
Милан Гайич;ЦСКА Москва;223;90;ЗП П;0.15;0.15;0.46;0.31;67 %;0.46;0.62;0.46;0.15;0.31;-;0.15;-;0.77;0.31;0.12;35.57;81 %;0.46;67 %;3.9;35 %;5.72;59 %;1.24;38 %;-;-;2.16;57 %;4.18;52 %;4.64;1.8;0.46;2.47;0.15;1.8;8.51;45 %;3.71;46 %;4.79;45 %;3.25;24 %;1.8;57 %;0.62;75 %;0.62;75 %;2.32;5.72;7;0.93;-;0.15;54.43;42.22;78 %;40 %;0.15;0.31;-;0.09;0.16;0.79;1.27;1.26;1.61;-0.34;0.03;0.05;28.92;0.31;1.8;3.40;0.46;-;1.24;2.16;3.87;1.70;2.16;0.77;0.62;0.46;0.46
Артур Галоян;Балтика;203;90;П ПЦ;-;0.15;0.29;-;0 %;0.73;1.2;0.15;0.15;0.15;-;-;-;1.61;0.44;0.22;37.02;77 %;0.88;50 %;1.90;23 %;9.51;62 %;1.61;64 %;0.59;50 %;3.80;58 %;5.12;54 %;8.63;1.17;1.2;1.90;0.44;1.90;14.93;30 %;4.54;29 %;10.39;31 %;2.63;28 %;3.37;61 %;2.78;63 %;2.93;30 %;2.5;5.85;9;1.17;0.88;0.15;64.54;43.61;68 %;27 %;0.73;0.44;-;0.27;0.13;-;0.00;1.15;1.43;-0.28;0.02;0.04;28.68;0.44;0.44;5.85;1.2;0.29;2.20;2.78;4.54;1.32;3.22;0.73;2.5;1.76;0.88
Бенхамин Антонио Гарре;Крылья Советов;250;90;П П;0.55;0.37;1.10;0.55;50 %;1.28;0.37;1.83;-;-;-;-;0.18;2.2;1.47;0.55;40.88;86 %;0.92;60 %;2.20;58 %;7.52;90 %;0.55;100 %;-;-;4.22;91 %;5.50;60 %;7.70;1.10;1.65;3.85;1.10;7.33;25.30;44 %;8.43;39 %;16.86;47 %;2.57;7 %;10.26;63 %;6.78;68 %;4.22;52 %;3.67;5.32;6;1.10;0.73;-;85.97;63.97;74 %;73 %;0.37;0.18;-;0.40;0.30;0.99;1.1;1.36;1.12;0.24;0.01;0.06;35.19;0.55;1.28;6.78;0.55;-;3.85;3.30;11.18;3.30;7.88;0.18;6.42;4.58;2.20
Натан Баба Гассама;Балтика;208;90;З ЛЦ;-;-;0.38;-;0 %;0.38;1.15;0.77;0.58;1.15;-;-;-;0.58;0.38;0.14;47.78;86 %;0.19;100 %;0.77;75 %;10.55;80 %;2.69;71 %;-;-;4.3;71 %;0.96;80 %;3.65;1.92;0.58;6.72;0.96;1.34;17.27;62 %;14.97;60 %;2.30;75 %;8.6;62 %;1.34;71 %;0.58;100 %;2.11;73 %;6.33;5.57;5;0.96;0.19;-;79.83;65.63;82 %;67 %;0.19;-;-;0.03;0.24;-;0.00;1.27;1.72;-0.45;0.01;0.04;40.87;0.19;0.58;8.44;1.92;-;2.88;0.77;10.75;9.2;1.73;4.99;0.96;0.58;1.54
Ярослав Гладышев;Динамо Москва;185;90;Ф Ц;-;-;-;-;-;-;2.2;-;-;-;-;-;-;2.2;-;0.08;23.26;78 %;1.1;0 %;1.1;0 %;4.4;50 %;-;-;-;-;1.1;0 %;2.2;0 %;9.10;-;2.2;3.3;-;2.2;14.16;29 %;3.3;33 %;11.12;27 %;5.6;20 %;3.3;33 %;3.3;33 %;3.3;33 %;2.2;4.4;4;-;-;4.4;49.55;30.34;61 %;0 %;1.1;1.1;-;0.08;0.04;-;0.00;0.73;0.69;0.04;-;-;18.20;-;-;2.2;-;-;-;-;4.4;1.1;3.3;1.1;1.1;1.1;1.1
