Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Георгий Гонгадзе;Факел Воронеж;202;90;Ф ПЦ;0.52;0.17;1.34;0.52;39 %;1.17;0.76;1.98;–;0.12;0.23;–;0.47;2.86;1.57;0.52;17.03;68 %;0.87;60 %;0.82;36 %;2.8;56 %;0.7;67 %;0.06;100 %;1.63;71 %;0.93;56 %;9.97;0.87;0.58;1.11;0.41;0.52;20.65;33 %;4.96;22 %;15.69;36 %;9.68;33 %;1.46;40 %;0.87;27 %;1.57;37 %;1.34;2.57;28;1.5;0.99;0.58;45.5;24.38;54 %;55 %;0.99;0.29;–;0.17;0.18;1;1;1.4;1.13;-0.09;0.01;0.13;11.67;0.52;0.29;1.57;0.47;0.06;1.17;0.52;6.77;1.11;5.66;3.15;0.58;0.23;0.58
Кристиан Марсело Гонсалес Тассано;Химки;205;90;З Ц;–;–;0.17;–;0 %;0.17;0.34;0.34;0.34;1.36;0.34;–;–;0.34;0.17;0.04;38.72;81 %;0.17;0 %;0.17;0 %;7.64;53 %;3.23;68 %;0.51;33 %;3.57;57 %;0.51;0 %;3.91;1.87;0.34;9.68;1.36;1.36;16.98;68 %;13.42;71 %;3.57;57 %;5.77;59 %;1.36;63 %;–;–;4.92;76 %;8.49;4.75;6;0.85;–;0.17;70.98;57.74;81 %;50 %;0.17;–;–;0.01;0.1;–;0;0.48;1.7;-1.23;0.05;0.04;31.42;–;–;4.8;2.21;0.17;2.4;–;11.55;9.51;2.4;3.4;0.85;–;3.74
Сергей Горшков;Химки;–;90;ЗП П;–;–;0;–;–;–;1.88;1.88;–;–;–;–;–;3.75;–;0.06;26.25;86 %;–;–;1.88;0 %;5.62;67 %;1.88;0 %;1.88;0 %;1.88;100 %;1.88;0 %;7.5;3.75;–;5.62;3.75;–;16.88;44 %;5.62;33 %;11.25;50 %;–;–;5.62;33 %;3.75;50 %;5.62;33 %;5.62;7.5;2;–;–;3.75;60;43.12;72 %;0 %;3.75;–;–;–;0.01;–;0;0.19;1.8;-1.61;–;–;22.5;–;–;3.75;–;–;1.88;–;7.5;1.88;5.62;–;1.88;1.88;1.88
Юрий Горшков;Крылья Советов;221;90;ЗЛ;–;0.17;0.17;–;0 %;0.78;0.39;0.56;0.13;0.56;0.04;–;0.04;0.56;0.09;0.05;47.82;83 %;0.82;63 %;0.91;43 %;8.53;74 %;1.56;53 %;0.17;50 %;4.42;74 %;3.77;60 %;5.41;1.21;0.26;5.2;1.8;1.73;9.79;57 %;6.28;59 %;3.51;53 %;2.47;67 %;0.82;47 %;0.43;40 %;2.21;59 %;5.41;6.19;24;1.4;0.39;–;71.77;58.69;82 %;15 %;0.39;0.09;–;0.28;0.1;–;0;1.33;1.12;0.21;0.02;0.04;39.67;0.52;0.39;6.28;0.82;0.09;3.25;2.25;5.59;3.72;1.86;1.65;0.39;0.17;1.3
Кирилл Гоцук;Пари Нижний Новгород;212;90;З Ц;0.1;–;0.58;0.1;18 %;0.21;0.82;0.51;0.45;0.99;0.14;0.03;0.14;0.89;0.31;0.17;34.62;81 %;0.07;100 %;0.03;0 %;8.67;58 %;2.57;47 %;0.48;36 %;3.5;47 %;0.31;33 %;3.5;0.65;0.07;7.9;0.69;0.58;13.91;73 %;10.49;75 %;3.43;68 %;7.68;76 %;0.31;100 %;0.03;100 %;1.71;72 %;7.27;4.9;27;0.93;–;–;62.2;51.2;82 %;35 %;0.51;0.07;–;0.02;0.19;1.62;0.62;0.95;1.31;-0.35;0.13;0.12;28.04;0.07;–;5;1.2;0.17;1.65;0.1;10.14;7.81;2.33;5.86;0.31;0.03;1.23
Вячеслав Грулёв;Динамо Москва;202;90;АП Л;0.24;0.16;1.58;0.24;15 %;0.95;0.95;1.27;0.16;0.55;0.16;–;0.32;2.3;0.63;0.3;22.42;60 %;0.95;58 %;2.6;27 %;3.72;55 %;0.79;50 %;0.32;75 %;1.74;55 %;2.85;42 %;10.85;2.46;1.58;1.98;1.19;1.58;19.65;44 %;5.31;52 %;14.34;41 %;5.94;45 %;4.28;50 %;2.6;54 %;2.85;53 %;3.1;2.85;26;0.87;0.79;1.19;53.32;30.26;57 %;28 %;1.3;0.55;0.08;0.19;0.13;1.25;0.8;1.38;1.3;0.08;0.04;0.15;13.55;0.55;0.55;2.6;0.4;0.24;0.95;1.19;8.71;2.77;5.94;2.69;2.14;1.11;1.51
Аяз Гулиев;Химки;202;90;ЗП ПЦ;–;0.06;0.18;–;0 %;0.3;1.32;0.72;0.36;1.14;0.24;–;–;1.14;0.42;0.05;44.58;85 %;0.24;75 %;0.6;20 %;8.26;72 %;1.2;75 %;–;–;3.95;74 %;2.3;59 %;4.31;0.78;0.42;4.91;1.62;2.39;16.52;48 %;9.69;42 %;6.82;57 %;1.44;29 %;3.5;73 %;1.38;65 %;5.51;48 %;5.27;7.48;19;0.96;0.3;0.18;77.73;61.4;79 %;37 %;0.36;0.3;0.06;0.09;0.04;–;0;0.88;2.22;-1.34;0.01;0.03;37.94;0.18;0.12;5.92;0.9;–;2.93;1.2;7.96;4.7;3.89;0.42;2.21;0.9;2.63
Батраз Гурциев;Оренбург;194;90;АП П;–;0.62;1.86;–;0 %;1.86;0.93;1.24;–;0.31;–;–;0.93;3.9;1.86;0.34;13.61;70 %;0.93;67 %;0.62;50 %;2.78;78 %;0.62;50 %;–;–;1.86;50 %;1.24;75 %;8.35;0.31;1.24;0.93;0.31;1.24;21.65;34 %;5.26;24 %;16.39;38 %;7.42;21 %;3.9;40 %;1.86;67 %;3.71;33 %;2.16;2.78;8;0.62;0.31;1.86;45.46;24.74;54 %;60 %;0.62;0.62;–;0.35;0.11;–;0;1.35;1.44;-0.09;0.09;0.09;9.59;0.62;0.31;2.16;0.31;–;0.93;0.93;7.42;1.24;6.19;1.55;1.24;1.24;1.24
Лачезар Христов Котев;Химки;–;90;П ЛЦ;–;–;0;–;–;–;1.7;–;0.85;1.7;0.85;–;–;–;–;–;45;77 %;–;–;0.85;0 %;15.28;67 %;1.7;50 %;–;–;8.49;70 %;1.7;50 %;6.79;0.85;1.7;2.55;0.85;–;12.74;53 %;8.49;50 %;4.25;60 %;2.55;33 %;–;–;–;–;4.25;60 %;2.55;7.64;2;–;–;1.7;69.62;51.79;74 %;–;–;–;–;0.01;–;–;–;0.2;2.1;-1.82;0.03;0.04;34.81;–;–;10.19;0.85;–;5.94;0.85;6.79;4.25;2.55;0.85;–;–;2.55
Брайн Идову;Химки;210;90;ЗП Л;–;–;0.07;–;0 %;0.35;0.76;0.49;0.14;0.83;0.21;–;–;0.49;0.07;0.03;50.04;78 %;0.56;25 %;1.46;33 %;11.47;64 %;1.11;50 %;0.07;100 %;5.14;55 %;3.68;53 %;6.39;1.81;0.42;4.1;0.9;1.53;13.34;51 %;8.9;55 %;4.45;42 %;3.68;53 %;1.46;38 %;0.56;25 %;3.96;60 %;4.86;6.46;16;0.9;0.14;0.21;77.14;58.93;76 %;14 %;0.28;0.14;–;0.1;0.07;–;0;0.79;1.64;-0.84;0.1;0.13;39.27;0.14;0.49;7.37;0.56;0.07;2.85;1.95;6.74;4.86;1.88;1.95;0.56;0.14;2.36
Михаил Игнатов;Спартак Москва;226;90;АП Ц;0.14;0.14;0.91;0.14;15 %;0.77;2.1;0.77;–;0.21;0.14;–;0.49;1.4;0.63;0.24;29.44;75 %;1.61;48 %;1.5;13 %;5.12;66 %;0.63;44 %;0.07;0 %;2.3;66 %;2.8;45 %;7.99;1.54;0.84;2.31;0.91;1.33;20.26;43 %;7.36;47 %;12.9;40 %;3.22;41 %;4.42;48 %;2.73;44 %;3.79;63 %;2.66;3.5;21;1.26;1.33;0.21;59.44;38.83;65 %;45 %;0.42;0.28;0.07;0.34;0.17;1.68;0.6;1.91;1.8;0.83;0.01;0.04;22.08;0.77;0.14;3.36;0.28;–;1.33;1.26;8.62;3.43;5.19;1.33;2.1;1.19;2.38
Иван Игнатьев;Локомотив Москва;188;90;Ф Ц;0.52;0.21;1.66;0.52;31 %;0.52;1.46;1.4;0.1;0.1;0.31;–;0.52;2.29;1.46;0.37;18;68 %;0.62;17 %;0.42;0 %;1.56;47 %;0.21;50 %;–;–;1.4;40 %;0.94;33 %;7.18;1.35;1.4;0.52;0.1;0.62;17.06;30 %;4.6;26 %;13.01;31 %;6.3;24 %;1.25;67 %;0.62;50 %;1.98;32 %;0.94;3.43;20;0.94;0.94;1.14;43.39;23.83;55 %;64 %;0.52;0.21;0.1;0.14;0.16;0.7;1.42;1.38;1.51;-0.12;0.04;0.41;12.28;0.1;–;0.73;0.1;–;0.42;0.31;5.1;1.4;4.6;1.46;0.83;0.31;0.62
Владимир Ильин;ФК Ахмат;195;90;Ф Ц;0.33;–;0.91;0.33;36 %;0.58;1;1.91;0.08;0.5;0.17;–;0.33;1.99;0.75;0.25;21.17;68 %;0.42;60 %;0.66;0 %;5.56;64 %;0.25;67 %;–;–;2.82;59 %;1.83;64 %;9.96;1.74;1.41;1.74;0.5;2.32;24.49;38 %;5.81;37 %;18.68;38 %;9.22;40 %;4.65;52 %;1.83;36 %;2.82;38 %;2.91;3.15;27;0.66;0.66;1.58;57.37;32.8;57 %;38 %;0.42;0.75;0.08;0.16;0.13;0.75;1.32;1.4;1.5;-0.1;0.02;0.12;14.45;0.25;–;3.57;0.17;–;1.66;1.16;9.3;2.16;7.14;3.65;2.41;0.66;1.8
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;207;90;З ПЦ;0.05;–;0.1;0.05;50 %;0.1;0.38;0.67;0.48;1.1;0.1;–;–;0.24;0.14;0.03;42.51;85 %;0.19;50 %;0.14;0 %;8.27;64 %;3.68;62 %;0.67;64 %;4.26;60 %;0.62;31 %;3.35;1.1;0.14;8.89;1.5;0.67;13.15;68 %;9.85;73 %;3.3;51 %;5.79;67 %;0.38;100 %;–;–;2.39;70 %;6.98;5.55;22;0.86;0.05;0.19;69.2;58.39;84 %;60 %;0.1;–;–;0.05;0.11;0.55;1.82;1.25;1.28;-0.02;0.07;0.07;36.2;0.1;–;5.31;2.3;0.43;2.53;0.19;8.89;7.22;1.67;3.87;0.38;–;1.67
Алексей Ионов;ФК Краснодар;213;90;АП П;0.34;0.05;0.82;0.38;47 %;0.72;0.53;0.29;0.1;0.19;0.19;–;0.58;1.15;0.58;0.14;33.2;87 %;1.1;57 %;1.2;20 %;3.12;86 %;0.29;50 %;0.05;100 %;1.54;72 %;1.92;63 %;4.85;1.1;0.77;1.15;0.43;1.73;6.63;27 %;2.11;23 %;4.52;29 %;1.49;23 %;1.44;50 %;1.15;50 %;1.11;30 %;1.25;3.65;27;0.96;0.67;0.34;48.29;37.62;78 %;50 %;0.29;0.29;–;0.29;0.12;0.42;2.36;1.3;1.57;-0.27;0.01;0.08;28.73;0.58;0.24;2.69;0.14;0.05;1.11;1.2;1.78;0.48;1.3;0.34;0.72;0.58;0.34
Олег Исаенко;ФК Краснодар;–;90;ЗЛ;–;–;0;–;–;1.6;–;1.6;1.6;1.6;–;–;–;–;–;–;67.76;89 %;2.12;0 %;–;–;12.71;83 %;–;–;–;–;7.41;86 %;1.6;0 %;4.24;1.6;1.6;1.6;1.6;1.6;6.35;33 %;3.18;67 %;3.18;0 %;–;–;–;–;–;–;2.12;50 %;4.24;3.18;3;1.6;1.6;2.12;83.65;70.94;85 %;–;–;–;–;0.14;–;–;–;1.42;3.99;-2.57;–;–;60.35;–;–;10.59;–;–;6.35;–;2.12;2.12;0;–;–;–;1.6
Илья Ишков;Урал Екатеринбург;–;90;АП ПЦ;–;–;–;–;–;5.62;5.62;–;–;–;–;–;–;–;–;–;22.5;50 %;5.62;100 %;–;–;11.25;0 %;–;–;–;–;5.62;0 %;11.25;100 %;5.62;5.62;5.62;–;–;–;22.5;25 %;5.62;100 %;16.88;0 %;–;–;11.25;0 %;11.25;0 %;–;–;–;5.62;1;–;–;5.62;56.25;22.5;40 %;–;–;–;–;2.14;–;–;–;2.14;1.63;0.51;–;–;11.25;5.62;–;–;–;–;–;11.25;5.62;5.62;–;–;–;–;–
Вильсон Изидор;Локомотив Москва;207;90;АП Л;0.57;0.07;1.29;0.57;44 %;1.1;1.1;2.23;0.14;0.29;0.22;–;0.57;2.23;1.36;0.44;23.2;63 %;0.93;62 %;2.1;36 %;5.3;57 %;0.79;27 %;–;–;2.1;46 %;3.74;48 %;11.71;2.23;1.1;0.93;0.22;1.29;17.6;35 %;4.31;27 %;13.29;37 %;4.53;33 %;4.9;51 %;1.94;59 %;2.37;24 %;1.44;3.16;20;0.86;0.43;0.57;49.85;27.94;56 %;61 %;0.36;0.43;0.07;0.35;0.2;0.76;1.31;1.56;1.49;0.07;0;0.02;14.65;0.57;0.72;2.87;0.22;–;0.93;1.8;6.11;1.15;4.96;1.51;2.8;1.15;0.57
Матвей Ивахнов;Факел Воронеж;179;90;Ф Ц;0.51;–;1.3;0.51;50 %;1.54;3.9;0.51;–;–;0.51;0.51;–;0.51;0.51;0.1;23.66;57 %;1.54;100 %;0.51;100 %;4.11;38 %;0.51;100 %;–;–;2.6;25 %;1.54;67 %;11.83;1.3;2.6;1.54;–;0.51;24.69;35 %;7.71;40 %;16.97;33 %;9.77;47 %;0.51;100 %;0.51;100 %;4.63;44 %;1.3;1.54;10;–;–;5.14;54;25.71;48 %;100 %;–;–;–;0.35;0.2;0.2;5;0.88;1.27;-0.39;–;–;13.37;1.54;0.51;1.54;0.51;–;0.51;1.3;8.74;3.9;5.66;4.63;0.51;0.51;2.6
Дмитрий Иванисеня;Крылья Советов;–;90;ЗП ЛЦ;–;–;0.52;–;0 %;–;0.52;1.3;–;0.52;–;–;–;1.55;–;0.32;40.86;85 %;0.52;0 %;–;–;8.79;65 %;3.1;83 %;1.3;50 %;4.66;67 %;0.52;0 %;3.62;1.55;1.3;2.59;1.3;1.55;8.28;50 %;6.72;46 %;1.55;67 %;2.7;50 %;0.52;100 %;–;–;3.1;33 %;2.7;5.17;2;1.3;0.52;–;60.52;47.59;79 %;0 %;1.3;0.52;–;0.02;0.21;–;0;1.74;2.1;-0.27;0.13;0.13;34.66;–;–;5.69;2.59;0.52;3.1;–;4.14;3.1;1.3;1.3;0.52;–;1.3
Тин Едвай;Локомотив Москва;192;90;З ПЦ;–;–;0.08;–;0 %;0.15;0.84;0.54;0.76;1.53;0.23;–;–;0.46;–;0.02;56.43;85 %;0.38;40 %;0.31;25 %;13.31;68 %;3.75;53 %;0.38;40 %;6.65;69 %;1.68;59 %;3.67;0.99;0.38;7.49;0.99;2.37;14.15;62 %;10.78;62 %;3.36;59 %;5.51;69 %;0.76;60 %;0.31;50 %;2.75;53 %;9.41;7.95;14;0.92;0.08;0.15;91.15;76.62;84 %;0 %;0.23;0.23;–;0.04;0.05;–;0;1.2;1.68;-0.49;0.06;0.08;48.17;0.15;0.08;9.1;1.99;0.15;4.59;0.99;8.72;6.73;1.99;3.82;0.46;0.15;1.45
Кади Иури Борхес Малиновский;ФК Краснодар;231;90;П ПЦ;0.57;0.19;1.72;0.57;33 %;1.34;2.1;1.34;–;0.38;0.19;–;0.19;2.1;1.34;0.35;46.62;81 %;0.96;20 %;0.57;33 %;13.18;72 %;2.48;77 %;0.57;67 %;8.79;72 %;3.44;56 %;9.36;1.34;1.34;0.96;0.57;2.29;17.2;38 %;7.26;34 %;9.94;40 %;3.25;35 %;4.39;43 %;3.25;47 %;4.2;45 %;2.48;5.16;7;1.15;1.15;0.19;77.2;55.61;72 %;64 %;0.38;–;0.38;0.47;0.17;0.61;1.64;1.88;1.24;0.64;–;–;37.83;0.19;0.19;9.55;1.91;0.38;6.31;1.91;6.5;2.48;4.1;1.15;1.91;1.53;1.91
Никита Каккоев;Пари Нижний Новгород;204;90;З ЛЦ;0.05;0.05;0.27;0.05;20 %;0.49;0.93;1.43;0.33;0.99;0.11;0.05;–;0.55;0.11;0.06;34.4;85 %;0.27;20 %;0.49;44 %;7.64;76 %;2.14;64 %;0.38;71 %;3.74;71 %;0.88;38 %;2.86;0.66;0.27;6.43;1.37;1.81;13.85;63 %;9.89;64 %;3.96;60 %;4.89;60 %;1.32;88 %;0.38;86 %;3.9;59 %;6.59;5.27;21;0.93;0.22;0.22;62.75;51.7;82 %;20 %;0.27;0.16;–;0.06;0.11;1.14;0.88;0.91;1.16;-0.25;0.06;0.1;29.23;0.05;0.22;5.77;1.37;0.27;2.64;0.33;8.68;6.32;2.36;2.91;1.15;0.33;2.31
Данила Калин;Химки;–;90;З ПЦ;–;–;–;–;–;–;–;5.45;–;–;–;–;–;–;–;–;38.18;86 %;–;–;–;–;13.64;60 %;–;–;–;–;2.73;100 %;–;–;2.73;–;2.73;10.91;5.45;2.73;27.27;70 %;21.82;63 %;5.45;100 %;5.45;100 %;–;–;–;–;10.91;50 %;8.18;8.18;1;–;–;2.73;87.27;70.91;81 %;–;–;–;–;–;–;–;–;0.16;2.54;-2.37;0.16;0.06;32.73;–;–;8.18;–;–;2.73;–;19.09;13.64;5.45;5.45;–;–;5.45
Игорь Калинин;Факел Воронеж;196;90;З ЛЦ;–;0.07;0.14;–;0 %;0.48;1.18;1.45;0.21;1.45;0.35;–;–;0.55;0.07;0.04;39.43;63 %;0.62;56 %;2.97;30 %;11;49 %;4.15;45 %;0.42;17 %;9.68;59 %;5.74;45 %;7.75;1.66;0.21;5.6;1.25;1.18;14.87;54 %;10.72;55 %;4.15;52 %;6.64;57 %;0.76;36 %;0.28;25 %;2.35;62 %;8.23;7.13;15;0.97;0.14;0.07;71.6;49.67;69 %;13 %;0.42;0.07;–;0.13;0.07;–;0;0.85;1.36;-0.52;0.07;0.1;24.97;0.35;0.9;5.4;1.87;0.07;5.67;2.56;8.9;5.95;2.14;3.8;0.28;0.07;1.45
Николай Калинский;Пари Нижний Новгород;204;90;АП ЛЦ;0.23;0.23;0.51;0.23;44 %;1.8;0.45;0.51;0.06;0.28;0.17;–;0.23;1.87;0.68;0.25;47.55;79 %;1.8;63 %;2.27;40 %;10.16;63 %;3.6;56 %;0.23;25 %;6.53;62 %;10.55;56 %;6.36;0.68;0.68;3.23;1.13;1.2;8;40 %;4.37;34 %;3.63;48 %;2.1;46 %;0.57;50 %;0.17;67 %;2.44;28 %;4.6;4.82;22;1.2;0.45;0.23;68.55;51.92;76 %;36 %;0.34;0.79;0.06;0.39;0.14;1.12;0.9;0.96;1.42;-0.46;0.03;0.06;37.57;0.68;0.91;6.41;1.7;0.06;4.3;5.96;3.23;1.48;1.76;0.96;0.28;0.11;0.68
Амур Калмыков;Торпедо Москва;179;90;Ф Ц;–;–;0;–;–;–;1.33;–;–;–;–;–;0.44;0.89;0.44;0.06;18.18;68 %;0.44;0 %;0.89;0 %;1.77;25 %;–;–;–;–;0.89;50 %;1.77;0 %;14.19;3.55;3.1;1.33;0.89;0.44;26.6;33 %;2.22;20 %;24.38;35 %;11.08;44 %;2.22;60 %;0.89;100 %;0.44;0 %;1.77;1.33;5;0.89;0.89;1.33;52.32;25.27;48 %;50 %;–;0.44;–;0.02;0.06;–;0;0.73;2.68;-1.95;0.08;0.17;12.41;–;–;0.44;–;–;0.44;–;8.87;0.44;8.42;4.88;1.33;0.89;0
Франсуа Камано;Локомотив Москва;205;90;АП П;0.14;0.14;1.12;0.19;17 %;0.79;1.36;1.31;0.05;0.05;0.14;–;0.33;1.68;0.79;0.26;28.04;78 %;1.3;41 %;1.54;33 %;4.21;59 %;0.61;62 %;0.09;50 %;2.6;59 %;2.52;44 %;7.6;1.54;1.3;2.1;0.56;2.29;14.21;43 %;5.9;40 %;9.11;45 %;2.1;16 %;3.46;64 %;1.31;61 %;3.32;45 %;2.1;4.25;28;1.21;1.12;0.09;53.36;37.24;70 %;47 %;0.65;0.23;–;0.21;0.15;1.86;0.54;1.49;1.37;0.12;0;0.03;21.92;0.42;0.51;2.48;0.37;0.05;1.21;1.12;6.12;2.6;4.7;0.33;2.2;0.79;1.5
Владислав Камилов;ФК Ахмат;209;90;ЗП ЛЦ;0.14;0.14;0.28;0.14;50 %;0.56;1.75;0.63;0.14;0.35;0.35;–;–;0.63;0.35;0.09;35.64;76 %;0.63;33 %;0.63;11 %;7.1;61 %;0.49;71 %;–;–;3.37;60 %;1.54;23 %;6.38;1.33;0.42;4.7;1.19;1.96;16.34;52 %;9.47;50 %;6.87;53 %;4.42;67 %;1.68;50 %;0.98;43 %;4.42;49 %;4.91;7.44;20;0.91;0.35;0.49;67.34;50.02;74 %;56 %;–;0.28;–;0.1;0.14;0.65;1.54;1.31;1.36;-0.04;0.08;0.1;26.94;0.21;0.07;4.28;0.35;–;2.3;0.35;8.42;4.77;3.65;2.95;0.84;0.42;2.17
Илья Камышев;Химки;202;90;П ЛЦ;–;–;0.59;0.3;50 %;0.3;1.49;0.3;–;0.3;0.3;–;–;0.3;–;0.02;33.56;85 %;–;–;0.59;0 %;6.53;73 %;1.19;50 %;–;–;2.67;78 %;0.59;0 %;3.86;1.19;0.59;3.27;0.59;1.19;11.29;53 %;5.94;40 %;5.35;67 %;2.67;44 %;0.59;50 %;0.3;0 %;2.67;33 %;3.86;6.24;8;0.59;0.3;1.78;57.03;45.74;80 %;0 %;0.3;–;–;0.01;0.06;–;0;1.8;2.17;-1.09;–;–;28.51;–;–;4.75;0.59;–;2.8;–;5.94;2.38;3.56;1.19;0.3;–;0.89
Кирилл Капленко;Оренбург;218;90;ЗП Ц;0.13;–;0.2;0.13;67 %;0.2;0.67;0.4;0.47;0.74;0.13;–;–;0.6;0.2;0.06;54.76;88 %;0.2;33 %;0.27;25 %;9.63;70 %;1.47;64 %;–;–;4.75;72 %;1.67;52 %;4.8;1.27;0.74;6.22;1.6;1.67;13.17;67 %;7.42;58 %;5.75;79 %;3.68;64 %;2.7;94 %;0.47;86 %;2.67;60 %;5.55;7.2;20;0.94;0.47;0.4;83.58;71.21;85 %;33 %;0.27;0.07;0.07;0.14;0.09;0.42;2.41;1.51;1.4;0.11;0.07;0.08;47.94;0.07;0.07;6.75;0.94;–;3.41;0.87;8.83;4.28;4.55;2.34;1.94;0.4;1.6
Данил Капустянский;Оренбург;–;90;АП П;1.61;–;1.61;1.61;100 %;–;–;1.61;–;–;–;–;–;3.21;1.61;0.43;4.82;33 %;–;–;3.21;0 %;–;–;–;–;–;–;–;–;3.21;0 %;12.86;–;1.61;3.21;1.61;1.61;17.68;9 %;3.21;50 %;14.46;0 %;1.61;0 %;4.82;0 %;3.21;0 %;3.21;50 %;8.4;1.61;6;–;–;9.64;38.57;16.07;42 %;50 %;1.61;–;–;–;0.13;0.27;3.7;1.61;0.39;1.22;0.06;0.02;1.61;–;–;–;–;–;–;–;1.61;1.61;0;–;–;–;1.61
Давид Караев;Торпедо Москва;207;90;АП ПЦ;0.09;0.09;0.49;0.09;18 %;0.8;1.3;1.43;–;0.4;0.13;–;0.13;2.5;0.53;0.19;30.22;73 %;0.67;47 %;1.87;21 %;6.33;60 %;2.18;69 %;0.22;100 %;3.48;60 %;3.97;42 %;9.81;2.1;1.56;2.5;0.67;2.59;20.15;40 %;5.62;30 %;14.53;43 %;4.15;41 %;4.9;65 %;2.41;59 %;3.16;28 %;3.61;4.19;29;1.11;0.89;0.18;64.37;40.97;64 %;26 %;0.76;0.76;–;0.18;0.09;2.9;0.48;0.86;2.6;-1.21;0.02;0.08;22.07;0.31;0.4;3.79;1.52;0.22;2.1;1.65;7.98;1.69;6.29;1.69;3.16;1.43;0.89
Владислав Карапузов;ФК Ахмат;209;90;АП П;0.18;0.27;0.54;0.18;33 %;0.9;0.9;0.81;0.18;0.63;0.72;–;–;1.17;0.54;0.08;32.9;72 %;0.99;45 %;2.15;21 %;6.45;67 %;1.8;33 %;0.18;0 %;2.87;59 %;4.39;51 %;7.8;1.52;0.45;2.6;0.72;3.59;17.3;37 %;8.25;34 %;9.5;41 %;2.51;21 %;2.87;66 %;1.61;67 %;4.93;29 %;3.94;4.3;22;0.72;0.27;1.25;63.65;42.49;67 %;46 %;0.27;0.36;–;0.29;0.07;0.46;2.15;1.58;1.39;0.19;0.03;0.06;23.67;0.45;0.45;4.3;0.36;–;1.7;2.24;6.45;2.78;3.68;0.54;1.88;1.8;1.43
Вячеслав Караваев;Зенит;254;90;З П;–;0.09;0.32;–;0 %;0.37;0.5;0.09;0.09;0.23;0.05;–;0.09;0.55;0.05;0.08;60.75;87 %;0.92;30 %;2.33;35 %;11.95;74 %;1.83;40 %;0.27;50 %;6.82;69 %;2.66;48 %;4.81;1.19;0.14;3.75;0.73;2.6;8.74;64 %;5.86;71 %;2.88;49 %;2.24;65 %;1.5;48 %;0.55;50 %;2.61;79 %;3.2;4.26;24;1.5;0.46;0.05;79.7;67.84;85 %;8 %;0.41;0.05;0.05;0.15;0.14;–;0;1.94;0.64;1.31;0.04;0.11;52.69;0.27;0.82;8.84;0.73;0.14;4.72;1.28;5.58;4.17;1.42;1.46;0.5;0.27;2.6
Георгий Каргинов;Химки;–;90;П ПЦ;–;–;0;–;–;–;2.9;–;2.9;2.9;2.9;–;–;–;–;–;34.84;100 %;–;–;–;–;5.81;100 %;–;–;–;–;–;–;5.81;100 %;5.81;–;2.9;5.81;2.9;2.9;26.13;56 %;20.32;57 %;5.81;50 %;2.9;100 %;2.9;100 %;–;–;11.61;50 %;0;–;1;–;–;2.9;66.77;52.26;78 %;–;–;–;–;0.09;–;–;–;0.09;3.66;-3.57;–;–;34.84;–;–;5.81;–;–;–;5.81;14.52;11.61;2.9;2.9;2.9;–;5.81
