Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Арсен Адамов;Зенит;–;90;З П;–;–;–;–;–;–;–;22.5;–;–;–;–;–;–;–;–;135;83 %;–;–;22.5;0 %;–;–;–;–;–;–;–;–;22.5;0 %;–;–;–;–;–;–;22.5;100 %;–;–;22.5;100 %;–;–;–;–;–;–;–;–;–;–;1;–;–;22.5;157.5;135;86 %;–;–;–;–;–;–;–;–;–;–;–;–;–;112.5;–;–;–;–;–;–;–;22.5;–;22.5;–;–;–;–
Кики;Урал Екатеринбург;–;90;ЗП Л;–;–;–;–;–;–;–;1.8;1.8;1.8;–;–;–;–;–;–;28.8;88 %;–;–;1.8;100 %;10.8;67 %;3.6;50 %;1.8;0 %;3.6;0 %;3.6;100 %;1.8;–;–;5.4;–;–;7.2;100 %;5.4;100 %;1.8;100 %;1.8;100 %;–;–;–;–;1.8;100 %;7.2;5.4;1;–;–;1.8;50.4;46.8;93 %;–;–;–;–;0.31;–;–;–;0.49;1.21;-0.72;–;–;25.2;–;1.8;7.2;1.8;–;–;3.6;7.2;5.4;1.8;1.8;–;–;1.8
Гамид Агаларов;ФК Ахмат;–;90;АП Ц;2.43;–;2.43;2.43;100 %;–;–;2.43;–;–;–;–;–;2.43;2.43;1.82;2.43;0 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;9.73;–;–;–;–;–;17.03;0 %;–;–;17.03;0 %;4.86;0 %;2.43;0 %;–;–;–;–;–;2.43;1;–;–;2.43;24.32;4.86;20 %;100 %;–;–;–;–;0.75;0.75;1.33;2.12;0.63;1.48;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Ильзат Ахметов;ФК Краснодар;–;90;АП П;–;–;2.37;–;0 %;1.18;2.37;–;–;–;–;–;–;1.18;1.18;0.3;27.24;83 %;1.18;100 %;–;–;5.92;40 %;–;–;–;–;2.37;50 %;2.37;0 %;9.47;2.37;–;1.18;–;2.37;20.13;29 %;8.29;43 %;11.84;20 %;–;–;7.11;33 %;5.92;40 %;7.11;33 %;4.74;1.18;1;1.18;1.18;–;56.84;37.89;67 %;100 %;–;–;–;0.5;0.25;–;0;2.21;2.31;-0.09;–;–;22.5;1.18;–;2.37;–;–;1.18;–;5.92;3.55;2.37;–;2.37;2.37;2.37
Виктор Александров;Пари Нижний Новгород;–;90;З ЛЦ;–;–;–;–;–;–;3.46;–;–;–;–;1.73;–;–;–;–;10.38;83 %;–;–;–;–;1.73;100 %;–;–;–;–;–;–;–;–;3.46;3.46;–;6.92;1.73;–;10.38;67 %;10.38;67 %;–;–;1.73;100 %;–;–;–;–;6.92;50 %;3.46;–;1;1.73;–;–;24.23;19.04;79 %;–;–;–;–;–;–;–;–;1.3;0.76;0.54;–;–;8.65;–;–;1.73;–;–;–;–;6.92;6.92;–;1.73;–;–;3.46
Хуниор Осмар Игнасио Алонсо Мухика;ФК Краснодар;–;90;З ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;57.45;85 %;0.96;0 %;–;–;8.62;67 %;4.79;60 %;0.96;100 %;6.7;43 %;–;–;4.79;0.96;0.96;1.91;0.96;2.87;5.74;50 %;3.83;75 %;1.91;0 %;2.87;33 %;–;–;–;–;2.87;67 %;5.74;3.83;1;0.96;–;–;76.6;64.15;84 %;–;–;–;–;–;–;–;–;1.83;1.9;-0.07;0.05;0.03;48.83;–;–;5.74;2.87;0.96;2.87;–;2.87;2.87;–;0.96;–;–;1.91
Ильнур Альшин;Факел Воронеж;–;90;ЗП Л;–;–;–;–;–;0.91;2.73;1.82;–;–;–;–;–;0.91;–;0.05;36.36;63 %;0.91;100 %;3.64;25 %;8.18;67 %;4.55;20 %;–;–;5.45;67 %;7.27;25 %;7.27;1.82;–;4.55;0.91;–;19.09;62 %;11.82;62 %;7.27;63 %;4.55;80 %;2.73;67 %;2.73;67 %;8.18;56 %;2.73;5.45;1;0.91;–;–;67.27;45.45;68 %;0 %;–;0.91;–;0.61;0.06;–;0;1.91;1.67;0.24;–;–;22.73;0.91;0.91;5.45;0.91;–;3.64;1.82;11.82;7.27;4.55;3.64;1.82;1.82;4.55
Хызыр Аппаев;Факел Воронеж;–;90;Ф ЛЦ;–;0.91;–;–;–;0.91;0.91;1.82;–;–;–;–;2.73;–;–;–;14.55;75 %;–;–;2.73;33 %;0.91;100 %;–;–;–;–;–;–;1.82;50 %;7.27;–;0.91;–;–;0.91;12.73;21 %;4.55;20 %;8.18;22 %;9.09;20 %;–;–;–;–;0.91;100 %;0.91;1.82;1;0.91;–;–;31.82;17.27;54 %;–;–;–;–;0.75;–;–;–;1.91;1.67;0.24;–;–;10.91;–;0.91;0.91;–;–;–;0.91;2.73;0.91;1.82;1.82;–;–;0.91
Марат Апшацев;Рубин Казань;–;90;П ЛЦ;–;–;–;–;–;–;–;18;–;–;–;–;–;–;–;–;36;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;36;100 %;–;–;36;100 %;–;–;18;100 %;–;–;–;–;–;18;1;–;–;18;108;108;100 %;–;–;–;–;–;–;–;–;0.36;–;0.36;–;–;36;–;–;–;–;–;–;–;36;–;36;–;18;–;–
Ярослав Арбузов;ЦСКА Москва;–;90;АП ЛЦ;–;–;–;–;–;–;–;8.18;–;–;–;–;–;–;–;–;24.55;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;8.18;8.18;–;8.18;–;–;24.55;67 %;–;–;24.55;67 %;–;–;8.18;100 %;8.18;100 %;–;–;8.18;–;1;–;–;8.18;57.27;49.09;86 %;–;–;–;–;–;–;–;–;–;–;–;–;–;24.55;–;–;–;–;–;–;–;16.36;–;16.36;–;8.18;8.18;–
Рустамжон Ашурматов;Рубин Казань;–;90;ЗП Л;–;–;–;–;–;–;–;–;3.1;3.1;–;–;–;–;–;–;37.24;50 %;–;–;–;–;21.72;57 %;6.21;50 %;–;–;15.52;80 %;3.1;100 %;6.21;3.1;–;6.21;–;–;24.83;63 %;21.72;57 %;3.1;100 %;12.41;50 %;–;–;–;–;9.31;67 %;9.31;15.52;1;–;–;3.1;86.9;58.97;68 %;–;–;–;–;–;–;–;–;0.22;0.53;-0.31;0.47;0.08;18.62;–;–;12.41;3.1;–;12.41;3.1;15.52;12.41;3.1;6.21;–;–;6.21
Тимур Аюпов;Урал Екатеринбург;–;90;ЗП ЛЦ;1;–;2;1;50 %;–;2;–;–;1;–;–;–;4;1;1.14;25;68 %;2;0 %;–;–;6;50 %;1;0 %;–;–;6;50 %;–;–;8;1;–;3;–;–;13;38 %;5;20 %;8;50 %;4;75 %;1;0 %;1;0 %;–;–;7;7;1;1;1;–;56;37;66 %;25 %;2;1;–;–;0.28;1.14;0.88;1.96;1.38;0.58;–;–;17;–;–;3;–;–;3;–;5;1;4;3;–;–;–
Сергей Бабкин;Крылья Советов;–;90;ЗП ЛЦ;4.5;–;4.5;4.5;100 %;–;–;–;–;–;–;–;–;4.5;4.5;0.94;22.5;80 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4.5;4.5;–;–;–;4.5;22.5;80 %;–;–;22.5;80 %;4.5;100 %;9;100 %;9;100 %;–;–;4.5;–;1;–;–;4.5;58.5;49.5;85 %;100 %;–;–;–;–;0.21;0.21;4.76;0.94;3.06;-2.11;–;–;18;–;–;–;–;–;–;–;18;–;18;4.5;9;9;–
Зелимхан Бакаев;Зенит;–;90;АП П;–;1.14;1.14;–;0 %;1.14;2.28;3.42;–;1.14;1.14;–;–;–;–;–;60.38;81 %;2.28;0 %;4.56;25 %;13.67;58 %;2.28;100 %;1.14;100 %;1.14;0 %;5.7;60 %;9.11;–;2.28;2.28;1.14;2.28;27.34;46 %;12.53;36 %;14.81;54 %;1.14;0 %;7.97;86 %;4.56;75 %;6.84;50 %;2.28;2.28;1;1.14;1.14;–;96.84;68.35;71 %;–;–;–;–;0.39;–;–;–;0.75;0.85;-0.1;–;–;48.99;–;1.14;7.97;2.28;1.14;–;3.42;12.53;4.56;7.97;–;6.84;3.42;3.42
Фабиан Бальбуэна;Динамо Москва;–;90;З ПЦ;–;–;–;–;–;–;0.96;0.96;1.91;2.87;–;–;–;–;–;–;55.53;74 %;–;–;–;–;19.15;60 %;5.74;67 %;1.91;50 %;10.53;45 %;0.96;0 %;3.83;2.87;–;7.66;1.91;1.91;13.4;57 %;12.45;54 %;0.96;100 %;5.74;50 %;–;–;–;–;4.79;40 %;8.62;2.87;1;0.96;–;–;82.34;62.23;76 %;–;–;–;–;–;–;–;–;1.9;1.83;0.07;0.02;0.02;41.17;–;–;11.49;3.83;0.96;4.79;–;7.66;6.7;0.96;2.87;–;–;1.91
Кейта Балде;Спартак Москва;–;90;Ф Ц;–;–;–;–;–;–;8.57;–;–;–;4.29;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4.29;4.29;–;–;–;–;21.43;0 %;4.29;0 %;17.14;0 %;17.14;0 %;–;–;–;–;4.29;0 %;–;–;1;–;–;4.29;21.43;–;0 %;–;–;–;–;–;–;–;–;2.14;0.39;1.76;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Михайло Баньяц;ФК Краснодар;–;90;АП Ц;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;90;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;45;45;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;45;1;–;–;45;135;135;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;90;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Матео Барач;Крылья Советов;–;90;З ЛЦ;–;–;–;–;–;–;–;10;–;–;–;–;–;–;–;–;30;0 %;–;–;–;–;20;0 %;10;0 %;–;–;10;0 %;–;–;10;10;–;–;–;–;10;100 %;10;100 %;–;–;10;100 %;–;–;–;–;–;–;–;20;1;–;–;10;60;30;50 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;10;10;–;10;–;–;–
Мойзес;ЦСКА Москва;–;90;З Ц;–;–;–;–;–;0.93;1.86;0.93;–;1.86;0.93;–;–;–;–;–;69.59;93 %;1.86;50 %;–;–;5.57;67 %;2.78;33 %;1.86;50 %;4.64;40 %;2.78;33 %;5.57;0.93;–;13.92;1.86;–;21.34;52 %;17.63;58 %;3.71;25 %;2.78;33 %;3.71;25 %;0.93;0 %;7.42;50 %;6.49;6.49;1;0.93;–;–;103.92;89.07;86 %;–;–;–;–;0.33;–;–;–;1.28;1.82;-0.54;0.16;0.17;64.95;0.93;–;3.71;0.93;0.93;1.86;0.93;11.13;10.21;0.93;0.93;0.93;–;3.71
Дмитрий Баринов;Локомотив Москва;–;90;ЗП ПЦ;–;–;–;–;–;–;0.95;0.95;–;–;–;–;–;0.95;–;0.08;43.58;83 %;0.95;0 %;–;–;4.74;60 %;0.95;100 %;–;–;1.89;100 %;2.84;67 %;4.74;2.84;–;1.89;–;–;12.32;31 %;8.53;22 %;3.79;50 %;3.79;50 %;0.95;100 %;–;–;3.79;0 %;4.74;2.84;1;0.95;–;–;64.42;47.37;74 %;0 %;0.95;–;–;0.07;0.08;–;0;1.15;1.07;0.08;–;–;36;–;–;2.84;0.95;–;1.89;1.89;3.79;1.89;1.89;1.89;0.95;–;–
Дмитрий Барков;Балтика;–;90;Ф ЛЦ;–;–;–;–;–;–;–;1.91;–;–;–;–;–;–;–;–;13.4;71 %;–;–;1.91;0 %;–;–;–;–;–;–;–;–;1.91;0 %;3.83;–;–;–;–;–;22.98;42 %;3.83;0 %;19.15;50 %;7.66;0 %;3.83;100 %;–;–;1.91;0 %;1.91;–;1;1.91;1.91;–;38.3;21.06;55 %;–;–;–;–;0.04;–;–;–;0.19;1.72;-1.53;–;–;9.57;–;–;–;–;–;–;–;9.57;–;9.57;–;3.83;–;–
Вильмар Барриос;Зенит;–;90;ЗП Ц;–;–;–;–;–;–;–;1.86;–;–;–;–;–;–;–;–;57.53;87 %;–;–;–;–;12.99;64 %;–;–;–;–;6.49;57 %;3.71;50 %;1.86;–;–;2.78;0.93;2.78;12.06;69 %;6.49;86 %;5.57;50 %;3.71;75 %;–;–;–;–;–;–;2.78;4.64;1;0.93;–;–;79.79;68.66;86 %;–;–;–;–;0.19;–;–;–;0.8;0.71;0.09;–;–;50.1;–;–;8.35;–;–;3.71;1.86;8.35;5.57;2.78;2.78;–;–;–
Иван Башич;Оренбург;–;90;ЗП Ц;–;–;–;–;–;–;–;10.59;–;–;–;–;–;–;–;–;52.94;80 %;–;–;–;–;15.88;67 %;15.88;67 %;–;–;10.59;50 %;–;–;10.59;–;–;5.29;–;–;5.29;0 %;–;–;5.29;0 %;–;–;–;–;–;–;–;–;5.29;10.59;1;–;–;5.29;74.12;58.24;79 %;–;–;–;–;0.48;–;–;–;0.48;2.65;-2.17;–;–;42.35;–;–;10.59;10.59;–;5.29;–;–;–;–;–;–;–;–
Амир Батырев;Сочи;–;90;ЗП ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;11.25;0 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;11.25;0 %;11.25;0 %;–;–;11.25;0 %;–;–;–;–;–;–;–;–;1;–;–;11.25;22.5;–;0 %;–;–;–;–;–;–;–;–;1.58;–;1.58;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Хорен Байрамян;Ростов;–;90;АП Ц;–;–;–;–;–;–;2.73;0.91;–;–;0.91;–;–;1.82;–;0.18;35.45;74 %;–;–;–;–;3.64;25 %;1.82;50 %;–;–;–;–;2.73;0 %;3.64;1.82;1.82;4.55;–;1.82;15.45;29 %;8.18;11 %;7.27;50 %;5.45;33 %;0.91;100 %;–;–;1.82;0 %;0.91;10.91;1;0.91;–;–;70;46.36;66 %;0 %;0.91;0.91;–;0.05;0.1;–;0;1.67;1.91;-0.24;–;–;26.36;–;–;0.91;0.91;–;–;–;4.55;0.91;3.64;1.82;0.91;–;–
Сильвие Бегич;Урал Екатеринбург;–;90;З Ц;–;–;–;–;–;–;0.93;0.93;–;0.93;–;–;–;–;–;–;19.48;90 %;–;–;–;–;0.93;100 %;–;–;–;–;0.93;100 %;–;–;0.93;–;0.93;11.13;0.93;–;18.56;60 %;12.06;62 %;6.49;57 %;12.06;54 %;0.93;100 %;–;–;3.71;75 %;8.35;3.71;1;0.93;–;–;51.03;40.82;80 %;–;–;–;–;–;–;–;–;1.82;1.28;0.54;0.06;0.06;17.63;–;–;0.93;–;–;0.93;–;11.13;7.42;3.71;6.49;0.93;–;2.78
Бернард Бериша;ФК Ахмат;–;90;АП Л;–;–;–;–;–;–;1.89;0.95;0.95;0.95;–;–;–;1.89;–;0.09;26.53;71 %;–;–;1.89;0 %;9.47;70 %;–;–;–;–;0.95;100 %;5.68;67 %;8.53;0.95;1.89;0.95;–;1.89;18.95;40 %;4.74;20 %;14.21;47 %;1.89;50 %;7.58;63 %;5.68;67 %;2.84;33 %;0.95;5.68;1;0.95;0.95;–;58.74;36;61 %;0 %;0.95;0.95;–;0.45;0.05;–;0;1.54;1.35;0.2;–;–;18.95;–;–;6.63;–;–;0.95;3.79;7.58;0.95;6.63;0.95;4.74;3.79;0.95
Мингиян Бевеев;Урал Екатеринбург;–;90;ЗП Л;–;–;–;–;–;–;0.93;–;–;–;–;–;–;–;–;–;30.62;79 %;0.93;0 %;–;–;10.21;64 %;2.78;67 %;1.86;50 %;7.42;75 %;4.64;60 %;5.57;0.93;–;4.64;0.93;1.86;8.35;56 %;6.49;71 %;1.86;0 %;1.86;50 %;–;–;–;–;2.78;67 %;4.64;5.57;1;0.93;–;–;51.96;41.75;80 %;–;–;–;–;0.09;–;–;–;1.82;1.28;0.54;–;–;24.12;–;–;6.49;1.86;0.93;5.57;2.78;4.64;4.64;–;0.93;–;–;1.86
Глен Бейл;Крылья Советов;–;90;З П;–;–;–;–;–;–;–;2.67;–;–;–;–;–;–;–;–;40.99;80 %;0.89;0 %;–;–;6.24;43 %;3.56;50 %;–;–;3.56;75 %;4.46;20 %;4.46;0.89;–;8.02;0.89;1.78;15.15;65 %;10.69;58 %;4.46;80 %;0.89;0 %;2.67;67 %;0.89;0 %;6.24;57 %;6.24;7.13;1;0.89;–;–;72.18;58.81;81 %;–;–;–;–;–;–;–;–;1.27;1.45;-0.19;0.13;0.15;32.97;–;–;2.67;1.78;–;2.67;0.89;9.8;6.24;3.56;–;1.78;–;3.56
Тео Бонгонда МбульОфеко Батомбо;Спартак Москва;–;90;АП П;–;2.31;–;–;–;4.62;–;–;–;–;–;–;–;4.62;–;0.12;48.46;67 %;6.92;33 %;2.31;0 %;11.54;60 %;2.31;0 %;–;–;9.23;50 %;16.15;57 %;9.23;–;–;4.62;–;4.62;20.77;78 %;2.31;100 %;18.46;75 %;2.31;100 %;11.54;80 %;–;–;2.31;100 %;–;6.92;1;–;–;2.31;85.38;60;70 %;0 %;–;4.62;–;0.37;0.03;–;0;2.05;0.6;1.45;–;–;32.31;2.31;–;6.92;–;–;4.62;9.23;16.15;2.31;13.85;2.31;9.23;–;2.31
Сергей Божин;Факел Воронеж;–;90;З Ц;–;–;–;–;–;–;–;1.82;0.91;1.82;–;–;–;0.91;–;0.01;26.36;86 %;–;–;0.91;100 %;9.09;70 %;5.45;50 %;–;–;6.36;57 %;3.64;75 %;3.64;0.91;–;5.45;0.91;–;10.91;42 %;9.09;30 %;1.82;100 %;5.45;50 %;0.91;100 %;–;–;0.91;0 %;10;6.36;1;0.91;–;–;55.45;44.55;80 %;0 %;0.91;–;–;0.45;0.01;–;0;1.91;1.67;0.24;–;–;22.73;–;0.91;6.36;2.73;–;3.64;2.73;4.55;2.73;1.82;2.73;0.91;–;–
Никита Бурмистров;Сочи;–;90;АП ПЦ;–;–;1.76;–;0 %;–;–;–;–;–;–;–;–;–;–;–;28.24;75 %;–;–;3.53;50 %;3.53;50 %;–;–;–;–;1.76;0 %;3.53;50 %;8.82;–;1.76;3.53;–;1.76;28.24;38 %;12.35;29 %;15.88;44 %;10.59;33 %;1.76;0 %;–;–;8.82;40 %;3.53;3.53;1;–;–;1.76;67.06;40.59;61 %;–;–;–;–;–;–;–;–;1.18;0.78;0.41;–;–;21.18;–;1.76;1.76;–;–;–;1.76;10.59;3.53;7.06;3.53;–;–;3.53
Марат Быстров;ФК Ахмат;–;90;ЗЛ;–;–;–;–;–;–;–;1.78;0.89;2.67;–;–;–;–;–;–;51.68;93 %;–;–;0.89;0 %;5.35;83 %;–;–;–;–;1.78;100 %;0.89;100 %;1.78;–;–;9.8;0.89;3.56;16.93;68 %;16.04;67 %;0.89;100 %;5.35;83 %;0.89;100 %;–;–;8.91;50 %;4.46;7.13;1;0.89;–;–;83.76;74.85;89 %;–;–;–;–;–;–;–;–;1.45;1.27;0.19;–;–;48.12;–;–;4.46;–;–;1.78;0.89;11.58;10.69;0.89;4.46;0.89;–;4.46
Матео Кассьерра;Зенит;–;90;Ф Ц;1.86;–;2.78;1.86;67 %;2.78;–;0.93;–;–;–;–;–;2.78;1.86;0.42;21.34;87 %;1.86;100 %;–;–;–;–;–;–;–;–;–;–;2.78;33 %;2.78;–;–;1.86;1.86;1.86;5.57;50 %;0.93;0 %;4.64;60 %;2.78;0 %;0.93;100 %;0.93;100 %;–;–;0.93;0.93;1;0.93;–;–;33.4;26.91;81 %;67 %;–;–;0.93;0.24;0.15;0.22;4.44;0.8;0.71;0.09;–;–;18.56;1.86;–;–;–;–;–;0.93;2.78;–;2.78;–;0.93;0.93;–
Фёдор Чалов;ЦСКА Москва;–;90;АП ЛЦ;–;–;2.09;–;0 %;–;–;–;–;1.05;–;–;–;2.09;1.05;0.22;33.49;81 %;–;–;–;–;5.23;40 %;–;–;–;–;2.09;50 %;–;–;13.6;2.09;–;1.05;1.05;–;17.79;12 %;4.19;25 %;13.6;8 %;5.23;20 %;2.09;0 %;2.09;0 %;1.05;0 %;–;4.19;1;1.05;1.05;–;57.56;34.53;60 %;50 %;–;1.05;–;–;0.1;–;0;1.44;2.05;-0.61;–;–;27.21;–;–;2.09;–;–;1.05;–;2.09;1.05;1.05;1.05;–;–;–
Ясмин Челикович;ФК Ахмат;–;90;З ЛЦ;–;–;–;–;–;–;0.89;–;1.78;3.56;0.89;–;–;–;–;–;57.03;89 %;–;–;–;–;10.69;83 %;1.78;100 %;–;–;3.56;75 %;0.89;100 %;1.78;0.89;–;3.56;–;2.67;10.69;67 %;9.8;73 %;0.89;0 %;6.24;86 %;–;–;–;–;2.67;33 %;5.35;10.69;1;0.89;–;–;86.44;76.63;89 %;–;–;–;–;–;–;–;–;1.45;1.27;0.19;0.41;0.23;50.79;–;–;8.91;1.78;–;2.67;0.89;7.13;7.13;–;5.35;–;–;0.89
Александр Черников;ФК Краснодар;–;90;ЗП Ц;0.96;–;0.96;0.96;100 %;–;1.91;0.96;–;0.96;–;–;–;1.91;1.91;0.74;39.26;90 %;–;–;–;–;7.66;88 %;0.96;100 %;–;–;3.83;75 %;0.96;100 %;1.91;0.96;–;6.7;1.91;0.96;19.15;75 %;13.4;79 %;5.74;67 %;3.83;100 %;2.87;33 %;0.96;0 %;9.57;70 %;4.79;8.62;1;0.96;–;–;74.68;66.06;88 %;100 %;–;–;–;–;0.38;0.77;1.3;1.83;1.9;-0.07;0.05;0.03;35.43;–;–;6.7;0.96;–;2.87;0.96;14.36;10.53;3.83;3.83;0.96;–;6.7
Василий Черов;Факел Воронеж;–;90;З ПЦ;–;–;–;–;–;–;–;1.73;–;–;–;–;–;–;–;–;46.73;81 %;–;–;–;–;8.65;80 %;–;–;–;–;3.46;50 %;1.73;0 %;5.19;1.73;–;13.85;3.46;1.73;12.12;86 %;10.38;83 %;1.73;100 %;3.46;50 %;–;–;–;–;1.73;100 %;5.19;6.92;1;–;–;1.73;72.69;62.31;86 %;–;–;–;–;–;–;–;–;2.16;1.51;0.66;–;–;38.08;–;–;6.92;–;–;1.73;–;10.38;8.65;1.73;1.73;–;–;1.73
Дмитрий Чистяков;Зенит;–;90;З ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;85.36;98 %;–;–;–;–;10.21;100 %;0.93;100 %;–;–;3.71;100 %;–;–;–;–;–;7.42;–;–;6.49;57 %;6.49;57 %;–;–;1.86;100 %;–;–;–;–;–;–;3.71;6.49;1;0.93;–;–;102.06;97.42;95 %;–;–;–;–;–;–;–;–;0.8;0.71;0.09;0.22;0.08;83.51;–;–;10.21;0.93;–;3.71;–;3.71;3.71;–;1.86;–;–;–
Джон Кордоба;ФК Краснодар;–;90;Ф Ц;0.96;–;3.83;0.96;25 %;0.96;2.87;1.91;–;–;0.96;–;0.96;2.87;2.87;0.57;21.06;64 %;0.96;0 %;–;–;3.83;75 %;–;–;–;–;2.87;100 %;1.91;50 %;12.45;1.91;0.96;0.96;0.96;2.87;23.94;60 %;2.87;67 %;21.06;59 %;10.53;45 %;4.79;80 %;2.87;67 %;0.96;100 %;3.83;0.96;1;0.96;–;–;55.53;37.34;67 %;100 %;–;–;–;0.04;0.2;0.6;1.67;1.83;1.9;-0.07;–;–;13.4;–;–;2.87;–;–;2.87;0.96;14.36;1.91;12.45;4.79;3.83;1.91;0.96
Роша;ЦСКА Москва;–;90;З Ц;–;–;–;–;–;–;–;2.9;–;–;–;–;–;–;–;–;60.97;76 %;–;–;–;–;14.52;60 %;5.81;50 %;–;–;8.71;33 %;–;–;2.9;–;–;26.13;5.81;–;29.03;70 %;26.13;67 %;2.9;100 %;14.52;80 %;2.9;100 %;–;–;5.81;50 %;17.42;17.42;1;2.9;2.9;–;124.84;101.61;81 %;–;–;–;–;–;–;–;–;1.22;3.28;-2.06;0.17;0.06;46.45;–;–;8.71;2.9;–;2.9;–;20.32;17.42;2.9;11.61;2.9;–;2.9
Мирлинд Даку;Рубин Казань;–;90;Ф ПЦ;1.2;1.2;1.2;1.2;100 %;1.2;2.4;1.2;–;–;–;–;1.2;4.8;1.2;0.34;26.4;77 %;1.2;100 %;–;–;6;60 %;–;–;–;–;2.4;50 %;2.4;50 %;13.2;1.2;3.6;1.2;1.2;6;22.8;32 %;4.8;0 %;18;40 %;8.4;43 %;4.8;50 %;1.2;0 %;1.2;0 %;3.6;2.4;1;1.2;1.2;–;69.6;40.8;59 %;25 %;3.6;–;–;0.5;0.07;0.28;3.57;1.27;1.25;0.02;–;–;20.4;1.2;–;3.6;–;–;1.2;1.2;7.2;–;7.2;3.6;2.4;–;–
Эли Даса;Динамо Москва;–;90;З П;–;–;–;–;–;–;–;0.96;0.96;0.96;–;–;–;0.96;–;0.04;56.49;83 %;0.96;0 %;5.74;0 %;9.57;40 %;2.87;100 %;0.96;100 %;1.91;100 %;3.83;0 %;6.7;1.91;–;3.83;0.96;1.91;12.45;85 %;8.62;89 %;3.83;75 %;3.83;75 %;2.87;67 %;0.96;0 %;1.91;100 %;5.74;4.79;1;0.96;–;–;82.34;69.89;85 %;0 %;0.96;–;–;0.04;0.04;–;0;1.9;1.83;0.07;0.02;0.02;46.91;–;–;3.83;2.87;0.96;1.91;–;10.53;7.66;2.87;2.87;1.91;–;1.91
Даниил Денисов;Спартак Москва;–;90;З П;–;–;–;–;–;–;0.91;–;–;0.91;–;–;–;–;–;–;32.73;86 %;–;–;–;–;7.27;50 %;1.82;0 %;–;–;3.64;25 %;1.82;50 %;2.73;–;0.91;4.55;2.73;2.73;8.18;56 %;5.45;50 %;2.73;67 %;2.73;67 %;0.91;100 %;–;–;4.55;40 %;5.45;4.55;1;0.91;–;–;54.55;45.45;83 %;–;–;–;–;0.07;–;–;–;2.04;1.12;0.92;–;–;28.18;–;–;3.64;–;–;0.91;0.91;4.55;2.73;1.82;1.82;0.91;–;1.82
