Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Илья Камышев;Родина Москва;191;90;ЗП ЛЦ;–;–;0.26;–;0 %;0.26;1.4;–;0.26;0.78;0.26;0.26;–;0.52;–;0.06;35.22;86 %;–;–;0.26;100 %;3.91;40 %;1.3;40 %;–;–;2.87;36 %;0.78;33 %;4.96;1.57;–;3.13;1.3;0.78;13.04;58 %;6.52;56 %;6.52;60 %;1.57;17 %;1.57;83 %;–;–;3.39;69 %;3.39;6.26;8;1.4;0.78;1.4;59.22;48.26;82 %;0 %;0.26;0.26;–;0.04;0.12;–;0;0.92;1.51;-0.59;0.08;0.06;30.26;–;0.26;1.57;0.52;–;1.4;0.26;7.57;3.65;3.91;0.26;1.3;–;2.35
Илья Грузнов;Шинник;192;90;Ф Ц;0.31;0.16;1.72;0.31;18 %;0.78;1.25;0.78;–;–;0.16;–;0.94;2.82;1.25;0.59;22.38;59 %;0.63;50 %;–;–;5.79;24 %;0.16;0 %;–;–;2.5;38 %;1.72;27 %;13.93;2.19;1.25;0.63;0.16;0.31;20.19;40 %;3.29;14 %;16.9;44 %;10.02;45 %;0.63;25 %;0.16;100 %;0.78;20 %;2.3;2.5;10;1.1;1.25;0.47;51.18;26.92;53 %;44 %;1.25;0.31;–;0.12;0.21;1.88;0.53;1.25;1.69;-0.44;–;–;13.15;0.31;–;1.41;–;–;0.94;0.47;7.98;0.47;7.51;4.54;0.16;0.16;0.16
Давид Дзахов;Алания Владикавказ;192;90;ЗП ЛЦ;–;0.34;0;–;–;0.34;2.36;0.67;–;0.34;0.34;–;–;0.34;–;0.1;27.64;80 %;–;–;–;–;6.4;58 %;0.67;50 %;–;–;3.37;60 %;1.35;25 %;3.71;0.67;–;5.6;2.36;2.36;15.17;58 %;10.11;47 %;5.6;80 %;3.37;70 %;2.36;71 %;0.34;0 %;4.72;50 %;6.4;6.74;7;0.67;0.34;1.69;58.65;46.52;79 %;0 %;0.34;–;–;0.1;0.31;–;0;0.97;1.1;-0.05;0.04;0.06;22.25;–;–;3.71;0.34;–;2.2;0.34;8.76;4.72;4.4;2.36;1.69;–;2.36
Александр Носов;ФК Волгарь;191;90;ЗП П;0.16;–;0.31;0.16;50 %;0.16;0.47;1.72;0.47;0.62;–;–;–;0.47;0.47;0.04;41.49;73 %;0.31;50 %;3.43;18 %;10.92;47 %;2.65;47 %;0.47;33 %;5.3;44 %;4.68;33 %;7.64;1.25;0.31;4.6;0.47;2.34;13.88;47 %;6.55;60 %;7.33;36 %;2.65;53 %;3.9;36 %;1.87;8 %;3.74;58 %;3.12;6.8;10;0.94;0.78;0.62;67.69;48.82;72 %;100 %;–;–;–;0.06;0.08;0.25;4;0.98;1.72;-0.74;0.04;0.23;30.26;0.16;0.62;5.15;1.25;0.16;2.34;1.56;6.55;3.9;2.65;1.4;1.4;0.16;2.18
Андрей Шерешков;Кубань Краснодар;191;90;ЗП ЛЦ;–;–;0;–;–;–;2.13;1.6;0.53;1.7;–;–;–;–;–;–;39.41;78 %;0.53;0 %;–;–;8.52;50 %;2.13;0 %;–;–;5.86;45 %;0.53;0 %;8.52;1.6;1.6;7.46;1.6;–;29.29;58 %;16.51;55 %;12.78;63 %;6.39;42 %;5.86;73 %;0.53;100 %;6.92;69 %;8.52;6.39;4;1.7;1.7;1.7;85.21;62.84;74 %;–;–;–;–;0.25;–;–;–;0.69;1.55;-0.86;0.05;0.03;30.89;–;–;4.26;–;–;2.66;–;17.04;9.5;7.99;2.66;4.26;0.53;4.79
Мераби Уридия;Рубин Казань;191;90;Ф ПЦ;0.32;–;1.13;0.32;29 %;0.97;0.48;0.48;–;–;0.32;–;0.32;2.9;0.97;0.26;18.68;72 %;0.64;50 %;1.61;0 %;2.42;53 %;0.32;0 %;–;–;0.64;75 %;2.58;44 %;9.34;0.97;0.97;1.77;0.97;2.58;16.91;24 %;4.51;39 %;12.4;18 %;6.76;19 %;2.58;44 %;1.93;50 %;1.77;36 %;2.42;3.38;10;1.29;1.29;0.32;46.69;26.4;57 %;46 %;0.97;0.16;–;0.09;0.12;0.8;1.24;1.45;0.52;0.94;0.01;0.05;13.36;0.32;–;1.29;–;–;0.48;1.13;4.3;1.77;2.25;1.29;1.13;0.97;0.64
Гиа Григалава;Арсенал Тула;191;90;З ЛЦ;–;–;0;–;–;0.25;1.1;1.51;0.25;1.13;0.38;–;–;–;–;–;57.27;83 %;0.25;100 %;–;–;17.75;65 %;3.65;59 %;0.13;0 %;10.2;67 %;1.38;55 %;5.79;2.1;1.13;8.69;1.26;3.65;11.71;70 %;9.31;72 %;2.39;63 %;5.29;69 %;0.13;100 %;–;–;1.51;50 %;5.66;9.31;9;1.1;0.13;0.13;88.74;74.52;84 %;–;–;–;–;0.01;–;–;–;1.29;1.1;0.28;0.03;0.04;47.71;0.25;–;11.58;2.14;–;6.8;0.76;8.18;6.67;1.51;3.65;0.13;–;0.76
Абдуллахи Самину Квари;Велес Москва;191;90;ЗП ЛЦ;–;0.17;0.08;–;0 %;0.25;0.84;1.34;0.17;0.59;0.08;–;–;0.59;0.17;0.04;39.77;76 %;0.08;100 %;0.67;38 %;8.79;59 %;1.59;47 %;0.08;0 %;5.11;72 %;1.34;63 %;6.11;2.9;1.42;5.11;1.9;1.26;16.16;60 %;9.21;56 %;6.95;64 %;3.43;54 %;3.18;66 %;0.5;83 %;3.35;75 %;7.37;7.79;14;0.84;0.17;0.33;74.34;56.43;76 %;29 %;0.17;0.25;–;0.07;0.07;–;0;0.78;1.44;-0.66;0.04;0.04;30.22;0.08;0.25;5.19;0.75;–;3.68;0.84;9.63;5.19;4.44;1.84;2.9;0.42;2.51
Дмитрий Барков;Балтика;191;90;Ф ПЦ;0.35;–;1.5;0.35;33 %;0.7;2.45;2.45;–;–;0.35;–;1.75;1.4;1.4;0.47;16.11;83 %;0.7;50 %;0.7;100 %;1.4;50 %;–;–;–;–;0.35;0 %;0.7;100 %;8.75;0.7;0.7;0.35;0.35;–;23.46;31 %;5.6;25 %;17.86;33 %;10.51;30 %;0.35;100 %;–;–;1.75;40 %;0.7;1.75;9;0.35;0.35;2.8;43.77;24.16;55 %;100 %;–;–;–;0.22;0.34;1.35;0.74;1.74;0.64;1.1;–;–;13.31;0.35;0.7;0.7;–;–;–;0.7;7.35;1.4;5.95;3.15;0.35;–;0.7
Николай Покидышев;Шинник;191;90;З ПЦ;–;0.09;0.09;–;0 %;0.17;0.95;0.35;0.52;1.47;0.09;–;–;0.43;0.17;0.01;41.2;73 %;0.35;50 %;0.6;14 %;12.18;46 %;3.97;37 %;0.69;38 %;6.56;46 %;1.3;40 %;5.1;0.78;0.26;9.33;1.38;0.95;12.52;72 %;10.71;69 %;1.81;86 %;4.84;71 %;0.43;80 %;–;–;2.25;81 %;9.33;7.6;12;0.95;0.09;0.09;72.29;56.92;79 %;40 %;0.26;–;–;0.07;0.03;–;0;0.89;1.57;-0.68;0.25;0.14;29.88;0.17;0.09;5.61;1.47;0.26;3.2;0.52;8.98;7.43;1.55;3.45;0.35;–;1.81
Павел Котов;Нефтехимик Нижнекамск;191;90;ЗЛ;–;0.11;0;–;–;0.22;0.89;0.22;0.11;0.56;0.22;–;0.11;1;–;0.06;41.22;74 %;0.33;67 %;1.56;57 %;12.11;66 %;1.78;38 %;–;–;8.22;70 %;5.33;50 %;6.89;2.22;0.44;4.22;0.56;0.56;10.44;51 %;7.67;54 %;2.78;44 %;2.22;25 %;0.11;0 %;–;–;3.44;71 %;4.56;6.33;12;0.89;0.22;0.44;64.56;47.11;73 %;0 %;0.22;0.78;–;0.25;0.06;–;0;1.27;1.24;0.04;0.14;0.18;30.33;0.22;0.89;8;0.67;–;5.78;2.67;5.33;4.11;1.22;0.56;–;–;2.44
Максим Лайкин;Нефтехимик Нижнекамск;190;90;АП Ц;0.11;–;0.46;0.11;25 %;0.91;2.28;1.37;–;0.34;0.11;–;–;1.6;0.46;0.14;27.53;69 %;0.8;43 %;1.37;33 %;4.45;51 %;0.57;60 %;0.11;100 %;2.51;73 %;4.57;53 %;9.2;1.37;1.37;2.51;1.14;1.14;21.02;36 %;8.57;32 %;12.45;39 %;6.74;27 %;2.86;52 %;1.6;64 %;2.74;42 %;3.65;5.14;14;1.14;0.91;0.46;61.45;36.89;60 %;29 %;0.69;0.46;–;0.36;0.09;1.22;0.82;1.6;1.5;0.55;0.01;0.04;18.96;0.34;0.46;2.28;0.34;0.11;1.83;2.4;7.54;2.74;4.8;1.83;1.48;1.3;1.14
Айдар Хабибуллин;Волга Ульяновск;191;90;З ЛЦ;–;–;0;–;–;–;1.38;0.55;0.28;1.38;–;–;–;–;–;–;33.13;81 %;–;–;–;–;7.45;67 %;2.48;44 %;–;–;3.59;46 %;0.28;0 %;3.59;1.66;0.28;7.18;1.1;1.66;14.91;56 %;11.6;60 %;3.31;42 %;6.63;46 %;–;–;–;–;2.48;67 %;10.21;6.7;5;0.83;0.28;0.55;66.26;53.01;80 %;–;–;–;–;–;–;–;–;0.61;1.42;-0.81;0.29;0.21;26.78;–;–;4.97;1.1;–;1.66;–;8.28;6.9;1.38;3.4;–;–;1.66
Омар Попов;Краснодар-2;190;90;Ф Ц;0.68;–;1.36;0.68;50 %;0.68;3.41;2.73;–;–;–;–;–;3.41;2.5;0.7;12.95;68 %;0.68;100 %;–;–;2.73;75 %;–;–;–;–;2.5;33 %;1.36;100 %;14.32;2.73;4.9;0.68;0.68;2.5;24.55;44 %;4.9;50 %;20.45;43 %;4.77;86 %;2.5;33 %;1.36;50 %;2.73;75 %;2.5;4.77;6;–;–;4.9;53.86;30.68;57 %;60 %;–;1.36;–;0.31;0.2;1.2;0.98;1.69;0.84;0.85;–;–;8.86;0.68;–;2.5;–;–;0.68;1.36;10.91;2.5;8.86;4.9;0.68;0.68;2.5
Михаил Сухорученко;Краснодар-2;190;90;З ПЦ;–;–;0;–;–;–;0.44;–;0.22;0.66;–;–;–;0.22;–;0.01;55.5;81 %;0.66;0 %;–;–;18.35;63 %;10.17;61 %;2.87;62 %;11.5;56 %;1.99;22 %;5.53;1.55;0.22;6.41;0.44;1.77;8.62;67 %;7.96;67 %;0.66;67 %;4.2;79 %;–;–;–;–;1.77;63 %;6.86;8.85;6;0.66;–;0.66;82.04;68.11;83 %;0 %;–;0.22;–;–;0.03;–;0;0.54;1.29;-0.76;0.19;0.22;44.89;–;–;11.5;6.19;1.77;6.41;0.44;5.75;5.31;0.44;3.32;–;–;1.11
Расул Гыстаров;Енисей Красноярск;190;90;АП Ц;–;–;0.74;–;0 %;0.74;2.23;1.12;–;–;–;–;–;3.35;1.49;0.1;46.12;76 %;0.37;0 %;1.49;50 %;10.04;56 %;1.86;80 %;0.37;100 %;5.21;50 %;4.83;46 %;10.41;1.49;1.12;2.98;0.37;2.23;18.6;40 %;8.93;38 %;9.67;42 %;2.98;50 %;3.72;60 %;1.49;25 %;4.9;18 %;3.72;4.46;5;1.12;0.74;0.74;79.21;53.93;68 %;44 %;1.12;0.74;–;0.12;0.04;–;0;0.89;0.93;-0.04;0.05;0.06;34.96;–;0.74;5.58;1.49;0.37;2.6;2.23;7.44;3.35;4.9;1.49;2.23;0.37;0.74
Кэтэлин Карп;Уфа;190;90;З Ц;–;0.18;0.53;–;0 %;0.18;1.41;0.53;–;0.88;0.18;–;–;1.76;0.35;0.13;43.15;89 %;0.18;100 %;0.53;67 %;13.56;79 %;4.4;76 %;0.35;50 %;7.93;82 %;1.23;43 %;2.29;0.18;0.18;5.11;0.88;3.52;10.04;39 %;7.57;40 %;2.47;36 %;4.4;44 %;0.53;33 %;0.35;50 %;2.11;42 %;4.4;7.22;6;1.6;0.53;–;70.27;57.59;82 %;20 %;0.7;0.7;–;0.15;0.08;–;0;1.62;1.29;0.33;0.07;0.2;38.22;0.18;0.35;10.74;3.35;0.18;6.52;0.53;3.87;2.99;0.88;1.94;0.18;0.18;0.88
Александр Куликов;КамАЗ Набережные Челны;190;90;З ЛЦ;–;–;0;–;–;–;–;–;–;0.96;–;–;–;–;–;–;33.69;89 %;–;–;–;–;7.22;73 %;1.44;67 %;–;–;1.93;75 %;–;–;1.93;0.96;–;7.22;–;0.96;11.55;71 %;10.11;71 %;1.44;67 %;4.33;78 %;0.48;100 %;–;–;1.93;50 %;4.81;5.29;3;0.48;0.48;0.96;56.31;49.09;87 %;–;–;–;–;0.01;–;–;–;0.57;0.86;-0.29;0.06;0.06;29.84;–;–;5.29;0.96;–;1.44;–;8.18;7.22;0.96;3.37;0.48;–;0.96
Владимир Лобкарев;Кубань Краснодар;190;90;З П;–;–;0;–;–;–;1.72;0.86;0.43;0.43;0.86;–;–;0.43;–;0.01;42.2;89 %;–;–;1.29;33 %;7.32;71 %;0.43;100 %;–;–;4.74;73 %;0.86;50 %;4.31;0.43;0.86;4.74;0.86;1.29;11.2;62 %;8.61;60 %;2.58;67 %;5.6;85 %;0.86;50 %;0.86;50 %;1.72;25 %;5.17;4.74;5;0.86;0.43;1.29;65.89;55.55;84 %;0 %;–;0.43;–;–;0.02;–;0;0.71;1.89;-1.18;0.13;0.1;37.46;–;0.43;5.17;0.43;–;3.44;0.43;6.89;5.17;1.72;4.74;0.43;0.43;0.43
Юрий Кириллов;КамАЗ Набережные Челны;189;90;ЗП Ц;0.12;–;0.12;0.12;100 %;0.12;1;1.88;0.25;0.5;0.12;–;–;0.38;0.25;0.06;46;86 %;0.12;0 %;0.12;100 %;9.88;72 %;2.75;64 %;0.25;50 %;6.25;68 %;1.12;67 %;4.75;1.88;0.5;5.12;1;0.88;12.62;47 %;7.62;43 %;5;53 %;1.62;62 %;1.62;54 %;0.38;33 %;3.38;44 %;5.62;8.25;14;1.12;1;0.62;74.25;60.38;81 %;67 %;0.12;–;–;0.02;0.17;0.51;1.96;0.94;1.31;-0.37;0.11;0.1;39.5;–;0.12;7.12;1.75;0.12;4.25;0.75;5.88;3.25;2.62;1;0.88;0.12;1.5
Хетаг Бадоев;Велес Москва;189;90;ЗП ПЦ;–;–;0.19;–;0 %;0.19;0.96;1.16;1.16;1.16;0.19;–;–;0.77;0.39;0.05;57.82;89 %;–;–;–;–;8.48;61 %;2.12;64 %;0.39;50 %;4.82;60 %;0.19;100 %;5.2;1.73;0.39;7.32;1.54;0.39;16.77;53 %;10.79;55 %;5.97;48 %;5.1;46 %;0.96;80 %;–;–;3.8;69 %;7.9;8.48;9;0.96;0.58;0.77;92.31;77.09;84 %;50 %;0.39;–;–;0.04;0.06;–;0;0.83;1.74;-0.91;0.1;0.06;51.26;–;–;5.2;1.35;0.19;2.89;0.19;8.87;5.97;2.89;2.31;0.77;–;2.12
Вячеслав Зинков;Шинник;189;90;ЗП ПЦ;–;–;0.26;–;0 %;0.6;0.85;1.2;0.17;0.51;0.09;–;–;0.77;0.17;0.1;37.35;74 %;0.85;50 %;0.68;50 %;8.38;57 %;0.94;73 %;–;–;4.53;51 %;3.59;43 %;6.32;1.3;0.26;3.5;1.37;0.68;18.46;42 %;8.29;40 %;10.17;44 %;8.72;46 %;1.79;52 %;0.68;50 %;3.8;31 %;4.7;5.21;13;0.94;0.17;0.17;67.44;46.32;69 %;22 %;0.43;0.17;–;0.18;0.13;–;0;1.8;1.67;-0.59;0.05;0.1;27.78;0.43;0.34;4.79;0.68;–;2.31;1.54;7.78;3.33;4.44;4.2;0.94;0.34;0.94
Дмитрий Стародуб;СКА-Хабаровск;189;90;ЗП П;–;0.14;0.29;–;0 %;0.14;0.58;1.1;0.14;0.29;0.14;–;0.14;–;–;–;34.9;81 %;0.29;50 %;2.45;18 %;3.89;63 %;0.43;67 %;–;–;1.44;70 %;2.74;32 %;5.48;1.15;0.29;2.45;0.72;1.15;13.12;34 %;4.9;44 %;8.22;28 %;1.88;46 %;3.89;41 %;2.45;35 %;1.73;42 %;3.32;5.19;10;1.1;0.58;0.43;57.98;42.26;73 %;–;–;–;–;0.07;–;–;–;0.71;1.3;-0.59;0.1;0.34;28.12;0.14;0.43;2.45;0.29;–;1.1;0.87;4.47;2.16;2.31;0.87;1.59;0.87;0.72
Игорь Леонтьев;Шинник;190;90;ЗП ЛЦ;–;–;0.13;–;0 %;–;1.6;1.7;0.53;0.8;0.27;–;–;0.4;–;0.03;38.25;82 %;–;–;0.4;0 %;7.62;72 %;0.94;86 %;0.13;100 %;3.88;76 %;1.7;38 %;4.15;0.8;0.13;6.42;2.27;1.7;12.97;51 %;8.96;42 %;4.1;70 %;4.55;56 %;0.53;75 %;0.4;67 %;3.8;48 %;7.62;8.56;10;1.7;0.53;0.27;69;55.23;80 %;0 %;0.13;0.27;–;0.08;0.07;–;0;1.2;1.88;-0.87;0.04;0.06;31.43;–;–;5.48;0.8;0.13;2.94;0.4;6.55;3.74;2.81;2.54;0.4;0.27;1.47
Азамат Засеев;Алания Владикавказ;189;90;З П;–;–;0;–;–;–;1.37;1.3;–;1.3;0.34;–;–;0.68;0.68;0.08;34.56;79 %;–;–;1.3;67 %;6.84;70 %;0.68;50 %;–;–;2.5;83 %;2.4;57 %;3.76;0.68;0.34;5.13;1.3;0.68;14.03;61 %;9.92;55 %;4.11;75 %;2.5;50 %;0.68;100 %;–;–;4.45;69 %;3.76;10.27;4;1.3;0.34;0.34;64.33;51.33;80 %;100 %;–;–;–;0.07;0.12;–;0;1.12;0.97;0.16;–;–;27.38;–;0.68;4.79;0.34;–;1.71;1.37;8.56;5.48;3.8;1.3;0.68;–;3.8
Марат Бокоев;Велес Москва;189;90;З ЛЦ;–;–;0;–;–;–;0.4;1.7;0.27;1.7;–;–;–;–;–;–;69.75;88 %;0.13;0 %;0.13;0 %;19.58;79 %;4.2;60 %;0.67;40 %;9.52;76 %;1.21;56 %;2.95;1.7;0.54;8.45;0.4;4.29;11.54;73 %;9.39;76 %;2.15;63 %;5.37;68 %;0.94;71 %;0.27;50 %;2.41;89 %;6.71;5.5;9;0.94;0.13;0.27;98.32;86.24;88 %;–;–;–;–;0.01;–;–;–;0.99;1.5;-0.06;0.23;0.12;61.3;–;–;15.42;2.41;0.27;7.24;0.67;8.45;7.11;1.34;3.62;0.67;0.13;2.15
Даниил Родин;Кубань Краснодар;189;90;ЗП ЛЦ;0.11;–;0.11;0.11;100 %;0.66;1.54;0.44;0.11;0.55;0.33;–;0.22;0.99;0.11;0.04;30.66;78 %;0.77;71 %;0.33;67 %;5.71;46 %;1.32;25 %;0.11;0 %;2.86;50 %;0.99;44 %;4.95;0.88;0.33;4.4;0.77;0.44;14.84;47 %;8.57;46 %;6.26;47 %;2.75;52 %;1.54;71 %;0.66;67 %;3.96;44 %;5.6;6.92;13;0.77;0.22;0.66;59.78;44.07;74 %;11 %;0.55;0.33;–;0.08;0.04;0.32;3.12;1.8;1.3;-0.22;0.13;0.08;24.07;0.55;0.22;2.64;0.33;–;1.43;0.44;6.92;3.96;2.97;1.43;1.1;0.44;1.76
Абу-Сад Элударушев;ФК Акрон Тольятти;188;90;Ф Ц;0.44;0.15;2.33;0.44;19 %;0.73;1.46;1.9;–;0.15;0.29;–;0.44;2.63;1.6;0.39;14.29;69 %;0.73;0 %;0.58;0 %;1.2;14 %;–;–;–;–;0.58;25 %;0.73;40 %;9.19;1.46;1.2;0.73;0.44;0.29;20.71;32 %;4.38;30 %;16.34;33 %;8.9;28 %;0.88;50 %;0.58;50 %;1.6;45 %;1.2;2.33;14;1.2;1.2;1.2;42.3;21.88;52 %;61 %;0.15;0.88;–;0.05;0.15;0.89;1.13;1.7;0.84;0.23;0.03;0.21;9.92;–;–;0.15;–;–;0.15;0.29;6.71;1.31;5.4;2.48;0.44;0.29;0.73
Роман Денисов;Нефтехимик Нижнекамск;188;90;П Л;–;–;0.39;–;0 %;0.39;1.8;0.69;0.1;0.2;–;–;0.1;0.39;0.2;0.11;30.39;82 %;0.29;67 %;0.59;17 %;7.16;71 %;0.88;67 %;0.1;100 %;4.12;67 %;1.37;50 %;4.71;0.88;0.39;3.92;0.88;0.49;15.2;45 %;9.51;44 %;5.69;45 %;3.24;45 %;0.98;30 %;0.29;0 %;4.71;48 %;5.49;5.88;12;0.98;0.88;0.2;58.14;43.53;75 %;50 %;0.2;–;–;0.14;0.29;–;0;1.35;1.5;0.3;0.03;0.04;24.8;0.2;0.1;5.1;0.59;0.1;2.75;0.69;6.76;4.22;2.55;1.47;0.29;–;2.25
Руслан Лисакович;Динамо Махачкала;189;90;ЗП Ц;–;–;0;–;–;0.6;1.19;0.6;–;0.6;–;–;–;–;–;–;42.32;80 %;0.6;0 %;1.19;50 %;10.13;65 %;1.79;33 %;–;–;5.96;50 %;4.17;57 %;8.94;1.19;2.38;5.96;4.17;2.38;21.46;56 %;11.32;53 %;10.13;59 %;1.79;67 %;4.77;50 %;2.38;25 %;4.17;57 %;5.96;7.75;9;–;–;5.36;82.25;61.99;75 %;–;–;–;–;0.11;–;–;–;0.54;1.3;-0.48;–;–;33.97;–;0.6;6.56;0.6;–;2.98;2.38;11.92;5.96;5.96;1.19;2.38;0.6;2.38
Алексей Никитенков;Велес Москва;188;90;З ЛЦ;–;–;0;–;–;–;1.58;0.68;–;0.23;0.45;–;–;–;–;–;51.43;89 %;–;–;–;–;10.83;69 %;4.51;60 %;1.13;40 %;5.86;58 %;0.9;25 %;2.93;1.35;–;5.64;0.45;1.58;10.38;57 %;7.89;54 %;2.48;64 %;4.51;55 %;0.23;100 %;–;–;1.35;50 %;5.64;7.89;5;0.9;–;0.23;76.92;66.54;87 %;–;–;–;–;–;–;–;–;0.6;1.75;-1.15;0.07;0.08;45.56;–;–;7.44;2.71;0.45;3.38;0.23;5.86;4.29;1.58;2.48;0.23;–;0.68
Георгий Арутюнян;Краснодар-2;188;90;З ПЦ;–;–;0;–;–;–;0.64;0.32;0.64;0.64;–;–;–;–;–;–;41.34;78 %;–;–;–;–;12.08;58 %;3.82;50 %;1.27;50 %;3.18;40 %;–;–;3.82;1.91;0.32;5.41;–;1.27;8.59;70 %;6.36;75 %;2.23;57 %;4.45;50 %;0.32;100 %;–;–;1.27;100 %;7.31;4.77;3;0.95;–;–;63.6;51.52;81 %;–;–;–;–;–;–;–;–;1.78;0.98;0.8;0.05;0.04;32.12;–;–;7;1.91;0.64;1.27;–;6.4;4.77;1.27;2.23;0.32;–;1.27
Максим Шоркин;Нефтехимик Нижнекамск;187;90;З ЛЦ;–;–;0.16;–;0 %;–;0.16;0.16;0.62;1.9;0.16;–;–;0.31;–;0.06;31.4;78 %;–;–;–;–;9.64;61 %;3.42;36 %;0.93;17 %;4.97;53 %;0.47;0 %;3.42;1.4;–;6.37;0.47;0.16;11.97;66 %;10.73;70 %;1.24;38 %;6.84;64 %;–;–;–;–;1.55;80 %;9.2;4.97;7;0.93;–;0.16;57.82;46.48;80 %;0 %;0.16;–;0.16;–;0.19;–;0;1.22;1.83;-0.61;0.18;0.12;24.4;–;–;5.91;1.24;0.16;2.64;–;7.93;7.46;0.47;4.35;–;–;1.24
Евгений Воронин;Волга Ульяновск;187;90;П П;0.18;–;0.37;0.18;50 %;0.74;1.84;1.29;–;–;0.55;–;0.18;1.48;0.37;0.12;25.64;72 %;1.11;50 %;1.84;10 %;5.35;66 %;0.92;20 %;–;–;2.4;62 %;3.14;29 %;8.48;2.3;1.11;4.6;0.92;2.4;17.15;46 %;8.67;55 %;8.48;37 %;3.69;35 %;2.58;57 %;1.66;56 %;4.43;58 %;3.69;3.14;12;0.55;0.18;1.66;54.59;35.96;66 %;25 %;0.37;0.74;–;0.23;0.08;0.65;1.54;0.8;1.25;-0.46;0.03;0.08;18.44;0.55;0.18;3.5;0.18;–;1.48;0.92;7.93;4.8;3.14;1.29;1.48;0.92;2.58
Андрей Хитяев;Шинник;187;90;З П;–;0.21;0;–;–;0.21;0.63;0.84;0.63;1.26;0.21;–;–;0.21;–;0;37.97;73 %;0.21;100 %;1.89;22 %;7.13;47 %;2.1;40 %;0.42;50 %;5.3;58 %;3.36;44 %;6.5;1.47;–;4.83;0.84;1.5;16.57;48 %;11.75;45 %;4.83;57 %;2.94;43 %;2.31;64 %;0.84;25 %;5.45;50 %;5.3;4.83;6;0.84;0.21;0.42;65.66;46.78;71 %;0 %;–;0.21;–;0.14;0.02;–;0;0.93;1.84;-0.91;0.06;0.07;27.9;0.21;0.42;3.36;0.84;0.21;2.94;1.47;7.97;5.24;2.73;1.26;1.47;0.21;2.73
Илья Молтенинов;Уфа;187;90;Ф ЛЦ;0.76;–;1.14;0.76;67 %;–;3.4;2.66;–;–;0.76;–;–;1.9;1.14;0.22;18.23;63 %;0.76;50 %;0.76;0 %;3.42;33 %;–;–;–;–;2.28;50 %;1.9;20 %;15.57;1.9;0.76;1.9;–;0.38;36.84;37 %;4.94;54 %;31.9;35 %;23.92;35 %;1.9;60 %;0.76;50 %;1.52;50 %;0.76;1.9;9;0.76;0.76;2.66;60.76;29.24;48 %;60 %;0.76;–;–;0.25;0.11;0.28;3.51;1.71;1.3;0.68;–;–;11.39;0.38;–;1.14;–;–;1.14;0.38;13.67;2.66;11.01;8.35;1.14;0.38;0.76
Геворк Саркисян;Велес Москва;188;90;Ф Ц;0.91;0.15;1.37;0.91;67 %;0.3;0.76;1.37;–;–;0.15;–;0.76;1.83;1.37;0.37;17.82;66 %;0.15;100 %;0.61;25 %;2.13;50 %;–;–;–;–;0.76;40 %;1.22;63 %;11.27;1.37;1.83;1.22;0.46;0.91;16.9;26 %;3.2;29 %;13.71;26 %;4.87;28 %;4.11;26 %;1.83;8 %;0.91;33 %;1.68;2.13;11;1.7;1.7;0.61;43.1;22.23;52 %;75 %;0.3;0.15;–;0.14;0.2;0.41;2.44;0.85;1.5;-0.65;0;0.02;11.73;0.15;0.15;1.7;–;–;0.3;0.76;4.42;0.91;3.5;1.37;1.7;0.15;0.3
