Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Александр Ломовицкий;Рубин Казань;196;90;П ПЦ;–;–;0.32;–;0 %;0.32;5.72;0.95;–;–;0.32;–;0.32;1.59;–;0.05;34.35;74 %;0.32;0 %;0.95;67 %;8.9;54 %;0.95;67 %;–;–;4.77;53 %;2.86;56 %;13.67;1.27;1.27;2.86;1.27;1.27;26.71;35 %;9.54;43 %;17.17;30 %;4.77;27 %;3.82;33 %;2.54;38 %;5.9;31 %;2.86;7.95;8;0.95;1.27;1.59;76.01;46.75;62 %;0 %;0.32;0.95;0.32;0.04;0.03;–;0;1.8;0.76;1.5;0.01;0.02;25.44;–;0.64;4.77;0.64;–;2.54;1.59;9.22;4.13;5.9;1.27;1.27;0.95;1.59
Александр Мухин;Уфа;195;90;З ЛЦ;0.09;0.09;0.09;0.09;100 %;0.09;0.99;1.26;0.45;1.17;0.18;–;–;0.36;0.18;0.03;39.57;79 %;0.27;33 %;0.63;29 %;10.86;64 %;4.22;60 %;1.35;40 %;6.91;57 %;1.88;48 %;3.41;0.81;0.54;5.2;0.9;2.6;12.11;63 %;9.96;64 %;2.15;58 %;4.13;54 %;0.36;50 %;0.18;100 %;3.14;66 %;5.83;6.91;13;0.9;–;0.27;67.93;54.38;80 %;50 %;–;0.18;–;0.02;0.08;0.33;3.3;1.56;1.23;0.33;0.08;0.07;31.23;0.09;0.18;7;2.51;0.54;3.95;0.9;7.63;6.37;1.26;2.24;0.18;0.18;2.6
Артём Семейкин;Шинник;195;90;З ПЦ;–;–;0.15;–;0 %;0.44;0.73;1.2;0.29;1.16;0.29;–;–;0.29;0.15;0.03;32.23;71 %;0.29;100 %;–;–;9.58;59 %;2.61;39 %;0.44;33 %;4.5;65 %;0.15;100 %;3.77;1.45;–;7.11;1.2;1.31;14.23;71 %;12.19;70 %;2.3;79 %;7.69;75 %;–;–;–;–;4.21;59 %;8.71;6.53;9;0.87;–;0.44;63.29;49.79;79 %;50 %;0.15;–;–;0.09;0.11;–;0;1.12;1.86;-0.74;0.11;0.08;22.94;0.29;–;5.66;1.2;0.15;2.9;0.15;10.16;8.56;1.6;5.81;–;–;2.47
Александр Гребенщиков;Арсенал Тула;195;90;П ЛЦ;–;–;0;–;–;–;0.95;0.95;–;–;–;–;–;0.95;–;0.06;39.79;71 %;–;–;–;–;6.63;29 %;1.89;0 %;–;–;0.95;0 %;3.79;25 %;12.32;1.89;0.95;4.74;3.79;3.79;15.16;56 %;5.68;67 %;9.47;50 %;2.84;67 %;4.74;60 %;2.84;67 %;1.89;100 %;4.74;4.74;3;–;–;2.84;70.11;50.21;72 %;0 %;–;0.95;–;0.17;0.06;–;0;0.98;0.34;0.63;–;–;28.42;–;–;1.89;–;–;–;0.95;8.53;3.79;4.74;1.89;2.84;1.89;1.89
Данил Полях;Краснодар-2;195;90;АП Л;0.9;–;0.9;0.9;100 %;–;1.8;0.9;–;–;0.9;–;–;0.9;0.9;0.11;18;65 %;0.9;0 %;–;–;0.9;100 %;–;–;–;–;–;–;0.9;0 %;14.4;3.6;2.7;–;–;3.6;26.1;31 %;4.5;40 %;21.6;29 %;5.4;17 %;5.4;50 %;3.6;50 %;1.8;50 %;0.9;5.4;5;–;–;4.5;57.6;30.6;53 %;100 %;–;–;–;0.01;0.12;0.12;8.33;0.65;1.25;-0.6;0.11;0.12;11.7;–;–;0.9;–;–;–;–;8.1;1.8;6.3;0.9;2.7;1.8;0.9
Давид Шавлохов;Алания Владикавказ;195;90;З ЛЦ;–;–;0;–;–;–;1.61;–;0.8;1.21;–;–;–;0.4;–;0.06;55.04;70 %;–;–;2.41;33 %;14.87;38 %;3.62;44 %;0.8;0 %;8.44;43 %;3.21;25 %;8.44;2.41;–;10.45;2.1;2.41;14.87;84 %;11.25;79 %;3.62;100 %;7.23;89 %;0.4;100 %;–;–;3.21;75 %;5.62;6.83;3;1.21;0.8;–;85.18;65.89;77 %;0 %;–;0.4;–;0.01;0.14;–;0;1.3;1.8;0.23;–;–;38.57;–;0.8;5.62;1.61;–;3.62;0.8;12.46;8.84;3.62;6.43;0.4;–;2.41
Евгений Песиков;Велес Москва;195;90;АП Л;0.13;0.26;1.6;0.13;13 %;1.72;0.92;1.32;–;0.13;0.4;–;0.26;2.24;0.79;0.16;36.95;70 %;1.32;80 %;1.45;36 %;5.41;54 %;1.45;45 %;–;–;2.77;24 %;4.75;53 %;8.58;1.19;0.92;1.98;0.53;2.64;15.31;48 %;5.67;49 %;9.63;48 %;2.51;42 %;3.96;67 %;2.24;65 %;2.51;58 %;2.38;5.67;13;1.6;1.6;0.66;66.11;44.74;68 %;35 %;1.19;0.26;–;0.31;0.07;1.21;0.83;0.87;1.25;-0.38;–;–;25.87;1.6;0.53;2.9;0.66;–;0.66;2.51;7.39;2.77;4.62;1.6;2.64;1.45;1.45
Артем Симонян;СКА-Хабаровск;196;90;АП Л;0.16;0.16;0.31;0.16;50 %;0.94;1.1;2.4;–;0.31;0.31;0.16;0.16;1.73;0.31;0.1;36.13;78 %;1.1;43 %;1.73;45 %;7.38;74 %;1.26;63 %;–;–;3.14;70 %;5.34;59 %;10.52;2.67;1.88;2.4;0.63;3.61;19.63;40 %;5.5;37 %;14.14;41 %;2.51;31 %;7.7;49 %;2.67;47 %;2.4;31 %;3.14;6.13;10;0.94;0.47;0.63;72.25;49.32;68 %;18 %;1.26;0.16;–;0.29;0.06;0.62;1.61;0.86;1.7;-0.21;0.03;0.09;28.27;0.47;0.79;5.5;0.79;–;2.2;3.14;7.85;2.4;5.81;0.79;3.77;1.26;0.63
Александр Смирнов;Кубань Краснодар;196;90;ЗЛ;–;–;0.12;–;0 %;0.23;0.93;0.7;0.23;0.81;–;–;–;0.35;–;0.01;41.63;75 %;0.81;29 %;1.98;18 %;7.91;57 %;1.28;45 %;–;–;4.42;74 %;3.72;44 %;5.81;1.63;0.23;5.23;0.7;1.16;13.72;58 %;8.84;54 %;4.88;67 %;2.67;70 %;1.98;65 %;0.93;50 %;4.3;57 %;5.47;5.93;10;0.93;0.23;0.23;68.49;51.63;75 %;0 %;0.35;–;–;0.09;0.04;–;0;1.11;1.29;-0.18;0.08;0.18;31.05;0.23;0.35;4.53;0.58;–;3.26;1.63;8.2;4.77;3.26;1.86;1.28;0.47;2.44
Дмитрий Сасин;ФК Акрон Тольятти;195;90;АП П;0.99;–;0.99;0.99;100 %;–;3.96;–;–;–;–;–;–;1.98;0.99;0.11;15.82;75 %;–;–;0.99;100 %;3.96;75 %;–;–;–;–;–;–;3.96;50 %;9.89;0.99;0.99;0.99;–;2.97;24.73;32 %;7.91;63 %;16.81;18 %;8.9;33 %;0.99;0 %;0.99;0 %;4.95;60 %;1.98;0.99;5;–;–;4.95;49.45;26.7;54 %;50 %;–;0.99;–;0.13;0.05;0.11;9.9;1.2;0.92;0.1;–;–;11.87;–;0.99;2.97;–;–;–;1.98;7.91;4.95;2.97;2.97;–;–;2.97
Гоча Гогричиани;Балтика;195;90;Ф ПЦ;0.83;0.83;1.67;0.83;50 %;3.33;2.5;0.83;–;–;–;–;–;2.5;2.5;0.26;21.67;54 %;2.5;67 %;2.5;67 %;7.5;67 %;0.83;0 %;–;–;7.5;56 %;1.67;100 %;17.5;0.83;1.67;4.17;2.5;2.5;33.33;38 %;5.83;57 %;27.5;33 %;19.17;35 %;1.67;100 %;–;–;0.83;0 %;5;1.67;8;–;–;6.67;68.33;35.83;52 %;100 %;–;–;–;0.33;0.1;0.31;3.23;1.1;0.72;0.28;–;–;11.67;1.67;1.67;5;–;–;4.17;1.67;12.5;3.33;9.17;6.67;1.67;–;0
Богдан Зорин;Нефтехимик Нижнекамск;195;90;З ЛЦ;0.11;–;0.11;0.11;100 %;0.11;1.14;0.57;0.34;0.91;–;–;–;0.34;0.11;0.1;32.16;78 %;–;–;–;–;8.41;64 %;2.27;45 %;0.23;0 %;4.2;54 %;0.11;100 %;2.5;0.91;0.34;8.75;1.14;0.45;17.84;66 %;13.98;67 %;3.86;62 %;9.77;67 %;–;–;–;–;1.7;67 %;9.9;6.25;9;0.91;0.11;0.11;66.48;52.61;79 %;33 %;0.11;0.11;–;0.01;0.3;0.89;1.12;1.29;0.84;0.46;0.13;0.08;25;–;–;5.34;1.2;–;2.27;0.11;11.7;9.32;2.39;6.59;–;–;1.14
Артём Абрамов;КамАЗ Набережные Челны;194;90;З П;–;–;0;–;–;–;1.68;0.28;–;1.26;0.56;0.14;–;0.7;0.14;0.03;52.15;79 %;0.14;0 %;2.8;45 %;9.81;60 %;1.82;69 %;0.14;100 %;5.61;70 %;4.7;48 %;6.45;1.96;0.98;4.77;0.14;2.66;16.82;50 %;11.21;49 %;5.61;53 %;3.64;54 %;2.38;71 %;0.56;50 %;3.79;52 %;4.49;9.25;12;1.12;0.56;0.56;87.06;66.03;76 %;20 %;0.42;0.14;–;0.09;0.05;–;0;0.94;1.8;-0.14;0.09;0.11;41.07;–;1.26;5.89;1.26;0.14;3.93;1.96;8.41;5.47;2.94;1.96;1.68;0.28;1.96
Андрей Мазурин;Алания Владикавказ;194;90;АП Л;–;0.27;0.8;–;0 %;1.7;1.33;2.66;–;–;0.27;–;0.27;1.86;0.53;0.25;22.63;78 %;0.27;100 %;1.33;40 %;4.53;71 %;1.33;40 %;0.53;0 %;1.6;33 %;1.6;67 %;5.59;0.27;0.8;1.6;0.8;2.4;13.31;36 %;4.79;22 %;8.52;44 %;1.86;14 %;3.73;71 %;2.93;64 %;2.93;36 %;2.93;3.99;8;1.7;1.7;1.7;47.93;32.22;67 %;29 %;0.8;0.27;0.27;0.18;0.14;–;0;1.5;0.92;0.58;–;–;17.57;0.27;0.53;3.2;0.53;–;0.53;1.7;4.79;1.7;3.73;0.27;2.66;1.86;1.7
Кирилл Морозов;Волга Ульяновск;194;90;ЗП ЛЦ;0.08;–;0.16;0.08;50 %;0.23;2.11;1.79;0.08;0.78;0.39;–;0.08;2.3;0.47;0.07;33.85;77 %;0.23;67 %;1.9;36 %;8.58;61 %;1.79;70 %;0.23;33 %;4.13;64 %;2.34;53 %;5.3;1.9;0.78;4.45;1.72;2.65;21.37;54 %;12.24;50 %;9.12;61 %;3.59;57 %;4.84;63 %;2.18;57 %;6.47;54 %;4.68;7.49;13;1.1;0.16;–;72.84;52.8;72 %;23 %;1.1;0.55;–;0.1;0.04;0.92;1.9;0.68;1.29;-0.61;0.04;0.09;25.89;0.16;0.39;5.23;1.25;0.08;2.65;1.25;11.62;6.8;5.54;2.3;3.4;1.25;3.51
Ярослав Ивакин;Енисей Красноярск;193;90;АП П;0.29;–;1.76;0.29;17 %;0.29;1.17;1.17;–;0.59;0.29;–;0.29;2.35;1.17;0.47;31.37;80 %;1.17;25 %;0.59;0 %;4.4;60 %;–;–;–;–;2.5;57 %;2.5;71 %;9.67;2.35;0.88;2.5;0.88;2.5;20.81;48 %;5.57;53 %;15.24;46 %;2.5;57 %;5.57;63 %;2.5;43 %;2.93;60 %;1.76;4.4;9;0.88;0.88;1.76;63.32;44.27;70 %;50 %;0.59;0.59;–;0.23;0.2;1.6;0.62;1.13;0.87;0.26;–;–;25.21;0.29;–;2.64;–;–;1.17;1.47;9.97;2.93;7.4;1.17;3.52;0.88;1.76
Дзамболат Цаллагов;Кубань Краснодар;193;90;АП Л;0.16;–;0.16;0.16;100 %;–;1.25;1.25;0.16;0.16;–;–;0.16;0.31;0.16;0.06;27.13;61 %;0.63;0 %;1.41;22 %;4.55;59 %;0.63;75 %;–;–;2.2;43 %;3.92;44 %;7.68;1.25;1.1;3.14;0.94;2.2;22.11;44 %;7.53;42 %;14.58;45 %;4.55;24 %;5.64;64 %;2.35;73 %;3.61;48 %;2.98;4.39;8;1.1;0.78;0.16;60.21;35.91;60 %;50 %;0.16;–;–;0.16;0.18;0.36;2.78;0.88;1.27;-0.39;0;0.01;16.46;–;0.31;2.67;0.47;–;0.94;1.72;9.72;3.14;6.59;1.1;3.61;1.72;1.72
Милош Стаменкович;Кубань Краснодар;194;90;З ПЦ;–;–;0;–;–;–;0.68;0.9;0.45;1.81;0.23;–;–;–;–;–;35.95;84 %;–;–;–;–;5.43;75 %;0.45;100 %;–;–;1.13;100 %;0.23;100 %;2.94;2.26;–;7.1;0.23;0.23;12.21;74 %;10.63;72 %;1.58;86 %;4.97;82 %;–;–;–;–;2.94;62 %;5.43;5.65;5;0.9;–;0.23;59.47;50.43;85 %;–;–;–;–;–;–;–;–;0.55;1.28;-0.73;0.15;0.13;30.08;–;–;4.7;0.45;–;1.13;0.23;9.5;7.69;1.36;4.7;–;–;1.81
Михаил Гащенков;СКА-Хабаровск;193;90;ЗП ЛЦ;–;0.29;0.43;–;0 %;0.57;0.72;1.14;–;0.14;0.14;–;–;0.86;0.14;0.12;32.05;83 %;0.86;83 %;0.86;17 %;6.87;63 %;1.29;44 %;0.43;33 %;2.72;58 %;2;64 %;7.1;2.15;0.72;4.1;1.57;1;17.89;46 %;9.59;51 %;8.3;40 %;3.86;41 %;0.72;40 %;0.14;0 %;3.72;62 %;5.72;4.86;10;1;0.72;0.43;63.1;46.5;74 %;17 %;0.43;0.29;–;0.2;0.14;–;0;0.71;1.29;-0.58;0.05;0.07;26.61;0.72;0.14;4.29;0.57;0.14;1.57;1.29;8.16;4.86;3.29;1.57;0.29;–;2.29
Денис Левицкий;СКА-Хабаровск;193;90;ЗЛ;–;–;0;–;–;–;1.43;0.86;0.29;0.86;0.29;–;–;–;–;–;54.57;83 %;0.29;0 %;1.43;20 %;12.86;64 %;1.43;80 %;0.29;100 %;6.86;67 %;2;29 %;6;0.57;1.43;6.57;1.43;2;17.14;50 %;12.29;58 %;4.86;29 %;4.57;44 %;1.43;40 %;0.29;0 %;4.86;53 %;6.29;7.14;6;1.14;0.86;0.57;88.57;69.14;78 %;–;–;–;–;0.03;–;–;–;0.75;1.8;-0.33;0.11;0.1;45.14;–;0.29;8.29;1.14;0.29;4.57;0.57;8.57;7.14;1.43;2;0.57;–;2.57
Денис Фомин;СКА-Хабаровск;193;90;З ПЦ;–;–;0.08;–;0 %;–;0.7;0.39;0.31;0.7;0.23;0.08;–;0.16;–;0.01;61.66;79 %;0.16;0 %;0.54;0 %;19.41;58 %;5.44;46 %;0.93;25 %;10.25;51 %;2.87;41 %;6.76;1.4;0.47;7.7;1.16;1.32;14.44;66 %;11.26;63 %;3.18;76 %;6.37;61 %;0.85;82 %;0.08;100 %;2.48;63 %;6.21;5.67;13;1.1;0.08;–;89.92;71.36;79 %;0 %;0.08;0.08;–;0.06;0.09;–;0;0.83;1.2;-0.19;0.05;0.05;48.61;–;–;11.18;2.48;0.23;5.2;1.16;9.55;7.14;2.41;3.88;0.7;0.08;1.55
Артём Голубев;Уфа;192;90;ЗП П;–;–;0.13;–;0 %;0.13;1.58;0.26;–;0.4;0.26;–;–;0.79;0.26;0.06;32.07;80 %;0.26;50 %;2.38;33 %;4.88;70 %;1.19;67 %;0.26;50 %;2.24;53 %;3.17;63 %;5.28;1.58;0.26;3.43;0.66;1.32;10.16;47 %;5.81;48 %;4.35;45 %;3.3;52 %;0.53;50 %;0.4;33 %;2.11;50 %;4.22;4.75;9;1.19;0.79;–;53.58;41.04;77 %;33 %;0.26;0.26;–;0.21;0.08;–;0;1.79;1.59;0.2;0.1;0.24;25.73;0.13;0.79;3.43;0.79;0.13;1.19;1.98;4.75;2.77;1.98;1.72;0.26;0.13;1.6
Даниил Петрунин;Шинник;192;90;ЗЛ;–;–;0;–;–;–;1.48;–;–;–;–;–;–;–;–;–;57.54;59 %;–;–;4.43;33 %;13.28;33 %;5.9;0 %;–;–;8.85;67 %;4.43;67 %;16.23;4.43;–;2.95;–;1.48;25.08;65 %;22.13;67 %;2.95;50 %;4.43;67 %;1.48;0 %;–;–;10.33;57 %;5.9;5.9;5;–;–;7.38;95.9;63.44;66 %;–;–;–;–;–;–;–;–;0.56;0.86;-0.3;0.09;0.06;33.93;–;1.48;4.43;–;–;5.9;2.95;16.23;14.75;1.48;2.95;–;–;5.9
Алексей Самылин;Велес Москва;192;90;АП П;–;–;0.53;–;0 %;0.53;2.65;0.53;–;–;–;–;1.59;2.65;–;0.37;24.88;72 %;0.53;100 %;2.12;50 %;4.76;22 %;1.6;50 %;0.53;100 %;2.12;25 %;2.65;60 %;8.47;1.59;1.59;3.18;0.53;1.59;21.71;49 %;7.94;47 %;13.76;50 %;6.88;46 %;5.82;45 %;4.24;38 %;1.59;33 %;3.18;2.12;3;1.6;1.6;0.53;57.71;35.47;61 %;0 %;2.12;0.53;–;0.12;0.14;–;0;1.29;0.82;0.47;0.16;0.1;18;0.53;1.6;1.6;0.53;0.53;0.53;1.59;10.59;3.71;6.88;3.18;2.65;1.59;0.53
Игорь Андреев;Родина Москва;192;90;Ф ЛЦ;0.39;0.39;1.75;0.39;22 %;0.78;1.17;1.36;0.19;0.39;0.39;–;0.19;1.75;0.58;0.39;22.4;72 %;0.58;33 %;1.75;22 %;2.92;53 %;0.19;100 %;–;–;0.97;80 %;2.92;47 %;9.94;0.97;1.36;1.56;0.58;1.75;18.51;36 %;4.9;33 %;14.42;36 %;5.6;38 %;2.92;60 %;1.36;29 %;1.75;33 %;2.14;3.31;13;0.58;0.58;1.95;51.23;30.58;60 %;33 %;0.78;0.39;–;0.25;0.22;1;1;0.86;1.13;-0.26;–;–;16.17;0.19;0.39;1.56;0.19;–;0.78;1.36;6.62;1.36;5.26;1.95;1.75;0.39;0.58
Лев Ушахин;Уфа;192;90;З ПЦ;–;–;0;–;–;–;1.58;0.57;0.14;0.86;0.29;–;–;0.14;–;0.01;36.46;81 %;0.29;0 %;0.14;0 %;10.91;59 %;3.44;58 %;0.29;50 %;4.59;53 %;0.29;0 %;3.3;1;0.43;6.32;0.72;1;12.92;60 %;11.48;58 %;1.44;80 %;4.2;54 %;0.29;100 %;–;–;4.31;60 %;5.74;5.2;7;1;0.29;–;61.72;48.95;79 %;0 %;0.14;–;–;–;0.1;–;0;0.99;1.38;-0.38;0.05;0.06;29.43;–;–;6.46;2.1;0.14;2.44;–;7.75;6.6;1.15;2.15;0.29;–;2.58
Камиль Ибрагимов;Динамо Махачкала;193;90;Ф Ц;–;0.16;0.79;–;0 %;0.63;2.22;3.2;–;–;0.16;–;0.16;2.22;0.79;0.24;20.16;76 %;0.63;75 %;0.32;50 %;3.2;68 %;0.16;100 %;0.16;100 %;1.59;70 %;0.63;75 %;12.06;1.11;1.43;1.43;0.63;–;29.37;36 %;4.6;28 %;24.76;37 %;12.06;32 %;2.22;57 %;1.11;43 %;1.27;50 %;2.54;2.22;11;0.79;0.63;0.95;57.94;31.27;54 %;36 %;0.95;0.48;–;0.21;0.11;–;0;1.6;0.58;0.49;–;–;15.24;0.48;0.16;2.6;0.16;0.16;1.11;0.48;10.48;1.27;9.21;3.81;1.27;0.48;0.63
Султан Джамилов;Нефтехимик Нижнекамск;192;90;П Л;0.2;–;0.59;0.2;33 %;0.2;0.98;2.93;–;–;0.2;–;–;1.57;0.78;0.18;22.89;79 %;0.59;33 %;0.59;33 %;2.93;67 %;0.2;0 %;–;–;1.76;89 %;0.78;75 %;5.67;1.17;1.17;3.13;0.59;2.35;18;47 %;7.4;39 %;10.96;52 %;2.93;20 %;3.91;55 %;1.57;50 %;3.72;42 %;5.9;6.85;11;0.78;0.59;1.37;57.91;41.67;72 %;50 %;0.2;0.59;–;0.17;0.12;0.92;1.9;1.3;1.44;-0.4;0.01;0.02;18.2;0.2;0.2;1.96;–;–;1.57;0.59;8.41;2.74;5.67;0.59;2.15;0.78;1.57
Данила Гайворонский;Краснодар-2;192;90;З ЛЦ;–;–;0.46;–;0 %;0.23;1.61;0.46;0.46;1.38;0.46;–;–;0.69;0.46;0.07;36.96;76 %;–;–;–;–;6.89;60 %;2.3;40 %;0.92;50 %;2.3;40 %;–;–;3.67;0.92;0.23;6.43;0.23;0.69;16.53;60 %;13.32;60 %;3.21;57 %;9.64;67 %;–;–;–;–;1.38;33 %;7.12;5.28;8;1.15;0.46;0.69;67.5;51.66;77 %;67 %;0.23;–;–;–;0.1;–;0;0.79;1.41;-0.62;0.12;0.13;28.24;–;–;4.13;0.92;0.46;0.92;–;9.87;8.4;1.84;6.43;–;–;0.46
Алимхан Зайнивов;Динамо Махачкала;192;90;П ПЦ;0.32;–;0.96;0.32;33 %;0.96;1.93;1.61;–;0.32;–;–;0.64;1.29;0.64;0.38;25.39;66 %;0.64;50 %;0.96;0 %;5.14;25 %;0.32;0 %;–;–;3.86;42 %;2.89;33 %;12.21;0.96;1.29;0.32;0.32;2.25;24.11;37 %;3.54;18 %;20.57;41 %;9.96;39 %;5.46;47 %;1.93;17 %;0.64;50 %;2.25;3.54;11;0.32;0.64;3.21;60.11;34.39;57 %;50 %;0.32;0.32;–;0.18;0.3;1.19;0.84;1.22;0.84;0.38;0.04;0.12;16.71;0.32;–;1.29;–;–;1.61;0.96;9;0.64;8.36;3.86;2.57;0.32;0.32
Джонатан Теофилис Окоронкво;Краснодар-2;192;90;АП П;–;0.19;0.95;0.09;10 %;1.4;1.8;1.61;0.19;0.19;0.28;–;0.38;1.99;0.85;0.33;16.69;76 %;0.95;40 %;0.66;14 %;2.9;64 %;0.28;33 %;0.09;0 %;0.85;44 %;1.71;50 %;9.96;1.8;1.9;1.52;0.57;2.47;21.05;37 %;4.46;32 %;16.6;38 %;4.8;23 %;5.12;52 %;3.32;43 %;1.71;33 %;1.23;3.7;12;0.95;0.57;0.19;48.94;28.55;58 %;43 %;0.66;0.47;–;0.11;0.17;–;0;0.99;1.36;-0.37;0.07;0.17;12.61;0.38;0.09;1.33;0.09;–;0.38;0.85;7.78;1.42;6.35;0.95;2.66;1.42;0.57
Давид Хубаев;Нефтехимик Нижнекамск;192;90;П Л;–;–;0;–;–;1.23;1.54;1.23;–;0.61;0.31;–;–;1.54;–;0.03;37.17;72 %;1.84;67 %;1.23;25 %;9.52;58 %;3.69;50 %;0.61;50 %;6.76;59 %;3.69;58 %;6.14;0.92;1.23;3.69;0.31;0.92;16.59;59 %;9.83;44 %;6.76;82 %;3.7;60 %;2.15;57 %;1.23;75 %;3.69;50 %;4.91;6.14;9;0.61;0.31;2.15;68.5;48.53;71 %;0 %;0.92;0.61;–;0.56;0.02;–;0;1.53;1.54;-0.01;0.1;0.1;26.72;1.23;0.31;5.53;1.84;0.31;3.99;2.15;9.83;4.3;5.53;1.84;1.23;0.92;1.84
Дмитрий Михайленко;Велес Москва;192;90;З ПЦ;–;–;0;–;–;–;0.77;0.86;0.86;1.53;0.1;–;–;0.1;–;0.01;53.27;88 %;0.29;0 %;–;–;13.29;73 %;3.44;72 %;0.57;67 %;5.74;62 %;0.48;20 %;2.96;1.5;0.19;7.36;0.29;4.4;16.16;67 %;13.2;70 %;2.96;55 %;5.64;68 %;0.48;40 %;–;–;2.1;82 %;5.83;6.31;11;0.96;0.1;0.1;86.37;74.22;86 %;0 %;0.1;–;–;0.01;0.08;–;0;0.96;1.43;-0.47;0.12;0.14;46.77;–;–;9.76;2.49;0.38;3.54;0.1;10.9;9.28;1.63;3.83;0.19;–;1.72
Руслан Махмутов;Волга Ульяновск;192;90;ЗП ПЦ;–;0.22;0;–;–;0.22;0.77;0.22;0.22;0.22;–;–;–;0.77;0.11;0.03;49.43;84 %;0.22;0 %;0.77;29 %;8.42;77 %;2.41;68 %;–;–;5.3;72 %;4.16;55 %;5.47;1.86;0.33;3.83;1.2;2.73;13.67;59 %;6.78;55 %;6.89;63 %;1.31;42 %;3.83;71 %;0.87;88 %;3.17;52 %;4.5;5.25;14;0.87;0.22;0.66;76.22;61.9;81 %;14 %;0.33;0.33;–;0.15;0.03;–;0;0.68;1.27;-0.59;0.05;0.14;41.66;–;0.22;6.45;1.64;–;3.61;2.3;8.9;3.72;4.37;0.55;2.73;0.77;1.64
Руслан Аюкин;КамАЗ Набережные Челны;191;90;ЗЛ;–;–;0;–;–;0.12;1.6;1.6;0.24;0.83;0.35;–;–;0.24;–;0.01;46.18;73 %;0.12;100 %;1.77;20 %;12.76;62 %;2.83;63 %;0.59;100 %;8.3;63 %;2.6;64 %;5.43;1.77;0.24;4.61;1.6;1.18;10.87;64 %;8.62;67 %;2.24;53 %;3.7;69 %;0.71;50 %;0.24;0 %;3.31;68 %;5.2;6.14;9;0.94;0.12;0.12;70.04;53.39;76 %;0 %;–;0.24;–;0.13;0.03;–;0;0.61;1.2;-0.41;0.16;0.17;33.9;0.12;0.35;7.91;1.77;0.59;5.8;1.65;6.97;5.79;1.18;2.13;0.35;–;2.24
Александр Сандрачук;Уфа;191;90;ЗП П;0.2;–;0.41;0.2;50 %;0.61;0.41;0.82;–;0.41;–;–;–;1.22;0.2;0.14;33.27;85 %;–;–;3.67;39 %;6.94;68 %;0.82;75 %;0.2;100 %;3.27;63 %;3.47;47 %;5.51;0.41;1.43;2.65;0.41;0.82;12.86;32 %;6.94;41 %;5.92;21 %;2.86;14 %;1.22;17 %;1.2;20 %;3.88;58 %;4.8;4.69;9;0.82;0.41;1.2;58.37;42.24;72 %;17 %;0.61;0.41;–;0.15;0.12;0.7;1.43;1.4;1.1;0.39;0.02;0.12;28.37;–;1.43;4.69;0.61;0.2;2.4;1.63;4.8;2.86;1.22;0.41;0.2;0.2;2.24
Игорь Соколов;Шинник;191;90;АП П;0.19;–;0.56;0.28;50 %;0.65;0.56;0.56;0.09;0.28;–;–;0.09;1.31;0.84;0.12;27.26;71 %;0.56;33 %;1.77;21 %;4.2;53 %;0.47;60 %;0.28;33 %;1.87;50 %;2.52;44 %;7.84;0.93;0.56;1.59;0.47;1.59;14.1;24 %;3.92;12 %;10.18;28 %;2.43;23 %;3.64;44 %;2.33;44 %;1.96;14 %;2.99;4.2;14;1.12;0.93;0.19;51.82;32.21;62 %;64 %;0.28;0.19;–;0.17;0.09;0.64;1.55;1.2;1.67;-0.47;–;–;19.42;0.19;0.37;2.24;0.28;0.09;0.93;1.12;3.36;0.47;2.89;0.56;1.59;1.3;0.28
