Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Ибрагим Цаллагов;Алания Владикавказ;–;90;ЗП Ц;–;–;–;–;–;–;–;0.99;–;–;0.49;–;–;0.49;–;0.01;48.96;91 %;–;–;0.99;50 %;12.36;88 %;0.99;100 %;–;–;4.45;78 %;2.47;80 %;0.99;0.49;0.49;5.44;2.47;0.49;16.32;55 %;9.89;50 %;6.43;62 %;3.46;43 %;0.99;50 %;–;–;3.46;57 %;4.45;7.91;2;0.99;0.49;–;79.12;66.26;84 %;0 %;–;0.49;–;0.04;0.02;–;0;1.7;0.43;0.65;–;–;44.51;–;0.49;10.88;0.99;–;3.46;1.98;8.9;4.95;3.96;1.48;0.49;–;1.98
Вячеслав Зинков;Шинник;–;90;ЗП Ц;–;–;0.73;–;0 %;0.73;–;2.18;–;–;–;–;–;1.45;–;0.12;40.65;79 %;0.73;100 %;0.73;0 %;6.53;67 %;1.45;50 %;–;–;3.63;80 %;2.18;33 %;5.81;0.73;1.45;6.53;0.73;0.73;15.97;59 %;10.89;53 %;5.8;71 %;5.81;75 %;1.45;100 %;–;–;5.8;43 %;5.81;5.8;2;1.45;1.45;–;71.13;52.98;74 %;0 %;0.73;0.73;–;0.13;0.08;–;0;1.95;1.53;0.41;0.02;0.03;31.94;0.73;–;4.35;0.73;–;2.9;0.73;9.44;5.81;3.63;4.35;1.45;–;2.18
Олег Дмитриев;Родина Москва;–;90;ЗП ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;67.96;84 %;–;–;–;–;27.55;73 %;9.18;40 %;1.84;0 %;16.53;56 %;5.51;33 %;5.51;1.84;–;3.67;–;3.67;9.18;40 %;7.35;50 %;1.84;0 %;3.67;0 %;–;–;–;–;3.67;50 %;7.35;7.35;2;–;–;3.67;95.51;78.98;83 %;–;–;–;–;–;–;–;–;1.58;0.53;1.5;–;–;56.94;–;–;20.2;3.67;–;9.18;1.84;3.67;3.67;–;–;–;–;1.84
Виталий Горулев;Ленинградец;–;90;ЗП ПЦ;–;–;–;–;–;–;–;0.94;–;0.47;–;–;–;1.41;–;0.1;35.62;84 %;–;–;–;–;6.56;57 %;1.88;50 %;0.47;0 %;2.34;40 %;–;–;5.62;0.94;0.94;1.88;0.47;0.47;13.59;41 %;7.5;31 %;6.9;54 %;0.94;50 %;0.94;100 %;0.47;100 %;1.88;50 %;5.16;6.56;2;0.94;–;–;63.75;47.81;75 %;0 %;0.94;0.47;–;–;0.07;–;0;0.76;0.65;0.11;–;–;30;–;–;3.75;0.94;–;0.94;–;5.62;2.34;3.28;0.47;0.94;0.47;0.94
Олег Ланин;Енисей Красноярск;–;90;ЗП ПЦ;–;–;–;–;–;–;2.84;0.95;–;–;–;–;–;–;–;–;71.05;93 %;–;–;–;–;12.32;85 %;0.95;100 %;–;–;6.63;86 %;0.95;0 %;4.74;1.89;1.89;5.68;3.79;–;18.95;55 %;11.37;67 %;7.58;38 %;4.74;40 %;–;–;–;–;4.74;100 %;5.68;3.79;1;0.95;–;–;101.37;86.21;85 %;–;–;–;–;–;–;–;–;0.68;0.67;0.01;–;–;66.32;–;–;10.42;0.95;–;5.68;–;10.42;7.58;2.84;1.89;–;–;4.74
Руслан Лисакович;Динамо Махачкала;–;90;ЗП ПЦ;–;–;–;–;–;0.47;0.94;–;–;–;–;–;–;0.47;–;0.01;56.54;85 %;0.47;100 %;0.94;50 %;8.95;68 %;4.24;67 %;–;–;3.3;57 %;6.6;57 %;4.24;1.41;0.47;2.36;1.41;–;18.38;54 %;11.78;48 %;6.6;64 %;2.83;33 %;1.88;25 %;–;–;7.54;38 %;5.18;8.48;2;0.94;–;–;89.53;71.62;80 %;0 %;0.47;–;–;0.29;0.02;–;0;1.6;0.65;0.41;–;–;48.06;0.47;0.47;6.13;2.83;–;1.88;3.77;9.9;5.65;4.24;0.94;0.47;–;2.83
Михаил Мальцев;Сокол Саратов;–;90;ЗП ПЦ;–;–;–;–;–;–;2.81;1.88;–;0.94;–;–;–;0.94;–;0.03;24.38;85 %;–;–;–;–;12.19;85 %;0.94;100 %;–;–;5.62;100 %;2.81;67 %;0.94;–;0.94;2.81;0.94;–;7.5;63 %;4.69;40 %;2.81;100 %;3.75;50 %;–;–;–;–;0.94;100 %;2.81;1.88;1;0.94;–;–;38.44;30;78 %;0 %;–;0.94;–;–;0.03;–;0;1.68;1.4;0.28;0.02;0.02;20.62;–;–;10.31;0.94;–;5.62;1.88;4.69;1.88;2.81;1.88;–;–;0.94
Равиль Нетфуллин;Химки;–;90;ЗП ПЦ;–;–;–;–;–;0.95;0.95;–;0.95;0.95;–;–;–;4.74;3.79;0.13;42.63;78 %;0.95;100 %;–;–;13.26;43 %;1.89;50 %;0.95;0 %;6.63;71 %;1.89;50 %;4.74;0.95;–;6.63;0.95;1.89;14.21;80 %;9.47;80 %;4.74;80 %;5.68;83 %;0.95;100 %;0.95;100 %;4.74;80 %;6.63;11.37;1;0.95;–;–;81.47;68.21;84 %;80 %;–;0.95;–;0.53;0.03;–;0;1.3;2.5;-0.75;–;–;33.16;0.95;–;5.68;0.95;–;4.74;0.95;11.37;7.58;3.79;4.74;0.95;0.95;3.79
Данила Смирнов;ФК Волгарь;–;90;ЗП ПЦ;–;–;–;–;–;–;1.22;–;–;–;1.22;–;–;1.22;–;0.04;34.05;82 %;–;–;–;–;10.95;67 %;1.22;0 %;–;–;7.3;67 %;3.65;0 %;4.86;1.22;–;3.65;1.22;2.43;23.11;53 %;13.38;36 %;9.73;75 %;8.51;71 %;1.22;100 %;1.22;100 %;3.65;33 %;4.86;7.3;1;1.22;1.22;–;72.97;54.73;75 %;0 %;1.22;–;–;–;0.03;–;0;0.44;2.52;-2.08;–;–;27.97;–;–;7.3;–;–;4.86;–;12.16;4.86;7.3;6.8;1.22;1.22;1.22
Дмитрий Вебер;Сокол Саратов;–;90;ЗП ПЦ;–;–;–;–;–;–;–;3.1;–;–;–;–;–;–;–;–;31.03;90 %;–;–;–;–;6.21;50 %;3.1;100 %;–;–;3.1;100 %;–;–;6.21;–;–;6.21;–;3.1;6.21;50 %;3.1;100 %;3.1;0 %;–;–;3.1;0 %;–;–;3.1;100 %;3.1;–;1;–;–;3.1;43.45;37.24;86 %;–;–;–;–;–;–;–;–;1.3;2.51;-1.21;0.19;0.06;27.93;–;–;3.1;3.1;–;3.1;–;3.1;3.1;–;–;–;–;3.1
Ишхан Гелоян;Арсенал Тула;–;90;АП ПЦ;–;–;–;–;–;–;1.48;1.48;–;–;–;–;0.74;0.74;0.74;0.03;26.56;69 %;–;–;1.48;50 %;3.69;40 %;0.74;100 %;–;–;1.48;50 %;2.21;33 %;5.16;0.74;–;0.74;–;0.74;16.23;59 %;5.9;50 %;10.33;64 %;2.95;50 %;3.69;80 %;2.21;100 %;2.95;50 %;2.95;3.69;2;1.48;1.48;–;50.9;36.15;71 %;100 %;–;–;–;0.19;0.04;–;0;0.22;0.9;-0.68;–;–;18.44;–;0.74;1.48;0.74;–;0.74;0.74;9.59;2.95;6.64;1.48;2.95;2.21;1.48
Сослан Кагермазов;Динамо Махачкала;–;90;ЗП П;–;–;–;–;–;0.53;–;0.53;0.53;0.53;–;–;–;1.6;–;0.08;48.99;76 %;1.7;50 %;4.26;38 %;15.44;59 %;3.2;50 %;1.6;67 %;7.46;64 %;6.92;46 %;7.46;0.53;0.53;1.6;–;0.53;10.65;60 %;6.39;67 %;4.26;50 %;3.73;29 %;0.53;100 %;0.53;100 %;2.13;100 %;4.79;2.66;2;1.7;0.53;–;69.76;51.66;74 %;0 %;0.53;1.7;–;0.39;0.05;–;0;1.19;0.73;0.46;–;–;37.28;0.53;1.6;9.5;1.6;1.7;4.79;3.2;6.39;4.26;2.13;1.7;0.53;0.53;2.13
Артём Попов;Арсенал Тула;–;90;ЗП П;–;–;–;–;–;–;–;2.35;–;–;–;–;–;–;–;–;34.43;75 %;–;–;1.57;50 %;9.39;67 %;2.35;33 %;–;–;6.26;63 %;3.91;60 %;7.4;1.57;0.78;2.35;0.78;2.35;18;57 %;6.26;63 %;11.74;53 %;7.4;56 %;1.57;50 %;0.78;100 %;2.35;67 %;2.35;5.48;2;0.78;0.78;0.78;63.39;46.17;73 %;–;–;–;–;0.31;–;–;–;0.72;0.92;-0.2;–;–;25.83;–;0.78;6.26;0.78;–;3.91;2.35;10.17;3.91;6.26;3.91;0.78;0.78;1.57
Александр Сандрачук;Динамо Махачкала;–;90;ЗП П;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;47.14;82 %;–;–;–;–;21.43;60 %;4.29;0 %;–;–;8.57;100 %;–;–;–;–;–;–;–;4.29;4.29;0 %;4.29;0 %;–;–;4.29;0 %;–;–;–;–;–;–;–;12.86;1;–;–;4.29;68.57;55.71;81 %;–;–;–;–;–;–;–;–;0.09;–;0.09;–;–;38.57;–;–;12.86;–;–;8.57;–;–;–;–;–;–;–;–
Роман Юзепчук;Торпедо Москва;–;90;ЗП П;0.47;–;0.94;0.47;50 %;0.47;1.41;–;–;–;0.47;–;–;0.94;0.94;0.41;34.4;70 %;0.47;0 %;1.41;0 %;8.1;41 %;1.41;33 %;0.47;0 %;7.54;63 %;3.3;29 %;5.65;1.41;0.94;2.36;0.94;0.47;13.66;48 %;8.48;56 %;5.18;36 %;1.41;33 %;0.47;100 %;0.47;100 %;1.41;67 %;4.24;5.18;2;0.94;–;–;59.84;41.47;69 %;100 %;–;–;–;0.13;0.43;0.86;1.16;1.5;1.33;0.17;0.06;0.12;24.03;–;–;3.3;0.47;–;4.71;0.94;6.6;4.71;1.88;0.47;0.47;0.47;0.94
Ильнур Бадртдинов;КамАЗ Набережные Челны;–;90;АП П;–;–;–;–;–;–;0.61;0.61;–;0.61;–;–;–;–;–;–;17.03;71 %;–;–;1.82;67 %;1.82;33 %;–;–;–;–;1.22;0 %;3.4;80 %;7.3;1.82;1.22;3.65;–;1.22;20.68;44 %;9.12;47 %;11.55;42 %;7.3;25 %;1.82;67 %;1.82;67 %;4.86;63 %;4.26;3.4;2;0.61;–;0.61;48.04;30.41;63 %;–;–;–;–;0.07;–;–;–;0.51;1.56;-1.05;0.04;0.06;12.16;–;1.22;0.61;–;–;–;2.43;9.12;4.26;4.86;1.82;1.22;1.22;3.4
Никита Балахонцев;Тюмень;–;90;АП П;–;–;2.31;–;0 %;–;4.62;–;–;–;–;–;–;6.92;–;0.74;30;69 %;–;–;–;–;9.23;50 %;–;–;–;–;9.23;25 %;4.62;50 %;18.46;2.31;2.31;–;–;–;23.08;30 %;2.31;0 %;20.77;33 %;4.62;0 %;6.92;33 %;4.62;50 %;2.31;0 %;2.31;9.23;2;–;–;4.62;76.15;41.54;55 %;0 %;4.62;2.31;–;0.44;0.11;–;0;1.98;1.15;0.83;–;–;20.77;–;–;4.62;–;–;2.31;2.31;6.92;–;6.92;–;2.31;2.31;–
Кирилл Данилин;ФК Акрон Тольятти;–;90;АП П;–;–;–;–;–;6;–;–;–;–;–;–;–;–;–;–;24;75 %;6;100 %;–;–;9;67 %;–;–;–;–;–;–;6;100 %;6;3;–;3;3;3;9;0 %;3;0 %;6;0 %;–;–;3;0 %;3;0 %;3;0 %;3;12;1;–;–;3;51;36;71 %;–;–;–;–;1.11;–;–;–;2.25;0.18;2.7;–;–;18;6;–;6;–;–;–;6;–;–;–;–;–;–;–
Кирилл Никитин;СКА-Хабаровск;–;90;АП П;1.3;–;1.3;1.3;100 %;0.51;1.3;1.3;–;–;–;–;–;1.54;1.3;0.19;16.97;70 %;0.51;0 %;1.54;33 %;2.6;25 %;–;–;–;–;0.51;0 %;1.54;33 %;10.8;1.3;1.54;1.3;1.3;1.54;18;23 %;3.9;33 %;14.91;21 %;4.63;11 %;6.69;31 %;2.57;40 %;1.54;67 %;2.6;4.11;2;1.3;0.51;–;45.77;24.69;54 %;67 %;–;0.51;–;0.01;0.12;0.18;5.56;1.2;1.39;-0.37;–;–;11.83;–;0.51;0.51;–;–;–;0.51;4.11;1.3;3.9;0.51;2.6;1.3;1.3
Владислав Галкин;ФК Акрон Тольятти;–;90;АП П;–;1.41;1.41;–;0 %;2.11;1.41;–;–;–;–;–;–;2.11;0.7;0.13;22.5;81 %;1.41;100 %;1.41;50 %;4.22;83 %;3.52;80 %;–;–;3.52;80 %;2.81;75 %;10.55;2.81;2.11;2.81;–;2.11;19.69;21 %;4.92;29 %;14.77;19 %;2.81;0 %;4.22;33 %;1.41;0 %;2.81;25 %;3.52;7.73;2;1.41;1.41;–;61.17;37.97;62 %;33 %;1.41;–;–;0.78;0.06;–;0;1.32;1.27;0.05;–;–;18.28;1.41;0.7;3.52;2.81;–;2.81;2.11;4.22;1.41;2.81;–;1.41;–;0.7
Михаил Гащенков;Шинник;–;90;АП П;–;–;–;–;–;–;2.73;2.73;–;–;–;–;–;–;–;–;32.73;83 %;–;–;–;–;8.18;67 %;–;–;–;–;5.45;50 %;2.73;100 %;10.91;2.73;–;2.73;2.73;–;16.36;17 %;2.73;0 %;13.64;20 %;8.18;33 %;–;–;–;–;–;–;5.45;5.45;1;–;–;2.73;60;40.91;68 %;–;–;–;–;–;–;–;–;2.4;1.77;0.63;–;–;27.27;–;–;5.45;–;–;2.73;2.73;2.73;–;2.73;2.73;–;–;–
Батраз Гурциев;Алания Владикавказ;–;90;АП П;0.6;0.6;2.98;0.6;20 %;1.79;1.19;–;–;–;–;–;–;4.77;4.77;0.89;23.25;56 %;1.19;0 %;2.98;40 %;3.58;17 %;0.6;0 %;–;–;1.19;0 %;7.15;42 %;7.75;0.6;0.6;0.6;0.6;1.79;11.32;47 %;2.98;0 %;8.34;64 %;4.77;75 %;1.19;100 %;1.19;100 %;1.19;0 %;1.79;2.98;2;1.19;1.19;–;46.49;29.8;64 %;100 %;–;–;–;0.19;0.19;1.49;0.67;1.21;0.41;0.8;–;–;13.11;–;1.19;0.6;–;–;–;2.98;5.36;–;5.36;3.58;1.19;1.19;–
Артём Кулишев;Химки;–;90;АП П;–;–;1.53;–;0 %;–;–;–;1.53;1.53;–;–;–;1.53;–;0.78;28.98;37 %;1.53;0 %;4.58;0 %;4.58;33 %;–;–;–;–;6.1;50 %;9.15;17 %;15.25;1.53;–;1.53;–;–;12.2;38 %;3.5;50 %;9.15;33 %;7.63;20 %;–;–;–;–;1.53;100 %;–;1.53;1;1.53;1.53;–;44.24;16.78;38 %;0 %;1.53;–;–;0.08;0.51;–;0;1.6;3.29;-1.69;–;–;10.68;–;–;1.53;–;–;3.5;1.53;4.58;1.53;3.5;1.53;–;–;1.53
Артём Малахов;Шинник;–;90;АП П;–;0.63;0.63;–;0 %;1.89;0.63;–;–;–;–;–;–;2.52;0.63;0.33;31.47;78 %;0.63;100 %;2.52;50 %;3.15;60 %;1.26;50 %;–;–;1.89;67 %;5.66;67 %;6.29;0.63;1.26;2.52;0.63;1.26;11.33;67 %;4.41;57 %;6.92;73 %;3.78;83 %;0.63;0 %;0.63;0 %;3.15;80 %;1.26;7.55;2;1.26;1.26;–;57.27;43.43;76 %;25 %;1.89;–;–;0.69;0.13;–;0;1.93;1.33;0.6;–;–;24.55;0.63;1.26;1.89;0.63;–;1.26;3.78;7.55;2.52;5.3;3.15;–;–;2.52
Антон Терехов;Шинник;–;90;АП П;–;–;–;–;–;–;–;5.62;–;–;–;–;–;–;–;–;45;50 %;–;–;5.62;0 %;11.25;0 %;–;–;–;–;–;–;16.88;0 %;11.25;–;–;11.25;11.25;11.25;22.5;75 %;5.62;100 %;16.88;67 %;–;–;16.88;67 %;16.88;67 %;5.62;100 %;–;5.62;1;–;–;5.62;84.38;56.25;67 %;–;–;–;–;–;–;–;–;–;1.18;-1.18;–;–;22.5;–;–;–;–;–;–;–;16.88;5.62;11.25;–;11.25;11.25;5.62
Сергей Ткачёв;Родина Москва;–;90;АП П;–;–;–;–;–;–;2.25;–;–;–;–;–;–;–;–;–;33.75;80 %;2.25;0 %;2.25;100 %;4.5;100 %;–;–;–;–;–;–;6.75;67 %;9;–;2.25;4.5;–;–;15.75;57 %;9;50 %;6.75;67 %;4.5;50 %;–;–;–;–;2.25;0 %;6.75;6.75;1;–;–;2.25;65.25;49.5;76 %;–;–;–;–;1.8;–;–;–;1.28;0.18;1.1;–;–;27;–;2.25;4.5;–;–;–;4.5;9;4.5;4.5;2.25;–;–;–
Максим Турищев;Родина Москва;–;90;АП П;–;–;–;–;–;–;–;–;–;–;–;–;–;4.58;1.53;0.2;25.93;71 %;1.53;0 %;1.53;100 %;–;–;1.53;100 %;–;–;–;–;1.53;100 %;1.53;–;–;1.53;–;3.5;4.58;100 %;1.53;100 %;3.5;100 %;–;–;1.53;100 %;1.53;100 %;1.53;100 %;–;4.58;1;1.53;1.53;–;42.71;32.03;75 %;33 %;3.5;–;–;0.32;0.04;–;0;1.37;0.46;0.92;–;–;18.31;–;1.53;–;1.53;–;–;1.53;4.58;1.53;3.5;–;1.53;1.53;1.53
Константин Базелюк;Нефтехимик Нижнекамск;–;90;Ф ЛЦ;–;–;2.29;–;0 %;0.76;–;3.5;–;–;–;–;–;2.29;1.53;0.3;16.02;81 %;0.76;100 %;–;–;5.34;71 %;0.76;100 %;–;–;3.81;80 %;1.53;100 %;11.44;3.81;1.53;2.29;0.76;0.76;25.93;38 %;6.86;33 %;19.07;40 %;9.92;54 %;5.34;29 %;5.34;29 %;1.53;50 %;2.29;2.29;2;1.53;1.53;–;51.1;29.75;58 %;67 %;0.76;–;–;0.87;0.13;–;0;1.66;0.51;1.15;–;–;12.97;0.76;–;3.81;0.76;–;3.5;1.53;9.92;2.29;7.63;5.34;1.53;1.53;0.76
Игорь Дружинин;Тюмень;–;90;Ф ЛЦ;–;–;–;–;–;–;3.91;–;–;–;–;–;–;–;–;–;23.48;75 %;–;–;–;–;1.96;0 %;–;–;–;–;–;–;1.96;100 %;7.83;1.96;5.87;3.91;1.96;–;25.43;38 %;7.83;75 %;17.61;22 %;9.78;40 %;–;–;–;–;–;–;3.91;11.74;1;1.96;1.96;–;70.43;43.04;61 %;–;–;–;–;–;–;–;–;2.33;0.98;1.35;–;–;17.61;–;–;–;–;–;–;1.96;9.78;5.87;3.91;3.91;–;–;–
Игорь Горбунов;Торпедо Москва;–;90;Ф ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;45;67 %;–;–;7.5;0 %;15;100 %;15;50 %;–;–;7.5;100 %;–;–;7.5;–;–;–;–;7.5;15;0 %;7.5;0 %;7.5;0 %;–;–;7.5;0 %;7.5;0 %;–;–;7.5;7.5;1;–;–;7.5;82.5;52.5;64 %;–;–;–;–;–;–;–;–;–;0.15;-0.15;–;–;30;–;–;15;7.5;–;7.5;–;–;–;–;–;–;–;–
Артём Котик;Нефтехимик Нижнекамск;–;90;Ф ЛЦ;0.64;–;1.29;0.64;50 %;–;1.29;1.93;–;–;–;–;–;1.29;0.64;0.37;21.21;64 %;–;–;0.64;0 %;2.57;25 %;–;–;–;–;1.29;0 %;1.93;33 %;11.57;0.64;1.29;3.86;–;0.64;27.64;33 %;6.43;70 %;21.21;21 %;14.14;23 %;0.64;0 %;0.64;0 %;1.93;100 %;1.29;3.86;2;1.29;1.29;–;57.21;28.93;51 %;50 %;0.64;–;–;0.03;0.29;0.58;1.72;1.16;1.5;0.12;–;–;13.5;–;–;0.64;–;–;–;0.64;9;4.5;4.5;3.21;–;–;1.93
Игорь Лебеденко;Торпедо Москва;–;90;Ф ЛЦ;0.57;–;1.15;0.57;50 %;1.15;–;2.29;–;1.15;–;–;0.57;1.15;0.57;0.25;25.8;64 %;1.15;50 %;–;–;5.16;44 %;0.57;0 %;–;–;4.59;38 %;2.29;75 %;14.9;1.15;0.57;2.29;1.72;–;29.81;38 %;4.59;50 %;25.22;36 %;16.62;41 %;1.72;0 %;1.15;0 %;1.15;100 %;2.29;4.59;2;1.15;1.15;–;64.2;35.54;55 %;50 %;0.57;–;–;0.15;0.22;0.43;2.33;1.59;1.54;0.06;–;–;16.62;0.57;–;2.29;–;–;1.72;1.72;11.46;2.29;9.17;6.88;–;–;1.15
Эгаш Касинтура;Динамо Махачкала;–;90;Ф ЛЦ;–;–;0.94;–;0 %;0.94;1.41;3.3;–;–;0.47;–;0.47;3.3;–;0.52;43.35;75 %;1.88;0 %;0.94;0 %;6.6;71 %;–;–;–;–;4.24;67 %;2.36;0 %;13.66;1.41;0.94;2.36;0.94;5.65;32.51;46 %;6.13;46 %;26.39;46 %;7.7;47 %;11.31;50 %;10.37;50 %;0.94;100 %;2.36;4.24;2;0.94;–;–;92.36;59.84;65 %;0 %;1.88;1.41;–;0.15;0.16;–;0;1.6;0.65;0.41;–;–;32.51;–;–;4.71;–;–;2.83;–;15.08;2.83;12.25;3.3;5.65;5.18;0.94
Даниил Шамкин;Торпедо Москва;–;90;Ф ЛЦ;–;–;–;–;–;11.25;–;–;–;–;–;–;–;–;–;–;33.75;67 %;22.5;50 %;–;–;11.25;100 %;–;–;–;–;–;–;11.25;100 %;–;–;–;–;–;–;56.25;60 %;11.25;0 %;45;75 %;33.75;67 %;11.25;100 %;11.25;100 %;11.25;0 %;–;11.25;1;–;–;11.25;112.5;78.75;70 %;–;–;–;–;2.2;–;–;–;4.5;1.35;3.15;–;–;22.5;11.25;–;11.25;–;–;–;11.25;33.75;–;33.75;22.5;11.25;11.25;–
Егор Шмаров;Химки;–;90;Ф ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;7.5;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;7.5;–;–;–;–;7.5;22.5;33 %;–;–;22.5;33 %;15;0 %;–;–;–;–;–;–;–;–;1;–;–;7.5;37.5;22.5;60 %;–;–;–;–;–;–;–;–;–;–;–;–;–;7.5;–;–;–;–;–;–;–;7.5;–;7.5;–;–;–;–
Евгений Татаринов;Тюмень;–;90;Ф ЛЦ;–;0.8;0.8;0.8;100 %;1.59;0.8;0.8;–;–;–;–;–;1.59;–;0.22;21.5;67 %;0.8;100 %;–;–;3.98;60 %;–;–;–;–;1.59;0 %;3.19;100 %;9.56;1.59;1.59;–;–;1.59;25.49;34 %;2.39;67 %;23.1;31 %;15.13;32 %;3.19;25 %;1.59;50 %;–;–;0.8;4.78;2;–;0.8;1.59;57.35;30.27;53 %;0 %;1.59;–;–;0.45;0.14;–;0;0.89;0.66;0.23;–;–;14.34;0.8;–;2.39;–;–;–;3.19;8.76;1.59;7.17;4.78;0.8;0.8;–
Кирилл Ушатов;ФК Волгарь;–;90;Ф ЛЦ;–;–;1.48;–;0 %;1.48;1.48;2.95;–;–;–;–;–;4.43;1.48;0.65;25.08;82 %;1.48;100 %;–;–;1.48;100 %;–;–;–;–;–;–;1.48;100 %;7.38;–;1.48;4.43;2.95;–;14.75;50 %;–;–;14.75;50 %;2.95;0 %;5.9;100 %;4.43;100 %;–;–;2.95;5.9;1;1.48;1.48;–;54.59;38.36;70 %;33 %;1.48;1.48;–;0.34;0.15;–;0;2.8;1.28;0.8;–;–;20.66;1.48;–;1.48;–;–;–;1.48;7.38;–;7.38;–;5.9;4.43;–
Алимхан Зайнивов;Динамо Махачкала;–;90;Ф ЛЦ;–;–;–;–;–;–;3.21;3.21;–;–;–;–;–;–;–;–;19.29;83 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;9.64;6.43;3.21;–;–;–;25.71;38 %;3.21;100 %;22.5;29 %;16.07;20 %;3.21;100 %;–;–;–;–;–;–;2;–;–;6.43;48.21;25.71;53 %;–;–;–;–;–;–;–;–;0.06;–;0.06;–;–;16.07;–;–;–;–;–;–;–;9.64;3.21;6.43;3.21;3.21;–;–
Александр Денисов;Арсенал Тула;–;90;Ф ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;25.71;0 %;–;–;–;–;12.86;0 %;–;–;–;–;–;–;–;–;25.71;–;–;–;–;–;25.71;50 %;12.86;0 %;12.86;100 %;12.86;100 %;–;–;–;–;–;–;–;–;1;–;–;12.86;51.43;12.86;25 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;12.86;–;12.86;12.86;–;–;–
Руслан Казаков;Ленинградец;–;90;Ф ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;60;0 %;30;0 %;30;0 %;–;–;–;–;–;–;–;–;–;–;1;–;–;30;60;–;0 %;–;–;–;–;–;–;–;–;–;10.8;-10.8;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Руслан Куль;Родина Москва;–;90;Ф ПЦ;2.57;–;5.14;5.14;100 %;2.57;–;2.57;–;–;–;–;2.57;5.14;5.14;2.57;20.57;75 %;–;–;–;–;5.14;50 %;–;–;–;–;5.14;50 %;2.57;0 %;10.29;–;2.57;–;–;–;15.43;17 %;5.14;0 %;10.29;25 %;2.57;100 %;–;–;–;–;5.14;0 %;2.57;7.71;1;–;–;2.57;54;33.43;62 %;100 %;–;–;–;–;0.5;1;1;2.78;1.8;1.7;–;–;15.43;–;–;2.57;–;–;2.57;–;2.57;–;2.57;2.57;–;–;–
Максим Левин;Ленинградец;–;90;Ф ПЦ;–;–;1.94;–;0 %;1.94;0.97;–;–;–;0.97;–;0.97;1.94;1.94;0.86;43.55;76 %;0.97;0 %;1.94;50 %;5.81;83 %;2.9;100 %;–;–;2.9;67 %;8.71;67 %;12.58;–;2.9;1.94;0.97;0.97;14.52;33 %;5.81;17 %;8.71;44 %;2.9;0 %;2.9;33 %;2.9;33 %;1.94;0 %;–;11.61;1;0.97;0.97;–;74.52;51.29;69 %;100 %;–;–;–;0.27;0.44;–;0;0.88;0.29;0.59;–;–;32.9;–;0.97;4.84;2.9;–;1.94;5.81;4.84;0.97;3.87;–;0.97;0.97;–
