Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Андрей Евдокимов;Сокол Саратов;187;95;З Ц;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;76.00;91 %;-;-;-;-;9.00;67 %;-;-;-;-;-;-;-;-;4.00;2.00;-;8.00;-;-;11.00;55 %;10.00;60 %;1.00;0 %;9.00;56 %;-;-;-;-;2.00;50 %;7.00;5.00;1;1.00;-;-;99.00;87.00;88 %;-;-;-;-;-;-;-;-;0.95;1.91;-0.96;0.02;0.02;69.00;-;-;6.00;-;-;-;-;6.00;6.00;-;5.00;-;-;1.00
Николай Гиоргобиани;Алания Владикавказ;263;95;П ЛЦ;1.00;-;4.00;1.00;25 %;1.00;2.00;1.00;-;-;-;-;-;6.00;2.00;1.89;35.00;74 %;-;-;2.00;0 %;4.00;50 %;1.00;100 %;-;-;1.00;0 %;3.00;67 %;10.00;3.00;-;4.00;2.00;4.00;17.00;53 %;5.00;60 %;12.00;50 %;6.00;50 %;3.00;0 %;-;-;3.00;67 %;3.00;8.00;1;1.00;-;-;73.00;52.00;71 %;33 %;2.00;-;2.00;-;0.32;1.89;0.53;2.86;2.9;0.77;-;-;26.00;-;-;2.00;1.00;-;-;2.00;9.00;3.00;6.00;3.00;-;-;2.00
Максим Караев;Сокол Саратов;230;95;ЗП Л;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.03;39.00;85 %;-;-;1.00;0 %;2.00;50 %;1.00;0 %;-;-;1.00;0 %;1.00;100 %;9.00;3.00;2.00;7.00;-;1.00;16.00;56 %;5.00;100 %;11.00;36 %;4.00;75 %;3.00;0 %;2.00;0 %;3.00;100 %;4.00;5.00;1;1.00;-;-;69.00;53.00;77 %;0 %;1.00;-;-;-;0.03;-;0.00;0.95;1.91;-0.96;-;-;33.00;-;-;1.00;-;-;-;1.00;9.00;5.00;4.00;3.00;-;-;3.00
Максим Храмцов;Динамо Махачкала;198;95;ЗП Л;-;-;-;-;-;-;-;-;-;1.00;-;-;-;1.00;1.00;0.03;43.00;72 %;-;-;2.00;0 %;8.00;75 %;2.00;50 %;1.00;0 %;7.00;71 %;4.00;50 %;10.00;3.00;-;5.00;2.00;2.00;15.00;60 %;7.00;43 %;8.00;75 %;11.00;73 %;-;-;-;-;1.00;100 %;8.00;4.00;1;1.00;-;-;73.00;55.00;75 %;100 %;-;-;-;0.11;0.03;-;0.00;1.91;0.95;0.96;0.33;0.17;31.00;-;-;6.00;1.00;-;5.00;2.00;9.00;3.00;6.00;8.00;-;-;1.00
Владимир Ковачевич;Динамо Махачкала;214;95;З ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;25.00;88 %;-;-;-;-;8.00;75 %;1.00;0 %;-;-;5.00;60 %;-;-;1.00;1.00;-;4.00;-;2.00;10.00;60 %;6.00;67 %;4.00;50 %;4.00;75 %;2.00;50 %;-;-;2.00;0 %;3.00;7.00;1;1.00;-;-;48.00;41.00;85 %;-;-;-;-;0.03;-;-;-;1.91;0.95;0.96;-;-;22.00;-;-;6.00;-;-;3.00;-;6.00;4.00;2.00;3.00;1.00;-;-
Олег Кожемякин;СКА-Хабаровск;184;95;З ПЦ;-;-;-;-;-;-;-;1.00;1.00;3.00;-;-;-;-;-;-;56.00;86 %;-;-;1.00;0 %;15.00;73 %;3.00;100 %;2.00;100 %;7.00;57 %;1.00;0 %;3.00;-;1.00;7.00;1.00;4.00;11.00;73 %;6.00;67 %;5.00;80 %;7.00;57 %;4.00;100 %;2.00;100 %;-;-;5.00;5.00;1;1.00;-;-;82.00;70.00;85 %;-;-;-;-;0.10;-;-;-;2.9;2.86;-0.77;0.21;0.10;48.00;-;-;11.00;3.00;2.00;4.00;-;8.00;4.00;4.00;4.00;4.00;2.00;-
Артём Молодцов;Сокол Саратов;163;95;ЗП П;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;45.00;76 %;-;-;3.00;0 %;10.00;60 %;2.00;100 %;-;-;2.00;100 %;3.00;33 %;4.00;1.00;1.00;3.00;1.00;-;11.00;45 %;8.00;38 %;3.00;67 %;7.00;29 %;-;-;-;-;3.00;67 %;5.00;5.00;1;1.00;-;-;67.00;49.00;73 %;-;-;-;-;-;-;-;-;0.95;1.91;-0.96;-;-;34.00;-;-;6.00;2.00;-;2.00;1.00;5.00;3.00;2.00;2.00;-;-;2.00
Магомед Мусалов;СКА-Хабаровск;196;95;З П;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;1.00;-;0.22;50.00;78 %;-;-;-;-;12.00;58 %;-;-;-;-;2.00;50 %;3.00;67 %;6.00;1.00;-;3.00;1.00;4.00;7.00;57 %;4.00;50 %;3.00;67 %;1.00;0 %;1.00;0 %;-;-;2.00;50 %;4.00;5.00;1;1.00;-;-;71.00;56.00;79 %;0 %;1.00;-;-;0.10;0.22;-;0.00;2.9;2.86;-0.77;-;-;39.00;-;-;7.00;-;-;1.00;2.00;4.00;2.00;2.00;-;-;-;1.00
Илья Петров;СКА-Хабаровск;214;95;ЗП Ц;-;-;-;-;-;1.00;2.00;2.00;-;-;-;-;-;3.00;1.00;0.13;49.00;80 %;2.00;50 %;2.00;50 %;8.00;63 %;1.00;0 %;1.00;0 %;5.00;60 %;9.00;56 %;7.00;1.00;-;5.00;2.00;3.00;11.00;45 %;8.00;63 %;3.00;0 %;1.00;100 %;2.00;0 %;1.00;0 %;6.00;67 %;5.00;11.00;1;1.00;-;-;82.00;64.00;78 %;33 %;-;2.00;-;0.52;0.04;-;0.00;2.9;2.86;-0.77;0.12;0.12;39.00;1.00;1.00;5.00;-;-;3.00;5.00;5.00;5.00;-;1.00;-;-;4.00
Илья Сериков;Сокол Саратов;189;95;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;89.00;88 %;-;-;-;-;13.00;85 %;-;-;-;-;2.00;100 %;-;-;5.00;5.00;-;7.00;1.00;4.00;10.00;50 %;9.00;44 %;1.00;100 %;7.00;57 %;-;-;-;-;1.00;0 %;12.00;8.00;1;1.00;-;-;123.00;107.00;87 %;-;-;-;-;-;-;-;-;0.95;1.91;-0.96;-;-;78.00;-;-;11.00;-;-;2.00;-;5.00;4.00;1.00;4.00;-;-;-
Давид Шавлохов;Алания Владикавказ;233;95;З ЛЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;1.00;-;0.01;68.00;81 %;-;-;1.00;0 %;19.00;58 %;11.00;27 %;2.00;0 %;9.00;33 %;-;-;8.00;2.00;-;8.00;2.00;5.00;11.00;91 %;10.00;90 %;1.00;100 %;6.00;100 %;1.00;100 %;-;-;3.00;67 %;6.00;7.00;1;1.00;-;-;98.00;83.00;85 %;0 %;1.00;-;-;-;0.01;-;0.00;2.86;2.9;0.77;-;-;55.00;-;-;11.00;3.00;-;3.00;-;10.00;9.00;1.00;6.00;1.00;-;2.00
Артем Симонян;СКА-Хабаровск;214;95;П ЛЦ;-;-;-;-;-;3.00;-;3.00;-;-;-;-;-;3.00;1.00;0.06;38.00;76 %;3.00;100 %;1.00;100 %;10.00;80 %;1.00;100 %;-;-;3.00;100 %;7.00;71 %;9.00;2.00;2.00;2.00;-;5.00;12.00;50 %;5.00;80 %;7.00;29 %;2.00;50 %;1.00;100 %;-;-;2.00;100 %;1.00;7.00;1;1.00;-;-;68.00;49.00;72 %;33 %;-;2.00;-;0.65;0.02;-;0.00;2.9;2.86;-0.77;-;-;29.00;3.00;1.00;8.00;1.00;-;3.00;5.00;6.00;4.00;2.00;1.00;1.00;-;2.00
Михаил Сухорученко;Алания Владикавказ;195;95;З ПЦ;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;72.00;88 %;-;-;-;-;19.00;68 %;12.00;58 %;3.00;33 %;6.00;33 %;-;-;5.00;1.00;-;6.00;1.00;1.00;10.00;60 %;10.00;60 %;-;-;-;-;-;-;-;-;7.00;57 %;2.00;2.00;1;1.00;-;-;88.00;75.00;85 %;-;-;-;-;0.01;-;-;-;2.86;2.9;0.77;0.34;0.11;63.00;-;-;13.00;7.00;1.00;2.00;-;6.00;6.00;-;-;-;-;4.00
Заур Тарба;Алания Владикавказ;210;95;ЗП Ц;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;25.00;88 %;-;-;-;-;4.00;50 %;1.00;0 %;-;-;5.00;80 %;1.00;100 %;2.00;-;-;3.00;1.00;-;10.00;50 %;6.00;33 %;4.00;75 %;1.00;0 %;2.00;100 %;2.00;100 %;5.00;40 %;6.00;2.00;1;1.00;-;-;44.00;36.00;82 %;-;-;-;-;0.14;-;-;-;2.86;2.9;0.77;-;-;22.00;-;-;2.00;-;-;4.00;1.00;5.00;2.00;3.00;-;2.00;2.00;2.00
Валерий Царукян;Алания Владикавказ;257;95;АП Л;1.00;1.00;3.00;1.00;33 %;2.00;1.00;-;-;-;-;-;-;4.00;1.00;0.96;34.00;74 %;2.00;50 %;3.00;67 %;3.00;67 %;1.00;100 %;-;-;1.00;100 %;4.00;50 %;10.00;1.00;1.00;4.00;1.00;3.00;17.00;35 %;5.00;20 %;12.00;42 %;3.00;33 %;4.00;75 %;3.00;67 %;2.00;0 %;5.00;3.00;1;1.00;-;-;67.00;43.00;64 %;25 %;2.00;-;1.00;0.25;0.24;0.96;1.4;2.86;2.9;0.77;-;-;25.00;1.00;2.00;2.00;1.00;-;1.00;2.00;6.00;1.00;5.00;1.00;3.00;2.00;-
Залимхан Юсупов;Динамо Махачкала;209;95;ЗП Ц;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.04;47.00;74 %;1.00;100 %;1.00;0 %;10.00;50 %;3.00;67 %;-;-;5.00;20 %;4.00;25 %;6.00;1.00;1.00;7.00;2.00;1.00;9.00;22 %;7.00;14 %;2.00;50 %;1.00;100 %;1.00;0 %;-;-;4.00;25 %;12.00;8.00;1;1.00;-;-;79.00;58.00;73 %;0 %;1.00;-;-;0.36;0.04;-;0.00;1.91;0.95;0.96;-;-;35.00;1.00;-;5.00;2.00;-;1.00;1.00;2.00;1.00;1.00;1.00;-;-;1.00
Неманья Анджелкович;ФК Акрон Тольятти;208;94;З ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;88.00;92 %;-;-;1.00;0 %;15.00;93 %;5.00;100 %;-;-;6.00;83 %;1.00;100 %;-;-;-;7.00;2.00;5.00;16.00;69 %;10.00;50 %;6.00;100 %;9.00;67 %;-;-;-;-;2.00;100 %;4.00;14.00;1;1.00;-;-;128.00;116.00;91 %;-;-;-;-;-;-;-;-;1.16;0.10;1.6;-;-;81.00;-;-;14.00;5.00;-;5.00;1.00;11.00;5.00;6.00;6.00;-;-;2.00
Максим Бачинский;Ленинградец;192;94;Ф Ц;-;-;2.00;-;0 %;3.00;1.00;2.00;-;1.00;-;-;1.00;2.00;1.00;0.42;17.00;53 %;1.00;100 %;4.00;50 %;4.00;25 %;1.00;0 %;-;-;-;-;4.00;50 %;13.00;1.00;-;1.00;-;1.00;25.00;40 %;4.00;25 %;21.00;43 %;9.00;22 %;5.00;80 %;4.00;75 %;-;-;1.00;1.00;1;1.00;-;-;46.00;22.00;48 %;50 %;1.00;-;-;0.51;0.21;-;0.00;2.24;1.5;1.19;-;-;9.00;1.00;2.00;1.00;-;-;-;2.00;10.00;1.00;9.00;2.00;4.00;3.00;-
Вячеслав Бардыбахин;Енисей Красноярск;237;94;З П;-;-;1.00;-;0 %;-;2.00;-;-;-;-;-;1.00;1.00;-;0.06;36.00;81 %;3.00;0 %;2.00;0 %;3.00;33 %;1.00;100 %;-;-;6.00;83 %;2.00;0 %;6.00;2.00;-;5.00;1.00;-;23.00;61 %;16.00;63 %;7.00;57 %;2.00;100 %;5.00;60 %;-;-;6.00;83 %;6.00;6.00;1;1.00;-;-;72.00;55.00;76 %;0 %;-;-;1.00;-;0.06;-;0.00;2.29;0.75;1.54;0.09;0.09;29.00;-;-;1.00;1.00;-;5.00;-;14.00;10.00;4.00;2.00;3.00;-;5.00
Максим Беляев;Ленинградец;206;94;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;2.00;-;-;-;-;-;-;48.00;88 %;-;-;-;-;8.00;63 %;1.00;100 %;-;-;1.00;100 %;-;-;3.00;2.00;-;11.00;1.00;-;20.00;70 %;17.00;71 %;3.00;67 %;9.00;78 %;-;-;-;-;3.00;100 %;16.00;6.00;1;1.00;-;-;91.00;79.00;87 %;-;-;-;-;-;-;-;-;2.24;1.5;1.19;0.31;0.10;42.00;-;-;5.00;1.00;-;1.00;-;14.00;12.00;2.00;7.00;-;-;3.00
Алексей Бердников;Нефтехимик Нижнекамск;216;94;З П;-;-;-;-;-;-;2.00;1.00;-;-;-;-;1.00;-;-;-;42.00;88 %;-;-;-;-;8.00;50 %;1.00;100 %;-;-;3.00;67 %;1.00;0 %;4.00;1.00;-;7.00;1.00;2.00;10.00;60 %;6.00;50 %;4.00;75 %;4.00;75 %;1.00;100 %;-;-;2.00;0 %;5.00;5.00;1;1.00;-;-;64.00;55.00;86 %;-;-;-;-;-;-;-;-;0.10;1.16;-1.06;-;-;37.00;-;-;4.00;1.00;-;2.00;-;6.00;3.00;3.00;3.00;1.00;-;-
Иван Чудин;ФК Акрон Тольятти;211;94;П ПЦ;-;-;3.00;-;0 %;1.00;2.00;-;-;-;-;-;-;3.00;1.00;0.62;50.00;86 %;-;-;-;-;16.00;75 %;2.00;0 %;-;-;9.00;56 %;3.00;33 %;10.00;2.00;-;6.00;1.00;1.00;20.00;20 %;11.00;9 %;9.00;33 %;10.00;20 %;1.00;100 %;-;-;3.00;0 %;2.00;11.00;1;1.00;-;-;87.00;62.00;71 %;33 %;1.00;-;1.00;-;0.21;-;0.00;1.16;0.10;1.6;0.03;0.03;43.00;-;-;12.00;-;-;5.00;1.00;4.00;1.00;3.00;2.00;1.00;-;-
Кирилл Данилин;ФК Акрон Тольятти;228;94;АП П;-;-;-;-;-;-;1.00;3.00;-;-;-;-;-;-;-;-;49.00;84 %;-;-;5.00;40 %;4.00;50 %;4.00;100 %;-;-;-;-;9.00;56 %;4.00;-;1.00;2.00;-;3.00;9.00;67 %;1.00;100 %;8.00;63 %;1.00;100 %;3.00;67 %;1.00;100 %;1.00;100 %;2.00;7.00;1;1.00;-;-;71.00;59.00;83 %;-;-;-;-;0.12;-;-;-;1.16;0.10;1.6;0.02;0.02;41.00;-;2.00;2.00;4.00;-;-;5.00;6.00;1.00;5.00;1.00;2.00;1.00;1.00
Егор Данилкин;ФК Акрон Тольятти;225;94;З ЛЦ;-;-;1.00;-;0 %;-;-;2.00;-;-;-;-;-;1.00;-;0.12;92.00;96 %;-;-;-;-;18.00;94 %;5.00;80 %;1.00;100 %;4.00;100 %;-;-;-;-;-;7.00;1.00;4.00;12.00;58 %;9.00;67 %;3.00;33 %;7.00;57 %;-;-;-;-;1.00;100 %;3.00;7.00;1;1.00;-;-;119.00;109.00;92 %;0 %;1.00;-;-;-;0.12;-;0.00;1.16;0.10;1.6;-;-;88.00;-;-;17.00;4.00;1.00;4.00;-;7.00;6.00;1.00;4.00;-;-;1.00
Роман Денисов;Нефтехимик Нижнекамск;237;94;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;1.00;0.03;55.00;84 %;-;-;1.00;0 %;5.00;60 %;-;-;-;-;4.00;75 %;1.00;0 %;5.00;2.00;-;5.00;1.00;1.00;16.00;75 %;11.00;73 %;5.00;80 %;5.00;80 %;2.00;50 %;-;-;2.00;100 %;3.00;12.00;1;1.00;-;-;88.00;75.00;85 %;100 %;-;-;-;-;0.03;-;0.00;0.10;1.16;-1.06;-;-;46.00;-;-;3.00;-;-;3.00;-;12.00;8.00;4.00;4.00;1.00;-;2.00
Херман Хулио Сесар Феррейра;Енисей Красноярск;193;94;З ЛЦ;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;28.00;71 %;-;-;-;-;7.00;57 %;2.00;50 %;-;-;1.00;0 %;-;-;5.00;2.00;1.00;9.00;1.00;-;14.00;57 %;11.00;64 %;3.00;33 %;3.00;100 %;-;-;-;-;3.00;33 %;7.00;6.00;1;1.00;-;-;57.00;42.00;74 %;-;-;-;-;-;-;-;-;2.29;0.75;1.54;-;-;20.00;-;-;4.00;1.00;-;-;-;8.00;7.00;1.00;3.00;-;-;1.00
Денис Фомин;Черноморец;182;94;З ПЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;46.00;83 %;-;-;-;-;9.00;44 %;2.00;50 %;1.00;0 %;2.00;0 %;2.00;50 %;4.00;-;-;8.00;1.00;-;7.00;57 %;5.00;60 %;2.00;50 %;2.00;50 %;-;-;-;-;1.00;0 %;9.00;7.00;1;1.00;-;-;71.00;60.00;85 %;-;-;-;-;-;-;-;-;0.75;2.29;-1.54;-;-;38.00;-;-;4.00;1.00;-;-;1.00;4.00;3.00;1.00;1.00;-;-;-
Алексей Гречкин;Черноморец;171;94;З ЛЦ;-;-;1.00;-;0 %;-;-;-;1.00;5.00;-;-;-;1.00;-;0.17;49.00;78 %;-;-;-;-;5.00;20 %;1.00;100 %;-;-;6.00;33 %;-;-;5.00;1.00;-;6.00;2.00;-;13.00;85 %;9.00;78 %;4.00;100 %;7.00;100 %;-;-;-;-;3.00;67 %;6.00;5.00;1;1.00;-;-;74.00;60.00;81 %;0 %;1.00;-;-;-;0.17;-;0.00;0.75;2.29;-1.54;-;-;38.00;-;-;1.00;1.00;-;2.00;-;11.00;7.00;4.00;7.00;-;-;2.00
Руслан Казаков;Ленинградец;157;94;ЗП ЛЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;1.00;-;0.18;38.00;74 %;-;-;2.00;50 %;14.00;43 %;3.00;67 %;-;-;8.00;38 %;5.00;60 %;9.00;1.00;1.00;1.00;1.00;1.00;14.00;29 %;5.00;20 %;9.00;33 %;4.00;0 %;3.00;33 %;-;-;1.00;0 %;6.00;5.00;1;1.00;-;-;66.00;44.00;67 %;0 %;1.00;-;-;0.14;0.18;-;0.00;2.24;1.5;1.19;0.06;0.03;28.00;-;1.00;6.00;2.00;-;3.00;3.00;4.00;1.00;3.00;-;1.00;-;-
Андрей Хитяев;Ленинградец;187;94;ЗП П;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;1.00;0.03;33.00;85 %;-;-;1.00;0 %;2.00;50 %;1.00;0 %;1.00;0 %;2.00;50 %;-;-;6.00;2.00;2.00;4.00;-;-;12.00;25 %;7.00;29 %;5.00;20 %;2.00;0 %;2.00;0 %;1.00;0 %;2.00;50 %;2.00;5.00;1;1.00;-;-;55.00;39.00;71 %;100 %;-;-;-;-;0.03;-;0.00;2.24;1.5;1.19;0.37;0.18;28.00;-;-;1.00;-;-;1.00;-;3.00;2.00;1.00;-;-;-;1.00
Владимир Хозин;Енисей Красноярск;184;94;З ПЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;27.00;78 %;-;-;-;-;7.00;57 %;3.00;33 %;1.00;0 %;4.00;25 %;1.00;0 %;3.00;2.00;-;6.00;1.00;1.00;9.00;56 %;9.00;56 %;-;-;3.00;67 %;-;-;-;-;3.00;33 %;9.00;2.00;1;1.00;-;-;48.00;38.00;79 %;-;-;-;-;-;-;-;-;2.29;0.75;1.54;-;-;21.00;-;-;4.00;1.00;-;1.00;-;5.00;5.00;-;2.00;-;-;1.00
Дмитрий Коробов;Черноморец;204;94;П ЛЦ;-;-;1.00;-;0 %;1.00;1.00;3.00;-;1.00;1.00;-;-;1.00;1.00;0.02;49.00;94 %;-;-;-;-;11.00;100 %;1.00;100 %;-;-;3.00;100 %;2.00;100 %;4.00;-;1.00;3.00;1.00;-;19.00;47 %;13.00;31 %;6.00;83 %;1.00;0 %;1.00;100 %;-;-;7.00;29 %;5.00;5.00;1;1.00;-;-;80.00;66.00;83 %;100 %;-;-;-;0.15;0.02;-;0.00;0.75;2.29;-1.54;0.11;0.11;46.00;-;-;11.00;1.00;-;3.00;2.00;9.00;4.00;5.00;-;1.00;-;2.00
Сергей Костин;Ленинградец;217;94;З Ц;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;66.00;77 %;-;-;-;-;20.00;60 %;8.00;38 %;1.00;100 %;7.00;57 %;1.00;0 %;7.00;2.00;-;15.00;7.00;-;20.00;80 %;16.00;88 %;4.00;50 %;7.00;86 %;-;-;-;-;3.00;100 %;10.00;9.00;1;1.00;-;-;108.00;89.00;82 %;-;-;-;-;-;-;-;-;2.24;1.5;1.19;0.34;0.11;51.00;-;-;12.00;3.00;1.00;4.00;-;16.00;14.00;2.00;6.00;-;-;3.00
Павел Котов;Нефтехимик Нижнекамск;174;94;П Л;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;30.00;67 %;-;-;-;-;6.00;33 %;1.00;0 %;-;-;2.00;0 %;-;-;8.00;3.00;1.00;5.00;1.00;2.00;10.00;40 %;8.00;38 %;2.00;50 %;5.00;60 %;-;-;-;-;2.00;0 %;4.00;8.00;1;1.00;-;-;55.00;38.00;69 %;-;-;-;-;0.05;-;-;-;0.10;1.16;-1.06;0.09;0.04;20.00;-;-;2.00;-;-;-;-;4.00;3.00;1.00;3.00;-;-;-
Ярослав Крашевский;Енисей Красноярск;188;94;ЗЛ;-;-;-;-;-;1.00;2.00;3.00;1.00;1.00;-;-;-;-;-;-;46.00;80 %;-;-;2.00;0 %;8.00;63 %;1.00;0 %;-;-;7.00;71 %;2.00;0 %;8.00;2.00;-;1.00;1.00;2.00;14.00;57 %;7.00;43 %;7.00;71 %;2.00;50 %;4.00;75 %;1.00;100 %;3.00;33 %;4.00;5.00;1;1.00;-;-;71.00;56.00;79 %;-;-;-;-;-;-;-;-;2.29;0.75;1.54;-;-;37.00;-;-;5.00;-;-;5.00;-;8.00;3.00;5.00;1.00;3.00;1.00;1.00
Олег Ланин;Енисей Красноярск;241;94;ЗП ПЦ;-;-;-;-;-;1.00;3.00;1.00;-;-;-;-;-;-;-;-;57.00;79 %;1.00;100 %;-;-;14.00;71 %;2.00;0 %;-;-;6.00;50 %;-;-;8.00;3.00;-;9.00;1.00;-;16.00;69 %;10.00;70 %;6.00;67 %;2.00;0 %;1.00;100 %;-;-;7.00;86 %;12.00;13.00;1;1.00;-;-;102.00;85.00;83 %;-;-;-;-;0.09;-;-;-;2.29;0.75;1.54;-;-;45.00;1.00;-;10.00;-;-;3.00;-;11.00;7.00;4.00;-;1.00;-;6.00
Иван Маклаков;Черноморец;201;94;ЗЛ;-;-;-;-;-;-;1.00;1.00;1.00;4.00;1.00;-;-;-;-;-;75.00;84 %;1.00;0 %;1.00;100 %;15.00;80 %;-;-;-;-;4.00;75 %;4.00;50 %;5.00;3.00;-;5.00;1.00;3.00;16.00;63 %;9.00;67 %;7.00;57 %;2.00;0 %;3.00;100 %;1.00;100 %;5.00;80 %;4.00;10.00;1;1.00;-;-;108.00;90.00;83 %;-;-;-;-;-;-;-;-;0.75;2.29;-1.54;-;-;63.00;-;1.00;12.00;-;-;3.00;2.00;10.00;6.00;4.00;-;3.00;1.00;4.00
Равиль Нетфуллин;Химки;215;94;ЗП ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.01;40.00;90 %;-;-;-;-;17.00;76 %;1.00;0 %;-;-;11.00;82 %;3.00;33 %;4.00;2.00;2.00;3.00;-;3.00;15.00;60 %;6.00;33 %;9.00;78 %;2.00;50 %;2.00;100 %;-;-;3.00;67 %;7.00;9.00;1;1.00;-;-;78.00;65.00;83 %;0 %;-;1.00;-;0.13;0.01;-;0.00;1.5;2.24;-1.19;0.14;0.07;36.00;-;-;13.00;-;-;9.00;1.00;9.00;2.00;7.00;1.00;2.00;-;2.00
Максим Петров;Нефтехимик Нижнекамск;177;94;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29.00;66 %;-;-;1.00;100 %;4.00;0 %;1.00;0 %;1.00;0 %;2.00;0 %;1.00;100 %;6.00;2.00;1.00;1.00;-;2.00;15.00;20 %;12.00;25 %;3.00;0 %;2.00;0 %;2.00;0 %;1.00;0 %;7.00;43 %;5.00;10.00;1;1.00;-;-;64.00;41.00;64 %;-;-;-;-;0.02;-;-;-;0.10;1.16;-1.06;-;-;19.00;-;1.00;-;-;-;-;1.00;3.00;3.00;-;-;-;-;3.00
Шамиль Саадуев;Черноморец;245;94;П ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;4.00;1.00;0.45;46.00;89 %;-;-;3.00;0 %;12.00;83 %;3.00;100 %;-;-;3.00;100 %;7.00;57 %;10.00;1.00;2.00;3.00;2.00;9.00;29.00;48 %;12.00;42 %;17.00;53 %;-;-;12.00;67 %;9.00;56 %;7.00;57 %;4.00;5.00;1;1.00;-;-;98.00;73.00;74 %;25 %;2.00;1.00;-;0.08;0.11;-;0.00;0.75;2.29;-1.54;-;-;41.00;-;-;10.00;3.00;-;3.00;4.00;14.00;5.00;9.00;-;8.00;5.00;4.00
Константин Савичев;ФК Акрон Тольятти;240;94;З П;-;-;-;-;-;-;-;-;-;-;-;-;1.00;2.00;-;0.05;74.00;86 %;-;-;4.00;25 %;11.00;73 %;2.00;50 %;-;-;3.00;67 %;6.00;50 %;8.00;2.00;-;7.00;-;1.00;7.00;86 %;4.00;75 %;3.00;100 %;3.00;67 %;2.00;100 %;1.00;100 %;-;-;4.00;8.00;1;1.00;-;-;96.00;83.00;86 %;0 %;2.00;-;-;-;0.03;-;0.00;1.16;0.10;1.6;-;-;64.00;-;1.00;8.00;1.00;-;2.00;3.00;6.00;3.00;3.00;2.00;2.00;1.00;-
