Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Нури Абдоков;Кубань Краснодар;208;98;АП ЛЦ;-;-;1.00;-;0 %;1.00;-;4.00;-;-;-;-;-;3.00;1.00;0.24;26.00;69 %;1.00;100 %;1.00;0 %;6.00;67 %;-;-;-;-;2.00;50 %;-;-;10.00;2.00;2.00;-;-;2.00;22.00;36 %;3.00;0 %;19.00;42 %;3.00;33 %;7.00;71 %;4.00;50 %;1.00;0 %;-;3.00;1;1.00;-;-;58.00;32.00;55 %;33 %;-;2.00;-;0.96;0.08;-;0.00;1.64;1.55;0.09;-;-;18.00;1.00;-;4.00;-;-;1.00;-;8.00;-;8.00;1.00;5.00;2.00;-
Саид Алиев;СКА-Хабаровск;205;98;Ф Ц;1.00;-;3.00;1.00;33 %;2.00;1.00;2.00;-;-;-;-;-;4.00;3.00;1.27;9.00;56 %;-;-;2.00;0 %;1.00;100 %;-;-;-;-;-;-;1.00;0 %;10.00;3.00;-;-;-;1.00;21.00;24 %;2.00;0 %;19.00;26 %;4.00;50 %;4.00;25 %;3.00;33 %;2.00;0 %;-;3.00;1;1.00;-;-;39.00;18.00;46 %;75 %;-;1.00;-;0.04;0.32;1.27;0.79;0.82;2.81;-1.99;-;-;5.00;-;-;1.00;-;-;-;-;5.00;-;5.00;2.00;1.00;1.00;-
Юрий Бавин;СКА-Хабаровск;198;98;ЗП Ц;-;-;-;-;-;-;3.00;-;-;-;-;-;-;1.00;-;0.04;70.00;86 %;-;-;1.00;0 %;15.00;60 %;8.00;50 %;-;-;10.00;50 %;8.00;50 %;7.00;1.00;1.00;6.00;2.00;1.00;18.00;39 %;10.00;50 %;8.00;25 %;-;-;3.00;33 %;1.00;0 %;4.00;75 %;10.00;5.00;1;1.00;-;-;106.00;83.00;78 %;0 %;1.00;-;-;0.02;0.04;-;0.00;0.82;2.81;-1.99;-;-;60.00;-;-;9.00;4.00;-;5.00;4.00;7.00;5.00;2.00;-;1.00;-;3.00
Валерий Чуперка;Кубань Краснодар;191;98;ЗП ПЦ;-;-;-;-;-;-;3.00;1.00;-;-;-;-;-;-;-;-;51.00;71 %;-;-;-;-;14.00;43 %;4.00;75 %;-;-;7.00;57 %;1.00;0 %;7.00;2.00;-;8.00;3.00;1.00;20.00;80 %;12.00;83 %;8.00;75 %;4.00;75 %;1.00;100 %;1.00;100 %;5.00;80 %;5.00;15.00;1;1.00;-;-;92.00;73.00;79 %;-;-;-;-;-;-;-;-;1.64;1.55;0.09;-;-;36.00;-;-;6.00;3.00;-;4.00;-;16.00;10.00;6.00;3.00;1.00;1.00;4.00
Роман Денисов;Нефтехимик Нижнекамск;251;98;ЗП ПЦ;1.00;-;1.00;1.00;100 %;-;3.00;1.00;-;-;1.00;-;-;1.00;1.00;0.35;41.00;80 %;-;-;-;-;10.00;60 %;2.00;50 %;-;-;4.00;50 %;-;-;3.00;1.00;-;12.00;2.00;-;28.00;71 %;21.00;67 %;7.00;86 %;10.00;80 %;3.00;67 %;1.00;100 %;7.00;43 %;8.00;18.00;1;1.00;-;-;97.00;81.00;84 %;100 %;-;-;-;0.10;0.35;0.35;2.86;1.55;1.64;-0.09;-;-;33.00;-;-;6.00;1.00;-;2.00;-;20.00;14.00;6.00;8.00;2.00;1.00;3.00
Артур Гилязетдинов;ФК Волгарь;221;98;ЗП П;-;-;1.00;-;0 %;1.00;-;1.00;-;1.00;-;-;-;2.00;-;0.19;33.00;79 %;-;-;3.00;67 %;5.00;80 %;1.00;0 %;-;-;2.00;50 %;2.00;50 %;5.00;1.00;1.00;1.00;-;4.00;11.00;73 %;7.00;71 %;4.00;75 %;3.00;67 %;2.00;100 %;1.00;100 %;4.00;75 %;4.00;10.00;1;1.00;-;-;66.00;53.00;80 %;0 %;1.00;1.00;-;0.32;0.10;-;0.00;2.81;0.82;1.99;0.45;0.15;26.00;-;2.00;4.00;-;-;1.00;1.00;8.00;5.00;3.00;2.00;2.00;1.00;3.00
Иван Хомуха;ФК Волгарь;194;98;З Ц;-;-;-;-;-;-;-;-;-;1.00;-;-;-;1.00;-;0.07;21.00;71 %;-;-;-;-;9.00;56 %;3.00;67 %;1.00;100 %;4.00;100 %;-;-;4.00;2.00;1.00;6.00;-;-;14.00;79 %;13.00;77 %;1.00;100 %;2.00;50 %;1.00;100 %;-;-;6.00;67 %;4.00;5.00;1;1.00;-;-;48.00;37.00;77 %;0 %;-;1.00;-;-;0.07;-;0.00;2.81;0.82;1.99;0.04;0.04;15.00;-;-;5.00;2.00;1.00;4.00;-;11.00;10.00;1.00;1.00;1.00;-;4.00
Павел Котов;Нефтехимик Нижнекамск;238;98;П Л;1.00;1.00;2.00;1.00;50 %;3.00;-;-;-;-;-;-;-;2.00;1.00;0.15;49.00;65 %;2.00;100 %;6.00;17 %;13.00;77 %;3.00;67 %;-;-;6.00;67 %;16.00;56 %;9.00;3.00;-;4.00;1.00;1.00;13.00;15 %;6.00;33 %;7.00;0 %;3.00;33 %;-;-;-;-;3.00;33 %;2.00;14.00;1;1.00;-;-;81.00;52.00;64 %;50 %;1.00;-;-;0.95;0.07;0.15;6.67;1.55;1.64;-0.09;-;-;32.00;2.00;1.00;10.00;2.00;-;4.00;9.00;2.00;2.00;-;1.00;-;-;1.00
Олег Кожемякин;СКА-Хабаровск;175;98;З ПЦ;-;-;-;-;-;-;1.00;-;1.00;2.00;-;-;1.00;-;-;-;76.00;87 %;-;-;-;-;23.00;78 %;7.00;43 %;-;-;16.00;75 %;1.00;100 %;7.00;2.00;-;7.00;1.00;1.00;19.00;26 %;13.00;23 %;6.00;33 %;10.00;30 %;-;-;-;-;1.00;0 %;5.00;8.00;1;1.00;-;-;109.00;85.00;78 %;-;-;-;-;-;-;-;-;0.82;2.81;-1.99;0.32;0.32;66.00;-;-;18.00;3.00;-;12.00;1.00;5.00;3.00;2.00;3.00;-;-;-
Гаррик Левин;Кубань Краснодар;235;98;АП ПЦ;1.00;-;2.00;1.00;50 %;-;-;1.00;-;-;-;-;-;3.00;2.00;1.11;28.00;79 %;-;-;-;-;6.00;67 %;1.00;100 %;-;-;3.00;67 %;-;-;13.00;1.00;-;1.00;-;-;33.00;45 %;9.00;67 %;24.00;38 %;7.00;29 %;6.00;50 %;2.00;50 %;5.00;100 %;-;5.00;1;1.00;-;-;69.00;44.00;64 %;67 %;1.00;-;-;0.10;0.37;1.11;0.90;1.64;1.55;0.09;-;-;22.00;-;-;4.00;1.00;-;2.00;-;15.00;6.00;9.00;2.00;3.00;1.00;5.00
Андрей Никитин;СКА-Хабаровск;206;98;З П;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;52.00;85 %;-;-;1.00;0 %;12.00;75 %;2.00;0 %;1.00;0 %;3.00;100 %;4.00;25 %;9.00;-;-;2.00;1.00;5.00;21.00;48 %;3.00;67 %;18.00;44 %;1.00;0 %;10.00;70 %;6.00;50 %;2.00;50 %;2.00;6.00;1;1.00;-;-;86.00;67.00;78 %;-;-;-;-;0.19;-;-;-;0.82;2.81;-1.99;0.03;0.03;44.00;-;-;9.00;-;-;3.00;1.00;10.00;2.00;8.00;-;7.00;3.00;1.00
Евгений Осипов;Кубань Краснодар;195;98;З Ц;-;-;-;-;-;-;2.00;-;1.00;1.00;-;-;-;-;-;-;66.00;79 %;-;-;-;-;20.00;60 %;9.00;78 %;2.00;50 %;13.00;46 %;1.00;0 %;9.00;2.00;1.00;7.00;-;-;29.00;76 %;24.00;71 %;5.00;100 %;15.00;80 %;-;-;-;-;2.00;0 %;11.00;10.00;1;1.00;-;-;117.00;95.00;81 %;-;-;-;-;-;-;-;-;1.64;1.55;0.09;0.03;0.03;52.00;-;-;12.00;7.00;1.00;6.00;-;22.00;17.00;5.00;12.00;-;-;-
Максим Петров;Нефтехимик Нижнекамск;215;98;П П;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;2.00;-;0.15;30.00;63 %;-;-;2.00;0 %;7.00;43 %;5.00;40 %;1.00;100 %;4.00;50 %;7.00;57 %;17.00;4.00;4.00;2.00;-;5.00;25.00;36 %;9.00;33 %;16.00;38 %;6.00;17 %;6.00;67 %;4.00;50 %;5.00;60 %;4.00;7.00;1;1.00;-;-;77.00;44.00;57 %;0 %;1.00;1.00;-;0.48;0.07;-;0.00;1.55;1.64;-0.09;0.19;0.19;19.00;-;-;3.00;2.00;1.00;2.00;4.00;9.00;3.00;6.00;1.00;4.00;2.00;3.00
Данил Полубояринов;ФК Волгарь;171;98;ЗП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.03;21.00;76 %;1.00;0 %;1.00;0 %;-;-;1.00;100 %;-;-;2.00;100 %;2.00;50 %;4.00;2.00;-;-;-;2.00;14.00;29 %;8.00;13 %;6.00;50 %;1.00;0 %;3.00;67 %;1.00;100 %;6.00;17 %;5.00;7.00;1;1.00;-;-;50.00;34.00;68 %;0 %;1.00;-;-;-;0.03;-;0.00;2.81;0.82;1.99;0.02;0.02;16.00;-;-;-;1.00;-;2.00;1.00;4.00;1.00;3.00;-;2.00;1.00;1.00
Егор Прошкин;ФК Волгарь;211;98;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31.00;71 %;-;-;-;-;9.00;44 %;7.00;57 %;2.00;50 %;3.00;33 %;1.00;100 %;5.00;3.00;-;10.00;1.00;-;16.00;94 %;16.00;94 %;-;-;6.00;83 %;-;-;-;-;5.00;100 %;9.00;3.00;1;1.00;-;-;59.00;49.00;83 %;-;-;-;-;-;-;-;-;2.81;0.82;1.99;0.06;0.06;22.00;-;-;4.00;4.00;1.00;1.00;1.00;15.00;15.00;-;5.00;-;-;5.00
Максим Шоркин;Нефтехимик Нижнекамск;182;98;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;1.00;1.00;1.00;-;-;2.00;-;0.30;29.00;66 %;-;-;-;-;11.00;36 %;4.00;0 %;2.00;0 %;7.00;43 %;1.00;0 %;7.00;2.00;-;14.00;1.00;2.00;20.00;65 %;17.00;71 %;3.00;33 %;14.00;71 %;-;-;-;-;2.00;100 %;9.00;9.00;1;1.00;-;-;72.00;53.00;74 %;0 %;1.00;-;1.00;-;0.15;-;0.00;1.55;1.64;-0.09;0.10;0.10;19.00;-;-;4.00;-;-;3.00;-;13.00;12.00;1.00;10.00;-;-;2.00
Артем Симонян;СКА-Хабаровск;222;98;П ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;3.00;-;0.11;46.00;67 %;1.00;0 %;3.00;33 %;12.00;58 %;1.00;100 %;-;-;4.00;25 %;14.00;29 %;7.00;-;1.00;4.00;1.00;4.00;12.00;75 %;5.00;80 %;7.00;71 %;1.00;100 %;5.00;80 %;3.00;67 %;1.00;100 %;1.00;1.00;1;1.00;-;-;68.00;46.00;68 %;0 %;-;3.00;-;0.10;0.04;-;0.00;0.82;2.81;-1.99;0.01;0.01;31.00;-;1.00;7.00;1.00;-;1.00;4.00;9.00;4.00;5.00;1.00;4.00;2.00;1.00
Марат Ситдиков;Нефтехимик Нижнекамск;196;98;ЗЛ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;51.00;78 %;-;-;3.00;33 %;17.00;76 %;8.00;63 %;1.00;100 %;15.00;67 %;6.00;67 %;3.00;-;1.00;4.00;-;-;18.00;50 %;16.00;50 %;2.00;50 %;5.00;20 %;-;-;-;-;5.00;80 %;6.00;8.00;1;1.00;-;-;85.00;64.00;75 %;-;-;-;-;0.05;-;-;-;1.55;1.64;-0.09;-;-;40.00;-;1.00;13.00;5.00;1.00;10.00;4.00;9.00;8.00;1.00;1.00;-;-;4.00
Александр Смирнов;Кубань Краснодар;189;98;ЗП Л;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;1.00;1.00;0.19;45.00;73 %;-;-;1.00;0 %;10.00;40 %;1.00;0 %;-;-;7.00;43 %;1.00;0 %;8.00;3.00;-;7.00;4.00;2.00;21.00;62 %;9.00;67 %;12.00;58 %;3.00;67 %;2.00;50 %;1.00;0 %;5.00;80 %;5.00;10.00;1;1.00;-;-;83.00;63.00;76 %;100 %;-;-;-;0.03;0.19;-;0.00;1.64;1.55;0.09;-;-;33.00;-;-;4.00;-;-;3.00;-;13.00;6.00;7.00;2.00;1.00;-;4.00
Сослан Таказов;Кубань Краснодар;204;98;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;1.00;-;0.02;60.00;78 %;-;-;2.00;50 %;21.00;67 %;4.00;50 %;-;-;12.00;67 %;4.00;50 %;4.00;1.00;1.00;8.00;2.00;-;29.00;76 %;21.00;86 %;8.00;50 %;15.00;73 %;1.00;0 %;-;-;3.00;67 %;12.00;5.00;1;1.00;-;-;108.00;86.00;80 %;0 %;1.00;-;-;-;0.02;-;0.00;1.64;1.55;0.09;0.08;0.08;47.00;-;1.00;14.00;2.00;-;8.00;2.00;22.00;18.00;4.00;11.00;-;-;2.00
Иван Темников;Кубань Краснодар;202;98;ЗП П;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;63.00;84 %;-;-;3.00;33 %;14.00;71 %;3.00;33 %;-;-;12.00;83 %;7.00;43 %;6.00;1.00;2.00;5.00;2.00;3.00;15.00;53 %;10.00;50 %;5.00;60 %;6.00;33 %;2.00;50 %;-;-;1.00;0 %;3.00;11.00;1;1.00;-;-;98.00;79.00;81 %;-;-;-;-;0.24;-;-;-;1.64;1.55;0.09;-;-;53.00;-;1.00;10.00;1.00;-;10.00;3.00;8.00;5.00;3.00;2.00;1.00;-;-
Богдан Зорин;Нефтехимик Нижнекамск;223;98;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28.00;82 %;-;-;-;-;7.00;57 %;1.00;100 %;-;-;1.00;0 %;-;-;2.00;2.00;-;11.00;-;-;15.00;80 %;10.00;80 %;5.00;80 %;9.00;67 %;-;-;-;-;-;-;10.00;5.00;1;1.00;-;-;58.00;50.00;86 %;-;-;-;-;-;-;-;-;1.55;1.64;-0.09;0.08;0.08;23.00;-;-;4.00;1.00;-;-;-;12.00;8.00;4.00;6.00;-;-;-
Илья Зуев;ФК Волгарь;189;98;З ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;1.00;1.00;0.01;27.00;74 %;-;-;-;-;7.00;57 %;3.00;0 %;-;-;5.00;60 %;-;-;3.00;2.00;-;6.00;3.00;-;20.00;55 %;19.00;53 %;1.00;100 %;3.00;67 %;-;-;-;-;11.00;45 %;11.00;1.00;1;1.00;-;-;60.00;44.00;73 %;100 %;-;-;-;-;0.01;-;0.00;2.81;0.82;1.99;0.05;0.03;20.00;-;-;4.00;-;-;3.00;-;11.00;10.00;1.00;2.00;-;-;5.00
Астемир Абазов;Сокол Саратов;197;96;З ЛЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;49.00;78 %;-;-;1.00;0 %;9.00;67 %;5.00;60 %;-;-;7.00;71 %;1.00;0 %;3.00;1.00;-;11.00;-;4.00;11.00;82 %;8.00;75 %;3.00;100 %;3.00;67 %;3.00;100 %;-;-;2.00;100 %;14.00;9.00;1;1.00;-;-;87.00;74.00;85 %;-;-;-;-;-;-;-;-;1.46;2.57;-1.11;1.3;0.26;38.00;-;-;6.00;3.00;-;5.00;-;9.00;6.00;3.00;2.00;3.00;-;2.00
Артём Абрамов;КамАЗ Набережные Челны;197;96;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;1.00;-;-;-;-;-;-;85.00;82 %;-;-;11.00;36 %;14.00;64 %;-;-;-;-;10.00;60 %;11.00;55 %;9.00;-;-;6.00;2.00;-;12.00;50 %;7.00;71 %;5.00;20 %;4.00;25 %;-;-;-;-;4.00;75 %;9.00;5.00;1;1.00;-;-;111.00;90.00;81 %;-;-;-;-;0.16;-;-;-;2.57;1.46;1.11;-;-;70.00;-;4.00;9.00;-;-;6.00;6.00;6.00;5.00;1.00;1.00;-;-;3.00
Василий Алейников;Шинник;206;96;ЗП Ц;-;-;-;-;-;-;3.00;1.00;1.00;1.00;-;-;-;1.00;-;0.04;18.00;94 %;-;-;-;-;5.00;100 %;3.00;100 %;1.00;100 %;3.00;100 %;-;-;4.00;2.00;-;2.00;-;1.00;19.00;58 %;12.00;58 %;7.00;57 %;4.00;50 %;2.00;100 %;1.00;100 %;9.00;56 %;3.00;3.00;1;1.00;-;-;45.00;35.00;78 %;0 %;1.00;-;-;-;0.04;-;0.00;2.13;1.90;0.23;0.11;0.06;17.00;-;-;5.00;3.00;1.00;3.00;-;11.00;7.00;4.00;2.00;2.00;1.00;5.00
Антон Антонов;Черноморец;261;96;АП Л;1.00;-;4.00;1.00;25 %;2.00;-;4.00;-;-;-;-;-;6.00;4.00;0.74;34.00;82 %;-;-;2.00;0 %;4.00;50 %;1.00;100 %;-;-;2.00;50 %;7.00;57 %;12.00;1.00;1.00;2.00;1.00;2.00;20.00;50 %;7.00;29 %;13.00;62 %;5.00;60 %;6.00;83 %;3.00;67 %;2.00;0 %;1.00;3.00;1;1.00;-;-;67.00;48.00;72 %;67 %;1.00;1.00;-;0.43;0.12;0.74;1.35;1.90;2.13;-0.23;-;-;28.00;-;-;2.00;1.00;-;1.00;4.00;10.00;2.00;8.00;3.00;5.00;2.00;-
Ильнур Бадртдинов;КамАЗ Набережные Челны;195;96;ЗП П;-;-;1.00;-;0 %;1.00;-;-;-;1.00;-;-;-;-;-;-;29.00;72 %;1.00;100 %;3.00;33 %;3.00;67 %;-;-;-;-;1.00;0 %;4.00;50 %;8.00;1.00;3.00;3.00;1.00;-;18.00;39 %;9.00;67 %;9.00;11 %;6.00;17 %;3.00;0 %;3.00;0 %;4.00;75 %;1.00;6.00;1;1.00;-;-;57.00;35.00;61 %;-;-;-;-;0.57;-;-;-;2.57;1.46;1.11;-;-;21.00;1.00;1.00;2.00;-;-;-;2.00;7.00;6.00;1.00;1.00;-;-;3.00
Андрей Евдокимов;Сокол Саратов;199;96;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29.00;69 %;-;-;-;-;4.00;50 %;2.00;0 %;-;-;3.00;33 %;-;-;5.00;3.00;-;5.00;-;-;10.00;90 %;10.00;90 %;-;-;5.00;80 %;-;-;-;-;3.00;100 %;9.00;6.00;1;1.00;-;-;55.00;45.00;82 %;-;-;-;-;-;-;-;-;1.46;2.57;-1.11;-;-;20.00;-;-;2.00;-;-;1.00;-;9.00;9.00;-;4.00;-;-;3.00
Александр Гаглоев;КамАЗ Набережные Челны;191;96;Ф ЛЦ;-;-;-;-;-;2.00;-;1.00;-;-;-;-;2.00;1.00;-;0.07;38.00;55 %;3.00;67 %;5.00;40 %;3.00;67 %;-;-;-;-;1.00;0 %;15.00;40 %;10.00;-;1.00;-;-;6.00;20.00;20 %;4.00;25 %;16.00;19 %;-;-;5.00;40 %;5.00;40 %;2.00;50 %;2.00;2.00;1;1.00;-;-;70.00;35.00;50 %;0 %;1.00;-;-;0.88;0.07;-;0.00;2.57;1.46;1.11;-;-;21.00;2.00;2.00;2.00;-;-;-;6.00;4.00;1.00;3.00;-;2.00;2.00;1.00
Павел Горелов;КамАЗ Набережные Челны;198;96;П ЛЦ;-;-;-;-;-;1.00;-;1.00;-;-;1.00;-;-;1.00;-;0.06;29.00;76 %;1.00;100 %;2.00;50 %;5.00;100 %;-;-;-;-;2.00;100 %;4.00;75 %;1.00;1.00;-;2.00;1.00;3.00;10.00;60 %;5.00;40 %;5.00;80 %;3.00;100 %;1.00;0 %;1.00;0 %;4.00;50 %;5.00;4.00;1;1.00;-;-;52.00;40.00;77 %;0 %;-;1.00;-;0.32;0.06;-;0.00;2.57;1.46;1.11;-;-;22.00;1.00;1.00;5.00;-;-;2.00;3.00;6.00;2.00;4.00;3.00;-;-;2.00
Алексей Гречкин;Черноморец;209;96;З ЛЦ;-;1.00;-;-;-;1.00;2.00;1.00;-;3.00;-;-;-;1.00;-;0.17;82.00;95 %;1.00;100 %;-;-;14.00;86 %;10.00;80 %;1.00;0 %;7.00;86 %;-;-;3.00;1.00;-;5.00;3.00;7.00;8.00;50 %;6.00;67 %;2.00;0 %;3.00;33 %;-;-;-;-;-;-;4.00;7.00;1;1.00;-;-;109.00;100.00;92 %;0 %;1.00;-;-;0.41;0.17;-;0.00;1.90;2.13;-0.23;0.35;0.17;78.00;1.00;-;12.00;8.00;-;6.00;-;4.00;4.00;-;1.00;-;-;-
Ян Гудков;Сокол Саратов;206;96;ЗЛ;-;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-;-;-;44.00;75 %;-;-;2.00;50 %;7.00;71 %;1.00;0 %;1.00;0 %;6.00;67 %;4.00;75 %;4.00;1.00;-;5.00;-;-;14.00;71 %;10.00;90 %;4.00;25 %;6.00;83 %;2.00;0 %;1.00;0 %;2.00;100 %;6.00;4.00;1;1.00;-;-;69.00;54.00;78 %;-;-;-;-;0.18;-;-;-;1.46;2.57;-1.11;-;-;33.00;-;1.00;5.00;-;-;4.00;3.00;10.00;9.00;1.00;5.00;-;-;2.00
Руслан Хагур;Черноморец;210;96;З П;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;95.00;86 %;-;-;2.00;0 %;14.00;79 %;2.00;100 %;-;-;11.00;82 %;4.00;50 %;6.00;2.00;3.00;2.00;-;1.00;11.00;73 %;5.00;60 %;6.00;83 %;2.00;50 %;5.00;80 %;2.00;50 %;3.00;67 %;3.00;11.00;1;1.00;-;-;124.00;105.00;85 %;-;-;-;-;0.19;-;-;-;1.90;2.13;-0.23;0.15;0.15;82.00;-;-;11.00;2.00;-;9.00;2.00;8.00;3.00;5.00;1.00;4.00;1.00;2.00
Никола Кумбурович;Черноморец;202;96;З ПЦ;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-;2.00;-;0.20;77.00;94 %;-;-;-;-;22.00;91 %;5.00;60 %;-;-;6.00;67 %;-;-;2.00;1.00;-;11.00;2.00;5.00;17.00;59 %;14.00;71 %;3.00;0 %;10.00;50 %;-;-;-;-;1.00;100 %;7.00;5.00;1;1.00;-;-;114.00;100.00;88 %;0 %;1.00;1.00;-;-;0.10;-;0.00;1.90;2.13;-0.23;0.18;0.09;72.00;-;-;20.00;3.00;-;4.00;-;10.00;10.00;-;5.00;-;-;1.00
Артём Молодцов;Сокол Саратов;220;96;З П;-;-;-;-;-;1.00;1.00;-;1.00;1.00;-;-;-;1.00;1.00;0.02;38.00;82 %;-;-;2.00;50 %;7.00;71 %;1.00;100 %;-;-;5.00;100 %;3.00;67 %;2.00;1.00;-;9.00;-;-;8.00;100 %;7.00;100 %;1.00;100 %;-;-;-;-;-;-;5.00;100 %;8.00;5.00;1;1.00;-;-;60.00;53.00;88 %;100 %;-;-;-;0.28;0.02;-;0.00;1.46;2.57;-1.11;0.65;0.33;31.00;-;1.00;5.00;1.00;-;5.00;2.00;8.00;7.00;1.00;-;-;-;5.00
Валентин Пальцев;КамАЗ Набережные Челны;202;96;З Ц;-;-;-;-;-;-;1.00;2.00;-;1.00;1.00;-;-;-;-;-;75.00;79 %;1.00;0 %;2.00;50 %;21.00;52 %;1.00;0 %;-;-;9.00;44 %;4.00;25 %;10.00;4.00;-;12.00;-;5.00;16.00;56 %;13.00;54 %;3.00;67 %;7.00;43 %;2.00;100 %;-;-;-;-;8.00;17.00;1;1.00;-;-;123.00;100.00;81 %;-;-;-;-;0.99;-;-;-;2.57;1.46;1.11;0.39;0.08;59.00;-;1.00;11.00;-;-;4.00;1.00;9.00;7.00;2.00;3.00;2.00;-;-
Савелий Ратников;КамАЗ Набережные Челны;215;96;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48.00;79 %;-;-;1.00;0 %;8.00;50 %;1.00;100 %;1.00;100 %;1.00;0 %;3.00;33 %;4.00;-;-;9.00;2.00;1.00;10.00;60 %;8.00;75 %;2.00;0 %;8.00;63 %;-;-;-;-;-;-;5.00;6.00;1;1.00;-;-;70.00;56.00;80 %;-;-;-;-;0.99;-;-;-;2.57;1.46;1.11;0.27;0.14;38.00;-;-;4.00;1.00;1.00;-;1.00;6.00;6.00;-;5.00;-;-;-
Шамиль Саадуев;Черноморец;182;96;ЗП ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;1.00;1.00;-;-;-;4.00;-;0.19;46.00;76 %;-;-;3.00;33 %;7.00;86 %;1.00;100 %;-;-;1.00;0 %;7.00;43 %;9.00;-;1.00;-;-;9.00;23.00;57 %;6.00;33 %;17.00;65 %;3.00;100 %;11.00;73 %;8.00;75 %;6.00;33 %;2.00;4.00;1;1.00;-;-;89.00;63.00;71 %;0 %;2.00;2.00;-;0.24;0.05;-;0.00;1.90;2.13;-0.23;-;-;35.00;-;1.00;6.00;1.00;-;-;3.00;13.00;2.00;11.00;3.00;8.00;6.00;2.00
Артём Самсонов;Шинник;230;96;П ПЦ;-;1.00;-;-;-;1.00;2.00;-;-;-;-;-;-;1.00;-;0.14;25.00;68 %;-;-;-;-;5.00;60 %;1.00;0 %;1.00;0 %;2.00;50 %;3.00;33 %;5.00;2.00;1.00;6.00;-;-;19.00;53 %;15.00;53 %;4.00;50 %;3.00;67 %;1.00;100 %;-;-;11.00;45 %;5.00;8.00;1;1.00;-;-;61.00;42.00;69 %;0 %;-;1.00;-;0.06;0.14;-;0.00;2.13;1.90;0.23;0.16;0.16;17.00;-;-;3.00;-;-;1.00;1.00;10.00;8.00;2.00;2.00;1.00;-;5.00
