Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Владимир Ковачевич;Динамо Махачкала;231;94;З ПЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;38.00;79 %;-;-;1.00;100 %;9.00;67 %;3.00;33 %;-;-;7.00;57 %;1.00;100 %;3.00;2.00;-;8.00;-;-;20.00;100 %;16.00;100 %;4.00;100 %;10.00;100 %;1.00;100 %;-;-;1.00;100 %;7.00;5.00;1;1.00;-;-;70.00;62.00;89 %;-;-;-;-;0.06;-;-;-;2.6;0.21;1.85;0.10;0.03;30.00;-;1.00;6.00;1.00;-;4.00;1.00;20.00;16.00;4.00;10.00;1.00;-;1.00
Митджа Кризан;Родина Москва;200;94;З ПЦ;-;-;-;-;-;-;2.00;-;1.00;1.00;1.00;-;-;1.00;-;0.13;34.00;88 %;-;-;-;-;5.00;80 %;-;-;-;-;3.00;67 %;-;-;2.00;1.00;-;11.00;1.00;-;10.00;60 %;9.00;56 %;1.00;100 %;4.00;50 %;-;-;-;-;4.00;75 %;10.00;10.00;1;1.00;-;-;65.00;56.00;86 %;0 %;-;1.00;-;-;0.13;-;0.00;1.90;1.3;0.87;0.23;0.08;30.00;-;-;4.00;-;-;2.00;-;6.00;5.00;1.00;2.00;-;-;3.00
Олег Ланин;Енисей Красноярск;235;94;ЗП Ц;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;67.00;87 %;2.00;0 %;-;-;14.00;71 %;1.00;100 %;-;-;7.00;71 %;3.00;67 %;7.00;4.00;1.00;6.00;2.00;-;13.00;69 %;8.00;75 %;5.00;60 %;2.00;100 %;-;-;-;-;2.00;50 %;10.00;9.00;1;1.00;-;-;100.00;86.00;86 %;-;-;-;-;0.05;-;-;-;1.3;1.90;-0.87;-;-;58.00;-;-;10.00;1.00;-;5.00;2.00;9.00;6.00;3.00;2.00;-;-;1.00
Александр Ломакин;Енисей Красноярск;265;94;АП Ц;2.00;-;4.00;2.00;50 %;1.00;3.00;1.00;-;-;-;-;-;7.00;3.00;0.65;49.00;88 %;-;-;-;-;7.00;71 %;1.00;100 %;1.00;100 %;5.00;80 %;5.00;80 %;8.00;-;2.00;1.00;-;-;12.00;42 %;5.00;60 %;7.00;29 %;4.00;25 %;-;-;-;-;2.00;100 %;2.00;10.00;1;1.00;-;-;82.00;63.00;77 %;43 %;1.00;2.00;1.00;0.04;0.09;0.33;3.8;1.3;1.90;-0.87;0.02;0.02;43.00;-;-;5.00;1.00;1.00;4.00;4.00;5.00;3.00;2.00;1.00;-;-;2.00
Михаил Маркин;Ленинградец;177;94;Ф Ц;-;-;-;-;-;-;4.00;2.00;-;-;1.00;-;-;1.00;-;0.02;25.00;88 %;-;-;-;-;5.00;80 %;-;-;-;-;2.00;100 %;3.00;67 %;16.00;3.00;1.00;1.00;-;-;40.00;33 %;7.00;29 %;33.00;33 %;16.00;38 %;2.00;0 %;-;-;-;-;1.00;5.00;1;1.00;-;-;74.00;42.00;57 %;0 %;1.00;-;-;0.05;0.02;-;0.00;0.21;2.6;-1.85;-;-;22.00;-;-;4.00;-;-;2.00;2.00;13.00;2.00;11.00;6.00;-;-;-
Владислав Микушин;Ленинградец;201;94;З ПЦ;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;-;-;-;-;52.00;87 %;-;-;-;-;13.00;85 %;3.00;33 %;-;-;8.00;63 %;2.00;50 %;6.00;1.00;1.00;19.00;5.00;1.00;33.00;70 %;28.00;71 %;5.00;60 %;18.00;72 %;1.00;100 %;1.00;100 %;6.00;83 %;13.00;8.00;1;1.00;-;-;108.00;90.00;83 %;-;-;-;-;0.02;-;-;-;0.21;2.6;-1.85;0.15;0.07;45.00;-;-;11.00;1.00;-;5.00;1.00;23.00;20.00;3.00;13.00;1.00;1.00;5.00
Уэсли Ната Вачхолз;Родина Москва;228;94;ЗП ЛЦ;-;-;-;-;-;-;2.00;-;-;1.00;-;-;-;2.00;-;0.05;44.00;84 %;-;-;1.00;100 %;9.00;89 %;3.00;100 %;-;-;3.00;67 %;2.00;100 %;3.00;1.00;1.00;6.00;2.00;1.00;18.00;72 %;13.00;85 %;5.00;40 %;6.00;67 %;-;-;-;-;8.00;88 %;5.00;10.00;1;1.00;-;-;81.00;66.00;81 %;0 %;-;2.00;-;-;0.03;-;0.00;1.90;1.3;0.87;-;-;37.00;-;1.00;8.00;3.00;-;2.00;2.00;13.00;11.00;2.00;4.00;-;-;7.00
Сергей Николаев;Ленинградец;215;94;ЗП П;-;-;1.00;-;0 %;1.00;2.00;1.00;1.00;1.00;-;-;-;1.00;-;0.02;44.00;75 %;1.00;100 %;2.00;50 %;15.00;53 %;5.00;80 %;2.00;50 %;8.00;75 %;4.00;50 %;8.00;2.00;-;4.00;2.00;2.00;18.00;39 %;11.00;27 %;7.00;57 %;5.00;20 %;4.00;75 %;3.00;100 %;1.00;0 %;7.00;8.00;1;1.00;-;-;80.00;57.00;71 %;0 %;-;1.00;-;-;0.02;-;0.00;0.21;2.6;-1.85;0.29;0.10;33.00;1.00;1.00;8.00;4.00;1.00;6.00;2.00;7.00;3.00;4.00;1.00;3.00;3.00;-
Эгаш Касинтура;Динамо Махачкала;243;94;Ф ЛЦ;1.00;-;2.00;1.00;50 %;1.00;1.00;3.00;-;-;-;-;-;2.00;2.00;0.42;28.00;79 %;2.00;0 %;2.00;0 %;5.00;100 %;2.00;100 %;-;-;3.00;100 %;3.00;67 %;12.00;6.00;-;3.00;-;4.00;37.00;35 %;6.00;50 %;31.00;32 %;10.00;0 %;8.00;50 %;5.00;60 %;1.00;100 %;2.00;5.00;1;1.00;-;-;78.00;48.00;62 %;100 %;-;-;-;0.11;0.21;0.42;2.38;2.6;0.21;1.85;-;-;22.00;-;-;5.00;2.00;-;3.00;2.00;13.00;3.00;10.00;-;4.00;3.00;1.00
Максим Савельев;Енисей Красноярск;194;94;Ф ПЦ;-;1.00;-;-;-;1.00;-;2.00;-;-;-;-;-;1.00;-;0.06;24.00;67 %;1.00;100 %;2.00;0 %;6.00;67 %;-;-;-;-;3.00;67 %;4.00;75 %;11.00;1.00;-;3.00;1.00;2.00;25.00;40 %;1.00;0 %;24.00;42 %;12.00;50 %;1.00;100 %;1.00;100 %;-;-;3.00;3.00;1;1.00;-;-;58.00;34.00;59 %;0 %;-;1.00;-;0.41;0.06;-;0.00;1.3;1.90;-0.87;0.04;0.04;16.00;1.00;-;4.00;-;-;2.00;3.00;10.00;-;10.00;6.00;1.00;1.00;-
Идар Шумахов;Динамо Махачкала;209;94;З ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.23;37.00;70 %;-;-;-;-;10.00;40 %;1.00;0 %;-;-;3.00;100 %;-;-;2.00;-;-;6.00;-;3.00;14.00;86 %;10.00;90 %;4.00;75 %;9.00;78 %;-;-;-;-;1.00;100 %;9.00;8.00;1;1.00;-;-;72.00;58.00;81 %;0 %;1.00;-;-;-;0.23;-;0.00;2.6;0.21;1.85;0.04;0.04;26.00;-;-;4.00;-;-;3.00;-;12.00;9.00;3.00;7.00;-;-;1.00
Мухаммад Султонов;Родина Москва;250;94;П П;1.00;1.00;2.00;1.00;50 %;2.00;-;1.00;-;-;-;-;-;4.00;1.00;0.32;50.00;72 %;2.00;50 %;4.00;25 %;16.00;69 %;5.00;60 %;-;-;7.00;43 %;8.00;88 %;6.00;1.00;1.00;4.00;1.00;3.00;6.00;33 %;4.00;50 %;2.00;0 %;1.00;100 %;-;-;-;-;1.00;0 %;2.00;7.00;1;1.00;-;-;73.00;51.00;70 %;25 %;2.00;1.00;-;0.40;0.08;0.32;3.12;1.90;1.3;0.87;-;-;36.00;1.00;1.00;11.00;3.00;-;3.00;7.00;2.00;2.00;-;1.00;-;-;-
Жозе Ерды Рейна Санчез;Торпедо Москва;214;94;П ЛЦ;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;35.00;74 %;1.00;100 %;4.00;50 %;11.00;55 %;3.00;67 %;2.00;100 %;7.00;57 %;6.00;50 %;14.00;1.00;4.00;1.00;1.00;4.00;19.00;42 %;2.00;0 %;17.00;47 %;4.00;50 %;9.00;44 %;2.00;0 %;1.00;0 %;-;6.00;1;1.00;1.00;-;68.00;44.00;65 %;-;-;-;-;0.36;-;-;-;1.6;1.2;0.04;-;-;26.00;1.00;2.00;6.00;2.00;2.00;4.00;3.00;8.00;-;8.00;2.00;4.00;-;-
Артём Воропаев;Родина Москва;250;94;ЗЛ;-;-;-;-;-;-;-;3.00;-;1.00;-;-;-;2.00;-;0.07;51.00;76 %;-;-;-;-;12.00;67 %;1.00;0 %;-;-;7.00;71 %;2.00;100 %;5.00;4.00;1.00;9.00;3.00;3.00;13.00;85 %;9.00;89 %;4.00;75 %;2.00;100 %;3.00;67 %;-;-;4.00;75 %;7.00;15.00;1;1.00;-;-;93.00;76.00;82 %;0 %;-;2.00;-;0.52;0.04;-;0.00;1.90;1.3;0.87;0.13;0.13;39.00;-;-;8.00;-;-;5.00;2.00;11.00;8.00;3.00;2.00;2.00;-;3.00
Алан Багаев;Алания Владикавказ;220;93;З ЛЦ;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;84.00;80 %;-;-;-;-;20.00;55 %;4.00;50 %;1.00;0 %;8.00;25 %;2.00;100 %;6.00;1.00;-;13.00;-;-;12.00;92 %;11.00;91 %;1.00;100 %;4.00;100 %;-;-;-;-;5.00;80 %;5.00;11.00;1;1.00;-;-;112.00;94.00;84 %;-;-;-;-;-;-;-;-;0.67;1.21;-0.54;0.02;0.02;67.00;-;-;11.00;2.00;-;2.00;2.00;11.00;10.00;1.00;4.00;-;-;4.00
Руслан Байтуков;Тюмень;193;93;З ПЦ;-;-;1.00;-;0 %;-;1.00;2.00;1.00;2.00;1.00;-;-;1.00;-;0.10;32.00;84 %;-;-;-;-;5.00;100 %;1.00;100 %;1.00;100 %;2.00;100 %;2.00;50 %;4.00;2.00;-;11.00;-;-;18.00;61 %;17.00;59 %;1.00;100 %;8.00;63 %;-;-;-;-;6.00;50 %;8.00;5.00;1;1.00;-;-;65.00;52.00;80 %;0 %;1.00;-;-;-;0.10;-;0.00;1.21;0.67;0.54;0.04;0.04;27.00;-;-;5.00;1.00;1.00;2.00;1.00;11.00;10.00;1.00;5.00;-;-;3.00
Александр Бем;Тюмень;229;93;З П;1.00;-;1.00;1.00;100 %;-;1.00;-;-;-;-;-;-;1.00;1.00;0.59;45.00;71 %;-;-;3.00;33 %;8.00;25 %;4.00;25 %;-;-;6.00;50 %;4.00;50 %;9.00;3.00;3.00;3.00;-;2.00;5.00;40 %;4.00;50 %;1.00;0 %;-;-;1.00;0 %;1.00;0 %;3.00;33 %;4.00;9.00;1;1.00;-;-;70.00;51.00;73 %;100 %;-;-;-;-;0.59;0.59;1.69;1.21;0.67;0.54;0.19;0.19;32.00;-;1.00;2.00;1.00;-;3.00;2.00;2.00;2.00;-;-;-;-;1.00
Николай Гиоргобиани;Алания Владикавказ;200;93;АП П;-;-;1.00;-;0 %;-;-;3.00;-;-;-;-;-;1.00;1.00;0.12;41.00;80 %;-;-;1.00;0 %;9.00;78 %;1.00;100 %;-;-;4.00;75 %;3.00;33 %;11.00;3.00;2.00;1.00;1.00;3.00;17.00;24 %;4.00;25 %;13.00;23 %;4.00;0 %;2.00;50 %;2.00;50 %;1.00;100 %;2.00;9.00;1;1.00;-;-;75.00;52.00;69 %;100 %;-;-;-;0.04;0.12;-;0.00;0.67;1.21;-0.54;-;-;33.00;-;-;7.00;1.00;-;3.00;1.00;4.00;1.00;3.00;-;1.00;1.00;1.00
Алан Хабалов;Алания Владикавказ;245;93;З П;-;-;-;-;-;-;3.00;-;-;-;-;-;-;1.00;1.00;0.01;59.00;81 %;-;-;2.00;0 %;10.00;60 %;2.00;50 %;-;-;5.00;60 %;4.00;50 %;10.00;1.00;1.00;9.00;3.00;2.00;14.00;57 %;9.00;78 %;5.00;20 %;3.00;100 %;3.00;33 %;2.00;50 %;6.00;67 %;9.00;12.00;1;1.00;-;-;98.00;80.00;82 %;100 %;-;-;-;0.20;0.01;-;0.00;0.67;1.21;-0.54;-;-;48.00;-;-;6.00;1.00;-;3.00;2.00;8.00;7.00;1.00;3.00;1.00;1.00;4.00
Ислам Машуков;Алания Владикавказ;223;93;Ф Ц;1.00;-;4.00;1.00;25 %;1.00;1.00;-;-;-;-;-;-;2.00;1.00;0.21;19.00;74 %;-;-;-;-;7.00;43 %;3.00;33 %;2.00;50 %;3.00;33 %;2.00;100 %;13.00;2.00;3.00;1.00;-;3.00;19.00;42 %;2.00;0 %;17.00;47 %;8.00;63 %;2.00;50 %;2.00;50 %;-;-;3.00;4.00;1;1.00;-;-;53.00;33.00;62 %;50 %;-;1.00;-;0.22;0.10;0.21;4.76;0.67;1.21;-0.54;-;-;14.00;-;-;3.00;1.00;1.00;1.00;2.00;8.00;-;8.00;5.00;1.00;1.00;-
Никита Печенкин;Тюмень;208;93;З ЛЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;35.00;86 %;-;-;-;-;8.00;63 %;4.00;50 %;3.00;33 %;4.00;25 %;1.00;100 %;6.00;4.00;-;11.00;3.00;1.00;9.00;67 %;7.00;57 %;2.00;100 %;6.00;67 %;1.00;100 %;-;-;-;-;12.00;7.00;1;1.00;-;-;66.00;58.00;88 %;-;-;-;-;-;-;-;-;1.21;0.67;0.54;0.17;0.17;30.00;-;-;5.00;2.00;1.00;1.00;1.00;6.00;4.00;2.00;4.00;1.00;-;-
Константин Плиев;Алания Владикавказ;200;93;З ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;82.00;93 %;-;-;-;-;12.00;83 %;3.00;67 %;-;-;5.00;80 %;-;-;3.00;1.00;-;10.00;1.00;3.00;6.00;67 %;5.00;60 %;1.00;100 %;-;-;1.00;100 %;-;-;2.00;50 %;6.00;4.00;1;1.00;-;-;101.00;93.00;92 %;-;-;-;-;-;-;-;-;0.67;1.21;-0.54;0.10;0.05;76.00;-;-;10.00;2.00;-;4.00;-;4.00;3.00;1.00;-;1.00;-;1.00
Денис Самойлов;Тюмень;231;93;ЗП ЛЦ;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;-;1.00;-;0.01;35.00;80 %;2.00;50 %;-;-;8.00;63 %;1.00;0 %;-;-;3.00;67 %;2.00;100 %;6.00;2.00;-;8.00;3.00;-;14.00;79 %;8.00;88 %;6.00;67 %;2.00;100 %;1.00;0 %;1.00;0 %;5.00;100 %;1.00;13.00;1;1.00;-;-;64.00;53.00;83 %;0 %;1.00;-;-;0.28;0.01;-;0.00;1.21;0.67;0.54;0.03;0.03;28.00;1.00;-;5.00;-;-;2.00;2.00;11.00;7.00;4.00;2.00;-;-;5.00
Виталий Шитов;Тюмень;213;93;П Л;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;2.00;-;0.04;27.00;63 %;-;-;2.00;50 %;5.00;20 %;2.00;50 %;-;-;2.00;0 %;4.00;25 %;13.00;1.00;-;6.00;-;3.00;20.00;40 %;10.00;40 %;10.00;40 %;-;-;6.00;50 %;2.00;50 %;8.00;50 %;6.00;5.00;1;1.00;-;-;64.00;40.00;63 %;0 %;1.00;1.00;-;-;0.02;-;0.00;1.21;0.67;0.54;-;-;17.00;-;1.00;1.00;1.00;-;-;1.00;8.00;4.00;4.00;-;3.00;1.00;4.00
Антон Синяк;Тюмень;249;93;ЗЛ;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;42.00;83 %;1.00;100 %;2.00;50 %;5.00;100 %;1.00;100 %;1.00;100 %;5.00;80 %;2.00;50 %;6.00;2.00;-;6.00;-;1.00;11.00;64 %;9.00;67 %;2.00;50 %;2.00;50 %;1.00;0 %;1.00;0 %;5.00;60 %;1.00;12.00;1;1.00;-;-;67.00;56.00;84 %;-;-;-;-;0.67;-;-;-;1.21;0.67;0.54;0.04;0.04;35.00;1.00;1.00;5.00;1.00;1.00;4.00;1.00;7.00;6.00;1.00;1.00;-;-;3.00
Евгений Татаринов;Тюмень;180;93;Ф ЛЦ;-;-;2.00;-;0 %;-;2.00;1.00;-;-;-;-;-;1.00;-;0.05;11.00;73 %;1.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;14.00;1.00;-;2.00;1.00;2.00;17.00;18 %;3.00;0 %;14.00;21 %;3.00;0 %;2.00;50 %;2.00;50 %;1.00;0 %;1.00;5.00;1;1.00;-;-;37.00;19.00;51 %;0 %;1.00;-;-;0.15;0.05;-;0.00;1.21;0.67;0.54;-;-;8.00;-;-;-;-;-;-;-;3.00;-;3.00;-;1.00;1.00;-
Ибрагим Цаллагов;Алания Владикавказ;202;93;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;-;1.00;-;0.03;60.00;80 %;-;-;-;-;15.00;60 %;4.00;75 %;2.00;100 %;8.00;75 %;1.00;100 %;7.00;1.00;1.00;10.00;2.00;-;13.00;69 %;8.00;63 %;5.00;80 %;2.00;0 %;-;-;-;-;4.00;100 %;5.00;12.00;1;1.00;-;-;92.00;74.00;80 %;0 %;1.00;-;-;0.01;0.03;-;0.00;0.67;1.21;-0.54;-;-;48.00;-;-;9.00;3.00;2.00;6.00;1.00;9.00;5.00;4.00;-;-;-;4.00
Султан Джамилов;Нефтехимик Нижнекамск;209;92;Ф ЛЦ;-;-;-;-;-;1.00;1.00;2.00;-;-;-;-;1.00;1.00;1.00;0.05;25.00;80 %;1.00;100 %;1.00;100 %;6.00;67 %;1.00;0 %;-;-;1.00;0 %;1.00;100 %;10.00;1.00;1.00;-;-;2.00;23.00;17 %;7.00;0 %;16.00;25 %;8.00;25 %;1.00;100 %;1.00;100 %;2.00;0 %;3.00;5.00;1;1.00;1.00;-;60.00;35.00;58 %;100 %;-;-;-;0.58;0.05;-;0.00;1.54;1.64;-0.10;-;-;20.00;1.00;1.00;4.00;-;-;-;1.00;4.00;-;4.00;2.00;1.00;1.00;-
Артём Котик;Нефтехимик Нижнекамск;194;92;Ф ПЦ;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;1.00;1.00;0.50;13.00;38 %;2.00;0 %;1.00;0 %;4.00;25 %;-;-;-;-;3.00;33 %;1.00;0 %;14.00;1.00;-;2.00;2.00;-;40.00;25 %;4.00;50 %;36.00;22 %;23.00;35 %;2.00;0 %;2.00;0 %;-;-;-;7.00;1;1.00;1.00;-;62.00;24.00;39 %;100 %;-;-;-;0.03;0.50;-;0.00;1.54;1.64;-0.10;-;-;5.00;-;-;1.00;-;-;1.00;-;10.00;2.00;8.00;8.00;-;-;-
Кирилл Колесниченко;Ленинградец;202;90;АП ПЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;2.00;1.00;0.06;20.00;60 %;-;-;2.00;50 %;6.00;50 %;-;-;-;-;4.00;75 %;2.00;50 %;11.00;1.00;1.00;2.00;1.00;2.00;32.00;31 %;7.00;57 %;25.00;24 %;13.00;15 %;7.00;43 %;4.00;25 %;2.00;50 %;1.00;1.00;1;1.00;1.00;-;59.00;27.00;46 %;50 %;-;1.00;-;0.05;0.03;-;0.00;0.21;2.6;-1.85;-;-;12.00;-;1.00;3.00;-;-;3.00;1.00;10.00;4.00;6.00;2.00;3.00;1.00;1.00
Аршак Корян;Химки;228;90;АП ЛЦ;-;-;2.00;-;0 %;1.00;6.00;-;-;-;-;-;1.00;2.00;1.00;0.29;21.00;71 %;1.00;100 %;2.00;50 %;10.00;60 %;2.00;100 %;-;-;5.00;40 %;5.00;60 %;10.00;1.00;-;6.00;2.00;3.00;22.00;36 %;9.00;44 %;13.00;31 %;2.00;0 %;6.00;33 %;6.00;33 %;4.00;75 %;3.00;3.00;1;1.00;1.00;-;54.00;33.00;61 %;50 %;1.00;-;-;0.21;0.14;-;0.00;0.93;0.97;-0.04;-;-;15.00;1.00;1.00;6.00;2.00;-;2.00;3.00;8.00;4.00;4.00;-;2.00;2.00;3.00
Данил Степанов;Химки;205;90;ЗП Л;-;1.00;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;-;21.00;67 %;1.00;100 %;1.00;0 %;4.00;25 %;1.00;0 %;-;-;4.00;25 %;1.00;0 %;4.00;1.00;1.00;4.00;-;-;18.00;56 %;14.00;57 %;4.00;50 %;4.00;75 %;-;-;-;-;7.00;57 %;6.00;-;1;1.00;1.00;-;46.00;30.00;65 %;-;-;-;-;0.25;-;-;-;0.93;0.97;-0.04;-;-;14.00;1.00;-;1.00;-;-;1.00;-;10.00;8.00;2.00;3.00;-;-;4.00
Максим Храмцов;Динамо Махачкала;213;87;ЗП Л;-;-;-;-;-;1.00;1.00;-;1.00;2.00;-;-;-;1.00;-;0.15;33.00;79 %;-;-;4.00;75 %;6.00;50 %;-;-;-;-;-;-;7.00;100 %;5.00;2.00;1.00;3.00;2.00;1.00;12.00;58 %;7.00;86 %;5.00;20 %;8.00;75 %;1.00;0 %;-;-;1.00;0 %;4.00;3.00;1;1.00;1.00;-;56.00;41.00;73 %;0 %;-;1.00;-;0.12;0.15;-;0.00;1.73;0.21;1.52;-;-;26.00;-;3.00;3.00;-;-;-;7.00;7.00;6.00;1.00;6.00;-;-;-
Залимхан Юсупов;Динамо Махачкала;224;87;ЗП Ц;-;-;-;-;-;-;2.00;2.00;-;-;1.00;-;-;2.00;-;0.06;43.00;81 %;-;-;-;-;10.00;70 %;2.00;0 %;-;-;6.00;50 %;2.00;50 %;4.00;2.00;1.00;4.00;2.00;2.00;20.00;65 %;13.00;69 %;7.00;57 %;4.00;50 %;1.00;100 %;-;-;8.00;75 %;4.00;5.00;1;1.00;1.00;-;77.00;59.00;77 %;0 %;1.00;1.00;-;0.35;0.03;-;0.00;1.73;0.21;1.52;0.03;0.03;35.00;-;-;7.00;-;-;3.00;1.00;13.00;9.00;4.00;2.00;1.00;-;6.00
Иван Енин;Торпедо Москва;210;86;ЗП Ц;-;-;-;-;-;-;1.00;1.00;-;2.00;1.00;-;-;-;-;-;38.00;84 %;-;-;-;-;5.00;40 %;1.00;0 %;-;-;1.00;0 %;2.00;50 %;3.00;1.00;-;10.00;3.00;-;16.00;63 %;10.00;60 %;6.00;67 %;1.00;0 %;4.00;75 %;1.00;100 %;6.00;50 %;9.00;6.00;1;1.00;1.00;-;69.00;57.00;83 %;-;-;-;-;0.20;-;-;-;0.77;1.2;-0.25;0.03;0.01;32.00;-;-;2.00;-;-;-;1.00;10.00;6.00;4.00;-;3.00;1.00;3.00
Никита Глушков;Енисей Красноярск;209;86;Ф ЛЦ;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;-;3.00;-;0.25;24.00;83 %;2.00;50 %;1.00;0 %;5.00;100 %;-;-;-;-;-;-;7.00;86 %;6.00;2.00;3.00;2.00;1.00;3.00;10.00;50 %;1.00;100 %;9.00;44 %;1.00;0 %;5.00;60 %;5.00;60 %;-;-;2.00;4.00;1;1.00;1.00;-;49.00;34.00;69 %;0 %;1.00;2.00;-;0.43;0.08;-;0.00;1.2;1.86;-0.84;-;-;20.00;1.00;-;5.00;-;-;-;6.00;5.00;1.00;4.00;-;3.00;3.00;-
Михаил Мальцев;Сокол Саратов;210;86;ЗП ПЦ;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;29.00;76 %;1.00;100 %;-;-;8.00;50 %;-;-;-;-;5.00;60 %;2.00;50 %;4.00;1.00;3.00;2.00;1.00;2.00;11.00;64 %;3.00;33 %;8.00;75 %;2.00;50 %;5.00;80 %;2.00;50 %;2.00;0 %;4.00;5.00;1;1.00;1.00;-;55.00;41.00;75 %;-;-;-;-;0.34;-;-;-;1.32;2.52;-1.20;0.07;0.04;22.00;1.00;-;4.00;-;-;3.00;1.00;7.00;1.00;6.00;1.00;4.00;1.00;-
Никита Раздорских;Енисей Красноярск;203;86;П Л;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;34.00;82 %;1.00;0 %;-;-;9.00;67 %;2.00;100 %;-;-;4.00;75 %;1.00;0 %;7.00;2.00;1.00;4.00;-;1.00;9.00;67 %;6.00;67 %;3.00;67 %;2.00;50 %;1.00;100 %;1.00;100 %;5.00;80 %;7.00;4.00;1;1.00;1.00;-;56.00;46.00;82 %;-;-;-;-;0.04;-;-;-;1.2;1.86;-0.84;0.06;0.02;28.00;-;-;6.00;2.00;-;3.00;-;6.00;4.00;2.00;1.00;1.00;1.00;4.00
Александр Кахидзе;Нефтехимик Нижнекамск;209;81;З П;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;-;0.03;40.00;78 %;-;-;2.00;50 %;12.00;50 %;5.00;60 %;-;-;7.00;71 %;3.00;67 %;6.00;2.00;-;6.00;2.00;1.00;15.00;60 %;11.00;64 %;4.00;50 %;4.00;50 %;1.00;0 %;1.00;0 %;3.00;67 %;5.00;4.00;1;1.00;1.00;-;66.00;50.00;76 %;0 %;1.00;-;-;-;0.03;-;0.00;1.54;1.64;-0.10;-;-;31.00;-;1.00;6.00;3.00;-;5.00;2.00;9.00;7.00;2.00;2.00;-;-;2.00
Данил Кленкин;ФК Волгарь;180;81;АП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;1.00;-;-;-;18.00;78 %;-;-;3.00;67 %;3.00;100 %;1.00;100 %;-;-;3.00;100 %;5.00;60 %;6.00;1.00;2.00;-;-;1.00;7.00;29 %;1.00;0 %;6.00;33 %;2.00;0 %;-;-;-;-;-;-;2.00;3.00;1;1.00;1.00;-;33.00;22.00;67 %;-;-;-;-;0.14;-;-;-;2.78;0.61;2.17;-;-;14.00;-;2.00;3.00;1.00;-;3.00;3.00;2.00;-;2.00;-;-;-;-
