Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Иван Тимошенко;Родина Москва;235;79;Ф ЛЦ;1.00;-;2.00;1.00;50 %;1.00;3.00;-;-;-;-;-;1.00;5.00;2.00;1.70;14.00;57 %;1.00;0 %;1.00;0 %;1.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;13.00;2.00;-;2.00;-;-;20.00;30 %;2.00;100 %;18.00;22 %;10.00;40 %;-;-;-;-;-;-;4.00;3.00;1;1.00;1.00;-;46.00;23.00;50 %;40 %;1.00;2.00;-;0.02;0.34;1.70;0.59;1.41;1.5;0.36;0.30;0.30;8.00;-;-;1.00;-;-;1.00;-;6.00;2.00;4.00;4.00;-;-;-
Борис Фартуна;КамАЗ Набережные Челны;200;78;П ЛЦ;-;-;1.00;-;0 %;1.00;4.00;1.00;-;-;1.00;-;-;2.00;1.00;0.11;20.00;90 %;-;-;-;-;4.00;100 %;-;-;-;-;1.00;100 %;-;-;6.00;2.00;1.00;2.00;-;1.00;17.00;29 %;8.00;38 %;9.00;22 %;5.00;20 %;2.00;50 %;-;-;2.00;50 %;3.00;2.00;1;1.00;1.00;-;46.00;30.00;65 %;50 %;1.00;-;-;-;0.06;-;0.00;0.27;0.36;-0.09;-;-;18.00;-;-;4.00;-;-;1.00;-;5.00;3.00;2.00;1.00;1.00;-;1.00
Дамир Таликин;КамАЗ Набережные Челны;197;78;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30.00;83 %;-;-;3.00;33 %;11.00;91 %;1.00;0 %;-;-;7.00;71 %;5.00;40 %;4.00;-;1.00;2.00;1.00;1.00;9.00;44 %;4.00;50 %;5.00;40 %;4.00;50 %;2.00;50 %;1.00;0 %;1.00;100 %;2.00;4.00;1;1.00;1.00;-;47.00;36.00;77 %;-;-;-;-;-;-;-;-;0.27;0.36;-0.09;0.02;0.02;25.00;-;1.00;10.00;-;-;5.00;2.00;4.00;2.00;2.00;2.00;1.00;-;1.00
Артемий Укомский;КамАЗ Набережные Челны;160;78;Ф Ц;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;1.00;1.00;-;0.14;15.00;80 %;-;-;-;-;2.00;0 %;-;-;-;-;-;-;-;-;15.00;2.00;2.00;-;-;1.00;17.00;18 %;1.00;0 %;16.00;19 %;6.00;17 %;2.00;50 %;-;-;-;-;-;-;1;1.00;1.00;-;36.00;16.00;44 %;0 %;1.00;-;-;-;0.14;-;0.00;0.27;0.36;-0.09;-;-;12.00;-;-;-;-;-;-;-;3.00;-;3.00;1.00;1.00;-;-
Султан Джамилов;Нефтехимик Нижнекамск;254;76;Ф ЛЦ;-;-;1.00;-;0 %;2.00;3.00;3.00;-;-;-;-;-;2.00;1.00;0.19;19.00;89 %;2.00;50 %;1.00;100 %;2.00;50 %;-;-;-;-;1.00;0 %;1.00;100 %;6.00;1.00;2.00;1.00;-;2.00;15.00;27 %;-;-;15.00;27 %;4.00;0 %;1.00;100 %;1.00;100 %;-;-;-;4.00;1;1.00;1.00;-;44.00;28.00;64 %;50 %;1.00;-;-;-;0.10;-;0.00;0.36;0.27;0.09;-;-;17.00;1.00;1.00;1.00;-;-;-;1.00;4.00;-;4.00;-;1.00;1.00;-
Алан Хабалов;Алания Владикавказ;186;76;З П;-;-;-;-;-;-;2.00;1.00;1.00;2.00;-;-;1.00;-;-;-;37.00;76 %;-;-;3.00;33 %;9.00;67 %;4.00;75 %;1.00;100 %;3.00;100 %;4.00;50 %;5.00;2.00;1.00;3.00;-;-;14.00;43 %;11.00;45 %;3.00;33 %;3.00;67 %;2.00;50 %;1.00;0 %;4.00;50 %;4.00;10.00;1;1.00;1.00;-;66.00;48.00;73 %;-;-;-;-;-;-;-;-;0.23;0.96;-0.73;-;-;28.00;-;1.00;6.00;3.00;1.00;3.00;2.00;6.00;5.00;1.00;2.00;1.00;-;2.00
Заур Тарба;Алания Владикавказ;176;76;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;34.00;71 %;-;-;2.00;0 %;8.00;38 %;2.00;0 %;-;-;5.00;20 %;4.00;0 %;7.00;-;-;3.00;1.00;2.00;13.00;54 %;6.00;67 %;7.00;43 %;3.00;67 %;3.00;33 %;3.00;33 %;1.00;100 %;-;4.00;1;1.00;1.00;-;53.00;37.00;70 %;-;-;-;-;-;-;-;-;0.23;0.96;-0.73;-;-;24.00;-;-;3.00;-;-;1.00;-;7.00;4.00;3.00;2.00;1.00;1.00;1.00
Астемир Гордюшенко;Родина Москва;229;75;П Л;-;-;1.00;-;0 %;-;3.00;2.00;-;-;-;-;-;1.00;-;0.10;24.00;75 %;2.00;0 %;2.00;0 %;7.00;43 %;-;-;-;-;1.00;100 %;5.00;60 %;9.00;2.00;2.00;5.00;1.00;2.00;18.00;50 %;6.00;83 %;12.00;33 %;3.00;33 %;4.00;25 %;4.00;25 %;3.00;67 %;2.00;2.00;1;1.00;1.00;-;52.00;34.00;65 %;0 %;1.00;-;-;0.29;0.10;-;0.00;1.41;1.5;0.36;-;-;18.00;-;-;3.00;-;-;1.00;3.00;9.00;5.00;4.00;1.00;1.00;1.00;2.00
Данил Кленкин;ФК Волгарь;220;75;Ф ПЦ;-;-;1.00;-;0 %;2.00;-;2.00;-;-;-;-;-;3.00;1.00;0.20;25.00;56 %;2.00;100 %;3.00;67 %;10.00;50 %;-;-;-;-;7.00;43 %;4.00;50 %;10.00;1.00;2.00;-;-;1.00;15.00;40 %;4.00;0 %;11.00;55 %;5.00;20 %;5.00;80 %;3.00;100 %;-;-;1.00;3.00;1;1.00;1.00;-;50.00;26.00;52 %;33 %;2.00;-;-;0.43;0.07;-;0.00;1.24;0.42;0.82;-;-;14.00;2.00;2.00;5.00;-;-;3.00;2.00;6.00;-;6.00;1.00;4.00;3.00;-
Данил Полубояринов;ФК Волгарь;226;75;П ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;2.00;-;0.06;29.00;90 %;-;-;-;-;5.00;60 %;-;-;-;-;2.00;50 %;1.00;100 %;2.00;-;-;4.00;1.00;1.00;10.00;60 %;5.00;20 %;5.00;100 %;4.00;50 %;1.00;100 %;1.00;100 %;-;-;4.00;6.00;1;1.00;1.00;-;52.00;43.00;83 %;0 %;-;2.00;-;-;0.03;-;0.00;1.24;0.42;0.82;0.08;0.04;26.00;-;-;3.00;-;-;1.00;1.00;6.00;1.00;5.00;2.00;1.00;1.00;-
Мухаммад Султонов;Родина Москва;256;75;П П;-;-;1.00;1.00;100 %;2.00;-;3.00;-;-;-;-;-;3.00;1.00;0.16;35.00;86 %;-;-;2.00;100 %;9.00;78 %;2.00;100 %;-;-;7.00;71 %;5.00;100 %;5.00;1.00;-;-;-;1.00;8.00;38 %;3.00;33 %;5.00;40 %;3.00;0 %;1.00;100 %;1.00;100 %;1.00;100 %;6.00;10.00;1;1.00;1.00;-;64.00;52.00;81 %;33 %;-;2.00;-;0.51;0.05;-;0.00;1.41;1.5;0.36;-;-;30.00;-;2.00;7.00;2.00;-;5.00;5.00;3.00;1.00;2.00;-;1.00;1.00;1.00
Иван Енин;Торпедо Москва;197;74;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.04;44.00;84 %;-;-;1.00;0 %;9.00;89 %;1.00;100 %;1.00;100 %;6.00;83 %;1.00;100 %;4.00;2.00;-;3.00;2.00;1.00;10.00;50 %;6.00;33 %;4.00;75 %;2.00;50 %;1.00;100 %;-;-;3.00;33 %;4.00;8.00;1;1.00;1.00;-;68.00;55.00;81 %;0 %;-;1.00;-;0.24;0.04;-;0.00;1.8;0.52;0.56;0.19;0.06;37.00;-;-;8.00;1.00;1.00;5.00;1.00;5.00;2.00;3.00;1.00;1.00;-;1.00
Игорь Лебеденко;Торпедо Москва;198;74;Ф Ц;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;2.00;2.00;1.00;0.27;33.00;79 %;-;-;2.00;0 %;6.00;67 %;-;-;-;-;1.00;100 %;8.00;75 %;10.00;3.00;-;-;-;-;15.00;27 %;2.00;50 %;13.00;23 %;13.00;23 %;1.00;0 %;1.00;0 %;1.00;100 %;1.00;3.00;1;1.00;1.00;-;54.00;35.00;65 %;50 %;1.00;-;-;0.06;0.14;-;0.00;1.8;0.52;0.56;-;-;26.00;-;-;4.00;-;-;1.00;6.00;4.00;1.00;3.00;3.00;-;-;1.00
Дмитрий Полоз;Торпедо Москва;191;74;АП ПЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.12;8.00;100 %;-;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;5.00;-;-;-;-;-;5.00;20 %;-;-;5.00;20 %;2.00;50 %;-;-;-;-;-;-;1.00;1.00;1;1.00;1.00;-;16.00;12.00;75 %;100 %;-;-;-;0.04;0.12;-;0.00;1.8;0.52;0.56;0.04;0.04;8.00;-;-;-;-;-;1.00;-;1.00;-;1.00;1.00;-;-;-
Кирилл Колесниченко;Ленинградец;195;73;АП П;-;-;1.00;-;0 %;1.00;1.00;-;-;-;-;-;1.00;2.00;-;0.10;20.00;80 %;1.00;100 %;-;-;5.00;80 %;1.00;0 %;-;-;3.00;67 %;2.00;50 %;13.00;1.00;2.00;-;-;1.00;21.00;38 %;4.00;50 %;17.00;35 %;6.00;50 %;3.00;0 %;3.00;0 %;2.00;50 %;2.00;2.00;1;1.00;1.00;-;51.00;30.00;59 %;0 %;1.00;1.00;-;0.22;0.05;-;0.00;0.42;1.22;-0.80;0.02;0.02;16.00;1.00;-;4.00;-;-;2.00;1.00;8.00;2.00;6.00;3.00;-;-;1.00
Дмитрий Коробов;Черноморец;212;73;ЗП ЛЦ;-;-;-;-;-;-;3.00;1.00;-;-;-;-;-;-;-;-;37.00;92 %;-;-;-;-;5.00;80 %;-;-;-;-;3.00;67 %;1.00;0 %;2.00;-;1.00;6.00;2.00;2.00;8.00;63 %;6.00;67 %;2.00;50 %;2.00;100 %;-;-;-;-;2.00;50 %;5.00;5.00;1;1.00;1.00;-;58.00;51.00;88 %;-;-;-;-;0.23;-;-;-;1.95;2.20;-0.25;-;-;34.00;-;-;4.00;-;-;2.00;-;5.00;4.00;1.00;2.00;-;-;1.00
Владислав Руденко;Черноморец;252;73;Ф Ц;2.00;-;4.00;2.00;50 %;-;-;1.00;-;-;-;-;-;4.00;2.00;1.9;17.00;65 %;-;-;2.00;0 %;3.00;33 %;-;-;-;-;-;-;1.00;100 %;9.00;-;1.00;2.00;2.00;-;13.00;38 %;1.00;100 %;12.00;33 %;11.00;27 %;-;-;-;-;-;-;1.00;1.00;1;1.00;1.00;-;37.00;20.00;54 %;50 %;1.00;1.00;-;-;0.27;0.55;1.83;1.95;2.20;-0.25;-;-;11.00;-;-;1.00;-;-;-;1.00;5.00;1.00;4.00;3.00;-;-;-
Павел Котов;Нефтехимик Нижнекамск;255;70;П Л;1.00;-;1.00;1.00;100 %;-;1.00;1.00;-;-;-;-;-;1.00;1.00;0.75;13.00;62 %;2.00;0 %;-;-;-;-;1.00;100 %;-;-;1.00;100 %;2.00;50 %;1.00;1.00;1.00;1.00;-;-;12.00;67 %;5.00;60 %;7.00;71 %;6.00;50 %;2.00;100 %;2.00;100 %;3.00;100 %;2.00;2.00;1;1.00;1.00;-;32.00;22.00;69 %;100 %;-;-;-;-;0.75;0.75;1.33;0.36;0.21;0.15;-;-;8.00;-;-;-;1.00;-;1.00;1.00;8.00;3.00;5.00;3.00;2.00;2.00;3.00
Сергей Макаров;ФК Акрон Тольятти;230;70;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45.00;78 %;-;-;2.00;50 %;7.00;86 %;1.00;100 %;-;-;3.00;100 %;5.00;40 %;4.00;1.00;-;4.00;2.00;-;9.00;78 %;6.00;67 %;3.00;100 %;2.00;100 %;1.00;100 %;-;-;3.00;33 %;4.00;5.00;1;1.00;1.00;-;63.00;51.00;81 %;-;-;-;-;-;-;-;-;0.48;1.29;-0.81;0.01;0.01;35.00;-;1.00;6.00;1.00;-;3.00;2.00;7.00;4.00;3.00;2.00;1.00;-;1.00
Илья Рубцов;Шинник;157;70;Ф Ц;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00;-;-;-;9.00;78 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;10.00;2.00;1.00;3.00;2.00;1.00;14.00;14 %;5.00;40 %;9.00;0 %;7.00;0 %;1.00;0 %;-;-;1.00;100 %;1.00;-;1;1.00;1.00;-;26.00;11.00;42 %;-;-;-;-;0.10;-;-;-;0.20;1.41;-1.21;-;-;7.00;-;-;-;-;-;-;-;2.00;2.00;-;-;-;-;1.00
Андрей Семенов;Шинник;194;70;З П;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;-;0.01;37.00;70 %;-;-;-;-;13.00;54 %;4.00;25 %;-;-;6.00;33 %;-;-;9.00;4.00;-;10.00;-;-;11.00;82 %;8.00;75 %;3.00;100 %;5.00;80 %;-;-;-;-;2.00;100 %;7.00;5.00;1;1.00;1.00;-;61.00;47.00;77 %;0 %;1.00;-;-;-;0.01;-;0.00;0.20;1.41;-1.21;0.07;0.07;26.00;-;-;7.00;1.00;-;2.00;-;9.00;6.00;3.00;4.00;-;-;2.00
Саид Алиев;СКА-Хабаровск;244;69;Ф Ц;1.00;-;2.00;1.00;50 %;3.00;-;4.00;-;-;-;-;1.00;5.00;4.00;1.5;7.00;57 %;1.00;100 %;-;-;-;-;-;-;-;-;1.00;0 %;-;-;9.00;1.00;1.00;-;-;2.00;29.00;41 %;3.00;0 %;26.00;46 %;5.00;40 %;6.00;50 %;6.00;50 %;1.00;0 %;-;5.00;1;1.00;1.00;-;49.00;27.00;55 %;80 %;1.00;-;-;0.40;0.21;1.5;0.95;1.10;0.18;0.92;-;-;4.00;1.00;-;-;-;-;-;-;12.00;-;12.00;2.00;3.00;3.00;-
Андрей Никитин;СКА-Хабаровск;237;69;АП П;-;1.00;-;-;-;2.00;1.00;-;-;-;-;-;1.00;2.00;-;0.44;27.00;63 %;2.00;100 %;-;-;5.00;80 %;-;-;-;-;2.00;0 %;4.00;100 %;7.00;3.00;-;1.00;1.00;4.00;11.00;45 %;1.00;0 %;10.00;50 %;3.00;33 %;8.00;50 %;5.00;60 %;-;-;1.00;3.00;1;1.00;1.00;-;48.00;30.00;63 %;0 %;1.00;1.00;-;0.17;0.22;-;0.00;1.10;0.18;0.92;-;-;17.00;2.00;-;4.00;-;-;-;4.00;5.00;-;5.00;1.00;4.00;3.00;-
Никита Балахонцев;Тюмень;176;68;Ф ПЦ;-;-;-;-;-;1.00;-;3.00;-;-;1.00;-;-;-;-;-;16.00;81 %;-;-;1.00;0 %;2.00;50 %;2.00;100 %;-;-;2.00;50 %;-;-;5.00;-;-;1.00;-;-;14.00;57 %;3.00;67 %;11.00;55 %;5.00;80 %;3.00;0 %;2.00;0 %;1.00;100 %;2.00;1.00;1;1.00;1.00;-;33.00;24.00;73 %;-;-;-;-;-;-;-;-;0.66;1.41;-0.75;-;-;13.00;-;-;1.00;2.00;-;1.00;-;8.00;2.00;6.00;4.00;-;-;1.00
Владислав Левин;Арсенал Тула;224;68;П ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;1.00;1.00;1.00;0.06;59.00;90 %;1.00;0 %;-;-;15.00;87 %;2.00;100 %;-;-;5.00;80 %;5.00;80 %;4.00;-;-;2.00;1.00;-;9.00;44 %;5.00;40 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;2.00;50 %;3.00;10.00;1;1.00;1.00;-;82.00;71.00;87 %;100 %;-;-;-;0.11;0.06;-;0.00;1.41;0.20;1.21;-;-;53.00;-;-;13.00;2.00;-;4.00;4.00;4.00;2.00;2.00;-;-;-;1.00
Михаил Петров;Тюмень;193;68;ЗП ПЦ;-;-;-;-;-;-;3.00;1.00;1.00;1.00;-;-;-;-;-;-;27.00;85 %;-;-;-;-;5.00;60 %;-;-;-;-;3.00;67 %;-;-;5.00;2.00;-;6.00;1.00;1.00;13.00;46 %;8.00;63 %;5.00;20 %;2.00;50 %;-;-;-;-;1.00;100 %;9.00;4.00;1;1.00;1.00;-;54.00;43.00;80 %;-;-;-;-;-;-;-;-;0.66;1.41;-0.75;0.09;0.09;23.00;-;-;3.00;-;-;2.00;-;6.00;5.00;1.00;1.00;-;-;1.00
Антон Синяк;Тюмень;217;68;ЗЛ;-;-;-;-;-;-;2.00;-;-;-;1.00;-;-;-;-;-;33.00;82 %;-;-;-;-;6.00;67 %;2.00;50 %;-;-;5.00;80 %;2.00;100 %;3.00;-;1.00;1.00;1.00;-;4.00;50 %;4.00;50 %;-;-;2.00;100 %;-;-;-;-;2.00;0 %;4.00;3.00;1;1.00;1.00;-;45.00;36.00;80 %;-;-;-;-;-;-;-;-;0.66;1.41;-0.75;0.11;0.11;27.00;-;-;4.00;1.00;-;4.00;2.00;2.00;2.00;-;2.00;-;-;-
Олег Исаенко;Химки;182;67;ЗП П;-;-;-;-;-;-;1.00;-;1.00;2.00;-;-;-;1.00;-;0.02;25.00;80 %;-;-;1.00;0 %;5.00;80 %;-;-;-;-;3.00;100 %;1.00;0 %;5.00;1.00;1.00;3.00;1.00;1.00;10.00;50 %;8.00;38 %;2.00;100 %;1.00;0 %;1.00;100 %;1.00;100 %;4.00;25 %;3.00;3.00;1;1.00;1.00;-;45.00;33.00;73 %;0 %;-;1.00;-;-;0.02;-;0.00;0.18;1.10;-0.92;-;-;20.00;-;-;4.00;-;-;3.00;-;5.00;3.00;2.00;-;1.00;1.00;1.00
Александр Гаглоев;КамАЗ Набережные Челны;175;66;АП Л;-;-;-;-;-;-;-;2.00;-;-;1.00;1.00;1.00;-;-;-;26.00;69 %;-;-;6.00;0 %;4.00;75 %;-;-;-;-;1.00;100 %;6.00;50 %;12.00;-;-;-;-;2.00;18.00;28 %;4.00;25 %;14.00;29 %;2.00;50 %;5.00;40 %;3.00;0 %;1.00;100 %;2.00;1.00;1;1.00;-;-;49.00;28.00;57 %;-;-;-;-;0.19;-;-;-;0.21;0.36;-0.15;-;-;18.00;-;-;3.00;-;-;1.00;3.00;5.00;1.00;4.00;1.00;2.00;-;1.00
Кирилл Косарев;ФК Волгарь;172;66;Ф ЛЦ;-;-;1.00;-;0 %;-;2.00;1.00;-;-;-;-;-;-;-;-;18.00;72 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;16.00;3.00;2.00;-;-;-;29.00;17 %;3.00;0 %;26.00;19 %;11.00;18 %;2.00;0 %;2.00;0 %;1.00;0 %;1.00;-;1;1.00;1.00;-;50.00;19.00;38 %;-;-;-;-;0.02;-;-;-;1.8;0.20;0.88;-;-;13.00;-;-;-;-;-;-;-;5.00;-;5.00;2.00;-;-;-
Владислав Яковлев;Химки;158;66;Ф Ц;-;-;-;-;-;-;3.00;1.00;-;-;-;-;1.00;-;-;-;6.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;-;1.00;-;-;-;8.00;25 %;3.00;33 %;5.00;20 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;1.00;-;1;1.00;1.00;-;16.00;9.00;56 %;-;-;-;-;0.03;-;-;-;0.18;1.10;-0.92;-;-;6.00;-;-;-;-;-;-;-;2.00;1.00;1.00;2.00;-;-;-
Максим Турищев;Родина Москва;225;64;Ф ПЦ;1.00;-;1.00;1.00;100 %;-;3.00;2.00;-;-;-;-;1.00;2.00;1.00;0.24;13.00;62 %;1.00;0 %;2.00;0 %;2.00;50 %;-;-;-;-;2.00;50 %;1.00;0 %;5.00;-;1.00;-;-;1.00;6.00;17 %;-;-;6.00;17 %;4.00;0 %;-;-;-;-;-;-;2.00;1.00;1;1.00;1.00;-;27.00;15.00;56 %;50 %;1.00;-;-;-;0.12;0.24;4.17;1.41;0.66;0.75;-;-;8.00;-;-;1.00;-;-;1.00;-;1.00;-;1.00;-;-;-;-
Георгий Юдинцев;Родина Москва;242;64;З П;-;1.00;-;-;-;1.00;4.00;-;-;-;1.00;-;-;-;-;-;36.00;72 %;1.00;100 %;1.00;0 %;10.00;50 %;-;-;-;-;2.00;50 %;3.00;0 %;3.00;-;-;2.00;-;1.00;9.00;56 %;5.00;60 %;4.00;50 %;2.00;50 %;2.00;100 %;1.00;100 %;1.00;100 %;4.00;6.00;1;1.00;1.00;-;56.00;42.00;75 %;-;-;-;-;0.22;-;-;-;1.41;0.66;0.75;-;-;26.00;1.00;-;5.00;-;-;1.00;-;5.00;3.00;2.00;1.00;2.00;1.00;1.00
Валерий Чуперка;Кубань Краснодар;184;62;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;1.00;2.00;1.00;-;-;1.00;-;0.03;44.00;80 %;-;-;1.00;0 %;4.00;50 %;1.00;0 %;-;-;2.00;0 %;6.00;33 %;4.00;1.00;1.00;4.00;1.00;1.00;7.00;57 %;4.00;50 %;3.00;67 %;1.00;100 %;-;-;-;-;2.00;50 %;3.00;5.00;1;1.00;1.00;-;62.00;48.00;77 %;0 %;1.00;-;-;0.04;0.03;-;0.00;1.5;0.48;0.57;-;-;35.00;-;-;2.00;-;-;-;2.00;4.00;2.00;2.00;1.00;-;-;1.00
Егор Иванов;Енисей Красноярск;194;62;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.04;30.00;90 %;-;-;-;-;7.00;86 %;-;-;-;-;3.00;67 %;-;-;1.00;-;-;2.00;1.00;-;4.00;50 %;3.00;33 %;1.00;100 %;1.00;0 %;1.00;100 %;-;-;2.00;50 %;7.00;4.00;1;1.00;1.00;-;46.00;40.00;87 %;0 %;1.00;-;-;-;0.04;-;0.00;0.11;0.96;-0.85;-;-;27.00;-;-;6.00;-;-;2.00;-;2.00;1.00;1.00;-;1.00;-;1.00
Гаррик Левин;Кубань Краснодар;209;62;АП П;-;-;-;-;-;-;2.00;-;-;-;1.00;-;-;-;-;-;19.00;79 %;1.00;0 %;1.00;100 %;5.00;60 %;2.00;50 %;-;-;2.00;100 %;3.00;67 %;8.00;2.00;-;1.00;1.00;-;16.00;38 %;6.00;33 %;10.00;40 %;2.00;0 %;5.00;60 %;3.00;67 %;5.00;40 %;3.00;7.00;1;1.00;1.00;-;45.00;31.00;69 %;-;-;-;-;0.26;-;-;-;1.5;0.48;0.57;-;-;15.00;-;1.00;3.00;1.00;-;2.00;2.00;6.00;2.00;4.00;-;3.00;2.00;2.00
Александр Ломакин;Енисей Красноярск;187;62;АП Ц;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.04;22.00;77 %;3.00;33 %;-;-;2.00;50 %;1.00;100 %;-;-;2.00;50 %;2.00;100 %;2.00;-;-;-;-;2.00;10.00;40 %;7.00;29 %;3.00;67 %;3.00;33 %;2.00;50 %;1.00;0 %;3.00;33 %;1.00;2.00;1;1.00;1.00;-;38.00;26.00;68 %;0 %;1.00;-;-;0.04;0.04;-;0.00;0.11;0.96;-0.85;0.01;0.01;17.00;1.00;-;1.00;1.00;-;1.00;2.00;4.00;2.00;2.00;1.00;1.00;-;1.00
Сердер Сердеров;Динамо Махачкала;235;61;Ф Ц;1.00;-;2.00;1.00;50 %;1.00;1.00;1.00;-;-;-;-;1.00;2.00;1.00;0.16;8.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;1.00;1.00;-;-;-;8.00;25 %;2.00;50 %;6.00;17 %;4.00;25 %;-;-;-;-;1.00;0 %;1.00;1.00;1;1.00;1.00;-;21.00;9.00;43 %;50 %;1.00;-;-;-;0.08;0.16;6.25;0.81;0.19;0.62;-;-;4.00;-;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-
Ян Гудков;Сокол Саратов;225;60;ЗЛ;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.04;25.00;80 %;1.00;100 %;5.00;20 %;4.00;50 %;4.00;100 %;1.00;100 %;1.00;100 %;2.00;100 %;4.00;-;2.00;1.00;-;3.00;12.00;58 %;4.00;50 %;8.00;63 %;4.00;75 %;2.00;100 %;-;-;1.00;100 %;4.00;2.00;1;1.00;1.00;-;49.00;36.00;73 %;0 %;-;1.00;-;0.36;0.04;-;0.00;1.89;1.89;0.00;-;-;20.00;1.00;1.00;2.00;4.00;1.00;1.00;2.00;7.00;2.00;5.00;3.00;2.00;-;1.00
Давид Кокоев;Нефтехимик Нижнекамск;187;60;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;21.00;86 %;-;-;-;-;4.00;50 %;-;-;-;-;4.00;50 %;1.00;0 %;4.00;1.00;1.00;2.00;-;1.00;8.00;38 %;1.00;0 %;7.00;43 %;1.00;0 %;-;-;-;-;1.00;0 %;2.00;3.00;1;1.00;1.00;-;36.00;27.00;75 %;-;-;-;-;-;-;-;-;0.32;0.21;0.11;-;-;18.00;-;-;2.00;-;-;2.00;-;3.00;-;3.00;-;-;-;-
Артём Котик;Нефтехимик Нижнекамск;180;60;Ф ПЦ;-;-;1.00;-;0 %;-;4.00;1.00;-;-;-;-;1.00;-;-;-;13.00;54 %;1.00;0 %;-;-;5.00;20 %;-;-;-;-;5.00;40 %;1.00;0 %;13.00;1.00;2.00;-;-;-;23.00;22 %;4.00;25 %;19.00;21 %;12.00;25 %;-;-;-;-;1.00;0 %;2.00;1.00;1;1.00;1.00;-;41.00;15.00;37 %;-;-;-;-;-;-;-;-;0.32;0.21;0.11;-;-;7.00;-;-;1.00;-;-;2.00;-;5.00;1.00;4.00;3.00;-;-;-
