Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Эгаш Касинтура;Динамо Махачкала;191;95;Ф ЛЦ;-;-;-;-;-;-;-;4.00;-;-;-;-;-;1.00;-;0.04;24.00;75 %;-;-;1.00;100 %;2.00;50 %;1.00;100 %;-;-;1.00;0 %;2.00;50 %;9.00;2.00;-;-;-;4.00;31.00;29 %;8.00;25 %;23.00;30 %;9.00;33 %;7.00;29 %;6.00;17 %;4.00;50 %;1.00;8.00;1;1.00;-;-;69.00;40.00;58 %;0 %;-;1.00;-;-;0.04;-;0.00;0.46;0.39;0.07;-;-;18.00;-;1.00;1.00;1.00;-;-;1.00;9.00;2.00;7.00;3.00;2.00;1.00;2.00
Артём Попов;Арсенал Тула;241;95;ЗЛ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;60.00;88 %;-;-;2.00;100 %;16.00;81 %;2.00;100 %;-;-;8.00;75 %;4.00;100 %;3.00;-;-;9.00;2.00;1.00;19.00;63 %;11.00;73 %;8.00;50 %;5.00;80 %;1.00;100 %;-;-;2.00;100 %;5.00;9.00;1;1.00;-;-;94.00;80.00;85 %;-;-;-;-;0.23;-;-;-;0.45;1.8;-0.63;-;-;53.00;-;2.00;13.00;2.00;-;6.00;4.00;12.00;8.00;4.00;4.00;1.00;-;2.00
Никита Раздорских;Енисей Красноярск;192;95;П П;-;-;-;-;-;-;4.00;2.00;-;-;-;-;-;1.00;-;0.02;35.00;66 %;-;-;1.00;0 %;9.00;44 %;-;-;-;-;3.00;33 %;5.00;20 %;6.00;1.00;1.00;3.00;1.00;-;13.00;54 %;9.00;67 %;4.00;25 %;5.00;40 %;-;-;-;-;5.00;80 %;6.00;9.00;1;1.00;-;-;66.00;46.00;70 %;0 %;1.00;-;-;-;0.02;-;0.00;0.39;0.46;-0.07;0.04;0.04;23.00;-;-;4.00;-;-;1.00;1.00;7.00;6.00;1.00;2.00;-;-;4.00
Максим Шоркин;Нефтехимик Нижнекамск;207;95;З ПЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.19;45.00;64 %;-;-;-;-;17.00;53 %;7.00;29 %;4.00;0 %;10.00;40 %;4.00;25 %;7.00;1.00;-;7.00;1.00;-;13.00;85 %;12.00;83 %;1.00;100 %;11.00;82 %;-;-;-;-;-;-;7.00;10.00;1;1.00;-;-;76.00;58.00;76 %;100 %;-;-;-;-;0.19;-;0.00;1.8;0.45;0.63;0.12;0.12;29.00;-;-;9.00;2.00;-;4.00;1.00;11.00;10.00;1.00;9.00;-;-;-
Идар Шумахов;Динамо Махачкала;231;95;З ЛЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;42.00;86 %;-;-;-;-;6.00;67 %;2.00;100 %;1.00;100 %;2.00;100 %;-;-;3.00;-;-;6.00;-;1.00;18.00;44 %;12.00;67 %;6.00;0 %;13.00;38 %;-;-;-;-;2.00;50 %;9.00;9.00;1;1.00;-;-;80.00;64.00;80 %;-;-;-;-;-;-;-;-;0.46;0.39;0.07;0.20;0.07;36.00;-;-;4.00;2.00;1.00;2.00;-;8.00;8.00;-;5.00;-;-;1.00
Марат Ситдиков;Нефтехимик Нижнекамск;249;95;ЗЛ;-;-;-;-;-;2.00;2.00;1.00;-;-;-;-;-;-;-;-;60.00;80 %;1.00;100 %;2.00;50 %;14.00;71 %;3.00;67 %;1.00;0 %;10.00;60 %;6.00;67 %;5.00;2.00;1.00;12.00;2.00;1.00;22.00;77 %;21.00;76 %;1.00;100 %;10.00;90 %;1.00;100 %;-;-;2.00;100 %;9.00;7.00;1;1.00;-;-;100.00;82.00;82 %;-;-;-;-;0.27;-;-;-;1.8;0.45;0.63;0.07;0.07;48.00;1.00;1.00;10.00;2.00;-;6.00;4.00;17.00;16.00;1.00;9.00;1.00;-;2.00
Залимхан Юсупов;Динамо Махачкала;216;95;ЗП Ц;-;1.00;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;-;50.00;74 %;1.00;100 %;2.00;50 %;7.00;57 %;2.00;100 %;-;-;3.00;67 %;12.00;42 %;5.00;1.00;-;4.00;2.00;2.00;15.00;33 %;12.00;33 %;3.00;33 %;1.00;0 %;1.00;0 %;1.00;0 %;6.00;33 %;8.00;9.00;1;1.00;-;-;84.00;61.00;73 %;-;-;-;-;0.23;-;-;-;0.46;0.39;0.07;-;-;37.00;1.00;1.00;4.00;2.00;-;2.00;5.00;5.00;4.00;1.00;-;-;-;2.00
Богдан Зорин;Нефтехимик Нижнекамск;172;95;З ЛЦ;-;-;-;-;-;-;3.00;1.00;-;-;-;-;-;-;-;-;30.00;60 %;-;-;-;-;8.00;25 %;2.00;50 %;1.00;0 %;7.00;29 %;-;-;4.00;1.00;-;6.00;1.00;-;25.00;52 %;20.00;40 %;5.00;100 %;14.00;43 %;-;-;-;-;1.00;100 %;9.00;9.00;1;1.00;-;-;73.00;49.00;67 %;-;-;-;-;-;-;-;-;1.8;0.45;0.63;0.25;0.08;18.00;-;-;2.00;1.00;-;2.00;-;13.00;8.00;5.00;6.00;-;-;1.00
Неманья Анджелкович;ФК Акрон Тольятти;205;94;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;-;-;-;82.00;90 %;1.00;0 %;-;-;17.00;76 %;2.00;100 %;-;-;8.00;63 %;-;-;3.00;1.00;-;6.00;-;13.00;6.00;83 %;4.00;75 %;2.00;100 %;2.00;100 %;2.00;100 %;-;-;1.00;100 %;10.00;10.00;1;1.00;-;-;122.00;113.00;93 %;-;-;-;-;-;-;-;-;0.35;0.28;0.07;0.18;0.09;74.00;-;-;13.00;2.00;-;5.00;-;5.00;3.00;2.00;2.00;2.00;-;1.00
Иван Чудин;ФК Акрон Тольятти;226;94;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40.00;88 %;-;-;-;-;7.00;43 %;-;-;-;-;2.00;50 %;3.00;100 %;2.00;-;-;5.00;-;2.00;9.00;89 %;8.00;88 %;1.00;100 %;4.00;100 %;1.00;100 %;1.00;100 %;4.00;75 %;3.00;4.00;1;1.00;-;-;58.00;52.00;90 %;-;-;-;-;0.09;-;-;-;0.35;0.28;0.07;0.03;0.03;35.00;-;-;3.00;-;-;1.00;3.00;8.00;7.00;1.00;4.00;1.00;1.00;3.00
Егор Данилкин;ФК Акрон Тольятти;206;94;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80.00;98 %;-;-;-;-;17.00;94 %;5.00;100 %;-;-;5.00;100 %;1.00;100 %;-;-;-;7.00;-;2.00;11.00;55 %;11.00;55 %;-;-;7.00;43 %;-;-;-;-;2.00;100 %;10.00;6.00;1;1.00;-;-;110.00;103.00;94 %;-;-;-;-;-;-;-;-;0.35;0.28;0.07;-;-;78.00;-;-;16.00;5.00;-;5.00;1.00;6.00;6.00;-;3.00;-;-;2.00
Ленар Фаттахов;Кубань Краснодар;201;94;ЗЛ;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;-;-;-;-;53.00;77 %;1.00;100 %;3.00;67 %;12.00;50 %;1.00;0 %;-;-;5.00;60 %;3.00;67 %;7.00;2.00;-;1.00;-;-;8.00;63 %;5.00;60 %;3.00;67 %;-;-;1.00;100 %;-;-;3.00;100 %;3.00;3.00;1;1.00;-;-;67.00;52.00;78 %;-;-;-;-;0.10;-;-;-;0.95;2.80;-1.85;0.81;0.27;41.00;1.00;2.00;6.00;-;-;3.00;2.00;5.00;3.00;2.00;-;1.00;-;3.00
Петар Голубович;Химки;203;94;ЗП П;-;-;-;-;-;-;2.00;1.00;-;-;-;-;1.00;-;-;-;37.00;76 %;1.00;0 %;1.00;0 %;18.00;61 %;2.00;50 %;-;-;7.00;43 %;2.00;50 %;16.00;1.00;3.00;5.00;-;-;22.00;50 %;4.00;50 %;18.00;50 %;16.00;63 %;2.00;0 %;1.00;0 %;2.00;50 %;12.00;7.00;1;1.00;-;-;81.00;58.00;72 %;-;-;-;-;-;-;-;-;0.28;0.35;-0.07;-;-;28.00;-;-;11.00;1.00;-;3.00;1.00;11.00;2.00;9.00;10.00;-;-;1.00
Оливье Кенфак;Кубань Краснодар;198;94;АП Л;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;2.00;-;0.25;31.00;87 %;-;-;1.00;0 %;1.00;100 %;1.00;100 %;-;-;-;-;2.00;50 %;7.00;1.00;1.00;-;-;1.00;16.00;44 %;3.00;0 %;13.00;54 %;4.00;50 %;4.00;75 %;-;-;2.00;0 %;3.00;5.00;1;1.00;-;-;59.00;43.00;73 %;0 %;1.00;1.00;-;0.24;0.12;-;0.00;0.95;2.80;-1.85;-;-;27.00;-;-;1.00;1.00;-;-;1.00;7.00;-;7.00;2.00;3.00;-;-
Хетаг Хосонов;Химки;204;94;ЗП ЛЦ;-;-;-;-;-;2.00;2.00;-;-;-;-;-;-;-;-;-;29.00;72 %;2.00;100 %;1.00;100 %;8.00;63 %;1.00;0 %;-;-;3.00;100 %;2.00;100 %;3.00;1.00;-;3.00;-;2.00;19.00;42 %;10.00;50 %;9.00;33 %;7.00;29 %;1.00;0 %;1.00;0 %;7.00;57 %;9.00;5.00;1;1.00;-;-;64.00;45.00;70 %;-;-;-;-;0.16;-;-;-;0.28;0.35;-0.07;-;-;21.00;2.00;1.00;5.00;-;-;3.00;2.00;8.00;5.00;3.00;2.00;-;-;4.00
Олег Кожемякин;СКА-Хабаровск;256;94;З ПЦ;1.00;-;1.00;1.00;100 %;-;-;-;-;1.00;-;-;-;2.00;1.00;0.77;54.00;87 %;-;-;-;-;14.00;79 %;4.00;25 %;2.00;0 %;7.00;57 %;-;-;4.00;-;-;14.00;-;3.00;10.00;70 %;8.00;75 %;2.00;50 %;4.00;75 %;1.00;100 %;1.00;100 %;2.00;50 %;8.00;11.00;1;1.00;-;-;88.00;77.00;88 %;50 %;-;1.00;-;0.04;0.39;0.77;1.30;2.80;0.95;1.85;0.13;0.13;47.00;-;-;11.00;1.00;-;4.00;-;7.00;6.00;1.00;3.00;1.00;1.00;1.00
Магомед Мусалов;СКА-Хабаровск;226;94;З П;-;-;-;-;-;2.00;2.00;1.00;-;1.00;-;-;-;1.00;1.00;0.10;51.00;86 %;2.00;100 %;1.00;0 %;9.00;78 %;2.00;0 %;-;-;5.00;20 %;-;-;6.00;2.00;2.00;6.00;2.00;7.00;10.00;40 %;6.00;50 %;4.00;25 %;2.00;0 %;1.00;100 %;-;-;2.00;100 %;11.00;5.00;1;1.00;-;-;87.00;72.00;83 %;100 %;-;-;-;1.33;0.10;-;0.00;2.80;0.95;1.85;0.23;0.23;44.00;2.00;-;7.00;-;-;1.00;-;4.00;3.00;1.00;-;1.00;-;2.00
Равиль Нетфуллин;Химки;212;94;ЗП ПЦ;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;-;2.00;-;0.05;26.00;65 %;2.00;0 %;-;-;11.00;45 %;-;-;-;-;5.00;40 %;2.00;50 %;6.00;3.00;-;3.00;1.00;1.00;4.00;50 %;3.00;67 %;1.00;0 %;-;-;-;-;-;-;-;-;6.00;9.00;1;1.00;-;-;50.00;37.00;74 %;0 %;2.00;-;-;0.02;0.03;-;0.00;0.28;0.35;-0.07;-;-;17.00;-;-;5.00;-;-;2.00;1.00;2.00;2.00;-;-;-;-;-
Евгений Осипов;Кубань Краснодар;175;94;З ЛЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;1.00;1.00;0.06;69.00;80 %;-;-;1.00;0 %;23.00;65 %;10.00;50 %;1.00;0 %;9.00;44 %;-;-;8.00;3.00;-;8.00;1.00;1.00;17.00;53 %;13.00;46 %;4.00;75 %;8.00;50 %;-;-;-;-;3.00;0 %;7.00;7.00;1;1.00;-;-;103.00;81.00;79 %;100 %;-;-;-;-;0.06;-;0.00;0.95;2.80;-1.85;-;-;55.00;-;-;15.00;5.00;-;4.00;-;9.00;6.00;3.00;4.00;-;-;-
Илья Петров;СКА-Хабаровск;211;94;ЗП Ц;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;52.00;85 %;1.00;100 %;1.00;0 %;9.00;56 %;8.00;50 %;1.00;0 %;9.00;56 %;5.00;60 %;7.00;2.00;-;3.00;-;-;4.00;75 %;-;-;4.00;75 %;-;-;1.00;100 %;-;-;-;-;4.00;8.00;1;1.00;-;-;69.00;60.00;87 %;-;-;-;-;0.85;-;-;-;2.80;0.95;1.85;-;-;44.00;1.00;-;5.00;4.00;-;5.00;3.00;3.00;-;3.00;-;1.00;-;-
Николай Покидышев;СКА-Хабаровск;223;94;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;60.00;92 %;-;-;-;-;7.00;86 %;2.00;50 %;-;-;3.00;67 %;-;-;2.00;2.00;-;10.00;1.00;4.00;9.00;67 %;7.00;57 %;2.00;100 %;5.00;80 %;1.00;100 %;-;-;2.00;0 %;12.00;7.00;1;1.00;-;-;93.00;85.00;91 %;-;-;-;-;-;-;-;-;2.80;0.95;1.85;0.12;0.12;55.00;-;-;6.00;1.00;-;2.00;-;6.00;4.00;2.00;4.00;1.00;-;-
Андрес Фабиан Понсе Нуньес;ФК Акрон Тольятти;182;94;Ф Ц;-;-;2.00;1.00;50 %;2.00;1.00;-;-;-;-;-;-;3.00;2.00;0.91;16.00;75 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;1.00;0 %;6.00;-;2.00;-;-;-;21.00;24 %;4.00;0 %;17.00;29 %;8.00;25 %;1.00;0 %;-;-;-;-;1.00;1.00;1;1.00;-;-;43.00;20.00;47 %;67 %;1.00;-;-;0.05;0.30;-;0.00;0.35;0.28;0.07;-;-;12.00;-;-;-;-;-;-;-;5.00;-;5.00;2.00;-;-;-
Константин Савичев;ФК Акрон Тольятти;222;94;З П;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;-;-;-;79.00;87 %;1.00;0 %;4.00;75 %;19.00;95 %;4.00;100 %;-;-;13.00;92 %;9.00;100 %;1.00;-;-;2.00;2.00;4.00;11.00;55 %;6.00;50 %;5.00;60 %;3.00;33 %;1.00;100 %;-;-;3.00;33 %;6.00;6.00;1;1.00;-;-;106.00;91.00;86 %;-;-;-;-;-;-;-;-;0.35;0.28;0.07;-;-;69.00;-;3.00;18.00;4.00;-;12.00;9.00;6.00;3.00;3.00;1.00;1.00;-;1.00
Андрей Савинов;СКА-Хабаровск;207;94;П ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;36.00;92 %;-;-;-;-;4.00;75 %;2.00;50 %;-;-;1.00;0 %;-;-;4.00;1.00;1.00;1.00;-;-;15.00;47 %;10.00;50 %;5.00;40 %;4.00;50 %;3.00;33 %;-;-;3.00;67 %;-;6.00;1;1.00;-;-;58.00;46.00;79 %;-;-;-;-;-;-;-;-;2.80;0.95;1.85;-;-;33.00;-;-;3.00;1.00;-;-;-;7.00;5.00;2.00;2.00;1.00;-;2.00
Альберт Шарипов;Кубань Краснодар;167;94;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47.00;85 %;-;-;-;-;9.00;67 %;1.00;0 %;-;-;3.00;67 %;-;-;4.00;2.00;1.00;2.00;2.00;1.00;12.00;42 %;10.00;40 %;2.00;50 %;-;-;-;-;-;-;4.00;50 %;1.00;5.00;1;1.00;-;-;67.00;52.00;78 %;-;-;-;-;0.01;-;-;-;0.95;2.80;-1.85;-;-;40.00;-;-;6.00;-;-;2.00;-;5.00;4.00;1.00;-;-;-;2.00
Артем Симонян;СКА-Хабаровск;218;94;П ЛЦ;-;-;-;-;-;-;3.00;1.00;-;-;-;-;1.00;1.00;-;0.03;40.00;80 %;1.00;0 %;3.00;0 %;3.00;67 %;1.00;100 %;-;-;2.00;50 %;5.00;60 %;13.00;6.00;1.00;8.00;5.00;4.00;22.00;32 %;7.00;29 %;15.00;33 %;2.00;0 %;5.00;20 %;3.00;0 %;5.00;40 %;10.00;9.00;1;1.00;-;-;87.00;62.00;71 %;0 %;-;1.00;-;0.48;0.03;-;0.00;2.80;0.95;1.85;-;-;32.00;-;-;2.00;1.00;-;1.00;3.00;7.00;2.00;5.00;-;1.00;-;2.00
Данил Степанов;Химки;231;94;ЗП Л;-;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;20.00;80 %;-;-;1.00;100 %;1.00;0 %;-;-;-;-;-;-;1.00;100 %;2.00;1.00;-;4.00;1.00;1.00;15.00;53 %;10.00;50 %;5.00;60 %;2.00;50 %;2.00;100 %;1.00;100 %;8.00;38 %;7.00;7.00;1;1.00;-;-;50.00;39.00;78 %;-;-;-;-;0.16;-;-;-;0.28;0.35;-0.07;-;-;16.00;-;1.00;-;-;-;-;1.00;8.00;5.00;3.00;1.00;2.00;1.00;3.00
Сергей Терехов;Химки;272;94;З ЛЦ;1.00;-;1.00;1.00;100 %;-;1.00;2.00;-;-;-;-;-;1.00;1.00;0.01;22.00;73 %;-;-;-;-;11.00;55 %;4.00;25 %;1.00;0 %;6.00;50 %;1.00;100 %;3.00;-;-;8.00;1.00;-;8.00;75 %;5.00;100 %;3.00;33 %;4.00;75 %;-;-;-;-;2.00;100 %;12.00;4.00;1;1.00;-;-;47.00;39.00;83 %;100 %;-;-;-;-;0.01;0.01;100.00;0.28;0.35;-0.07;-;-;16.00;-;-;6.00;1.00;-;3.00;1.00;6.00;5.00;1.00;3.00;-;-;2.00
Сергей Варатынов;Химки;204;94;З ПЦ;-;-;1.00;-;0 %;-;2.00;1.00;-;-;1.00;-;-;-;-;-;15.00;80 %;-;-;-;-;8.00;63 %;3.00;33 %;1.00;0 %;3.00;67 %;-;-;2.00;-;-;1.00;-;-;13.00;62 %;9.00;56 %;4.00;75 %;4.00;75 %;-;-;-;-;3.00;67 %;5.00;2.00;1;1.00;-;-;35.00;27.00;77 %;-;-;-;-;-;-;-;-;0.28;0.35;-0.07;0.07;0.07;12.00;-;-;5.00;1.00;-;2.00;-;8.00;5.00;3.00;3.00;-;-;2.00
Максим Веденеев;Кубань Краснодар;181;94;З ПЦ;-;-;-;-;-;-;1.00;-;-;2.00;-;-;-;-;-;-;72.00;86 %;-;-;-;-;15.00;73 %;1.00;0 %;-;-;7.00;86 %;-;-;4.00;4.00;-;8.00;1.00;4.00;14.00;64 %;11.00;55 %;3.00;100 %;6.00;67 %;-;-;-;-;1.00;0 %;8.00;10.00;1;1.00;-;-;108.00;93.00;86 %;-;-;-;-;0.01;-;-;-;0.95;2.80;-1.85;0.22;0.11;62.00;-;-;11.00;-;-;6.00;-;9.00;6.00;3.00;4.00;-;-;-
Захар Волков;Химки;224;94;З Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;24.00;79 %;-;-;-;-;8.00;63 %;7.00;86 %;1.00;100 %;6.00;67 %;-;-;2.00;1.00;1.00;6.00;-;-;14.00;64 %;12.00;67 %;2.00;50 %;6.00;83 %;-;-;-;-;4.00;75 %;11.00;2.00;1;1.00;-;-;54.00;43.00;80 %;-;-;-;-;-;-;-;-;0.28;0.35;-0.07;0.12;0.06;19.00;-;-;5.00;6.00;1.00;4.00;-;9.00;8.00;1.00;5.00;-;-;3.00
Давид Шавлохов;Алания Владикавказ;206;92;ЗЛ;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;3.00;2.00;0.09;56.00;70 %;1.00;0 %;6.00;33 %;16.00;38 %;5.00;20 %;1.00;0 %;8.00;38 %;8.00;25 %;11.00;1.00;1.00;6.00;2.00;2.00;19.00;47 %;10.00;40 %;9.00;56 %;7.00;43 %;2.00;50 %;1.00;0 %;4.00;50 %;3.00;12.00;1;1.00;1.00;-;96.00;67.00;70 %;67 %;1.00;-;-;0.14;0.03;-;0.00;0.89;1.65;-0.76;0.09;0.09;39.00;-;2.00;6.00;1.00;-;3.00;2.00;9.00;4.00;5.00;3.00;1.00;-;2.00
Валерий Царукян;Алания Владикавказ;200;92;АП Л;-;-;1.00;-;0 %;1.00;2.00;5.00;-;1.00;-;-;-;2.00;-;0.17;37.00;81 %;1.00;100 %;4.00;25 %;5.00;80 %;1.00;100 %;-;-;2.00;50 %;5.00;40 %;13.00;3.00;1.00;3.00;3.00;2.00;18.00;33 %;4.00;75 %;14.00;21 %;3.00;33 %;6.00;17 %;4.00;0 %;-;-;1.00;8.00;1;1.00;1.00;-;69.00;47.00;68 %;0 %;2.00;-;-;0.16;0.09;-;0.00;0.89;1.65;-0.76;-;-;30.00;1.00;1.00;4.00;1.00;-;1.00;2.00;6.00;3.00;3.00;1.00;1.00;-;-
Артём Гюрджан;КамАЗ Набережные Челны;229;90;З ПЦ;-;-;-;-;-;1.00;2.00;2.00;-;1.00;1.00;-;-;1.00;-;0.11;46.00;85 %;-;-;-;-;7.00;57 %;1.00;0 %;-;-;5.00;20 %;1.00;100 %;1.00;-;-;12.00;1.00;1.00;27.00;74 %;20.00;80 %;7.00;57 %;12.00;75 %;1.00;100 %;-;-;6.00;67 %;8.00;6.00;1;-;-;1.00;89.00;74.00;83 %;0 %;1.00;-;-;0.11;0.11;-;0.00;1.38;1.45;-0.07;-;-;39.00;-;-;4.00;-;-;1.00;1.00;20.00;16.00;4.00;9.00;1.00;-;4.00
Артём Молодцов;Сокол Саратов;210;89;ЗП П;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;-;-;32.00;75 %;2.00;50 %;4.00;50 %;12.00;42 %;2.00;50 %;-;-;4.00;50 %;7.00;57 %;7.00;1.00;1.00;4.00;-;4.00;19.00;42 %;15.00;53 %;4.00;0 %;9.00;44 %;-;-;-;-;5.00;60 %;7.00;1.00;1;1.00;1.00;-;64.00;44.00;69 %;-;-;-;-;0.70;-;-;-;1.65;0.76;0.89;-;-;24.00;1.00;2.00;5.00;1.00;-;2.00;4.00;8.00;8.00;-;4.00;-;-;3.00
Александр Гаглоев;КамАЗ Набережные Челны;206;84;АП Л;-;-;-;-;-;-;-;2.00;-;-;1.00;-;1.00;1.00;-;0.02;32.00;56 %;1.00;0 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;2.00;0 %;14.00;43 %;13.00;-;-;-;-;1.00;20.00;35 %;2.00;0 %;18.00;39 %;1.00;0 %;8.00;38 %;5.00;40 %;1.00;0 %;-;2.00;1;1.00;1.00;-;56.00;28.00;50 %;0 %;1.00;-;-;0.54;0.02;-;0.00;1.10;1.23;-0.13;-;-;18.00;-;2.00;-;-;-;-;6.00;7.00;-;7.00;-;3.00;2.00;-
Сергей Костин;Ленинградец;225;84;З Ц;-;-;1.00;-;0 %;-;-;1.00;1.00;1.00;-;-;-;1.00;1.00;0.23;33.00;88 %;-;-;-;-;8.00;75 %;2.00;100 %;-;-;4.00;100 %;-;-;1.00;-;-;6.00;-;-;16.00;81 %;13.00;77 %;3.00;100 %;6.00;83 %;-;-;-;-;3.00;67 %;9.00;6.00;1;1.00;1.00;-;65.00;58.00;89 %;100 %;-;-;-;-;0.23;-;0.00;0.57;0.62;-0.05;-;-;29.00;-;-;6.00;2.00;-;4.00;-;13.00;10.00;3.00;5.00;-;-;2.00
Владислав Левин;Арсенал Тула;225;84;П ПЦ;-;-;-;-;-;-;2.00;2.00;-;-;-;-;-;1.00;1.00;0.09;47.00;85 %;-;-;-;-;10.00;60 %;3.00;67 %;-;-;11.00;55 %;2.00;50 %;3.00;-;1.00;1.00;-;2.00;12.00;67 %;4.00;25 %;8.00;88 %;6.00;83 %;1.00;100 %;1.00;100 %;1.00;0 %;5.00;5.00;1;1.00;1.00;-;73.00;61.00;84 %;100 %;-;-;-;0.06;0.09;-;0.00;0.41;1.8;-0.67;0.06;0.03;40.00;-;-;6.00;2.00;-;6.00;1.00;8.00;1.00;7.00;5.00;1.00;1.00;-
Владимир Хозин;Енисей Красноярск;252;83;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;2.00;-;0.09;39.00;87 %;-;-;-;-;11.00;73 %;5.00;60 %;-;-;9.00;67 %;1.00;100 %;3.00;-;-;13.00;-;-;17.00;94 %;14.00;93 %;3.00;100 %;10.00;90 %;1.00;100 %;-;-;3.00;100 %;6.00;10.00;1;1.00;1.00;-;74.00;66.00;89 %;0 %;2.00;-;-;-;0.04;-;0.00;0.13;0.33;-0.20;-;-;34.00;-;-;8.00;3.00;-;6.00;1.00;16.00;13.00;3.00;9.00;1.00;-;3.00
Евгений Татаринов;Тюмень;185;83;Ф Ц;-;-;1.00;-;0 %;-;3.00;1.00;-;-;-;-;-;1.00;1.00;0.27;13.00;85 %;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;6.00;-;1.00;2.00;2.00;2.00;16.00;31 %;5.00;20 %;11.00;36 %;7.00;14 %;1.00;100 %;-;-;1.00;0 %;2.00;-;1;1.00;1.00;-;35.00;21.00;60 %;100 %;-;-;-;-;0.27;-;0.00;0.91;0.98;-0.07;-;-;11.00;-;-;-;-;-;-;1.00;5.00;1.00;4.00;1.00;1.00;-;-
Андрей Анисимов;ФК Волгарь;207;82;ЗП Ц;-;-;-;-;-;-;2.00;1.00;-;-;1.00;-;-;-;-;-;47.00;94 %;-;-;-;-;8.00;75 %;2.00;100 %;-;-;7.00;86 %;3.00;33 %;2.00;-;1.00;6.00;3.00;2.00;8.00;50 %;8.00;50 %;-;-;3.00;33 %;-;-;-;-;2.00;50 %;7.00;8.00;1;1.00;1.00;-;73.00;65.00;89 %;-;-;-;-;0.09;-;-;-;2.20;1.5;1.15;-;-;44.00;-;-;6.00;2.00;-;6.00;1.00;4.00;4.00;-;1.00;-;-;1.00
