Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Даниил Шамкин;Торпедо Москва;177;49;П П;-;-;-;-;-;-;1.00;-;-;-;1.00;-;1.00;-;-;-;21.00;81 %;-;-;-;-;3.00;67 %;-;-;-;-;1.00;0 %;-;-;4.00;2.00;-;1.00;1.00;-;3.00;100 %;1.00;100 %;2.00;100 %;-;-;-;-;-;-;-;-;-;2.00;1;-;-;1.00;26.00;22.00;85 %;-;-;-;-;-;-;-;-;0.49;0.67;-0.18;-;-;17.00;-;-;2.00;-;-;-;-;3.00;1.00;2.00;-;-;-;-
Кирилл Ушатов;ФК Волгарь;169;49;П ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;19.00;74 %;-;-;-;-;3.00;67 %;-;-;-;-;-;-;1.00;0 %;3.00;-;1.00;3.00;1.00;1.00;9.00;11 %;3.00;0 %;6.00;17 %;3.00;0 %;2.00;0 %;2.00;0 %;-;-;3.00;2.00;1;-;-;1.00;35.00;21.00;60 %;-;-;-;-;-;-;-;-;0.50;0.17;0.33;-;-;14.00;-;-;2.00;-;-;-;-;1.00;-;1.00;-;-;-;-
Владислав Агалаков;Нефтехимик Нижнекамск;179;48;Ф ЛЦ;-;-;1.00;-;0 %;1.00;3.00;-;-;-;-;-;1.00;1.00;-;0.09;20.00;75 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;11.00;2.00;-;1.00;1.00;-;18.00;6 %;4.00;0 %;14.00;7 %;7.00;14 %;2.00;0 %;2.00;0 %;-;-;1.00;4.00;1;-;-;1.00;44.00;21.00;48 %;0 %;-;-;1.00;0.81;0.09;-;0.00;0.98;0.05;0.93;-;-;15.00;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Михаил Гащенков;Шинник;187;48;ЗП ПЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;1.00;-;0.02;7.00;86 %;-;-;-;-;2.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;1.00;-;1.00;3.00;-;-;6.00;50 %;3.00;67 %;3.00;33 %;3.00;33 %;-;-;-;-;1.00;100 %;4.00;1.00;1;-;-;1.00;20.00;14.00;70 %;0 %;-;1.00;-;-;0.02;-;0.00;0.05;0.98;-0.93;-;-;6.00;-;-;2.00;1.00;1.00;1.00;-;3.00;2.00;1.00;1.00;-;-;1.00
Владимир Марухин;Нефтехимик Нижнекамск;170;48;П ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;2.00;1.00;0.09;19.00;68 %;-;-;3.00;33 %;5.00;60 %;3.00;67 %;-;-;-;-;10.00;60 %;5.00;1.00;1.00;2.00;-;-;5.00;20 %;2.00;50 %;3.00;0 %;2.00;0 %;-;-;-;-;1.00;100 %;1.00;2.00;1;-;-;1.00;30.00;18.00;60 %;50 %;1.00;-;-;0.02;0.04;-;0.00;0.98;0.05;0.93;-;-;13.00;-;1.00;3.00;2.00;-;-;6.00;1.00;1.00;-;-;-;-;1.00
Никита Раздорских;Енисей Красноярск;167;48;П П;-;-;-;-;-;-;3.00;-;-;-;-;-;-;-;-;-;14.00;71 %;-;-;1.00;0 %;3.00;100 %;-;-;-;-;2.00;100 %;-;-;4.00;-;-;-;-;-;9.00;11 %;3.00;0 %;6.00;17 %;-;-;1.00;0 %;1.00;0 %;2.00;0 %;1.00;4.00;1;1.00;1.00;-;28.00;16.00;57 %;-;-;-;-;-;-;-;-;0.20;0.48;-0.28;-;-;10.00;-;-;3.00;-;-;2.00;-;1.00;-;1.00;-;-;-;-
Эрбол Атабаев;ФК Волгарь;202;47;П ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.09;20.00;85 %;1.00;0 %;-;-;5.00;60 %;1.00;0 %;-;-;4.00;50 %;2.00;100 %;2.00;-;1.00;1.00;-;-;7.00;57 %;2.00;50 %;5.00;60 %;3.00;67 %;-;-;-;-;-;-;1.00;4.00;1;1.00;1.00;-;34.00;26.00;76 %;0 %;1.00;-;-;-;0.09;-;0.00;0.13;0.42;-0.29;-;-;17.00;-;-;3.00;-;-;2.00;2.00;4.00;1.00;3.00;2.00;-;-;-
Азамат Гурфов;Кубань Краснодар;164;47;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.00;73 %;-;-;-;-;3.00;100 %;1.00;0 %;-;-;4.00;50 %;3.00;33 %;6.00;2.00;1.00;-;-;-;8.00;38 %;3.00;33 %;5.00;40 %;5.00;40 %;-;-;-;-;2.00;50 %;-;2.00;1;1.00;1.00;-;26.00;16.00;62 %;-;-;-;-;-;-;-;-;0.31;1.74;-1.43;-;-;11.00;-;-;3.00;-;-;2.00;1.00;3.00;1.00;2.00;2.00;-;-;1.00
Аршак Корян;Химки;240;47;АП ЛЦ;-;-;1.00;-;0 %;2.00;-;3.00;-;-;-;-;-;3.00;1.00;0.33;16.00;94 %;1.00;100 %;-;-;4.00;100 %;-;-;-;-;4.00;100 %;3.00;100 %;4.00;-;2.00;1.00;1.00;-;11.00;45 %;3.00;67 %;8.00;38 %;-;-;3.00;67 %;2.00;50 %;2.00;50 %;2.00;3.00;1;1.00;1.00;-;37.00;26.00;70 %;33 %;2.00;-;-;0.44;0.11;-;0.00;1.74;0.31;1.43;-;-;15.00;1.00;-;4.00;-;-;4.00;3.00;5.00;2.00;3.00;-;2.00;1.00;1.00
Данил Полубояринов;ФК Волгарь;173;47;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20.00;85 %;-;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;1.00;1.00;-;3.00;33 %;-;-;3.00;33 %;2.00;50 %;1.00;0 %;1.00;0 %;-;-;2.00;1.00;1;1.00;1.00;-;26.00;21.00;81 %;-;-;-;-;0.02;-;-;-;0.13;0.42;-0.29;-;-;17.00;-;-;-;-;-;1.00;-;1.00;-;1.00;1.00;-;-;-
Денис Пушкарев;ФК Волгарь;154;47;Ф Ц;-;-;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;-;8.00;50 %;-;-;1.00;100 %;2.00;0 %;1.00;100 %;-;-;2.00;0 %;1.00;100 %;6.00;-;1.00;-;-;2.00;7.00;0 %;2.00;0 %;5.00;0 %;3.00;0 %;-;-;-;-;-;-;1.00;1.00;1;1.00;1.00;-;20.00;8.00;40 %;-;-;-;-;0.02;-;-;-;0.13;0.42;-0.29;-;-;4.00;-;1.00;-;1.00;-;-;1.00;-;-;-;-;-;-;-
Евгений Шляков;Торпедо Москва;202;46;ЗЛ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;34.00;94 %;-;-;-;-;9.00;89 %;4.00;100 %;-;-;5.00;80 %;1.00;100 %;1.00;1.00;-;4.00;-;1.00;5.00;100 %;3.00;100 %;2.00;100 %;2.00;100 %;1.00;100 %;-;-;-;-;1.00;4.00;1;1.00;1.00;-;46.00;44.00;96 %;-;-;-;-;0.03;-;-;-;0.34;1.60;-1.26;-;-;32.00;-;-;8.00;4.00;-;4.00;1.00;5.00;3.00;2.00;2.00;1.00;-;-
Илья Грузнов;Нефтехимик Нижнекамск;175;44;Ф ЛЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;2.00;2.00;0.29;9.00;89 %;-;-;-;-;2.00;50 %;-;-;-;-;1.00;0 %;2.00;50 %;5.00;-;-;1.00;1.00;1.00;12.00;25 %;-;-;12.00;25 %;9.00;33 %;-;-;-;-;-;-;1.00;-;1;1.00;1.00;-;25.00;15.00;60 %;100 %;-;-;-;0.10;0.14;-;0.00;0.47;0.93;-0.46;-;-;8.00;-;-;1.00;-;-;-;1.00;3.00;-;3.00;3.00;-;-;-
Давид Кокоев;Нефтехимик Нижнекамск;155;44;ЗП ПЦ;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;2.00;-;0.06;16.00;56 %;-;-;-;-;3.00;33 %;-;-;-;-;1.00;100 %;2.00;50 %;5.00;-;2.00;1.00;1.00;1.00;9.00;22 %;6.00;33 %;3.00;0 %;4.00;0 %;-;-;-;-;2.00;100 %;1.00;8.00;1;1.00;1.00;-;39.00;21.00;54 %;0 %;-;2.00;-;0.03;0.03;-;0.00;0.47;0.93;-0.46;-;-;9.00;-;-;1.00;-;-;1.00;1.00;2.00;2.00;-;-;-;-;2.00
Артём Самсонов;Шинник;184;44;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20.00;60 %;-;-;1.00;0 %;6.00;67 %;1.00;0 %;-;-;2.00;50 %;2.00;0 %;6.00;2.00;1.00;1.00;-;-;4.00;50 %;-;-;4.00;50 %;1.00;100 %;-;-;-;-;-;-;1.00;5.00;1;1.00;1.00;-;31.00;20.00;65 %;-;-;-;-;0.59;-;-;-;0.93;0.47;0.46;-;-;12.00;-;-;4.00;-;-;1.00;-;2.00;-;2.00;1.00;-;-;-
Ражаб Магомедов;Динамо Махачкала;205;42;П ЛЦ;-;-;2.00;-;0 %;2.00;2.00;1.00;-;-;-;-;-;2.00;1.00;0.89;20.00;85 %;-;-;2.00;0 %;4.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;3.00;-;1.00;1.00;-;3.00;9.00;22 %;4.00;25 %;5.00;20 %;1.00;0 %;3.00;33 %;3.00;33 %;2.00;50 %;3.00;5.00;1;-;-;1.00;43.00;31.00;72 %;50 %;1.00;-;-;0.03;0.45;-;0.00;0.39;0.24;0.15;-;-;17.00;-;-;4.00;-;-;1.00;-;2.00;1.00;1.00;-;1.00;1.00;1.00
Равиль Нетфуллин;Химки;189;42;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;1.00;-;2.00;-;0.15;22.00;91 %;-;-;-;-;6.00;83 %;2.00;100 %;-;-;2.00;50 %;1.00;100 %;3.00;-;1.00;-;-;2.00;4.00;0 %;2.00;0 %;2.00;0 %;-;-;-;-;-;-;1.00;0 %;1.00;5.00;1;1.00;-;-;37.00;28.00;76 %;0 %;1.00;1.00;-;0.62;0.07;-;0.00;1.67;0.31;1.36;-;-;20.00;-;-;5.00;2.00;-;1.00;1.00;-;-;-;-;-;-;-
Гиорги Махатадзе;Кубань Краснодар;197;41;ЗП ЛЦ;-;-;-;-;-;-;2.00;1.00;-;1.00;-;-;-;-;-;-;26.00;92 %;-;-;-;-;2.00;50 %;2.00;50 %;-;-;-;-;-;-;3.00;1.00;-;4.00;3.00;-;4.00;50 %;2.00;100 %;2.00;0 %;-;-;1.00;0 %;-;-;1.00;100 %;4.00;4.00;1;1.00;1.00;-;38.00;34.00;89 %;-;-;-;-;0.06;-;-;-;0.31;1.67;-1.36;0.02;0.02;24.00;-;-;1.00;1.00;-;-;-;2.00;2.00;-;-;-;-;1.00
Константин Нижегородов;Арсенал Тула;226;39;З ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.50;12.00;83 %;-;-;-;-;4.00;75 %;-;-;-;-;3.00;67 %;-;-;2.00;1.00;-;3.00;-;-;7.00;86 %;5.00;80 %;2.00;100 %;3.00;100 %;-;-;-;-;1.00;0 %;4.00;3.00;1;-;1.00;1.00;27.00;23.00;85 %;0 %;-;-;1.00;-;0.50;-;0.00;1.99;0.70;1.29;-;-;10.00;-;-;3.00;-;-;2.00;-;6.00;4.00;2.00;3.00;-;-;-
Зикрулла Магомедов;Черноморец;182;38;ЗП ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;-;1.00;1.00;0.04;20.00;75 %;-;-;-;-;2.00;0 %;-;-;-;-;2.00;0 %;-;-;4.00;1.00;-;-;-;1.00;3.00;33 %;1.00;0 %;2.00;50 %;-;-;1.00;100 %;-;-;1.00;0 %;1.00;6.00;1;-;-;1.00;33.00;26.00;79 %;100 %;-;-;-;-;0.04;-;0.00;0.15;0.34;-0.19;0.03;0.03;15.00;-;-;-;-;-;-;-;1.00;-;1.00;-;1.00;-;-
Алан Цараев;Алания Владикавказ;195;38;П ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;86 %;-;-;-;-;3.00;100 %;1.00;100 %;-;-;3.00;67 %;-;-;1.00;-;-;-;-;-;3.00;67 %;-;-;3.00;67 %;2.00;50 %;1.00;100 %;-;-;-;-;-;2.00;1;1.00;1.00;-;12.00;10.00;83 %;-;-;-;-;-;-;-;-;0.04;0.14;-0.10;-;-;6.00;-;-;3.00;1.00;-;2.00;-;2.00;-;2.00;1.00;1.00;-;-
Андреа Чуканов;Тюмень;177;37;АП Ц;-;-;-;-;-;1.00;-;-;-;-;-;-;-;2.00;-;0.53;18.00;72 %;1.00;100 %;1.00;0 %;7.00;57 %;2.00;50 %;-;-;2.00;100 %;3.00;33 %;5.00;-;-;1.00;1.00;2.00;7.00;29 %;-;-;7.00;29 %;2.00;0 %;1.00;0 %;1.00;0 %;-;-;2.00;1.00;1;-;-;1.00;32.00;20.00;63 %;0 %;1.00;1.00;-;0.30;0.27;-;0.00;1.00;0.19;0.81;-;-;13.00;1.00;-;4.00;1.00;-;2.00;1.00;2.00;-;2.00;-;-;-;-
Михаил Петров;Тюмень;195;37;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36.00;94 %;-;-;-;-;10.00;80 %;1.00;0 %;-;-;6.00;83 %;-;-;-;-;-;4.00;-;2.00;7.00;29 %;3.00;33 %;4.00;25 %;6.00;17 %;-;-;-;-;-;-;5.00;-;1;-;-;1.00;50.00;43.00;86 %;-;-;-;-;0.30;-;-;-;1.00;0.19;0.81;0.04;0.04;34.00;-;-;8.00;-;-;5.00;-;2.00;1.00;1.00;1.00;-;-;-
Илья Порохов;Тюмень;172;37;АП Л;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;-;0.30;13.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;1.00;-;-;-;-;2.00;3.00;0 %;1.00;0 %;2.00;0 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;1;-;-;1.00;19.00;15.00;79 %;0 %;1.00;-;-;-;0.30;-;0.00;1.00;0.19;0.81;-;-;13.00;-;-;1.00;-;-;1.00;-;-;-;-;-;-;-;-
Кирилл Никитин;СКА-Хабаровск;175;36;П П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14.00;57 %;-;-;4.00;0 %;1.00;0 %;3.00;33 %;1.00;0 %;1.00;100 %;3.00;0 %;3.00;-;-;1.00;-;1.00;6.00;33 %;1.00;100 %;5.00;20 %;-;-;3.00;33 %;2.00;50 %;1.00;100 %;-;1.00;1;-;-;1.00;22.00;12.00;55 %;-;-;-;-;-;-;-;-;0.24;0.39;-0.15;-;-;8.00;-;-;-;1.00;-;1.00;-;2.00;1.00;1.00;-;1.00;1.00;1.00
Игорь Андреев;Шинник;169;35;Ф Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.03;7.00;29 %;-;-;-;-;1.00;0 %;-;-;-;-;2.00;50 %;-;-;9.00;2.00;-;1.00;-;2.00;10.00;20 %;-;-;10.00;20 %;9.00;11 %;1.00;100 %;1.00;100 %;-;-;1.00;1.00;1;-;-;1.00;22.00;8.00;36 %;0 %;-;1.00;-;-;0.03;-;0.00;0.03;0.91;-0.88;-;-;2.00;-;-;-;-;-;1.00;-;2.00;-;2.00;1.00;1.00;1.00;-
Александр Ставпец;Шинник;179;35;АП Л;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;13.00;77 %;-;-;1.00;100 %;2.00;100 %;-;-;-;-;3.00;100 %;4.00;25 %;6.00;1.00;-;2.00;-;1.00;8.00;38 %;4.00;75 %;4.00;0 %;3.00;33 %;1.00;0 %;1.00;0 %;2.00;100 %;3.00;4.00;1;-;-;1.00;29.00;21.00;72 %;-;-;-;-;-;-;-;-;0.03;0.91;-0.88;-;-;10.00;-;1.00;2.00;-;-;3.00;1.00;3.00;3.00;-;1.00;-;-;2.00
Султан Джамилов;Нефтехимик Нижнекамск;212;33;П Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.08;13.00;85 %;-;-;2.00;0 %;3.00;100 %;-;-;-;-;1.00;100 %;1.00;100 %;3.00;-;1.00;1.00;-;5.00;5.00;60 %;1.00;0 %;4.00;75 %;1.00;0 %;4.00;75 %;3.00;67 %;-;-;-;5.00;1;-;-;1.00;30.00;24.00;80 %;0 %;-;1.00;-;0.09;0.08;-;0.00;0.91;0.03;0.88;-;-;11.00;-;-;3.00;-;-;1.00;1.00;3.00;-;3.00;-;3.00;2.00;-
Михаил Маркин;Ленинградец;212;32;Ф Ц;1.00;-;2.00;1.00;50 %;-;-;-;-;-;1.00;-;-;2.00;1.00;0.82;10.00;70 %;-;-;-;-;4.00;75 %;-;-;-;-;2.00;100 %;-;-;9.00;-;2.00;-;-;-;9.00;44 %;-;-;9.00;44 %;6.00;67 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;24.00;13.00;54 %;50 %;1.00;-;-;0.07;0.41;0.82;1.22;0.14;0.25;-0.11;-;-;7.00;-;-;3.00;-;-;2.00;-;4.00;-;4.00;4.00;-;-;-
Владислав Морозов;Сокол Саратов;180;32;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.05;4.00;50 %;-;-;-;-;1.00;0 %;-;-;-;-;2.00;50 %;-;-;7.00;1.00;-;-;-;2.00;13.00;38 %;-;-;13.00;38 %;8.00;38 %;-;-;-;-;-;-;2.00;2.00;1;-;-;1.00;26.00;15.00;58 %;0 %;1.00;-;-;-;0.05;-;0.00;0.12;0.07;0.05;0.05;0.05;2.00;-;-;-;-;-;1.00;-;5.00;-;5.00;3.00;-;-;-
Илья Стефанович;Торпедо Москва;162;32;Ф ЛЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;1.00;-;0.26;3.00;67 %;1.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;4.00;-;1.00;-;-;1.00;3.00;33 %;-;-;3.00;33 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;1;-;-;1.00;9.00;4.00;44 %;0 %;1.00;-;-;-;0.26;-;0.00;0.28;0.42;-0.14;-;-;2.00;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-
Дмитрий Югалдин;Сокол Саратов;193;32;П Л;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;8.00;88 %;-;-;1.00;100 %;-;-;1.00;100 %;-;-;-;-;2.00;100 %;2.00;1.00;2.00;3.00;-;1.00;5.00;60 %;4.00;50 %;1.00;100 %;2.00;50 %;-;-;-;-;2.00;100 %;2.00;3.00;1;-;-;1.00;21.00;16.00;76 %;-;-;-;-;0.07;-;-;-;0.12;0.07;0.05;-;-;7.00;-;1.00;-;1.00;-;-;2.00;3.00;2.00;1.00;1.00;-;-;2.00
Алексей Померко;Арсенал Тула;203;30;З ПЦ;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;-;1.00;1.00;0.14;13.00;100 %;1.00;100 %;-;-;4.00;100 %;2.00;100 %;-;-;4.00;100 %;1.00;100 %;1.00;-;-;3.00;-;1.00;4.00;75 %;2.00;100 %;2.00;50 %;2.00;100 %;-;-;-;-;-;-;4.00;4.00;1;1.00;1.00;-;27.00;26.00;96 %;100 %;-;-;-;-;0.14;-;0.00;1.77;0.04;1.73;0.04;0.04;13.00;1.00;-;4.00;2.00;-;4.00;1.00;3.00;2.00;1.00;2.00;-;-;-
Александр Денисов;Арсенал Тула;179;29;З ПЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;2.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;5.00;60 %;4.00;50 %;1.00;100 %;1.00;100 %;-;-;-;-;-;-;2.00;-;1;-;-;1.00;9.00;5.00;56 %;-;-;-;-;-;-;-;-;0.08;0.97;-0.89;-;-;-;-;-;-;-;-;-;-;3.00;2.00;1.00;1.00;-;-;-
Стефан Мелентьевич;Химки;171;29;ЗП ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;12.00;67 %;-;-;-;-;2.00;50 %;1.00;100 %;-;-;1.00;100 %;2.00;100 %;3.00;1.00;-;1.00;-;-;7.00;43 %;2.00;50 %;5.00;40 %;4.00;50 %;2.00;50 %;1.00;0 %;-;-;2.00;4.00;1;-;-;1.00;25.00;17.00;68 %;-;-;-;-;0.04;-;-;-;0.11;0.14;-0.03;-;-;8.00;-;-;1.00;1.00;-;1.00;2.00;3.00;1.00;2.00;2.00;1.00;-;-
Владислав Пантелеев;Арсенал Тула;233;29;П ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.05;8.00;38 %;2.00;0 %;-;-;4.00;25 %;-;-;-;-;2.00;50 %;2.00;0 %;3.00;1.00;-;1.00;1.00;1.00;6.00;67 %;5.00;60 %;1.00;100 %;2.00;50 %;1.00;100 %;-;-;3.00;67 %;3.00;2.00;1;-;-;1.00;21.00;13.00;62 %;0 %;-;1.00;-;-;0.05;-;0.00;0.08;0.97;-0.89;-;-;3.00;-;-;1.00;-;-;1.00;-;4.00;3.00;1.00;1.00;1.00;-;2.00
Александр Руденко;Химки;175;29;Ф ЛЦ;-;-;1.00;-;0 %;1.00;-;-;-;-;-;-;1.00;1.00;1.00;0.03;6.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;3.00;33 %;7.00;1.00;2.00;-;-;-;6.00;17 %;1.00;0 %;5.00;20 %;2.00;0 %;1.00;0 %;1.00;0 %;-;-;1.00;1.00;1;-;-;1.00;17.00;7.00;41 %;100 %;-;-;-;-;0.03;-;0.00;0.11;0.14;-0.03;-;-;3.00;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;-
Абу-Сад Элударушев;ФК Акрон Тольятти;166;27;Ф Ц;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;4.00;25 %;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;-;-;1.00;1.00;-;4.00;50 %;1.00;100 %;3.00;33 %;2.00;0 %;-;-;-;-;1.00;100 %;-;-;1;-;-;1.00;8.00;3.00;38 %;-;-;-;-;-;-;-;-;0.19;0.05;0.14;-;-;1.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;1.00
Борис Фартуна;КамАЗ Набережные Челны;178;27;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;83 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;1.00;3.00;1;-;-;1.00;11.00;9.00;82 %;-;-;-;-;-;-;-;-;0.25;0.07;0.18;-;-;5.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Владислав Галкин;ФК Акрон Тольятти;196;27;АП Ц;-;-;1.00;-;0 %;-;2.00;-;-;-;-;-;-;1.00;1.00;0.12;7.00;43 %;-;-;1.00;100 %;1.00;0 %;-;-;-;-;-;-;4.00;75 %;4.00;-;-;1.00;-;-;3.00;33 %;3.00;33 %;-;-;-;-;-;-;-;-;2.00;50 %;1.00;-;1;-;-;1.00;12.00;6.00;50 %;100 %;-;-;-;-;0.12;-;0.00;0.19;0.05;0.14;-;-;3.00;-;1.00;-;-;-;-;3.00;1.00;1.00;-;-;-;-;1.00
Антон Килин;ФК Акрон Тольятти;183;27;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;-;-;6.00;67 %;-;-;2.00;50 %;-;-;-;-;-;-;-;-;2.00;50 %;3.00;-;-;-;-;-;3.00;0 %;1.00;0 %;2.00;0 %;1.00;0 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;10.00;5.00;50 %;-;-;-;-;-;-;-;-;0.19;0.05;0.14;-;-;4.00;-;1.00;-;-;-;-;1.00;-;-;-;-;-;-;-
Юрий Кириллов;КамАЗ Набережные Челны;181;27;П ЛЦ;-;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;-;-;11.00;73 %;-;-;-;-;3.00;67 %;-;-;-;-;2.00;50 %;-;-;3.00;2.00;1.00;1.00;-;1.00;6.00;50 %;3.00;33 %;3.00;67 %;1.00;100 %;2.00;50 %;1.00;0 %;3.00;33 %;-;2.00;1;-;-;1.00;21.00;14.00;67 %;-;-;-;-;-;-;-;-;0.25;0.07;0.18;-;-;8.00;-;-;2.00;-;-;1.00;-;3.00;1.00;2.00;1.00;1.00;-;1.00
Данила Смирнов;ФК Волгарь;218;27;ЗП Ц;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;17.00;82 %;1.00;0 %;-;-;7.00;57 %;2.00;0 %;1.00;0 %;4.00;50 %;1.00;0 %;2.00;-;1.00;3.00;-;-;7.00;86 %;5.00;80 %;2.00;100 %;6.00;83 %;-;-;-;-;1.00;100 %;1.00;1.00;1;-;-;1.00;27.00;22.00;81 %;-;-;-;-;-;-;-;-;0.02;0.12;-0.10;-;-;14.00;-;-;4.00;-;-;2.00;-;6.00;4.00;2.00;5.00;-;-;1.00
Амур Калмыков;Родина Москва;238;26;Ф ЛЦ;1.00;-;1.00;1.00;100 %;1.00;1.00;1.00;-;-;-;-;-;2.00;1.00;0.21;7.00;57 %;-;-;1.00;0 %;2.00;100 %;1.00;0 %;-;-;-;-;2.00;0 %;3.00;-;-;1.00;-;2.00;10.00;70 %;1.00;0 %;9.00;78 %;3.00;100 %;2.00;100 %;2.00;100 %;1.00;0 %;1.00;1.00;1;-;-;1.00;23.00;16.00;70 %;50 %;-;1.00;-;-;0.10;0.21;4.76;0.38;0.28;0.10;-;-;4.00;-;-;2.00;-;-;-;-;7.00;-;7.00;3.00;2.00;2.00;-
