Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Максим Петров;Нефтехимик Нижнекамск;212;93;П П;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;2.00;-;0.06;54.00;74 %;2.00;0 %;7.00;43 %;11.00;82 %;1.00;0 %;-;-;5.00;80 %;11.00;64 %;7.00;1.00;-;3.00;1.00;4.00;16.00;38 %;8.00;25 %;8.00;50 %;4.00;50 %;2.00;100 %;2.00;100 %;6.00;17 %;3.00;15.00;1;1.00;-;-;94.00;68.00;72 %;0 %;1.00;1.00;-;0.15;0.03;-;0.00;1.45;0.98;0.47;-;-;40.00;-;3.00;9.00;-;-;4.00;7.00;6.00;2.00;4.00;2.00;2.00;2.00;1.00
Андрей Семенов;Шинник;193;93;З П;-;-;-;-;-;-;1.00;-;-;1.00;1.00;-;-;-;-;-;51.00;82 %;-;-;-;-;13.00;69 %;2.00;50 %;1.00;100 %;7.00;86 %;-;-;5.00;4.00;1.00;4.00;1.00;1.00;13.00;38 %;11.00;36 %;2.00;50 %;7.00;43 %;-;-;-;-;3.00;0 %;3.00;11.00;1;1.00;-;-;82.00;64.00;78 %;-;-;-;-;0.02;-;-;-;0.98;1.45;-0.47;0.07;0.07;42.00;-;-;9.00;1.00;1.00;6.00;-;5.00;4.00;1.00;3.00;-;-;-
Дмитрий Шадринцев;Шинник;217;93;ЗЛ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;46.00;76 %;-;-;2.00;50 %;12.00;67 %;6.00;33 %;-;-;6.00;50 %;4.00;50 %;10.00;4.00;2.00;8.00;1.00;5.00;14.00;57 %;4.00;50 %;10.00;60 %;2.00;50 %;6.00;67 %;1.00;100 %;1.00;100 %;8.00;8.00;1;1.00;-;-;84.00;65.00;77 %;-;-;-;-;-;-;-;-;0.98;1.45;-0.47;-;-;35.00;-;1.00;8.00;2.00;-;3.00;2.00;8.00;2.00;6.00;1.00;4.00;1.00;1.00
Максим Шоркин;Нефтехимик Нижнекамск;196;93;З ПЦ;-;-;-;-;-;-;4.00;1.00;-;1.00;1.00;-;-;-;-;-;37.00;78 %;-;-;-;-;14.00;71 %;3.00;67 %;-;-;10.00;70 %;1.00;0 %;6.00;-;-;8.00;2.00;-;20.00;65 %;12.00;75 %;8.00;50 %;14.00;57 %;-;-;-;-;-;-;11.00;8.00;1;1.00;-;-;76.00;61.00;80 %;-;-;-;-;-;-;-;-;1.45;0.98;0.47;0.17;0.17;29.00;-;-;10.00;2.00;-;7.00;-;13.00;9.00;4.00;8.00;-;-;-
Богдан Зорин;Нефтехимик Нижнекамск;219;93;З ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;26.00;81 %;-;-;-;-;7.00;57 %;3.00;0 %;-;-;6.00;33 %;1.00;0 %;2.00;-;-;6.00;-;-;11.00;91 %;9.00;100 %;2.00;50 %;7.00;86 %;-;-;-;-;-;-;4.00;6.00;1;1.00;-;-;47.00;41.00;87 %;-;-;-;-;-;-;-;-;1.45;0.98;0.47;-;-;21.00;-;-;4.00;-;-;2.00;-;10.00;9.00;1.00;6.00;-;-;-
Дмитрий Гузь;Шинник;229;93;З ПЦ;-;-;1.00;-;0 %;-;1.00;1.00;-;1.00;-;-;-;1.00;-;0.12;27.00;89 %;-;-;-;-;8.00;63 %;2.00;50 %;-;-;4.00;50 %;-;-;1.00;-;-;10.00;1.00;1.00;22.00;82 %;20.00;80 %;2.00;100 %;15.00;73 %;-;-;-;-;2.00;100 %;4.00;5.00;1;1.00;-;-;61.00;53.00;87 %;0 %;1.00;-;-;-;0.12;-;0.00;0.98;1.45;-0.47;-;-;24.00;-;-;5.00;1.00;-;2.00;-;18.00;16.00;2.00;11.00;-;-;2.00
Данил Степанов;Химки;183;92;ЗП Л;-;-;1.00;-;0 %;1.00;1.00;1.00;-;1.00;1.00;-;-;2.00;1.00;0.23;26.00;58 %;-;-;3.00;0 %;2.00;50 %;-;-;-;-;4.00;50 %;3.00;33 %;9.00;1.00;-;4.00;1.00;1.00;13.00;46 %;5.00;40 %;8.00;50 %;3.00;67 %;-;-;-;-;4.00;50 %;-;6.00;1;1.00;1.00;-;48.00;29.00;60 %;50 %;-;-;1.00;-;0.12;-;0.00;1.93;0.51;1.42;-;-;15.00;-;-;1.00;-;-;2.00;1.00;6.00;2.00;4.00;2.00;-;-;2.00
Артём Делькин;Черноморец;181;89;Ф ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;1.00;1.00;0.15;21.00;71 %;-;-;-;-;2.00;0 %;-;-;-;-;1.00;0 %;1.00;0 %;16.00;2.00;1.00;2.00;-;-;21.00;19 %;2.00;50 %;19.00;16 %;13.00;15 %;-;-;-;-;1.00;100 %;2.00;4.00;1;1.00;1.00;-;49.00;25.00;51 %;100 %;-;-;-;0.06;0.15;-;0.00;0.47;2.11;-1.64;-;-;15.00;-;-;-;-;-;-;-;4.00;1.00;3.00;2.00;-;-;1.00
Никола Кумбурович;Черноморец;203;89;З Ц;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;37.00;84 %;-;-;-;-;6.00;67 %;2.00;100 %;-;-;-;-;-;-;4.00;3.00;-;4.00;-;-;5.00;60 %;3.00;67 %;2.00;50 %;-;-;2.00;50 %;-;-;1.00;100 %;8.00;3.00;1;1.00;1.00;-;53.00;45.00;85 %;-;-;-;-;-;-;-;-;0.47;2.11;-1.64;0.08;0.04;31.00;-;-;4.00;2.00;-;-;-;3.00;2.00;1.00;-;1.00;-;1.00
Дмитрий Сасин;Сокол Саратов;231;87;АП П;1.00;-;1.00;1.00;100 %;-;1.00;1.00;-;-;-;-;-;1.00;1.00;0.20;14.00;50 %;-;-;4.00;0 %;4.00;25 %;-;-;-;-;2.00;0 %;3.00;0 %;9.00;3.00;1.00;3.00;-;2.00;11.00;36 %;7.00;43 %;4.00;25 %;3.00;0 %;1.00;100 %;-;-;3.00;67 %;4.00;5.00;1;1.00;1.00;-;41.00;26.00;63 %;100 %;-;-;-;-;0.20;0.20;5.00;0.59;0.63;-0.04;-;-;7.00;-;-;1.00;-;-;-;-;4.00;3.00;1.00;-;1.00;-;2.00
Алан Хабалов;Алания Владикавказ;225;86;З П;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;48.00;79 %;1.00;0 %;5.00;0 %;11.00;73 %;5.00;80 %;3.00;100 %;4.00;100 %;8.00;50 %;5.00;1.00;2.00;6.00;1.00;3.00;18.00;50 %;12.00;58 %;6.00;33 %;1.00;0 %;3.00;67 %;-;-;5.00;60 %;2.00;8.00;1;1.00;1.00;-;81.00;60.00;74 %;-;-;-;-;0.26;-;-;-;1.42;0.87;0.55;0.06;0.06;38.00;-;-;8.00;4.00;3.00;4.00;4.00;9.00;7.00;2.00;-;2.00;-;3.00
Олег Ланин;Енисей Красноярск;232;86;ЗП Ц;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;37.00;89 %;-;-;-;-;5.00;60 %;1.00;0 %;-;-;4.00;75 %;-;-;2.00;1.00;-;6.00;1.00;-;11.00;82 %;10.00;80 %;1.00;100 %;3.00;100 %;1.00;100 %;1.00;100 %;4.00;50 %;10.00;5.00;1;1.00;1.00;-;63.00;57.00;90 %;-;-;-;-;0.06;-;-;-;0.87;1.42;-0.55;-;-;33.00;-;-;3.00;-;-;3.00;-;9.00;8.00;1.00;3.00;1.00;1.00;2.00
Ислам Машуков;Алания Владикавказ;262;86;Ф Ц;1.00;-;2.00;2.00;100 %;1.00;1.00;1.00;-;-;-;-;1.00;3.00;3.00;1.37;14.00;57 %;-;-;-;-;5.00;80 %;1.00;100 %;-;-;4.00;50 %;2.00;100 %;10.00;1.00;-;-;-;-;13.00;23 %;-;-;13.00;23 %;7.00;14 %;1.00;100 %;1.00;100 %;-;-;-;3.00;1;1.00;1.00;-;33.00;17.00;52 %;100 %;-;-;-;-;0.46;1.37;0.73;1.42;0.87;0.55;-;-;8.00;-;-;4.00;1.00;-;2.00;2.00;3.00;-;3.00;1.00;1.00;1.00;-
Владлен Бабаев;Сокол Саратов;243;85;АП Ц;1.00;-;1.00;1.00;100 %;1.00;-;-;-;-;-;-;-;1.00;1.00;0.05;15.00;60 %;-;-;1.00;0 %;1.00;0 %;1.00;0 %;-;-;3.00;67 %;4.00;25 %;8.00;-;3.00;1.00;-;2.00;7.00;29 %;2.00;50 %;5.00;20 %;1.00;0 %;1.00;100 %;1.00;100 %;2.00;50 %;5.00;3.00;1;1.00;1.00;-;36.00;22.00;61 %;100 %;-;-;-;0.05;0.05;0.05;20.00;0.59;0.63;-0.04;0.02;0.02;9.00;-;-;-;-;-;2.00;1.00;2.00;1.00;1.00;-;1.00;1.00;1.00
Илья Сериков;Сокол Саратов;179;85;ЗП ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;25.00;84 %;-;-;-;-;6.00;67 %;-;-;-;-;2.00;100 %;1.00;0 %;3.00;2.00;-;1.00;-;4.00;8.00;38 %;5.00;40 %;3.00;33 %;5.00;40 %;-;-;-;-;-;-;3.00;2.00;1;1.00;1.00;-;42.00;33.00;79 %;-;-;-;-;-;-;-;-;0.59;0.63;-0.04;-;-;21.00;-;-;4.00;-;-;2.00;-;3.00;2.00;1.00;2.00;-;-;-
Ансор Хабибов;Арсенал Тула;209;84;АП Л;-;-;-;-;-;-;1.00;2.00;-;-;-;-;1.00;3.00;1.00;0.13;20.00;60 %;-;-;1.00;0 %;6.00;67 %;2.00;50 %;-;-;2.00;50 %;-;-;7.00;1.00;-;1.00;-;3.00;19.00;42 %;4.00;50 %;15.00;40 %;4.00;0 %;8.00;50 %;6.00;33 %;3.00;67 %;4.00;7.00;1;1.00;1.00;-;56.00;35.00;63 %;33 %;1.00;1.00;-;0.41;0.04;-;0.00;3.79;1.30;2.49;-;-;12.00;-;-;4.00;1.00;-;1.00;-;8.00;2.00;6.00;-;4.00;2.00;2.00
Анатолий Макаров;Арсенал Тула;210;84;П ЛЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.03;29.00;72 %;-;-;-;-;5.00;60 %;-;-;-;-;1.00;100 %;1.00;100 %;3.00;-;-;5.00;3.00;1.00;16.00;50 %;11.00;55 %;5.00;40 %;3.00;33 %;1.00;100 %;-;-;4.00;100 %;8.00;6.00;1;1.00;1.00;-;61.00;44.00;72 %;0 %;-;1.00;-;0.12;0.03;-;0.00;3.79;1.30;2.49;-;-;21.00;-;-;3.00;-;-;1.00;1.00;8.00;6.00;2.00;1.00;1.00;-;4.00
Ильнур Бадртдинов;КамАЗ Набережные Челны;215;82;АП П;-;-;1.00;-;0 %;2.00;-;2.00;-;-;-;-;-;1.00;1.00;0.20;14.00;64 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;9.00;4.00;1.00;2.00;1.00;1.00;27.00;37 %;7.00;43 %;20.00;35 %;8.00;0 %;5.00;40 %;4.00;50 %;1.00;0 %;2.00;5.00;1;1.00;1.00;-;51.00;28.00;55 %;100 %;-;-;-;0.09;0.20;-;0.00;0.91;0.39;0.52;-;-;9.00;-;-;1.00;-;-;1.00;-;10.00;3.00;7.00;-;2.00;2.00;-
Валерий Каптилов;Ленинградец;181;82;З ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41.00;78 %;-;-;-;-;16.00;88 %;4.00;75 %;2.00;50 %;11.00;91 %;2.00;100 %;5.00;3.00;1.00;7.00;1.00;1.00;14.00;57 %;13.00;54 %;1.00;100 %;5.00;60 %;1.00;100 %;1.00;100 %;4.00;75 %;4.00;7.00;1;1.00;1.00;-;68.00;52.00;76 %;-;-;-;-;0.04;-;-;-;0.39;0.91;-0.52;0.04;0.04;32.00;-;-;14.00;3.00;1.00;10.00;2.00;8.00;7.00;1.00;3.00;1.00;1.00;3.00
Максим Храмцов;Динамо Махачкала;242;82;ЗП Л;-;1.00;-;-;-;2.00;-;-;-;-;-;-;-;-;-;-;22.00;68 %;1.00;100 %;-;-;8.00;63 %;2.00;50 %;-;-;3.00;100 %;4.00;100 %;3.00;2.00;-;4.00;-;2.00;10.00;80 %;7.00;86 %;3.00;67 %;3.00;100 %;1.00;0 %;-;-;4.00;75 %;6.00;1.00;1;1.00;1.00;-;41.00;32.00;78 %;-;-;-;-;0.37;-;-;-;1.28;0.77;0.51;-;-;15.00;1.00;-;5.00;1.00;-;3.00;4.00;8.00;6.00;2.00;3.00;-;-;3.00
Даниил Родин;КамАЗ Набережные Челны;236;82;ЗП Ц;-;-;-;-;-;-;-;4.00;-;-;-;-;-;-;-;-;49.00;92 %;-;-;1.00;0 %;10.00;80 %;2.00;100 %;-;-;4.00;100 %;1.00;0 %;-;-;-;8.00;2.00;1.00;22.00;73 %;17.00;76 %;5.00;60 %;8.00;75 %;1.00;0 %;-;-;4.00;75 %;8.00;7.00;1;1.00;1.00;-;88.00;78.00;89 %;-;-;-;-;0.01;-;-;-;0.91;0.39;0.52;0.01;0.01;45.00;-;-;8.00;2.00;-;4.00;-;16.00;13.00;3.00;6.00;-;-;3.00
Денис Ткачук;ФК Волгарь;188;82;АП П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;2.00;-;0.04;49.00;57 %;4.00;0 %;5.00;20 %;12.00;50 %;6.00;33 %;1.00;0 %;10.00;50 %;20.00;40 %;11.00;1.00;1.00;2.00;2.00;2.00;11.00;36 %;4.00;25 %;7.00;43 %;5.00;40 %;-;-;-;-;1.00;0 %;2.00;2.00;1;1.00;1.00;-;69.00;38.00;55 %;0 %;-;2.00;-;0.09;0.02;-;0.00;0.63;0.57;0.06;-;-;28.00;-;1.00;6.00;2.00;-;5.00;8.00;4.00;1.00;3.00;2.00;-;-;-
Дмитрий Самойлов;Шинник;211;81;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.03;25.00;52 %;1.00;0 %;5.00;20 %;8.00;38 %;2.00;100 %;-;-;2.00;50 %;5.00;40 %;6.00;-;-;2.00;1.00;1.00;13.00;54 %;3.00;67 %;10.00;50 %;6.00;33 %;2.00;50 %;2.00;50 %;2.00;100 %;7.00;2.00;1;1.00;1.00;-;49.00;30.00;61 %;0 %;1.00;-;-;0.03;0.03;-;0.00;0.98;1.45;-0.47;-;-;13.00;-;1.00;3.00;2.00;-;1.00;2.00;7.00;2.00;5.00;2.00;1.00;1.00;2.00
Астемир Гордюшенко;Родина Москва;186;80;П Л;-;-;-;-;-;-;2.00;-;-;1.00;-;-;-;-;-;-;20.00;60 %;-;-;2.00;0 %;5.00;60 %;-;-;-;-;2.00;50 %;6.00;17 %;11.00;1.00;1.00;2.00;-;1.00;9.00;22 %;4.00;25 %;5.00;20 %;-;-;-;-;-;-;3.00;33 %;5.00;7.00;1;1.00;1.00;-;44.00;28.00;64 %;-;-;-;-;0.56;-;-;-;2.22;0.57;1.65;0.06;0.06;12.00;-;-;3.00;-;-;1.00;1.00;2.00;1.00;1.00;-;-;-;1.00
Виталий Шитов;Тюмень;212;80;АП П;-;-;-;-;-;-;4.00;-;-;1.00;-;-;-;2.00;-;0.06;39.00;54 %;2.00;0 %;3.00;0 %;9.00;33 %;-;-;-;-;5.00;40 %;5.00;20 %;13.00;5.00;3.00;1.00;-;5.00;19.00;53 %;7.00;43 %;12.00;58 %;5.00;40 %;5.00;80 %;1.00;100 %;4.00;50 %;4.00;7.00;1;1.00;1.00;-;79.00;47.00;59 %;0 %;2.00;-;-;0.04;0.03;-;0.00;1.30;3.76;-2.46;-;-;21.00;-;-;3.00;-;-;2.00;1.00;10.00;3.00;7.00;2.00;4.00;1.00;2.00
Иван Тимошенко;Родина Москва;250;80;Ф ЛЦ;1.00;-;1.00;1.00;100 %;-;1.00;2.00;-;-;-;-;2.00;3.00;2.00;0.80;17.00;53 %;-;-;-;-;3.00;0 %;-;-;-;-;3.00;33 %;2.00;0 %;18.00;2.00;2.00;3.00;1.00;-;26.00;46 %;5.00;80 %;21.00;38 %;14.00;43 %;1.00;100 %;1.00;100 %;1.00;100 %;4.00;2.00;1;1.00;1.00;-;54.00;29.00;54 %;67 %;1.00;-;-;0.23;0.27;0.80;1.25;2.22;0.57;1.65;-;-;9.00;-;-;-;-;-;1.00;-;12.00;4.00;8.00;6.00;1.00;1.00;1.00
Александр Бем;Тюмень;251;78;З П;-;-;1.00;-;0 %;1.00;1.00;-;-;-;-;-;-;-;-;-;66.00;83 %;2.00;50 %;2.00;50 %;6.00;67 %;-;-;-;-;4.00;75 %;4.00;75 %;7.00;4.00;-;5.00;1.00;2.00;18.00;50 %;8.00;75 %;10.00;30 %;5.00;60 %;5.00;20 %;3.00;0 %;4.00;75 %;7.00;3.00;1;-;-;1.00;97.00;77.00;79 %;-;-;-;-;0.26;-;-;-;1.67;3.2;-1.35;0.12;0.12;55.00;1.00;1.00;4.00;-;-;3.00;3.00;9.00;6.00;3.00;3.00;1.00;-;3.00
Юрий Будагян;Черноморец;196;78;П ЛЦ;-;-;-;-;-;-;-;2.00;-;1.00;-;-;-;-;-;-;15.00;93 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;4.00;-;-;2.00;-;-;7.00;29 %;2.00;0 %;5.00;40 %;-;-;3.00;67 %;1.00;0 %;-;-;1.00;4.00;1;1.00;1.00;-;27.00;21.00;78 %;-;-;-;-;-;-;-;-;0.42;2.11;-1.69;0.69;0.69;14.00;-;-;1.00;-;-;1.00;-;2.00;-;2.00;-;2.00;-;-
Шамиль Саадуев;Черноморец;225;78;П ПЦ;-;-;-;-;-;1.00;2.00;1.00;-;-;-;-;-;2.00;-;0.05;20.00;90 %;-;-;-;-;4.00;50 %;1.00;0 %;-;-;1.00;0 %;1.00;100 %;3.00;2.00;-;1.00;1.00;2.00;14.00;50 %;5.00;60 %;9.00;44 %;2.00;0 %;1.00;0 %;-;-;2.00;50 %;2.00;3.00;1;1.00;1.00;-;43.00;32.00;74 %;0 %;1.00;-;1.00;0.02;0.03;-;0.00;0.42;2.11;-1.69;-;-;18.00;-;-;2.00;-;-;-;1.00;7.00;3.00;4.00;-;-;-;1.00
Марат Ситдиков;Нефтехимик Нижнекамск;216;78;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48.00;81 %;-;-;1.00;100 %;16.00;69 %;3.00;67 %;1.00;100 %;14.00;71 %;5.00;80 %;6.00;2.00;2.00;4.00;2.00;-;15.00;60 %;11.00;73 %;4.00;25 %;6.00;67 %;1.00;0 %;1.00;0 %;2.00;100 %;4.00;7.00;1;1.00;1.00;-;76.00;59.00;78 %;-;-;-;-;0.18;-;-;-;1.45;0.98;0.47;-;-;39.00;-;1.00;11.00;2.00;1.00;10.00;4.00;9.00;8.00;1.00;4.00;-;-;2.00
Георгий Гонгадзе;Торпедо Москва;175;77;Ф ПЦ;-;-;-;-;-;-;-;3.00;-;-;-;-;1.00;1.00;1.00;0.02;10.00;50 %;-;-;-;-;2.00;50 %;-;-;-;-;1.00;100 %;1.00;0 %;11.00;-;1.00;-;-;1.00;16.00;25 %;-;-;16.00;25 %;9.00;22 %;-;-;-;-;-;-;1.00;1.00;1;1.00;1.00;-;31.00;13.00;42 %;100 %;-;-;-;-;0.02;-;0.00;0.55;2.6;-1.51;-;-;5.00;-;-;1.00;-;-;1.00;-;4.00;-;4.00;2.00;-;-;-
Александр Канаплин;Енисей Красноярск;192;77;Ф ЛЦ;-;-;-;-;-;1.00;1.00;2.00;-;-;-;-;2.00;1.00;1.00;0.02;20.00;75 %;-;-;-;-;5.00;60 %;-;-;-;-;2.00;0 %;4.00;100 %;8.00;1.00;-;1.00;1.00;3.00;15.00;53 %;4.00;50 %;11.00;55 %;2.00;0 %;4.00;75 %;4.00;75 %;1.00;0 %;1.00;4.00;1;1.00;1.00;-;44.00;32.00;73 %;100 %;-;-;-;0.06;0.02;-;0.00;0.87;1.17;-0.30;-;-;15.00;-;-;3.00;-;-;-;4.00;8.00;2.00;6.00;-;3.00;3.00;-
Николай Марков;Енисей Красноярск;192;77;З П;-;-;-;-;-;1.00;1.00;1.00;1.00;2.00;-;-;-;-;-;-;45.00;80 %;2.00;50 %;2.00;0 %;8.00;88 %;2.00;50 %;-;-;5.00;60 %;4.00;50 %;6.00;4.00;-;1.00;-;-;12.00;42 %;8.00;50 %;4.00;25 %;9.00;56 %;-;-;-;-;1.00;0 %;1.00;3.00;1;1.00;1.00;-;62.00;45.00;73 %;-;-;-;-;0.01;-;-;-;0.87;1.17;-0.30;-;-;36.00;1.00;-;7.00;1.00;-;3.00;2.00;5.00;4.00;1.00;5.00;-;-;-
Максим Савельев;Енисей Красноярск;211;77;Ф ПЦ;1.00;-;2.00;1.00;50 %;-;1.00;2.00;-;-;-;-;-;2.00;2.00;0.67;5.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.00;1.00;3.00;1.00;-;1.00;26.00;27 %;7.00;29 %;19.00;26 %;6.00;17 %;3.00;67 %;2.00;100 %;2.00;50 %;-;-;1;1.00;1.00;-;37.00;15.00;41 %;100 %;-;-;-;-;0.34;0.67;1.49;0.87;1.17;-0.30;-;-;5.00;-;-;-;-;-;-;-;7.00;2.00;5.00;1.00;2.00;2.00;1.00
Роман Юзепчук;Торпедо Москва;206;77;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.06;48.00;83 %;-;-;1.00;0 %;4.00;25 %;2.00;0 %;-;-;2.00;0 %;2.00;0 %;6.00;-;1.00;3.00;-;1.00;7.00;71 %;4.00;75 %;3.00;67 %;2.00;100 %;-;-;-;-;-;-;-;3.00;1;1.00;1.00;-;61.00;49.00;80 %;0 %;1.00;-;-;0.03;0.06;-;0.00;0.55;2.6;-1.51;-;-;40.00;-;-;1.00;-;-;-;-;5.00;3.00;2.00;2.00;-;-;-
Олег Исаенко;Химки;236;76;ЗП П;-;1.00;-;-;-;1.00;-;1.00;-;-;-;-;-;-;-;-;32.00;88 %;1.00;100 %;1.00;100 %;2.00;50 %;-;-;-;-;1.00;100 %;1.00;100 %;1.00;-;1.00;3.00;1.00;1.00;12.00;67 %;10.00;70 %;2.00;50 %;4.00;75 %;-;-;-;-;3.00;67 %;2.00;4.00;1;1.00;1.00;-;52.00;43.00;83 %;-;-;-;-;0.57;-;-;-;1.84;0.37;1.47;-;-;28.00;1.00;1.00;1.00;-;-;1.00;1.00;8.00;7.00;1.00;3.00;-;-;2.00
Оливье Кенфак;Кубань Краснодар;203;75;П Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;1.00;0.06;14.00;71 %;-;-;-;-;4.00;50 %;-;-;-;-;1.00;0 %;-;-;8.00;3.00;-;2.00;-;1.00;22.00;45 %;5.00;60 %;17.00;41 %;4.00;25 %;8.00;63 %;3.00;33 %;2.00;100 %;-;5.00;1;1.00;1.00;-;43.00;27.00;63 %;100 %;-;-;-;0.05;0.06;-;0.00;0.37;1.84;-1.47;-;-;10.00;-;-;2.00;-;-;-;-;10.00;3.00;7.00;1.00;5.00;1.00;2.00
Алан Чочиев;Алания Владикавказ;240;73;П ПЦ;-;-;1.00;1.00;100 %;1.00;-;1.00;-;-;-;-;-;-;-;-;33.00;79 %;1.00;0 %;1.00;0 %;10.00;70 %;1.00;0 %;1.00;0 %;9.00;67 %;1.00;0 %;4.00;-;-;2.00;1.00;1.00;6.00;50 %;3.00;33 %;3.00;67 %;-;-;2.00;100 %;1.00;100 %;3.00;33 %;2.00;6.00;1;1.00;1.00;-;48.00;38.00;79 %;-;-;-;-;0.01;-;-;-;1.17;0.87;0.30;-;-;26.00;-;-;7.00;-;-;6.00;-;3.00;1.00;2.00;-;2.00;1.00;1.00
Валерий Царукян;Алания Владикавказ;209;73;АП П;-;-;2.00;-;0 %;2.00;1.00;2.00;-;-;-;-;-;2.00;1.00;0.35;24.00;75 %;1.00;0 %;3.00;0 %;3.00;67 %;-;-;-;-;2.00;100 %;3.00;0 %;8.00;-;2.00;-;-;3.00;17.00;35 %;3.00;0 %;14.00;43 %;3.00;0 %;7.00;71 %;3.00;67 %;1.00;0 %;1.00;5.00;1;1.00;1.00;-;54.00;34.00;63 %;50 %;1.00;-;-;-;0.17;-;0.00;1.17;0.87;0.30;-;-;18.00;-;-;2.00;-;-;2.00;-;6.00;-;6.00;-;5.00;2.00;-
Иван Чудин;ФК Акрон Тольятти;249;72;ЗП ЛЦ;-;-;1.00;-;0 %;-;2.00;-;-;-;-;-;-;1.00;1.00;0.30;49.00;88 %;-;-;1.00;0 %;16.00;88 %;1.00;100 %;-;-;7.00;100 %;1.00;100 %;2.00;-;-;4.00;2.00;1.00;10.00;80 %;10.00;80 %;-;-;5.00;100 %;-;-;-;-;2.00;100 %;2.00;9.00;1;1.00;1.00;-;73.00;65.00;89 %;100 %;-;-;-;0.04;0.30;-;0.00;1.92;0.42;1.50;0.15;0.15;43.00;-;-;14.00;1.00;-;7.00;1.00;8.00;8.00;-;5.00;-;-;2.00
Кирилл Данилин;ФК Акрон Тольятти;215;72;АП П;-;-;1.00;-;0 %;2.00;-;1.00;-;-;-;-;-;1.00;-;0.04;28.00;75 %;3.00;67 %;7.00;29 %;4.00;75 %;2.00;100 %;-;-;1.00;100 %;7.00;43 %;3.00;1.00;-;2.00;2.00;2.00;7.00;57 %;3.00;67 %;4.00;50 %;1.00;100 %;1.00;0 %;-;-;1.00;0 %;1.00;5.00;1;1.00;1.00;-;44.00;33.00;75 %;0 %;1.00;-;-;0.72;0.04;-;0.00;1.92;0.42;1.50;-;-;21.00;2.00;2.00;3.00;2.00;-;1.00;3.00;4.00;2.00;2.00;1.00;-;-;-
